"ID","TOKEN","UPOS"
"1","Εὐθύφρων","PROPN"
"2","ΕΥΘ","PROPN"
"3",".","PUNCT"
"4","τί","PRON"
"5","νεώτερον","ADJ"
"6",",","PUNCT"
"7","ὦ","INTJ"
"8","Σώκρατες","PROPN"
"9",",","PUNCT"
"10","γέγονεν","VERB"
"11",",","PUNCT"
"12","ὅτι","SCONJ"
"13","σὺ","PRON"
"14","τὰς","DET"
"15","ἐν","ADP"
"16","Λυκείῳ","PROPN"
"17","καταλιπὼν","VERB"
"18","διατριβὰς","NOUN"
"19","ἐνθάδε","ADV"
"20","νῦν","ADV"
"21","διατρίβεις","VERB"
"22","περὶ","ADP"
"23","τὴν","DET"
"24","τοῦ","DET"
"25","βασιλέως","NOUN"
"26","στοάν","NOUN"
"27",";","PUNCT"
"28","οὐ","ADV"
"29","γάρ","ADV"
"30","που","ADV"
"31","καὶ","ADV"
"32","σοί","PRON"
"33","γε","ADV"
"34","δίκη","NOUN"
"35","τις","DET"
"36","οὖσα","AUX"
"37","τυγχάνει","VERB"
"38","πρὸς","ADP"
"39","τὸν","DET"
"40","βασιλέα","NOUN"
"41","ὥσπερ","ADV"
"42","ἐμοί","PRON"
"43",".","PUNCT"
"44","ΣΩ","ADJ"
"45",".","PUNCT"
"46","οὔτοι","ADJ"
"47","δὴ","ADV"
"48","Ἀθηναῖοί","ADJ"
"49","γε","ADV"
"50",",","PUNCT"
"51","ὦ","INTJ"
"52","Εὐθύφρων","PROPN"
"53",",","PUNCT"
"54","δίκην","NOUN"
"55","αὐτὴν","PRON"
"56","καλοῦσιν","VERB"
"57","ἀλλὰ","CCONJ"
"58","γραφήν","NOUN"
"59",".","PUNCT"
"60","ΕΥΘ","PROPN"
"61",".","PUNCT"
"62","τί","PRON"
"63","φῄς","VERB"
"64",";","PUNCT"
"65","γραφὴν","NOUN"
"66","σέ","PRON"
"67","τις","DET"
"68",",","PUNCT"
"69","ὡς","ADV"
"70","ἔοικε","VERB"
"71",",","PUNCT"
"72","γέγραπται","VERB"
"73","·","PUNCT"
"74","οὐ","ADV"
"75","γὰρ","ADV"
"76","ἐκεῖνό","ADJ"
"77","γε","ADV"
"78","καταγνώσομαι","VERB"
"79",",","PUNCT"
"80","ὡς","ADV"
"81","σὺ","PRON"
"82","ἕτερον","ADJ"
"83",".","PUNCT"
"84","ΣΩ","ADJ"
"85",".","PUNCT"
"86","οὐ","ADV"
"87","γὰρ","ADV"
"88","οὖν","ADV"
"89",".","PUNCT"
"90","ΕΥΘ","PROPN"
"91",".","PUNCT"
"92","ἀλλὰ","CCONJ"
"93","σὲ","PRON"
"94","ἄλλος","ADJ"
"95",";","PUNCT"
"96","ΣΩ","PRON"
"97",".","PUNCT"
"98","πάνυ","ADV"
"99","γε","ADV"
"100",".","PUNCT"
"101","ΕΥΘ","PROPN"
"102",".","PUNCT"
"103","τίς","PRON"
"104","οὗτος","ADJ"
"105",";","PUNCT"
"106","ΣΩ","ADJ"
"107",".","PUNCT"
"108","οὐδʼ","ADV"
"109","αὐτὸς","ADJ"
"110","πάνυ","ADV"
"111","τι","ADJ"
