"ID","TOKEN","IS_PUNCT"
"1","ΣΚΟΠΟΣ","FALSE"
"2","κράτιστε","FALSE"
"3","Μωσῆ","FALSE"
"4",",","TRUE"
"5","πρόσσχες","FALSE"
"6",",","TRUE"
"7","οἷον","FALSE"
"8","εὕρομεν","FALSE"
"9","τόπον","FALSE"
"10","πρὸς","FALSE"
"11","αὐτῇ","FALSE"
"12","τῇδέ","FALSE"
"13","γ᾽","FALSE"
"14","εὐαεῖ","FALSE"
"15","νάπῃ","FALSE"
"16",".","TRUE"
"17","ἔστιν","FALSE"
"18","γάρ","FALSE"
"19",",","TRUE"
"20","ὥς","FALSE"
"21","που","FALSE"
"22","καὶ","FALSE"
"23","σὺ","FALSE"
"24","τυγχάνεις","FALSE"
"25","ὁρῶν","FALSE"
"26",",","TRUE"
"27","ἐκεῖ","FALSE"
"28","·","TRUE"
"29","τόθεν","FALSE"
"30","δὲ","FALSE"
"31","φέγγος","FALSE"
"32","ἐξέλαμψέ","FALSE"
"33","νυν","FALSE"
"34","κατ᾽","FALSE"
"35","εὐφρόνης","FALSE"
"36","σημεῖον","FALSE"
"37","ὡς","FALSE"
"38","στῦλος","FALSE"
"39","πυρός","FALSE"
"40",".","TRUE"
"41","ἐνταῦθα","FALSE"
"42","λειμῶν᾽","FALSE"
"43","εὕρομεν","FALSE"
"44","κατάσκιον","FALSE"
"45","ὑγράς","FALSE"
"46","τε","FALSE"
"47","λιβάδας","FALSE"
"48","·","TRUE"
"49","δαψιλὴς","FALSE"
"50","χῶρος","FALSE"
"51","βαθύς","FALSE"
"52",",","TRUE"
"53","πηγὰς","FALSE"
"54","ἀφύσσων","FALSE"
"55","δώδεκ᾽","FALSE"
"56","ἐκ","FALSE"
"57","μιᾶς","FALSE"
"58","πέτρας","FALSE"
"59",",","TRUE"
"60","στελέχη","FALSE"
"61","δ᾽","FALSE"
"62","ἐρυμνὰ","FALSE"
"63","πολλὰ","FALSE"
"64","φοινίκων","FALSE"
"65","πέλει","FALSE"
"66","ἔγκαρπα","FALSE"
"67",",","TRUE"
"68","δεκάκις","FALSE"
"69","ἑπτά","FALSE"
"70",",","TRUE"
"71","καὶ","FALSE"
"72","περίρρυτος","FALSE"
"73","πέφυκε","FALSE"
"74","χλοίη","FALSE"
"75","θρέμμασιν","FALSE"
"76","χορτάσματα","FALSE"
"77",".","TRUE"
