"ID","TOKEN","LEMMA"
"1","διὰ","διά"
"2","τί","τίς"
"3","τὴν","ὁ"
"4","γαμουμένην","γαμέω"
"5","ἅπτεσθαι","ἅπτω"
"6","πυρὸς","πῦρ"
"7","καὶ","καί"
"8","ὕδατος","ὕδωρ"
"9","κελεύουσι","κελεύω"
"10",";",";"
"11","πότερον","πότερον"
"12","τούτων","οὗτος"
"13","ὡς","ὡς"
"14","ἐν","ἐν"
"15","στοιχείοις","στοιχεῖον"
"16","καὶ","καί"
"17","ἀρχαῖς","ἀρχή"
"18","τὸ","ὁ"
"19","μὲν","μέν"
"20","ἄρρεν","ἄρσην"
"21","ἐστὶ","εἰμί"
"22","τὸ","ὁ"
"23","δὲ","δέ"
"24","θῆλυ","θῆλυς"
"25",",",","
"26","καὶ","καί"
"27","τὸ","ὁ"
"28","μὲν","μέν"
"29","ἀρχὰς","ἀρχή"
"30","κινήσεως","κίνησις"
"31","ἐνίησι","ἐνίημι"
"32","τὸ","ὁ"
"33","δʼ","δέ"
"34","ὑποκειμένου","ὑπόκειμαι"
"35","καὶ","καί"
"36","ὕλης","ὕλη"
"37","δύναμιν","δύναμις"
"38",".","."
"39","ἤ","ἤ"
"40","διότι","διότι"
"41","τὸ","ὁ"
"42","πῦρ","πῦρ"
"43","καθαίρει","καθαίρω"
"44","καὶ","καί"
"45","τὸ","ὁ"
"46","ὕδωρ","ὕδωρ"
"47","ἁγνίζει","ἁγνίζω"
"48",",",","
"49","δεῖ","δεῖ"
"50","δὲ","δέ"
"51","καθαρὰν","καθαρός"
"52","καὶ","καί"
"53","ἁγνὴν","ἁγνός"
"54","διαμένειν","διαμένω"
"55","τὴν","ὁ"
"56","γαμηθεῖσαν","γαμηθεῖσα"
"57",";",";"
"58","ἢ","ἤ"
"59","ὅτι","ὅτι"
"60",",",","
"61","καθάπερ","καθάπερ"
"62","τὸ","ὁ"
"63","πῦρ","πῦρ"
"64","χωρὶς","χωρίς"
"65","ὑγρότητος","ὑγρότης"
"66","ἄτροφόν","ἄτροφός"
"67","ἐστι","εἰμί"
"68","καὶ","καί"
"69","ξηρὸν","ξηρός"
"70","τὸ","ὁ"
"71","δὲ","δέ"
"72","ὕδωρ","ὕδωρ"
"73","ἄνευ","ἄνευ"
"74","θερμότητος","θερμότης"
"75","ἄγονον","ἄγονος"
"76","καὶ","καί"
"77","ἀργόν","ἀργός"
"78",",",","
"79","οὕτω","οὕτως"
"80","καὶ","καί"
"81","τὸ","ὁ"
"82","ἄρρεν","ἄρσην"
"83","ἀδρανὲς","ἀδρανής"
"84","καὶ","καί"
"85","τὸ","ὁ"
"86","θῆλυ","θῆλυς"
"87","χωρὶς","χωρίς"
"88","ἀλλήλων","ἀλλήλων"
"89",",",","
"90","ἡ","ὁ"
"91","δὲ","δέ"
"92","σύνοδος","σύνοδος"
"93","ἀμφοῖν","ἄμφω"
"94","ἐπιτελεῖ","ἐπιτελέω"
"95","τοῖς","ὁ"
"96","γήμασι","γήμα"
"97","τὴν","ὁ"
"98","συμβίωσιν","συμβίωσις"
"99",";",";"
"100","ἢ","ἤ"
"101","οὐκ","οὐ"
"102","ἀπολειπτέον","ἀπολείπω"
"103","καὶ","καί"
"104","κοινωνητέον","κοινωνέω"
"105","ἁπάσης","ἅπας"
"106","τύχης","τύχη"
"107",",",","
"108","κἂν","ἐάν"
"109","ἄλλου","ἄλλος"
"110","μηδενὸς","μηδείς"
"111","ἢ","ἤ"
"112","πυρὸς","πῦρ"
"113","καὶ","καί"
"114","ὕδατος","ὕδωρ"
"115","μέλλωσι","μέλλω"
"116","κοινωνεῖν","κοινωνέω"
"117","ἀλλήλοις","ἀλλήλων"
"118",";",";"
"119","διὰ","διά"
"120","τί","τίς"
"121","οὐ","οὐ"
"122","πλείονας","πολύς"
"123","οὐδʼ","οὐδέ"
"124","ἐλάττονας","ἐλάσσων"
"125","ἀλλὰ","ἀλλά"
"126","πέντε","πέντε"
"127","λαμπάδας","λαμπάς"
"128","ἅπτουσιν","ἅπτω"
"129","ἐν","ἐν"
"130","τοῖς","ὁ"
"131","γάμοις","γάμος"
"132",",",","
"133","ἃς","ὅς"
"134","κηρίωνας","κηρίωνω"
"135","ὀνομάζουσιν","ὀνομάζω"
"136",";",";"
"137","πότερον","πότερον"
"138",",",","
"139","ὡς","ὡς"
"140","Βάρρων","Βάρρ"
"141","ἔλεγεν","λέγω"
"142",",",","
"143","ὅτι","ὅτι"
"144","τῶν","ὁ"
"145","στρατηγῶν","στρατηγός"
"146","τρισὶ","τρεῖς"
"147","χρωμένων","χράω"
"148",",",","
"149","εἰσὶ","εἰμί"
"150","τοῖς","ὁ"
"151","ἀγορανόμοις","ἀγορανόμος"
"152","πλείονας","πολύς"
"153",",",","
"154","παρὰ","παρά"
"155","δὲ","δέ"
"156","τῶν","ὁ"
"157","ἀγορανόμων","ἀγορανόμος"
"158","ἅπτουσι","ἅπτω"
"159","τὸ","ὁ"
"160","πῦρ","πῦρ"
"161","οἱ","ὁ"
"162","γαμοῦντες","γαμέω"
"163",";",";"
"164","ἤ","ἤ"
"165","διότι","διότι"
"166","πλείοσι","πολύς"
"167","χρωμένων","χράω"
"168","ἀριθμοῖς","ἀριθμός"
"169",",",","
"170","πρός","πρός"
"171","τε","τε"
"172","τὰ","ὁ"
"173","ἄλλα","ἄλλος"
"174","βελτίων","βελτίων"
"175","καὶ","καί"
"176","τελειότερος","τέλειος"
"177","ὁ","ὁ"
"178","περιττὸς","περισσός"
"179","ἐνομίζετο","νομίζω"
"180","καὶ","καί"
"181","πρὸς","πρός"
"182","γάμον","γάμος"
"183","ἁρμοδιώτερος","ἁρμοδιώτερος"
"184",";",";"
"185","ὁ","ὁ"
"186","γὰρ","γάρ"
"187","ἄρτιος","ἄρτιος"
"188","διάστασίν","διάστασις"
"189","τε","τε"
"190","δέχεται","δέχομαι"
"191","καὶ","καί"
"192","ἴσον","ἴσος"
"193","αὐτοῦ","αὐτός"
"194","μάχιμόν","μάχιμός"
"195","ἐστι","εἰμί"
"196","καὶ","καί"
"197","ἀντίπαλον","ἀντίπαλος"
"198",",",","
"199","ὁ","ὁ"
"200","δὲ","δέ"
"201","περιττὸς","περισσός"
"202","οὐ","οὐ"
"203","δύναται","δύναμαι"
"204",".","."
"205","διασχισθῆναι","διασχισθῆναι"
"206","παντάπασιν","παντάπασι"
"207",",",","
"208","ἀλλʼ","ἀλλά"
"209","ὑπολείπει","ὑπολείπω"
"210","τι","τίς"
"211","κοινὸν","κοινός"
"212","ἀεὶ","ἀεί"
"213","μεριζόμενος","μεριζόμενος"
"214",".","."
"215","τοῦ","ὁ"
"216","δὲ","δέ"
"217","περιττοῦ","περισσός"
"218","μάλιστα","μάλα"
"219","γαμήλιος","γαμήλιος"
"220","ἡ","ὁ"
"221","πεντάς","πεντής"
"222","ἐστι","εἰμί"
"223","·","·"
"224","τὰ","ὁ"
"225","γὰρ","γάρ"
"226","τρία","τρεῖς"
"227","πρῶτος","πρῶτος"
"228","περιττὸς","περισσός"
"229","καὶ","καί"
"230","τὰ","ὁ"
"231","δύο","δύο"
"232","πρῶτος","πρῶτος"
"233","ἄρτιος","ἄρτιος"
"234","·","·"
"235","ἐκ","ἐκ"
"236","δὲ","δέ"
"237","τούτων","οὗτος"
"238","ὥσπερ","ὥσπερ"
"239","ἄρρενος","ἄρσην"
"240","καὶ","καί"
"241","θήλεος","θῆλυς"
"242","ἡ","ὁ"
"243","πεντὰς","πεντής"
"244","μέμεικται","μέμεικται"
"245",".","."
"246","ἢ","ἤ"
"247","μᾶλλον","μᾶλλον"
"248",",",","
