"ID","TOKEN","LEMMA"
"1","Ὁ","ὁ"
"2","πρεσβύτερος","πρέσβυς"
"3","Γαΐῳ","Γάϊος"
"4","τῷ","ὁ"
"5","ἀγαπητῷ","ἀγαπητός"
"6",",",","
"7","ὃν","ὅς"
"8","ἐγὼ","ἐγώ"
"9","ἀγαπῶ","ἀγαπάω"
"10","ἐν","ἐν"
"11","ἀληθείᾳ","ἀλήθεια"
"12",".","."
"13","Ἀγαπητέ","Ἀγαπητέ"
"14",",",","
"15","περὶ","περί"
"16","πάντων","πᾶς"
"17","εὔχομαί","εὔχομαι"
"18","σε","σύ"
"19","εὐοδοῦσθαι","εὐοδοῦμι"
"20","καὶ","καί"
"21","ὑγιαίνειν","ὑγιαίνω"
"22",",",","
"23","καθὼς","καθώς"
"24","εὐοδοῦταί","εὐοδοῦτής"
"25","σου","σύ"
"26","ἡ","ὁ"
"27","ψυχή","ψυχή"
"28",".","."
"29","ἐχάρην","χαίρω"
"30","γὰρ","γάρ"
"31","λίαν","λίαν"
"32","ἐρχομένων","ἔρχομαι"
"33","ἀδελφῶν","ἀδελφός"
"34","καὶ","καί"
"35","μαρτυρούντων","μαρτυρέω"
"36","σου","σύ"
"37","τῇ","ὁ"
"38","ἀληθείᾳ","ἀλήθεια"
"39",",",","
"40","καθὼς","καθώς"
"41","σὺ","σύ"
"42","ἐν","ἐν"
"43","ἀληθείᾳ","ἀλήθεια"
"44","περιπατεῖς","περιπατέω"
"45",".","."
"46","μειζοτέραν","μειζοτέρα"
"47","τούτων","οὗτος"
"48","οὐκ","οὐ"
"49","ἔχω","ἔχω"
"50","χαράν","χαρά"
"51",",",","
"52","ἵνα","ἵνα"
"53","ἀκούω","ἀκούω"
"54","τὰ","ὁ"
"55","ἐμὰ","ἐμός"
"56","τέκνα","τέκνον"
"57","ἐν","ἐν"
"58","τῇ","ὁ"
"59","ἀληθείᾳ","ἀλήθεια"
"60","περιπατοῦντα","περιπατέω"
"61",".","."
"62","Ἀγαπητέ","Ἀγαπητέ"
"63",",",","
"64","πιστὸν","πιστός"
"65","ποιεῖς","ποιέω"
"66","ὃ","ὁ"
"67","ἐὰν","ἄν"
"68","ἐργάσῃ","ἐργάζομαι"
"69","εἰς","εἰς"
"70","τοὺς","ὁ"
"71","ἀδελφοὺς","ἀδελφός"
"72","καὶ","καί"
"73","τοῦτο","οὗτος"
"74","ξένους","ξένος"
"75",",",","
"76","οἳ","ὁ"
"77","ἐμαρτύρησάν","ἐμαρτύρησάν"
"78","σου","σύ"
"79","τῇ","ὁ"
"80","ἀγάπῃ","ἀγάπη"
"81","ἐνώπιον","ἐνώπιον"
"82","ἐκκλησίας","ἐκκλησία"
"83",",",","
"84","οὓς","ὅς"
"85","καλῶς","καλῶς"
"86","ποιήσεις","ποιέω"
"87","προπέμψας","προπέμπω"
"88","ἀξίως","ἀξίως"
"89","τοῦ","ὁ"
"90","θεοῦ","θεός"
"91","·","·"
"92","ὑπὲρ","ὑπέρ"
"93","γὰρ","γάρ"
"94","τοῦ","ὁ"
"95","ὀνόματος","ὄνομα"
"96","ἐξῆλθον","ἐξέρχομαι"
"97","μηδὲν","μηδείς"
"98","λαμβάνοντες","λαμβάνω"
"99","ἀπὸ","ἀπό"
"100","τῶν","ὁ"
"101","ἐθνικῶν","ἐθνικός"
"102",".","."
"103","ἡμεῖς","ἡμεῖς"
"104","οὖν","οὖν"
"105","ὀφείλομεν","ὀφείλω"
"106","ὑπολαμβάνειν","ὑπολαμβάνω"
"107","τοὺς","ὁ"
"108","τοιούτους","τοιοῦτος"
"109",",",","
"110","ἵνα","ἵνα"
"111","συνεργοὶ","συνεργός"
"112","γινώμεθα","γίγνομαι"
"113","τῇ","ὁ"
"114","ἀληθείᾳ","ἀλήθεια"
"115",".","."
"116","Ἔγραψά","Ἔγραψά"
"117","τι","τίς"
"118","τῇ","ὁ"
"119","ἐκκλησίᾳ","ἐκκλησία"
"120","·","·"
"121","ἀλλʼ","ἀλλά"
"122","ὁ","ὁ"
"123","φιλοπρωτεύων","φιλοπρωτεύω"
"124","αὐτῶν","αὐτός"
"125","Διοτρέφης","Διοτρέφης"
"126","οὐκ","οὐ"
"127","ἐπιδέχεται","ἐπιδέχομαι"
"128","ἡμᾶς","ἡμεῖς"
"129",".","."
"130","διὰ","διά"
"131","τοῦτο","οὗτος"
"132",",",","
"133","ἐὰν","ἐάν"
"134","ἔλθω","ἔρχομαι"
"135",",",","
"136","ὑπομνήσω","ὑπομνέω"
"137","αὐτοῦ","αὐτός"
"138","τὰ","ὁ"
"139","ἔργα","ἔργον"
"140","ἃ","ὅς"
"141","ποιεῖ","ποιέω"
"142",",",","
"143","λόγοις","λόγος"
"144","πονηροῖς","πονηρός"
"145","φλυαρῶν","φλυαρός"
"146","ἡμᾶς","ἡμεῖς"
"147",",",","
"148","καὶ","καί"
"149","μὴ","μή"
"150","ἀρκούμενος","ἀρκέω"
"151","ἐπὶ","ἐπί"
"152","τούτοις","οὗτος"
"153","οὔτε","οὔτε"
"154","αὐτὸς","αὐτός"
"155","ἐπιδέχεται","ἐπιδέχομαι"
"156","τοὺς","ὁ"
"157","ἀδελφοὺς","ἀδελφός"
"158","καὶ","καί"
"159","τοὺς","ὁ"
"160","βουλομένους","βούλομαι"
"161","κωλύει","κωλύω"
"162","καὶ","καί"
"163","ἐκ","ἐκ"
"164","τῆς","ὁ"
"165","ἐκκλησίας","ἐκκλησία"
"166","ἐκβάλλει","ἐκβάλλω"
"167",".","."
"168","Ἀγαπητέ","Ἀγαπητέ"
"169",",",","
"170","μὴ","μή"
"171","μιμοῦ","μῖμος"
"172","τὸ","ὁ"
"173","κακὸν","κακός"
"174","ἀλλὰ","ἀλλά"
"175","τὸ","ὁ"
"176","ἀγαθόν","ἀγαθός"
"177",".","."
"178","ὁ","ὁ"
"179","ἀγαθοποιῶν","ἀγαθοποιός"
"180","ἐκ","ἐκ"
"181","τοῦ","ὁ"
"182","θεοῦ","θεός"
"183","ἐστιν","εἰμί"
"184","·","·"
"185","ὁ","ὁ"
"186","κακοποιῶν","κακοποιός"
"187","οὐχ","οὐ"
"188","ἑώρακεν","ὁράω"
"189","τὸν","ὁ"
"190","θεόν","θεός"
"191",".","."
"192","Δημητρίῳ","Δημήτριος"
"193","μεμαρτύρηται","μαρτυρέω"
"194","ὑπὸ","ὑπό"
"195","πάντων","πᾶς"
"196","καὶ","καί"
"197","ὑπὸ","ὑπό"
"198","αὐτῆς","αὐτός"
"199","τῆς","ὁ"
"200","ἀληθείας","ἀλήθεια"
"201","·","·"
"202","καὶ","καί"
"203","ἡμεῖς","ἡμεῖς"
"204","δὲ","δέ"
"205","μαρτυροῦμεν","μαρτυροῦμεν"
"206",",",","
"207","καὶ","καί"
"208","οἶδας","οἶδα"
"209","ὅτι","ὅτι"
"210","ἡ","ὁ"
"211","μαρτυρία","μαρτυρία"
"212","ἡμῶν","ἡμεῖς"
"213","ἀληθής","ἀληθής"
"214","ἐστιν","εἰμί"
"215",".","."
"216","Πολλὰ","πολύς"
"217","εἶχον","ἔχω"
"218","γράψαι","γράφω"
"219","σοι","σύ"
"220",",",","
"221","ἀλλʼ","ἀλλά"
"222","οὐ","οὐ"
"223","θέλω","ἐθέλω"
"224","διὰ","διά"
"225","μέλανος","μέλας"
"226","καὶ","καί"
"227","καλάμου","κάλαμος"
"228","σοι","σύ"
"229","γράφειν","γράφω"
"230","·","·"
"231","ἐλπίζω","ἐλπίζω"
"232","δὲ","δέ"
"233","εὐθέως","εὐθέως"
"234","σε","σύ"
"235","ἰδεῖν","ὁράω"
"236",",",","
"237","καὶ","καί"
"238","στόμα","στόμα"
"239","πρὸς","πρός"
"240","στόμα","στόμα"
"241","λαλήσομεν","λαλήσω"
"242",".","."
"243","Εἰρήνη","Εἰρήνη"
"244","σοι","σύ"
"245",".","."
"246","ἀσπάζονταί","ἀσπάζονταί"
"247","σε","σύ"
"248","οἱ","ὁ"
"249","φίλοι","φίλος"
"250",".","."
"251","ἀσπάζου","ἀσπάζω"
"252","τοὺς","ὁ"
"253","φίλους","φίλος"
"254","κατʼ","κατά"
"255","ὄνομα","ὄνομα"
"256",".","."
