"ID","TOKEN","UPOS"
"1","Ὃ","PRON"
"2","ἦν","AUX"
"3","ἀπʼ","ADP"
"4","ἀρχῆς","NOUN"
"5",",","PUNCT"
"6","ὃ","PRON"
"7","ἀκηκόαμεν","VERB"
"8",",","PUNCT"
"9","ὃ","PRON"
"10","ἑωράκαμεν","VERB"
"11","τοῖς","DET"
"12","ὀφθαλμοῖς","NOUN"
"13","ἡμῶν","PRON"
"14",",","PUNCT"
"15","ὃ","PRON"
"16","ἐθεασάμεθα","VERB"
"17","καὶ","CCONJ"
"18","αἱ","DET"
"19","χεῖρες","NOUN"
"20","ἡμῶν","PRON"
"21","ἐψηλάφησαν","VERB"
"22",",","PUNCT"
"23","περὶ","ADP"
"24","τοῦ","DET"
"25","λόγου","NOUN"
"26","τῆς","DET"
"27","ζωῆς","NOUN"
"28","—καὶ","CCONJ"
"29","ἡ","DET"
"30","ζωὴ","NOUN"
"31","ἐφανερώθη","VERB"
"32",",","PUNCT"
"33","καὶ","CCONJ"
"34","ἑωράκαμεν","VERB"
"35","καὶ","CCONJ"
"36","μαρτυροῦμεν","VERB"
"37","καὶ","CCONJ"
"38","ἀπαγγέλλομεν","VERB"
"39","ὑμῖν","PRON"
"40","τὴν","DET"
"41","ζωὴν","NOUN"
"42","τὴν","DET"
"43","αἰώνιον","ADJ"
"44","ἥτις","PRON"
"45","ἦν","AUX"
"46","πρὸς","ADP"
"47","τὸν","DET"
"48","πατέρα","NOUN"
"49","καὶ","CCONJ"
"50","ἐφανερώθη","VERB"
"51","ἡμῖν","PRON"
"52","—ὃ","PRON"
"53","ἑωράκαμεν","VERB"
"54","καὶ","CCONJ"
"55","ἀκηκόαμεν","VERB"
"56","ἀπαγγέλλομεν","VERB"
"57","καὶ","ADV"
"58","ὑμῖν","PRON"
"59",",","PUNCT"
"60","ἵνα","SCONJ"
"61","καὶ","ADV"
"62","ὑμεῖς","PRON"
"63","κοινωνίαν","NOUN"
"64","ἔχητε","VERB"
"65","μεθʼ","ADP"
"66","ἡμῶν","PRON"
"67","·","PUNCT"
"68","καὶ","CCONJ"
"69","ἡ","DET"
"70","κοινωνία","NOUN"
"71","δὲ","ADV"
"72","ἡ","DET"
"73","ἡμετέρα","ADJ"
"74","μετὰ","ADP"
"75","τοῦ","DET"
"76","πατρὸς","NOUN"
"77","καὶ","CCONJ"
"78","μετὰ","ADP"
"79","τοῦ","DET"
"80","υἱοῦ","NOUN"
"81","αὐτοῦ","PRON"
"82","Ἰησοῦ","PROPN"
"83","Χριστοῦ","PROPN"
"84","·","PUNCT"
"85","καὶ","CCONJ"
"86","ταῦτα","ADJ"
"87","γράφομεν","VERB"
"88","ἡμεῖς","PRON"
"89","ἵνα","SCONJ"
"90","ἡ","DET"
"91","χαρὰ","NOUN"
"92","ἡμῶν","PRON"
"93","ᾖ","AUX"
"94","πεπληρωμένη","VERB"
"95",".","PUNCT"
"96","Καὶ","CCONJ"
"97","ἔστιν","AUX"
"98","αὕτη","DET"
"99","ἡ","DET"
"100","ἀγγελία","NOUN"
"101","ἣν","PRON"
"102","ἀκηκόαμεν","VERB"
"103","ἀπʼ","ADP"
"104","αὐτοῦ","PRON"
"105","καὶ","CCONJ"
"106","ἀναγγέλλομεν","VERB"
"107","ὑμῖν","PRON"
"108",",","PUNCT"
"109","ὅτι","SCONJ"
"110","ὁ","DET"
"111","θεὸς","NOUN"
"112","φῶς","NOUN"
"113","ἐστιν","AUX"
"114","καὶ","CCONJ"
"115","σκοτία","NOUN"
"116","ἐν","ADP"
"117","αὐτῷ","PRON"
"118","οὐκ","ADV"
"119","ἔστιν","AUX"
"120","οὐδεμία","DET"
"121",".","PUNCT"
"122","ἐὰν","SCONJ"
"123","εἴπωμεν","VERB"
"124","ὅτι","SCONJ"
"125","κοινωνίαν","NOUN"
"126","ἔχομεν","VERB"
"127","μετʼ","ADP"
"128","αὐτοῦ","PRON"
"129","καὶ","CCONJ"
"130","ἐν","ADP"
"131","τῷ","DET"
"132","σκότει","NOUN"
"133","περιπατῶμεν","VERB"
"134",",","PUNCT"
"135","ψευδόμεθα","VERB"
"136","καὶ","CCONJ"
"137","οὐ","ADV"
"138","ποιοῦμεν","VERB"
"139","τὴν","DET"
"140","ἀλήθειαν","NOUN"
"141","·","PUNCT"
"142","ἐὰν","SCONJ"
"143","δὲ","ADV"
"144","ἐν","ADP"
"145","τῷ","DET"
"146","φωτὶ","NOUN"
"147","περιπατῶμεν","VERB"
"148","ὡς","ADV"
"149","αὐτός","PRON"
"150","ἐστιν","AUX"
"151","ἐν","ADP"
"152","τῷ","DET"
"153","φωτί","NOUN"
"154",",","PUNCT"
"155","κοινωνίαν","NOUN"
"156","ἔχομεν","VERB"
"157","μετʼ","ADP"
"158","ἀλλήλων","PRON"
"159","καὶ","CCONJ"
"160","τὸ","DET"
"161","αἷμα","NOUN"
"162","Ἰησοῦ","PROPN"
"163","τοῦ","DET"
"164","υἱοῦ","NOUN"
"165","αὐτοῦ","PRON"
"166","καθαρίζει","VERB"
"167","ἡμᾶς","PRON"
"168","ἀπὸ","ADP"
"169","πάσης","DET"
"170","ἁμαρτίας","NOUN"
"171",".","PUNCT"
"172","ἐὰν","SCONJ"
"173","εἴπωμεν","VERB"
"174","ὅτι","SCONJ"
"175","ἁμαρτίαν","NOUN"
"176","οὐκ","ADV"
"177","ἔχομεν","VERB"
"178",",","PUNCT"
"179","ἑαυτοὺς","PRON"
"180","πλανῶμεν","VERB"
"181","καὶ","CCONJ"
"182","ἡ","DET"
"183","ἀλήθεια","NOUN"
"184","οὐκ","ADV"
"185","ἔστιν","AUX"
"186","ἐν","ADP"
"187","ἡμῖν","PRON"
"188",".","PUNCT"
"189","ἐὰν","SCONJ"
"190","ὁμολογῶμεν","VERB"
"191","τὰς","DET"
"192","ἁμαρτίας","NOUN"
"193","ἡμῶν","PRON"
"194",",","PUNCT"
"195","πιστός","ADJ"
"196","ἐστιν","AUX"
"197","καὶ","CCONJ"
"198","δίκαιος","ADJ"
"199","ἵνα","SCONJ"
"200","ἀφῇ","VERB"
"201","ἡμῖν","PRON"
"202","τὰς","DET"
"203","ἁμαρτίας","NOUN"
"204","καὶ","CCONJ"
"205","καθαρίσῃ","VERB"
"206","ἡμᾶς","PRON"
"207","ἀπὸ","ADP"
"208","πάσης","DET"
"209","ἀδικίας","NOUN"
"210",".","PUNCT"
"211","ἐὰν","SCONJ"
"212","εἴπωμεν","VERB"
"213","ὅτι","SCONJ"
"214","οὐχ","ADV"
"215","ἡμαρτήκαμεν","VERB"
"216",",","PUNCT"
"217","ψεύστην","NOUN"
"218","ποιοῦμεν","VERB"
"219","αὐτὸν","PRON"
"220","καὶ","CCONJ"
"221","ὁ","DET"
"222","λόγος","NOUN"
"223","αὐτοῦ","PRON"
"224","οὐκ","ADV"
"225","ἔστιν","AUX"
"226","ἐν","ADP"
"227","ἡμῖν","PRON"
"228",".","PUNCT"
"229","Τεκνία","NOUN"
"230","μου","PRON"
"231",",","PUNCT"
"232","ταῦτα","ADJ"
"233","γράφω","VERB"
"234","ὑμῖν","PRON"
"235","ἵνα","SCONJ"
"236","μὴ","ADV"
"237","ἁμάρτητε","VERB"
"238",".","PUNCT"
"239","καὶ","CCONJ"
"240","ἐάν","SCONJ"
"241","τις","ADJ"
"242","ἁμάρτῃ","VERB"
"243",",","PUNCT"
"244","παράκλητον","NOUN"
"245","ἔχομεν","VERB"
"246","πρὸς","ADP"
"247","τὸν","DET"
"248","πατέρα","NOUN"
"249","Ἰησοῦν","PROPN"
"250","Χριστὸν","PROPN"
"251","δίκαιον","ADJ"
"252",",","PUNCT"
"253","καὶ","CCONJ"
"254","αὐτὸς","PRON"
"255","ἱλασμός","NOUN"
"256","ἐστιν","AUX"
"257","περὶ","ADP"
"258","τῶν","DET"
"259","ἁμαρτιῶν","NOUN"
"260","ἡμῶν","PRON"
"261",",","PUNCT"
"262","οὐ","ADV"
"263","περὶ","ADP"
"264","τῶν","DET"
"265","ἡμετέρων","ADJ"
"266","δὲ","ADV"
"267","μόνον","ADJ"
"268","ἀλλὰ","CCONJ"
"269","καὶ","ADV"
"270","περὶ","ADP"
"271","ὅλου","ADJ"
"272","τοῦ","DET"
"273","κόσμου","NOUN"
"274",".","PUNCT"
"275","Καὶ","CCONJ"
"276","ἐν","ADP"
"277","τούτῳ","ADJ"
"278","γινώσκομεν","VERB"
"279","ὅτι","SCONJ"
"280","ἐγνώκαμεν","VERB"
"281","αὐτόν","PRON"
"282",",","PUNCT"
"283","ἐὰν","SCONJ"
"284","τὰς","DET"
