"ID","TOKEN","IS_PUNCT"
"1","Ὃ","FALSE"
"2","ἦν","FALSE"
"3","ἀπʼ","FALSE"
"4","ἀρχῆς","FALSE"
"5",",","TRUE"
"6","ὃ","FALSE"
"7","ἀκηκόαμεν","FALSE"
"8",",","TRUE"
"9","ὃ","FALSE"
"10","ἑωράκαμεν","FALSE"
"11","τοῖς","FALSE"
"12","ὀφθαλμοῖς","FALSE"
"13","ἡμῶν","FALSE"
"14",",","TRUE"
"15","ὃ","FALSE"
"16","ἐθεασάμεθα","FALSE"
"17","καὶ","FALSE"
"18","αἱ","FALSE"
"19","χεῖρες","FALSE"
"20","ἡμῶν","FALSE"
"21","ἐψηλάφησαν","FALSE"
"22",",","TRUE"
"23","περὶ","FALSE"
"24","τοῦ","FALSE"
"25","λόγου","FALSE"
"26","τῆς","FALSE"
"27","ζωῆς","FALSE"
"28","—καὶ","FALSE"
"29","ἡ","FALSE"
"30","ζωὴ","FALSE"
"31","ἐφανερώθη","FALSE"
"32",",","TRUE"
"33","καὶ","FALSE"
"34","ἑωράκαμεν","FALSE"
"35","καὶ","FALSE"
"36","μαρτυροῦμεν","FALSE"
"37","καὶ","FALSE"
"38","ἀπαγγέλλομεν","FALSE"
"39","ὑμῖν","FALSE"
"40","τὴν","FALSE"
"41","ζωὴν","FALSE"
"42","τὴν","FALSE"
"43","αἰώνιον","FALSE"
"44","ἥτις","FALSE"
"45","ἦν","FALSE"
"46","πρὸς","FALSE"
"47","τὸν","FALSE"
"48","πατέρα","FALSE"
"49","καὶ","FALSE"
"50","ἐφανερώθη","FALSE"
"51","ἡμῖν","FALSE"
"52","—ὃ","FALSE"
"53","ἑωράκαμεν","FALSE"
"54","καὶ","FALSE"
"55","ἀκηκόαμεν","FALSE"
"56","ἀπαγγέλλομεν","FALSE"
"57","καὶ","FALSE"
"58","ὑμῖν","FALSE"
"59",",","TRUE"
"60","ἵνα","FALSE"
"61","καὶ","FALSE"
"62","ὑμεῖς","FALSE"
"63","κοινωνίαν","FALSE"
"64","ἔχητε","FALSE"
"65","μεθʼ","FALSE"
"66","ἡμῶν","FALSE"
"67","·","TRUE"
"68","καὶ","FALSE"
"69","ἡ","FALSE"
"70","κοινωνία","FALSE"
"71","δὲ","FALSE"
"72","ἡ","FALSE"
"73","ἡμετέρα","FALSE"
"74","μετὰ","FALSE"
"75","τοῦ","FALSE"
"76","πατρὸς","FALSE"
"77","καὶ","FALSE"
"78","μετὰ","FALSE"
"79","τοῦ","FALSE"
"80","υἱοῦ","FALSE"
"81","αὐτοῦ","FALSE"
"82","Ἰησοῦ","FALSE"
"83","Χριστοῦ","FALSE"
"84","·","TRUE"
"85","καὶ","FALSE"
"86","ταῦτα","FALSE"
"87","γράφομεν","FALSE"
"88","ἡμεῖς","FALSE"
"89","ἵνα","FALSE"
"90","ἡ","FALSE"
"91","χαρὰ","FALSE"
"92","ἡμῶν","FALSE"
"93","ᾖ","FALSE"
"94","πεπληρωμένη","FALSE"
"95",".","TRUE"
"96","Καὶ","FALSE"
"97","ἔστιν","FALSE"
"98","αὕτη","FALSE"
"99","ἡ","FALSE"
"100","ἀγγελία","FALSE"
"101","ἣν","FALSE"
"102","ἀκηκόαμεν","FALSE"
"103","ἀπʼ","FALSE"
"104","αὐτοῦ","FALSE"
"105","καὶ","FALSE"
"106","ἀναγγέλλομεν","FALSE"
"107","ὑμῖν","FALSE"
"108",",","TRUE"
"109","ὅτι","FALSE"
"110","ὁ","FALSE"
"111","θεὸς","FALSE"
"112","φῶς","FALSE"
"113","ἐστιν","FALSE"
"114","καὶ","FALSE"
"115","σκοτία","FALSE"
"116","ἐν","FALSE"
"117","αὐτῷ","FALSE"
"118","οὐκ","FALSE"
"119","ἔστιν","FALSE"
"120","οὐδεμία","FALSE"
"121",".","TRUE"
"122","ἐὰν","FALSE"
"123","εἴπωμεν","FALSE"
"124","ὅτι","FALSE"
"125","κοινωνίαν","FALSE"
"126","ἔχομεν","FALSE"
"127","μετʼ","FALSE"
"128","αὐτοῦ","FALSE"
"129","καὶ","FALSE"
"130","ἐν","FALSE"
"131","τῷ","FALSE"
"132","σκότει","FALSE"
"133","περιπατῶμεν","FALSE"
"134",",","TRUE"
"135","ψευδόμεθα","FALSE"
"136","καὶ","FALSE"
"137","οὐ","FALSE"
"138","ποιοῦμεν","FALSE"
"139","τὴν","FALSE"
"140","ἀλήθειαν","FALSE"
"141","·","TRUE"
"142","ἐὰν","FALSE"
"143","δὲ","FALSE"
"144","ἐν","FALSE"
"145","τῷ","FALSE"
"146","φωτὶ","FALSE"
"147","περιπατῶμεν","FALSE"
"148","ὡς","FALSE"
"149","αὐτός","FALSE"
"150","ἐστιν","FALSE"
"151","ἐν","FALSE"
"152","τῷ","FALSE"
"153","φωτί","FALSE"
"154",",","TRUE"
"155","κοινωνίαν","FALSE"
"156","ἔχομεν","FALSE"
"157","μετʼ","FALSE"
"158","ἀλλήλων","FALSE"
"159","καὶ","FALSE"
"160","τὸ","FALSE"
"161","αἷμα","FALSE"
"162","Ἰησοῦ","FALSE"
"163","τοῦ","FALSE"
"164","υἱοῦ","FALSE"
"165","αὐτοῦ","FALSE"
"166","καθαρίζει","FALSE"
"167","ἡμᾶς","FALSE"
"168","ἀπὸ","FALSE"
"169","πάσης","FALSE"
"170","ἁμαρτίας","FALSE"
"171",".","TRUE"
"172","ἐὰν","FALSE"
"173","εἴπωμεν","FALSE"
"174","ὅτι","FALSE"
"175","ἁμαρτίαν","FALSE"
"176","οὐκ","FALSE"
"177","ἔχομεν","FALSE"
"178",",","TRUE"
"179","ἑαυτοὺς","FALSE"
"180","πλανῶμεν","FALSE"
"181","καὶ","FALSE"
"182","ἡ","FALSE"
"183","ἀλήθεια","FALSE"
"184","οὐκ","FALSE"
"185","ἔστιν","FALSE"
"186","ἐν","FALSE"
"187","ἡμῖν","FALSE"
"188",".","TRUE"
"189","ἐὰν","FALSE"
"190","ὁμολογῶμεν","FALSE"
"191","τὰς","FALSE"
"192","ἁμαρτίας","FALSE"
"193","ἡμῶν","FALSE"
"194",",","TRUE"
"195","πιστός","FALSE"
"196","ἐστιν","FALSE"
"197","καὶ","FALSE"
"198","δίκαιος","FALSE"
"199","ἵνα","FALSE"
"200","ἀφῇ","FALSE"
"201","ἡμῖν","FALSE"
"202","τὰς","FALSE"
"203","ἁμαρτίας","FALSE"
"204","καὶ","FALSE"
"205","καθαρίσῃ","FALSE"
"206","ἡμᾶς","FALSE"
"207","ἀπὸ","FALSE"
"208","πάσης","FALSE"
"209","ἀδικίας","FALSE"
"210",".","TRUE"
"211","ἐὰν","FALSE"
"212","εἴπωμεν","FALSE"
"213","ὅτι","FALSE"
"214","οὐχ","FALSE"
"215","ἡμαρτήκαμεν","FALSE"
"216",",","TRUE"
"217","ψεύστην","FALSE"
"218","ποιοῦμεν","FALSE"
"219","αὐτὸν","FALSE"
"220","καὶ","FALSE"
"221","ὁ","FALSE"
"222","λόγος","FALSE"
"223","αὐτοῦ","FALSE"
"224","οὐκ","FALSE"
"225","ἔστιν","FALSE"
"226","ἐν","FALSE"
"227","ἡμῖν","FALSE"
"228",".","TRUE"
"229","Τεκνία","FALSE"
"230","μου","FALSE"
"231",",","TRUE"
"232","ταῦτα","FALSE"
"233","γράφω","FALSE"
"234","ὑμῖν","FALSE"
"235","ἵνα","FALSE"
"236","μὴ","FALSE"
"237","ἁμάρτητε","FALSE"
"238",".","TRUE"
"239","καὶ","FALSE"
"240","ἐάν","FALSE"
"241","τις","FALSE"
"242","ἁμάρτῃ","FALSE"
"243",",","TRUE"
"244","παράκλητον","FALSE"
"245","ἔχομεν","FALSE"
"246","πρὸς","FALSE"
"247","τὸν","FALSE"
"248","πατέρα","FALSE"
"249","Ἰησοῦν","FALSE"
"250","Χριστὸν","FALSE"
"251","δίκαιον","FALSE"
"252",",","TRUE"
"253","καὶ","FALSE"
"254","αὐτὸς","FALSE"
"255","ἱλασμός","FALSE"
"256","ἐστιν","FALSE"
"257","περὶ","FALSE"
"258","τῶν","FALSE"
"259","ἁμαρτιῶν","FALSE"
"260","ἡμῶν","FALSE"
"261",",","TRUE"
"262","οὐ","FALSE"
"263","περὶ","FALSE"
"264","τῶν","FALSE"
"265","ἡμετέρων","FALSE"
"266","δὲ","FALSE"
"267","μόνον","FALSE"
"268","ἀλλὰ","FALSE"
"269","καὶ","FALSE"
"270","περὶ","FALSE"
"271","ὅλου","FALSE"
"272","τοῦ","FALSE"
"273","κόσμου","FALSE"
"274",".","TRUE"
"275","Καὶ","FALSE"
"276","ἐν","FALSE"
"277","τούτῳ","FALSE"
"278","γινώσκομεν","FALSE"
"279","ὅτι","FALSE"
"280","ἐγνώκαμεν","FALSE"
"281","αὐτόν","FALSE"
"282",",","TRUE"
"283","ἐὰν","FALSE"
"284","τὰς","FALSE"
"285","ἐντολὰς","FALSE"
"286","αὐτοῦ","FALSE"
"287","τηρῶμεν","FALSE"
"288",".","TRUE"
"289","ὁ","FALSE"
"290","λέγων","FALSE"
"291","ὅτι","FALSE"
"292","Ἔγνωκα","FALSE"
"293","αὐτὸν","FALSE"
"294","καὶ","FALSE"
"295","τὰς","FALSE"
"296","ἐντολὰς","FALSE"
"297","αὐτοῦ","FALSE"
"298","μὴ","FALSE"
"299","τηρῶν","FALSE"
"300","ψεύστης","FALSE"
"301","ἐστίν","FALSE"
"302",",","TRUE"
"303","καὶ","FALSE"
"304","ἐν","FALSE"
"305","τούτῳ","FALSE"
"306","ἡ","FALSE"
"307","ἀλήθεια","FALSE"
"308","οὐκ","FALSE"
"309","ἔστιν","FALSE"
"310","·","TRUE"
"311","ὃς","FALSE"
"312","δʼ","FALSE"
"313","ἂν","FALSE"
"314","τηρῇ","FALSE"
"315","αὐτοῦ","FALSE"
"316","τὸν","FALSE"
"317","λόγον","FALSE"
"318",",","TRUE"
"319","ἀληθῶς","FALSE"
"320","ἐν","FALSE"
"321","τούτῳ","FALSE"
"322","ἡ","FALSE"
"323","ἀγάπη","FALSE"
"324","τοῦ","FALSE"
"325","θεοῦ","FALSE"
"326","τετελείωται","FALSE"
"327",".","TRUE"
"328","ἐν","FALSE"
"329","τούτῳ","FALSE"
"330","γινώσκομεν","FALSE"
"331","ὅτι","FALSE"
"332","ἐν","FALSE"
"333","αὐτῷ","FALSE"
"334","ἐσμεν","FALSE"
"335","·","TRUE"
"336","ὁ","FALSE"
"337","λέγων","FALSE"
"338","ἐν","FALSE"
"339","αὐτῷ","FALSE"
"340","μένειν","FALSE"
"341","ὀφείλει","FALSE"
"342","καθὼς","FALSE"
"343","ἐκεῖνος","FALSE"
"344","περιεπάτησεν","FALSE"
"345","καὶ","FALSE"
"346","αὐτὸς","FALSE"
"347","περιπατεῖν","FALSE"
"348",".","TRUE"
"349","Ἀγαπητοί","FALSE"
"350",",","TRUE"
"351","οὐκ","FALSE"
"352","ἐντολὴν","FALSE"
"353","καινὴν","FALSE"
"354","γράφω","FALSE"
"355","ὑμῖν","FALSE"
"356",",","TRUE"
"357","ἀλλʼ","FALSE"
"358","ἐντολὴν","FALSE"
"359","παλαιὰν","FALSE"
"360","ἣν","FALSE"
"361","εἴχετε","FALSE"
"362","ἀπʼ","FALSE"
"363","ἀρχῆς","FALSE"
"364","·","TRUE"
"365","ἡ","FALSE"
"366","ἐντολὴ","FALSE"
"367","ἡ","FALSE"
"368","παλαιά","FALSE"
"369","ἐστιν","FALSE"
"370","ὁ","FALSE"
"371","λόγος","FALSE"
"372","ὃν","FALSE"
"373","ἠκούσατε","FALSE"
"374",".","TRUE"
"375","πάλιν","FALSE"
"376","ἐντολὴν","FALSE"
"377","καινὴν","FALSE"
"378","γράφω","FALSE"
"379","ὑμῖν","FALSE"
"380",",","TRUE"
"381","ὅ","FALSE"
"382","ἐστιν","FALSE"
"383","ἀληθὲς","FALSE"
"384","ἐν","FALSE"
"385","αὐτῷ","FALSE"
"386","καὶ","FALSE"
"387","ἐν","FALSE"
"388","ὑμῖν","FALSE"
"389",",","TRUE"
"390","ὅτι","FALSE"
"391","ἡ","FALSE"
"392","σκοτία","FALSE"
"393","παράγεται","FALSE"
"394","καὶ","FALSE"
"395","τὸ","FALSE"
"396","φῶς","FALSE"
"397","τὸ","FALSE"
"398","ἀληθινὸν","FALSE"
"399","ἤδη","FALSE"
"400","φαίνει","FALSE"
"401",".","TRUE"
