"ID","TOKEN","UPOS"
"1","Ὁ","DET"
"2","μὲν","ADV"
"3","Ἰθακήσιος","ADJ"
"4","γέρων","NOUN"
"5","κατὰ","ADP"
"6","τὸν","DET"
"7","τῶν","DET"
"8","Ἑλλήνων","NOUN"
"9","μῦθον","NOUN"
"10",",","PUNCT"
"11","τῆς","DET"
"12","Σειρήνων","PROPN"
"13","βουλόμενος","VERB"
"14","ἀκοῦσαι","VERB"
"15","ᾠδῆς","NOUN"
"16","διὰ","ADP"
"17","τὴν","DET"
"18","τῆς","DET"
"19","φωνῆς","NOUN"
"20","ἀκόλαστον","ADJ"
"21","ἡδονήν","NOUN"
"22",",","PUNCT"
"23","δεσμώτης","NOUN"
"24","ἔπλει","VERB"
"25","εἰς","ADP"
"26","τὴν","DET"
"27","Σικελίαν","PROPN"
"28","καὶ","CCONJ"
"29","τὰς","DET"
"30","τῶν","DET"
"31","ἑταίρων","NOUN"
"32","ἐνέφραττεν","VERB"
"33","ἀκοάς","NOUN"
"34",",","PUNCT"
"35","οὐκ","ADV"
"36","ἐκείνοις","ADJ"
"37","ἕνεκα","ADP"
"38","τῆς","DET"
"39","ἀκροάσεως","NOUN"
"40","φθονῶν","VERB"
"41",",","PUNCT"
"42","οὐδὲ","CCONJ"
"43","ἑαυτὸν","PRON"
"44","δεσμῷ","NOUN"
"45","περιβάλλειν","VERB"
"46","ἐπιθυμῶν","VERB"
"47",",","PUNCT"
"48","ἀλλ","CCONJ"
"49","ὅτι","SCONJ"
"50","τέλος","NOUN"
"51","τῆς","DET"
"52","ἐκείνων","DET"
"53","ᾠδῆς","NOUN"
"54","τοῖς","DET"
"55","ἀκούουσι","VERB"
"56","θάνατος","NOUN"
"57","ἦν","AUX"
"58","·","PUNCT"
"59","τοιαῦται","DET"
"60","γάρ","ADV"
"61","παρ","ADP"
"62","Ἕλλησιν","NOUN"
"63","ᾖδον","VERB"
"64","αἱ","DET"
"65","Σειρῆνες","NOUN"
"66",".","PUNCT"
"67","ἐγὼ","PRON"
"68","δὲ","ADV"
"69","τοιαύτης","DET"
"70","μὲν","ADV"
"71","ᾠδῆς","NOUN"
"72","ἀκροατὴς","NOUN"
"73","οὐ","ADV"
"74","γίνομαι","VERB"
"75",",","PUNCT"
"76","οὐδὲ","CCONJ"
"77","ἀκούειν","VERB"
"78","ἐπιθυμῶ","VERB"
"79","Σειρήνων","NOUN"
"80","ἐπιτάφιον","ADJ"
"81","ἀνθρώπων","NOUN"
"82","ᾀδουσῶν","VERB"
"83",",","PUNCT"
"84","ὧν","PRON"
"85","ἡ","DET"
"86","σιγὴ","NOUN"
"87","τῆς","DET"
"88","φωνῆς","NOUN"
"89","τοῖς","DET"
"90","ἀνθρώποις","NOUN"
"91","χρησιμωτέρα","ADJ"
"92","γίνεται","VERB"
"93","·","PUNCT"
"94","θείας","ADJ"
"95","δέ","ADV"
"96","τινος","DET"
"97","ἀπολαύειν","VERB"
"98","φωνῆς","NOUN"
"99","εὔχομαι","VERB"
"100",",","PUNCT"
"101","ἡς","PRON"
"102","κἄν","SCONJ"
"103","πολλάκις","ADV"
"104","ἀκούσω","VERB"
"105",",","PUNCT"
"106","πάλιν","ADV"
"107","ἀκούειν","VERB"
"108","ἐπιθυμῶ","VERB"
"109",",","PUNCT"
"110","οὐκ","ADV"
"111","ἀκολαστῳ","ADJ"
"112","τινὶ","DET"
"113","φωνῆς","NOUN"
"114","ἡδονῇ","NOUN"
"115","ἀλλὰ","CCONJ"
"116","θεῖα","ADJ"
"117","διδασκόμενος","VERB"
"118","μυστήρια","NOUN"
"119","καὶ","CCONJ"
"120","τὸ","DET"
"121","τέλος","NOUN"
"122","οὐ","ADV"
"123","θάνατον","NOUN"
"124",",","PUNCT"
"125","ἀλλ","CCONJ"
"126","αἰώνιον","ADJ"
"127","ἀπεκδεχόμενος","VERB"
"128","σωτηρίαν","NOUN"
"129",".","PUNCT"
"130","ᾄδουσι","VERB"
"131","γὰρ","ADV"
"132","τὴν","DET"
"133","ᾠδὴν","NOUN"
"134","οὐχ","ADV"
"135","αἱ","DET"
"136","θανατηφόροι","ADJ"
"137","Σειρῆνες","NOUN"
"138","Ἑλλήνων","NOUN"
"139",",","PUNCT"
"140","ἀλλὰ","CCONJ"
"141","θεῖός","ADJ"
"142","τις","DET"
"143","χορὸς","NOUN"
"144","προφητῶν","NOUN"
"145",",","PUNCT"
"146","ἐφ","ADP"
"147","ὡν","PRON"
"148","οὐκ","ADV"
"149","ἔστιν","AUX"
"150","ἀποφράττειν","VERB"
"151","τῶν","DET"
"152","ἑταίρων","NOUN"
"153","τὰς","DET"
"154","ἀκοάς","NOUN"
"155",",","PUNCT"
"156","οὐδὲ","CCONJ"
"157","ἑαυτόν","PRON"
"158","τινα","DET"
"159","δεσμῷ","NOUN"
"160","περιβάλλειν","VERB"
"161",",","PUNCT"
"162","δεδοικότα","VERB"
"163","τὴν","DET"
"164","ἐκ","ADP"
"165","τῆς","DET"
"166","ἀκροάσεως","NOUN"
"167","τιμωρίαν","NOUN"
"168",".","PUNCT"
"169","τῶν","DET"
"170","μὲν","ADV"
"171","γὰρ","ADV"
"172","μετὰ","ADP"
"173","τῆς","DET"
"174","φωνῆς","NOUN"
"175","ὁ","DET"
"176","ἀκροατὴς","NOUN"
"177","τοῦ","DET"
"178","ζῆν","VERB"
"179","παύεται","VERB"
"180",",","PUNCT"
"181","τῶν","DET"
"182","δὲ","ADV"
"183","ἐπὶ","ADP"
"184","πλεῖον","ADJ"
"185","ἀκούων","VERB"
"186","τοῦ","DET"
"187","κρείττονος","ADJ"
"188","ἀπολαύσει","VERB"
"189","βίου","NOUN"
"190",",","PUNCT"
"191","ὑπὸ","ADP"
"192","Μου","PRON"
"193","πνεύματος","NOUN"
"194","χειραγωγούμενος","VERB"
"195",".","PUNCT"
"196","ἡκέτω","VERB"
"197","ἡκέτω","VERB"
"198","σύμπας","ADJ"
"199","καὶ","CCONJ"
"200","ἀκουέτω","VERB"
"201","τῆς","DET"
"202","θείας","ADJ"
"203","ᾠδῆς","NOUN"
"204",",","PUNCT"
"205","μηδὲν","ADJ"
"206","πεφοβημένος","VERB"
"207",".","PUNCT"
"208","οὐκ","ADV"
"209","εἰσὶν","AUX"
"210","παρ","ADP"
"211","ἡμῖν","PRON"
"212","αἱ","DET"
"213","παρὰ","ADP"
"214","Σικελίαν","PROPN"
"215","Σειρῆνες","NOUN"
"216",",","PUNCT"
"217","οὐδὲ","CCONJ"
"218","τὰ","DET"
"219","Ὀδυσσέως","PROPN"
"220","δεσμά","NOUN"
"221",",","PUNCT"
"222","οὐ","ADV"
"223","κηρὸς","NOUN"
"224","τηκόμενος","VERB"
"225","εἰς","ADP"
"226","ἀνθρώπων","NOUN"
"227","ἀκοάς","NOUN"
"228",",","PUNCT"
"229","ἀλλὰ","CCONJ"
"230","δεσμῶν","NOUN"
"231","μὲν","ADV"
"232","ἄνεσις","NOUN"
"233","πᾶσα","DET"
"234",",","PUNCT"
"235","ἀλευθέρα","NOUN"
"236","δ","ADV"
"237","ἀκοὴ","NOUN"
"238","παρ","ADP"
"239","ἑκάστῳ","ADJ"
"240","τῶν","DET"
"241","προσιόντων","VERB"
"242",".","PUNCT"
"243","τοιαύτης","DET"
"244","γὰρ","ADV"
"245","ᾠδῆς","NOUN"
"246","ἀκούειν","VERB"
"247","ἄξιον","ADJ"
"248",",","PUNCT"
"249","τοιούτους","DET"
"250","τοὺς","DET"
"251","ᾄδοντας","VERB"
"252","ἔχειν","VERB"
"253","εὐκτέον","ADJ"
"254","εἶναί","AUX"
"255","μοι","PRON"
"256","δοκεῖ","VERB"
"257",".","PUNCT"
"258","εἰ","SCONJ"
"259","δἐ","ADV"
"260","τις","ADJ"
"261","καὶ","ADV"
"262","τοῦ","DET"
"263","τῶν","DET"
"264","ἀποστόλων","NOUN"
"265","χοροῦ","NOUN"
"266","ἀκούειν","VERB"
"267","ἐθέλοι","VERB"
"268",",","PUNCT"
"269","εὑρήσει","VERB"
"270","τὴν","DET"
"271","αὐτὴν","DET"
"272","τῆς","DET"
"273","ᾠδῆς","NOUN"
"274","συμφωνίαν","NOUN"
"275",".","PUNCT"
"276","οἱ","PRON"
"277","μὲν","ADV"
"278","γὰρ","ADV"
"279","προῇδον","VERB"
"280","μυστικῶς","ADV"
"281","τὴν","DET"
"282","θείαν","ADJ"
"283","οἰκονομίαν","NOUN"
"284",",","PUNCT"
"285","οἱ","PRON"
"286","δ","ADV"
"287","ᾄδουσιν","VERB"
"288","ἑρμηνεύοντες","VERB"
"289","τὰ","DET"
"290","ὑπ","ADP"
"291","ἐκείνων","ADJ"
"292","μυστικῶς","ADV"
"293","ἀπηγγελμένα","VERB"
"294",".","PUNCT"
"295","ὠ","INTJ"
"296","συμφώνου","ADJ"
"297","ἁρμονίας","NOUN"
"298","ὑπὸ","ADP"
"299","θείου","ADJ"
"300","πνεύματος","NOUN"
"301","συγκειμένης","VERB"
"302","·","PUNCT"
"303","ὠ","INTJ"
"304","καλοῦ","ADJ"
"305","χοροῦ","NOUN"
"306","τῶν","DET"
"307","ᾀδόντων","VERB"
"308","τὰ","DET"
"309","μυστήρια","NOUN"
"310",".","PUNCT"
"311","τούτοις","ADJ"
"312","κἀ","PRON"
"313","γὼ","PRON"
"314","συνᾴδειν","VERB"
"315","εὔχομαι","VERB"
"316",".","PUNCT"
"317","ᾄσωμεν","VERB"
"318","τοιγαροῦν","ADV"
"319","καὶ","ADV"
"320","ἡμεῖς","PRON"
"321","τὴν","DET"
"322","ὁμοίαν","ADJ"
"323","ᾠδήν","NOUN"
"324",",","PUNCT"
"325","καὶ","CCONJ"
"326","τὸν","DET"
"327","ὕμνον","NOUN"
"328","ἀναπέμψωμεν","VERB"
"329","τῷ","DET"
"330","ἁγίῳ","ADJ"
"331","πατρί","NOUN"
"332",",","PUNCT"
"333","πνεύματι","NOUN"
"334","δοξάζοντες","VERB"
"335","Ἰησοῦν","PROPN"
"336","τὸν","DET"
"337","ἐν","ADP"
"338","κόλποις","NOUN"
"339","αὐτοῦ","PRON"
"340",".","PUNCT"
"341","μὴ","ADV"
"342","φύγῃς","VERB"
"343",",","PUNCT"
"344","ἄνθρωπε","NOUN"
"345",",","PUNCT"
"346","ὕμνον","NOUN"
"347","πνευματικόν","ADJ"
"348",",","PUNCT"
"349","μηδὲ","CCONJ"
"350","ἀπεχθῶς","ADV"
"351","πρὸς","ADP"
"352","τὴν","DET"
"353","ἀκρόασιν","NOUN"
"354","διαθῇς","VERB"
"355",".","PUNCT"
"356","θάνατον","NOUN"
"357","οὐκ","ADV"
"358","ἔχει","VERB"
"359","·","PUNCT"
"360","σωτηρίας","NOUN"
"361","ἐστὶν","AUX"
"362","διήγημα","NOUN"
"363","ἡ","DET"
"364","παρ","ADP"
"365","ἡμῖν","PRON"
"366","ᾠδή","NOUN"
"367",".","PUNCT"
"368","ἐγὼ","PRON"
"369","μὲν","ADV"
"370","οὖν","ADV"
"371","ἤδη","ADV"
"372","καὶ","ADV"
"373","τῶν","DET"
"374","χρειττόνων","ADJ"
"375","ἀπολαύειν","VERB"
"376","δοκῶ","VERB"
"377","περὶ","ADP"
"378","τοιούτων","ADJ"
"379","διαλεγόμενος","VERB"
"380",",","PUNCT"
"381","καὶ","CCONJ"
"382","μάλιστα","ADV"
"383","ὅτε","SCONJ"
"384","ὁ","DET"
"385","τοιοῦτός","DET"
"386","μοι","PRON"
"387","πάρεστιν","VERB"
"388","ἀνθέων","NOUN"
"389","λειμών","NOUN"
"390",",","PUNCT"
"391","τουτέστιν","ADV"
"392","ἡ","DET"
"393","ὑμετέρα","ADJ"
"394","σύνοδος","NOUN"
"395","τῶν","DET"
"396","ἅμα","ADV"
"397","τε","CCONJ"
"398","καὶ","CCONJ"
"399","ἀκουόντων","VERB"
"400","καὶ","CCONJ"
"401","συνᾳδόντων","VERB"
"402","τὰ","DET"
"403","θεῖα","ADJ"
"404","μυστήρια","NOUN"
"405",".","PUNCT"
"406","ἀφ","ADP"
"407","ὧν","PRON"
