"ID","TOKEN","NER"
"1","Μάρκος","PERSON"
"2","Κάτων","PERSON"
"3","Μάρκῳ","PERSON"
"4","δὲ","O"
"5","Κάτωνί","PERSON"
"6","φασιν","O"
"7","ἀπὸ","O"
"8","Τούσκλου","NORP"
"9","τὸ","O"
"10","γένος","O"
"11","εἶναι","O"
"12",",","O"
"13","δίαιταν","O"
"14","δὲ","O"
"15","καὶ","O"
"16","βίον","O"
"17","ἔχειν","O"
"18","πρὸ","O"
"19","τῶν","O"
"20","στρατειῶν","O"
"21","καὶ","O"
"22","τῆς","O"
"23","πολιτείας","O"
"24","ἐν","O"
"25","χωρίοις","O"
"26","πατρῴοις","O"
"27","περὶ","O"
"28","Σαβίνους","NORP"
"29",",","O"
"30","τῶν","O"
"31","δὲ","O"
"32","προγόνων","O"
"33","παντάπασιν","O"
"34","ἀγνώστων","O"
"35","γεγονέναι","O"
"36","δοκούντων","O"
"37","αὐτὸς","O"
"38","ὁ","O"
"39","Κάτων","PERSON"
"40","καὶ","O"
"41","τὸν","O"
"42","πατέρα","O"
"43","Μᾶρκον","PERSON"
"44","ὡς","O"
"45","ἀγαθὸν","O"
"46","ἄνδρα","O"
"47","καὶ","O"
"48","στρατιωτικὸν","O"
"49","ἐπαινεῖ","O"
"50",",","O"
"51","καὶ","O"
"52","Κάτωνα","PERSON"
"53","τὸν","O"
"54","πρόπαππον","O"
"55","ἀριστείων","O"
"56","πολλάκις","O"
"57","τυχεῖν","O"
"58","φησὶ","O"
"59","καὶ","O"
"60","πέντε","O"
"61","πολεμιστὰς","O"
"62","ἵππους","O"
"63","ἐν","O"
"64","μάχαις","O"
"65","ἀποβαλόντα","O"
"66","τὴν","O"
"67","τιμὴν","O"
"68","ἀπολαβεῖν","O"
"69","ἐκ","O"
"70","τοῦ","O"
"71","δημοσίου","O"
"72","διʼ","O"
"73","ἀνδραγαθίαν","O"
"74",".","O"
"75","εἰωθότων","O"
"76","δὲ","O"
"77","τῶν","O"
"78","Ῥωμαίων","NORP"
"79","τοὺς","O"
"80","ἀπὸ","O"
"81","γένους","O"
"82","μὲν","O"
