"ID","TOKEN","IS_STOP"
"1","ΠΕΡΙ","FALSE"
"2","ΤΟΥ","TRUE"
"3","ΗΛΕΚΤΡΟΥ","FALSE"
"4","Η","FALSE"
"5","ΤΩΝ","FALSE"
"6","ΚΥΚΝΩΝ","FALSE"
"7","ἠλέκτρου","FALSE"
"8","πέρι","TRUE"
"9","καὶ","TRUE"
"10","ὑμᾶς","TRUE"
"11","δηλαδὴ","FALSE"
"12","ὁ","TRUE"
"13","μῦθος","FALSE"
"14","πέπεικεν","FALSE"
"15",",","FALSE"
"16","αἰγείρους","FALSE"
"17","ἐπὶ","TRUE"
"18","τῷ","TRUE"
"19","Ἠριδανῷ","FALSE"
"20","ποταμῷ","FALSE"
"21","δακρύειν","FALSE"
"22","αὐτὸ","TRUE"
"23","θρηνούσας","FALSE"
"24","τὸν","TRUE"
"25","Φαέθοντα","FALSE"
"26",",","FALSE"
"27","καὶ","TRUE"
"28","ἀδελφάς","FALSE"
"29","γε","TRUE"
"30","εἶναι","TRUE"
"31","τὰς","TRUE"
"32","αἰγείρους","FALSE"
"33","ἐκείνας","FALSE"
"34","τοῦ","TRUE"
"35","Φαέθοντος","FALSE"
"36",",","FALSE"
"37","εἶτα","FALSE"
"38","ὀδυρομένας","FALSE"
"39","τὸ","TRUE"
"40","μειράκιον","FALSE"
"41","ἀλλαγῆναι","FALSE"
"42","ἐς","TRUE"
"43","τὰ","TRUE"
"44","δένδρα","FALSE"
"45",",","FALSE"
"46","καὶ","TRUE"
"47","ἀποστάζειν","FALSE"
"48","ἔτι","TRUE"
"49","αὐτῶν","TRUE"
"50","δάκρυον","FALSE"
"51","δῆθεν","FALSE"
"52","τὸ","TRUE"
"53","ἤλεκτρον","FALSE"
"54",".","FALSE"
"55","τοιαῦτα","TRUE"
"56","γὰρ","TRUE"
"57","ἀμέλει","FALSE"
"58","καὶ","TRUE"
"59","αὐτὸς","TRUE"
"60","ἀκούων","FALSE"
"61","τῶν","TRUE"
"62","ποιητῶν","FALSE"
"63","ᾀδόντων","FALSE"
"64","ἤλπιζον","FALSE"
"65",",","FALSE"
"66","εἴ","TRUE"
"67","ποτε","FALSE"
"68","γενοίμην","FALSE"
"69","ἐπὶ","TRUE"
"70","τῷ","TRUE"
"71","Ἠριδανῷ","FALSE"
"72",",","FALSE"
"73","ὑπελθὼν","FALSE"
"74","μίαν","FALSE"
"75","τῶν","TRUE"
"76","αἰγείρων","FALSE"
"77","ἐκπετάσας","FALSE"
"78","τὸ","TRUE"
"79","προκόλπιον","FALSE"
"80","ὑποδέξεσθαι","FALSE"
"81","τῶν","TRUE"
"82","δακρύων","FALSE"
"83","ὀλίγα","FALSE"
"84",",","FALSE"
"85","ὡς","TRUE"
"86","ἤλεκτρον","FALSE"
"87","ἔχοιμι","FALSE"
"88",".","FALSE"
"89","καὶ","TRUE"
"90","δὴ","TRUE"
"91","οὐ","TRUE"
"92","πρὸ","FALSE"
"93","πολλοῦ","FALSE"
"94","κατʼ","FALSE"
"95","ἄλλο","TRUE"
"96","μέν","TRUE"
"97","τι","TRUE"
"98","χρέος","FALSE"
"99",",","FALSE"
"100","ἧκον","FALSE"
"101","δὲ","TRUE"
"102","ὅμως","FALSE"
"103","ἐς","TRUE"
"104","τὰ","TRUE"
"105","χωρία","FALSE"
"106","ἐκεῖνα","FALSE"
"107",",","FALSE"
"108","καὶ","TRUE"
"109","—","FALSE"
"110","ἔδει","FALSE"
"111","γὰρ","TRUE"
"112","ἀναπλεῖν","FALSE"
"113","κατὰ","TRUE"
"114","τὸν","TRUE"
"115","Ἠριδανόν","FALSE"
"116","—","FALSE"
"117","οὔτʼ","FALSE"
"118","αἰγείρους","FALSE"
"119","εἶδον","FALSE"
"120","πάνυ","FALSE"
"121","περισκοπῶν","FALSE"
"122","οὔτε","TRUE"
"123","τὸ","TRUE"
"124","ἤλεκτρον","FALSE"
"125",",","FALSE"
"126","ἀλλʼ","FALSE"
"127","οὐδὲ","TRUE"
"128","τοὔ","FALSE"
"129","νομα","FALSE"
"130","τοῦ","TRUE"
"131","Φαέθοντος","FALSE"
"132","ᾔδεσαν","FALSE"
"133","οἱ","TRUE"
"134","ἐπιχώριοι","FALSE"
"135",".","FALSE"
"136","ἀναζητοῦντος","FALSE"
"137","γοῦν","FALSE"
"138","ἐμοῦ","TRUE"
"139","καὶ","TRUE"
"140","διαπυνθανομένου","FALSE"
"141",",","FALSE"
"142","πότε","FALSE"
"143","δὴ","TRUE"
"144","ἐπὶ","TRUE"
"145","τὰς","TRUE"
"146","αἰγείρους","FALSE"
"147","ἀφιξόμεθα","FALSE"
"148","τὰς","TRUE"
"149","τὸ","TRUE"
"150","ἤλεκτρον","FALSE"
"151",",","FALSE"
"152","ἐγέλων","FALSE"
"153","οἱ","TRUE"
"154","ναῦται","FALSE"
"155","καὶ","TRUE"
"156","ἠξίουν","FALSE"
"157","σαφέστερον","FALSE"
"158","λέγειν","FALSE"
"159","ὅ","TRUE"
"160","τι","TRUE"
"161","καὶ","TRUE"
"162","θέλοιμι","FALSE"
"163","·","FALSE"
"164","κἀ","FALSE"
"165","γὼ","FALSE"
"166","τὸν","TRUE"
"167","μῦθον","FALSE"
"168","διηγούμην","FALSE"
"169","αὐτοῖς","TRUE"
"170",",","FALSE"
"171","Φαέθοντα","FALSE"
"172","γενέσθαι","FALSE"
"173","Ἡλίου","FALSE"
"174","παῖδα","FALSE"
"175",",","FALSE"
"176","καὶ","TRUE"
"177","τοῦτον","TRUE"
"178","ἐς","TRUE"
"179","ἡλικίαν","FALSE"
"180","ἐλθόντα","FALSE"
"181","αἰτῆσαι","FALSE"
"182","παρὰ","TRUE"
"183","τοῦ","TRUE"
"184","πατρὸς","FALSE"
"185","ἐλάσαι","FALSE"
"186","τὸ","TRUE"
"187","ἅρμα","FALSE"
"188",",","FALSE"
"189","ὡς","TRUE"
"190","ποιήσειε","FALSE"
"191","καὶ","TRUE"
"192","αὐτὸς","TRUE"
"193","μίαν","FALSE"
"194","ἡμέραν","FALSE"
"195",",","FALSE"
"196","τὸν","TRUE"
"197","δὲ","TRUE"
"198","δοῦναι","FALSE"
"199",",","FALSE"
"200","τὸν","TRUE"
"201","δὲ","TRUE"
"202","ἀπολέσθαι","FALSE"
"203","ἐκδιφρευθέντα","FALSE"
"204",",","FALSE"
"205","καὶ","TRUE"
"206","τὰς","TRUE"
"207","ἀδελφὰς","FALSE"
"208","αὐτοῦ","TRUE"
"209","πενθούσας","FALSE"
"210","ἐνταῦθά","FALSE"
"211","που","FALSE"
"212",",","FALSE"
"213","ἔφην","FALSE"
"214",",","FALSE"
"215","παρʼ","FALSE"
"216","ὑμῖν","TRUE"
"217",",","FALSE"
"218","ἵναπερ","FALSE"
"219","καὶ","TRUE"
"220","κατέπεσεν","FALSE"
"221",",","FALSE"
"222","ἐπὶ","TRUE"
"223","τῷ","TRUE"
