"ID","TOKEN","NER"
"1",".","O"
"2","Ἔχων","O"
"3","τις","O"
"4","γυναῖκα","O"
"5","καὶ","O"
"6","ὢν","O"
"7","ὑπὸ","O"
"8","πατρὶ","O"
"9","ἀπεδή","O"
"10","μησεν","O"
"11",".","O"
"12","ἐγένετο","O"
"13","ὑπὸ","O"
"14","λῃσταῖς","O"
"15",".","O"
"16","ἔγραψε","O"
"17","πρὸς","O"
"18","τὸν","O"
"19","πατέρα","O"
"20","λυθῆναι","O"
"21","δεόμενος","O"
"22",".","O"
"23","ὁ","O"
"24","δὲ","O"
"25","οὐχ","O"
"26","ὑπήκουσεν","O"
"27",".","O"
"28","ἡ","O"
"29","γυνὴ","O"
"30","ἀποδομένη","O"
"31","τὰ","O"
"32","ὄντα","O"
"33","αὑτῇ","O"
"34","ἔπλευσεν","O"
"35","ἐπὶ","O"
"36","τῷ","O"
"37","λύσασθαι","O"
"38",".","O"
"39","ναυαγίᾳ","O"
"40","ἐχρήσατο","O"
"41",".","O"
"42","ἐξεβράσθη","O"
"43","εἰς","O"
"44","τὸν","O"
"45","τόπον","O"
"46","ἐν","O"
"47","ᾧ","O"
"48","ἦν","O"
"49","ὁ","O"
"50","ἀνήρ","O"
"51",".","O"
"52","ἰδὼν","O"
"53","ἐκεῖνος","O"
"54","τὸ","O"
"55","σῶμα","O"
"56","καὶ","O"
"57","ἐπιγνοὺς","O"
"58","ἐδάκρυσε","O"
"59",".","O"
"60","γνόντες","O"
"61","οἱ","O"
"62","λῃσταὶ","O"
"63","τὴν","O"
"64","αἰτίαν","O"
"65","ἀφῆκαν","O"
"66","αὐτόν","O"
"67",".","O"
"68","ἐπανελθὼν","O"
"69","ἀναγκά","O"
"70","ζεται","O"
"71","ὑπὸ","O"
"72","τοῦ","O"
"73","πατρὸς","O"
"74","γαμεῖν","O"
"75","καὶ","O"
"76","μὴ","O"
"77","βουλόμε","O"
"78","νος","O"
"79","ἀποκηρύσσεται","O"
"80",".","O"
"81","῾Η","O"
"82","προθεωρία","O"
"83",".","O"
"84","οί","O"
"85","πρὸς","O"
"86","τὸ","O"
"87","τάχος","O"
"88","συντιθέμενοι","O"
"89","τῶν","O"
"90","λόγων","O"
"91","ἀρετῇ","O"
"92","μὲν","O"
"93","ἀπολείπονται","O"
"94","τῶν","O"
"95","σχολῇ","O"
"96","γραφομένων","O"
"97",",","O"
"98","δει","O"
"99","καύτωσαν","O"
"100","δὲ","O"
"101","ὅμως","O"
"102","τὸν","O"
"103","χαρακτῆρα","O"
"104","τοῦ","O"
"105","ῥήτορος","O"
"106",",","O"
"107","ἐπεὶ","O"
"108","καὶ","O"
"109","Δημοσθένης","PERSON"
"110","οὐ","O"
"111","πανταχοῦ","O"
"112","μὲν","O"
"113","ἴσος","O"
"114",",","O"
"115","πανταχοῦ","O"
"116","δὲ","O"
"117","γνωρίζεται","O"
"118",".","O"
"119","τουτὶ","O"
"120","δὲ","O"
"121","τὸ","O"
"122","ζητημάτιον","O"
"123","ὅτι","O"
"124","μὲν","O"
"125","ἐν","O"
"126","πάθει","O"
"127","κεῖται","O"
"128","παντὸς","O"
"129","ἰδεῖν","O"
"130",",","O"
"131","πολλὰ","O"
"132","γὰρ","O"
"133","δυσχερῆ","O"
"134","συμπεσόντα","O"
"135","χορηγεῖ","O"
"136","τῷ","O"
"137","πάθει","O"
"138",",","O"
"139","ἐκεῖνο","O"
"140","δὲ","O"
"141","ἴσως","O"
"142","οὐ","O"
"143","πρόχειρον","O"
"144","ἰδεῖν","O"
"145",",","O"
"146","ὅτι","O"
"147","δεῖ","O"
"148","τὸ","O"
"149","ὑφορμοῦν","O"
"150","θεραπεῦσαι","O"
"151",".","O"
"152","ὑφορμεῖ","O"
"153","δὲ","O"
"154","τὸ","O"
"155","δο","O"
"156","κεῖν","O"
"157","κατεγνωκότα","O"
"158","τὸν","O"
"159","πατέρα","O"
"160","τοῦ","O"
"161","παιδὸς","O"
"162","οὐ","O"
"163","βουληθῆ","O"
"164","ναι","O"
"165","λύσασθαι","O"
"166",".","O"
"167","εἰ","O"
"168","γὰρ","O"
"169","καὶ","O"
"170","μὴ","O"
"171","τὸ","O"
"172","πλάσμα","O"
"173","τὴν","O"
"174","αἰτίαν","O"
"175","δίδωσιν","O"
"176",",","O"
"177","ἀλλ","O"
"178","ὑποπτεύεταί","O"
"179","γε","O"
"180",".","O"
"181","τοῦτο","O"
"182","οὖν","O"
"183","ἰασόμενος","O"
"184","εἰ","O"
"185","βούλοιτο","O"
