"ID","TOKEN","NER"
"1","ΗΡΩΝΟΣ","O"
"2","ΑΛΕΞΑΝΔΡΕΩΣ","NORP"
"3","ΠΕΡΙ","O"
"4","ΔΙΟΠΤΡΑΣ","O"
"5","α","O"
"6",".","O"
"7","Τῆς","O"
"8","διοπτρικῆς","O"
"9","πραγματείας","O"
"10","πολλὰς","O"
"11","καὶ","O"
"12","ἀναγκαίας","O"
"13","παρεχομένης","O"
"14","χρείας","O"
"15","καὶ","O"
"16","πολλῶν","O"
"17","περὶ","O"
"18","αὐτῆς","O"
"19","λελεχότων","O"
"20","ἀναγκαῖον","O"
"21","εἶναι","O"
"22","νομίζω","O"
"23","τά","O"
"24","τε","O"
"25","ὑπὸ","O"
"26","τῶν","O"
"27","πρὸ","O"
"28","ἐμοῦ","O"
"29","παραλειφθέντα","O"
"30","καὶ","O"
"31",",","O"
"32","ὡς","O"
"33","προείρηται","O"
"34",",","O"
"35","χρείαν","O"
"36","παρέχοντα","O"
"37","γραφῆς","O"
"38","ἀξιῶσαι","O"
"39",",","O"
"40","τὰ","O"
"41","δὲ","O"
"42","δυσχερῶς","O"
"43","εἰρημένα","O"
"44","εἰς","O"
"45","εὐχέρειαν","O"
"46","μεταγαγεῖν","O"
"47",",","O"
"48","τὰ","O"
"49","δὲ","O"
"50","ψευδῶς","O"
"51","εἰρημένα","O"
"52","εἰς","O"
"53","διόρθωσιν","O"
"54","προάξαι","O"
"55",".","O"
"56","οὐχ","O"
"57","ἡγοῦμαι","O"
"58","δὲ","O"
"59","ἀναγκαῖον","O"
"60","εἶναι","O"
"61","τά","O"
"62","τε","O"
"63","ἡμαρτημένως","O"
"64","καὶ","O"
"65","δυσχερῶς","O"
"66","ἐκτεθειμένα","O"
"67","ἢ","O"
"68","καὶ","O"
"69","διημαρτημένα","O"
"70","ὑπὸ","O"
"71","τῶν","O"
"72","πρὸ","O"
"73","ἡμῶν","O"
"74","νῦν","O"
"75","εἰς","O"
"76","μέσον","O"
"77","φέρειν","O"
"78","·","O"
"79","ἐξέσται","O"
"80","γὰρ","O"
"81","τοῖς","O"
"82","βουλομένοις","O"
"83","ἐντυγχάνουσιν","O"
"84","κρίνειν","O"
"85","τὴν","O"
"86","διαφοράν","O"
"87",".","O"
"88","ἔτι","O"
"89","δὲ","O"
"90","καὶ","O"
"91","ὅσοι","O"
"92","ἀναγραφὴν","O"
"93","πεποίηνται","O"
"94","περὶ","O"
"95","τῆς","O"
"96","πραγματείας","O"
"97",",","O"
"98","οὐ","O"
"99","διὰ","O"
"100","μιᾷ","O"
"101","ἢ","O"
"102","τῇ","O"
"103","αὐτῇ","O"
"104","διόπτρᾳ","O"
"105","κέχρηνται","O"
"106","πρὸς","O"
"107","τὴν","O"
"108","ἐνέργειαν","O"
"109",",","O"
"110","πολλαῖς","O"
"111","δὲ","O"
"112","καὶ","O"
"113","διαφόροις","O"
"114",",","O"
"115","καὶ","O"
"116","ὀλίγας","O"
"117","διʼ","O"
"118","αὐτῶν","O"
"119","προτάσεις","O"
"120","ἐπιτελέσαντες","O"
"121",".","O"
"122","ἡμεῖς","O"
"123","μὲν","O"
"124","οὖν","O"
"125","καὶ","O"
"126","τοῦτο","O"
"127","αὐτὸ","O"
"128","πεφιλοτιμήμεθα","O"
"129",",","O"
"130","ὥστε","O"
"131","διὰ","O"
"132","τῆς","O"
"133","αὐτῆς","O"
"134","τὰς","O"
"135","προκειμένας","O"
"136","ἡμῖν","O"
"137","προτάσεις","O"
"138","ἐνεργεῖσθαι","O"
"139",".","O"
"140","οὐ","O"
"141","μὴν","O"
"142","ἀλλὰ","O"
"143","καὶ","O"
"144","ἂν","O"
"145","ἑτέρας","O"
"146","τις","O"
"147","ἐπινοήσῃ","O"
"148",",","O"
"149","οὐκ","O"
"150","ἀμοιρήσει","O"
"151","ἡ","O"
"152","κατασκευασθεῖσα","O"
"153","ὑφʼ","O"
"154","ἡμῶν","O"
"155","διόπτρα","O"
"156",",","O"
"157","ὥστε","O"
"158","καὶ","O"
"159","ταύτας","O"
"160","ἐνεργεῖν","O"
"161",".","O"
"162","β","O"
"163",".","O"
"164","Ὅτι","O"
"165","δὲ","O"
"166","πολλὰς","O"
"167","παρέχεται","O"
"168","τῷ","O"
"169","βίῳ","O"
"170","χρείας","O"
"171","ἡ","O"
"172","πραγματεία","O"
"173",",","O"
"174","διʼ","O"
"175","ὀλίγων","O"
"176","ἐστὶν","O"
"177","ἐμφανίσαι","O"
"178",".","O"
"179","πρός","O"
"180","τε","O"
"181","γὰρ","O"
"182","ὑδάτων","O"
"183","ἀγωγὰς","O"
"184","καὶ","O"
"185","τειχῶν","O"
"186","κατασκευὰς","O"
"187","καὶ","O"
"188","λιμένων","O"
"189","καὶ","O"
"190","παντὸς","O"
"191","οἰκοδομήματος","O"
"192","εὔχρηστος","O"
"193","τυγχάνει","O"
"194",",","O"
"195","πολλὰ","O"
"196","δὲ","O"
"197","ὤνησεν","O"
"198","καὶ","O"
"199","τὴν","O"
"200","περὶ","O"
"201","τὰ","O"
"202","οὐράνια","O"
"203","θεωρίαν","O"
"204",",","O"
"205","ἀναμετροῦσα","O"
"206","τά","O"
"207","τε","O"
"208","μεταξὺ","O"
"209","τῶν","O"
"210","ἀστέρων","O"
"211","διαστήματα","O"
"212",",","O"
"213","καὶ","O"
"214","τὰ","O"
"215","περὶ","O"
"216","μεγεθῶν","O"
"217","καὶ","O"
"218","ἀποστημάτων","O"
"219","καὶ","O"
"220","ἐκλείψεων","O"
"221","ἡλίου","O"
"222","καὶ","O"
"223","σελήνης","O"
"224","·","O"
"225","πρός","O"
"226","τε","O"
"227","τὴν","O"
"228","τῶν","O"
"229","γεωγραφουμένων","O"
"230","πραγματείαν","O"
"231",",","O"
"232","νήσους","O"
"233","τε","O"
"234","καὶ","O"
"235","πελάγη","O"
"236","καὶ","O"
"237","καθόλου","O"
"238","πᾶν","O"
"239","διάστημα","O"
"240","ἐξ","O"
"241","ἀποστήματος","O"
"242",".","O"
"243","πολλάκις","O"
"244","γὰρ","O"
"245","ἐμποδὼν","O"
"246","ἵσταταί","O"
"247","τι","O"
"248","εἶργον","O"
"249","ἡμᾶς","O"
"250","τῆς","O"
"251","προθέσεως","O"
"252",",","O"
"253","ἤτοι","O"
"254","διὰ","O"
"255","πολεμίων","O"
"256","προκατάληψιν","O"
"257","ἢ","O"
"258","διὰ","O"
"259","τὸ","O"
"260","ἀπρόσιτον","O"
"261","καὶ","O"
"262","ἄβατον","O"
"263","εἶναι","O"
"264","τὸν","O"
"265","τόπον","O"
"266","παρεπομένου","O"
"267","τινὸς","O"
"268","ἰδιώματος","O"
"269","φυσικοῦ","O"
"270","ἢ","O"
"271","ῥεύματος","O"
"272","ὀξέα","O"
"273","ὑποσύροντος","O"
"274",".","O"
"275","πολλοὶ","O"
"276","γοῦν","O"
"277","πολιορκεῖν","O"
"278","ἐπιχειροῦντες","O"
"279","κλίμακας","O"
"280","ἢ","O"
"281","μηχανήματα","O"
"282","κατασκευασάμενοι","O"
"283","ἐλάσσονα","O"
"284","ὧν","O"
"285","χρὴ","O"
"286","καὶ","O"
"287","προσα","O"
"288","γα","O"
"289","γόμενοι","O"
"290","τοῖς","O"
