"ID","TOKEN","LEMMA"
"1","Τὸ","ὁ"
"2","τοῦ","ὁ"
"3","βιβλίου","βιβλίον"
"4","προοίμιον","προοίμιον"
"5",".","."
"6","Εὐσέβιος","Εὐσέβιος"
"7","ὁ","ὁ"
"8","Παμφίλου","Παμφίλος"
"9","ἐν","ἐν"
"10","ὅλοις","ὅλος"
"11","δέκα","δέκα"
"12","βιβλίοις","βιβλίον"
"13","τὴν","ὁ"
"14","ἐκκλησιαστικὴν","ἐκκλησιαστικός"
"15","ἱστορίαν","ἱστορία"
"16","ἐκθέμενος","ἐκθέμενος"
"17",",",","
"18","κατέπαυσεν","καταπαύω"
"19","εἰς","εἰς"
"20","τοὺς","ὁ"
"21","χρόνους","χρόνος"
"22","τοῦ","ὁ"
"23","βασιλέως","βασιλεύς"
"24","Κωνσταντίνου","Κωνσταντίνος"
"25",",",","
"26","ἐν","ἐν"
"27","οἷς","ὅς"
"28","καὶ","καί"
"29","ὁ","ὁ"
"30","παρὰ","παρά"
"31","τοῦ","ὁ"
"32","Διοκλητιανοῦ","Διοκλητιανός"
"33","κατὰ","κατά"
"34","Χριστιανῶν","Χριστιανός"
"35","γενόμενος","γίγνομαι"
"36","διωγμὸς","διωγμός"
"37","ἀπεπαύσατο","ἀπεπαύσατο"
"38",".","."
"39","Γράφων","Γράφω"
"40","δὲ","δέ"
"41","ὁ","ὁ"
"42","αὐτὸς","αὐτός"
"43","εἰς","εἰς"
"44","τὸν","ὁ"
"45","βίον","βίος"
"46","Κωνσταντίνου","Κωνσταντίνος"
"47",",",","
"48","τῶν","ὁ"
"49","κατ̓","κατα"
"50","Ἄρειον","Ἄρειος"
"51","μερικῶς","μερικός"
"52","μνήμην","μνήμη"
"53","πεποίηται","ποιέω"
"54",",",","
"55","τῶν","ὁ"
"56","ἐπαίνων","ἔπαινος"
"57","τοῦ","ὁ"
"58","βασιλέως","βασιλεύς"
"59",",",","
"60","καὶ","καί"
"61","τῆς","ὁ"
"62","πανηγυρικῆς","πανηγυρικός"
"63","ὑψηγορίας","ὑψηγορία"
"64","τῶν","ὁ"
"65","λόγων","λόγος"
"66","μᾶλλον","μᾶλλον"
"67",",",","
"68","ὡς","ὡς"
"69","ἐν","ἐν"
"70","ἐγκωμίῳ","ἐγκώμιον"
"71","φροντίσας","φροντίζω"
"72",",",","
"73","ἢ","ἤ"
"74","περὶ","περί"
"75","τοῦ","ὁ"
"76","ἀκριβῶς","ἀκριβῶς"
"77","περιλαβεῖν","περιλαμβάνω"
"78","τὰ","ὁ"
"79","γενόμενα","γίγνομαι"
"80",".","."
"81","Ἡμεῖς","ἡμεῖς"
"82","δὲ","δέ"
"83","προθέμενοι","προτίθημι"
"84","συγγράψαι","συγγράφω"
"85","τὰ","ὁ"
"86","ἐξ","ἐκ"
"87","ἐκείνου","ἐκεῖνος"
"88","μέχρι","μέχρι"
"89","τῶν","ὁ"
"90","τῇδε","ὅδε"
"91","περὶ","περί"
"92","τὰς","ὁ"
"93","ἐκκλησίας","ἐκκλησία"
"94","γενόμενα","γίγνομαι"
"95",",",","
"96","τῆς","ὁ"
"97","ὑποθέσεως","ὑπόθεσις"
"98","ἀρχὴν","ἀρχή"
"99",",",","
"100","ἐξ","ἐκ"
"101","ὧν","ὅς"
"102","ἐκεῖνος","ἐκεῖνος"
"103","ἀπέλιπε","ἀπολείπω"
"104",",",","
"105","ποιησόμεθα","ποιέω"
"106","οὐ","οὐ"
"107","φράσεως","φράσεος"
"108","ὄγκου","ὄγκος"
"109","φροντίζοντες","φροντίζω"
"110",",",","
"111","ἀλλ̓","ἀλλ̓"
"112","ὅσα","ὅσος"
"113","ἢ","ἤ"
"114","ἐγγράφως","ἐγγράφως"
"115","εὕρομεν","εὑρίσκω"
"116",",",","
"117","ἢ","ἤ"
"118","παρὰ","παρά"
"119","τῶν","ὁ"
"120","ἱστορησάντων","ἱστορησάντων"
"121","ἠκούσαμεν","ἀκούω"
