"ID","TOKEN","IS_PUNCT"
"1","Τοσαῦτα","FALSE"
"2","καὶ","FALSE"
"3","περὶ","FALSE"
"4","τούτων","FALSE"
"5","ὁ","FALSE"
"6","Πολυΐστωρ","FALSE"
"7",".","TRUE"
"8","Καὶ","FALSE"
"9","περὶ","FALSE"
"10","Μωσέως","FALSE"
"11","δὲ","FALSE"
"12","ὁ","FALSE"
"13","αὐτὸς","FALSE"
"14","πλεῖστα","FALSE"
"15","παρατίθεται","FALSE"
"16",",","TRUE"
"17","ὧν","FALSE"
"18","καὶ","FALSE"
"19","αὐτῶν","FALSE"
"20","ἐπακοῦσαι","FALSE"
"21","ἄξιον","FALSE"
"22","·","TRUE"
"23","ΕΥΠΟΛΕΜΟΥ","FALSE"
"24","ΠΕΡΙ","FALSE"
"25","ΜΩΣΕΩΣ","FALSE"
"26","Εὐπόλεμος","FALSE"
"27","δέ","FALSE"
"28","φησι","FALSE"
"29","τὸν","FALSE"
"30","Μωσῆν","FALSE"
"31","πρῶτον","FALSE"
"32","σοφὸν","FALSE"
"33","γενέσθαι","FALSE"
"34","καὶ","FALSE"
"35","γράμματα","FALSE"
"36","παραδοῦναι","FALSE"
"37","τοῖς","FALSE"
"38","Ἰουδαίοις","FALSE"
"39","πρῶτον","FALSE"
"40",",","TRUE"
"41","παρὰ","FALSE"
"42","δὲ","FALSE"
"43","Ἰουδαίων","FALSE"
"44","Φοίνικας","FALSE"
"45","παραλαβεῖν","FALSE"
"46",",","TRUE"
"47","Ἕλληνας","FALSE"
"48","δὲ","FALSE"
"49","παρὰ","FALSE"
"50","Φοινίκων","FALSE"
"51",",","TRUE"
"52","νόμους","FALSE"
"53","τε","FALSE"
"54","πρῶτον","FALSE"
"55","γράψαι","FALSE"
"56","Μωσῆν","FALSE"
"57","τοῖς","FALSE"
"58","Ἰουδαίοις","FALSE"
"59",".","TRUE"
