"ID","TOKEN","NER"
"1","Ῥοδιακός","NORP"
"2","σπ","O"
"3",".","O"
"4","ἄνδρες","O"
"5","οἱ","O"
"6","περιλειπόμενοι","O"
"7","Ῥοδίων","NORP"
"8",",","O"
"9","τῶν","O"
"10","μὲν","O"
"11","συμβεβηκότων","O"
"12","οὔτε","O"
"13","ἐπιλαθέσθαι","O"
"14","ῥᾴδιον","O"
"15","οὔτε","O"
"16","μεμνημένους","O"
"17","μετρίως","O"
"18","φέρειν","O"
"19",".","O"
"20","μὴ","O"
"21","γὰρ","O"
"22","ὅτι","O"
"23","ὑμῖν","O"
"24",",","O"
"25","οἵ","O"
"26","ποτε","O"
"27","εὔχεσθε","O"
"28","Ῥόδον","LOC"
"29","οἰκεῖν","O"
"30",",","O"
"31","ἀλλὰ","O"
"32","καὶ","O"
"33","τοῖς","O"
"34","ὅλως","O"
"35","τελοῦσιν","O"
"36","εἰς","O"
"37","Ἕλληνας","NORP"
"38",",","O"
"39","τίς","O"
"40","ἂν","O"
"41","μείζων","O"
"42","συμφορὰ","O"
"43","τῆς","O"
"44","παρούσης","O"
"45","γένοιτο","O"
"46",",","O"
"47","τοῦ","O"
"48","κόσμου","O"
"49","τοῦ","O"
"50","κοινοῦ","O"
"51","γένους","O"
"52","ἀπολωλότος","O"
"53",";","O"
"54","μάλιστα","O"
"55","δʼ","O"
"56","ἄν","O"
"57","τις","O"
"58","στενάξειεν","O"
"59","ἐνθυμηθεὶς","O"
"60","ὅτι","O"
"61","πρόσθεν","O"
"62","μὲν","O"
"63","τοῦτο","O"
"64","μέγιστον","O"
"65","εἰπεῖν","O"
"66","ἦν","O"
"67","περὶ","O"
"68","τῆς","O"
"69","πόλεως","O"
"70","διαλεγόμενον","O"
"71",",","O"
"72","ὅτι","O"
"73","παρὰ","O"
"74","μὲν","O"
"75","τοῖς","O"
"76","ἄλλοις","O"
"77","λόγους","O"
"78","ἐστὶν","O"
"79","ἀκοῦσαι","O"
"80","καὶ","O"
"81","τροπαίου","O"
"82","τι","O"
"83","λοιπὸν","O"
"84","ἰδεῖν","O"
"85","καὶ","O"
"86","μνῆμα","O"
"87","καὶ","O"
"88","κρήνην","O"
"89",",","O"
"90","καὶ","O"
"91","δείκνυσιν","O"
"92","ὁ","O"
"93","περιάγων","O"
"94","ἐν","O"
"95","ἀμυδροῖς","O"
"96","τοῖς","O"
"97","γνωρίσμασιν","O"
"98",",","O"
"99","οὑτοσὶ","O"
"100","μὲν","O"
"101","Σεμέλης","PERSON"
"102","θάλαμος","O"
"103",",","O"
"104","οὑτοσὶ","O"
"105","δὲ","O"
"106","Ἁρμονίας","PERSON"
"107",",","O"
"108","ἢ","O"
"109","Λήδας","PERSON"
"110",",","O"
"111","ἤ","O"
"112","τι","O"
"113","τῶν","O"
"114","τοιούτων","O"
"115",",","O"
"116","παρʼ","O"
"117","ὑμῖν","O"
"118","δὲ","O"
"119","μόνοις","O"
