"ID","TOKEN","UPOS"
"1","Παῦλος","PROPN"
"2","καὶ","CCONJ"
"3","Σιλουανὸς","PROPN"
"4","καὶ","CCONJ"
"5","Τιμόθεος","PROPN"
"6","τῇ","DET"
"7","ἐκκλησίᾳ","NOUN"
"8","Θεσσαλονικέων","NOUN"
"9","ἐν","ADP"
"10","θεῷ","NOUN"
"11","πατρὶ","NOUN"
"12","καὶ","CCONJ"
"13","κυρίῳ","NOUN"
"14","Ἰησοῦ","PROPN"
"15","Χριστῷ","PROPN"
"16","·","PUNCT"
"17","χάρις","NOUN"
"18","ὑμῖν","PRON"
"19","καὶ","CCONJ"
"20","εἰρήνη","NOUN"
"21",".","PUNCT"
"22","Εὐχαριστοῦμεν","VERB"
"23","τῷ","DET"
"24","θεῷ","NOUN"
"25","πάντοτε","ADV"
"26","περὶ","ADP"
"27","πάντων","DET"
"28","ὑμῶν","PRON"
"29","μνείαν","NOUN"
"30","ποιούμενοι","VERB"
"31","ἐπὶ","ADP"
"32","τῶν","DET"
"33","προσευχῶν","NOUN"
"34","ἡμῶν","PRON"
"35",",","PUNCT"
"36","ἀδιαλείπτως","ADV"
"37","μνημονεύοντες","VERB"
"38","ὑμῶν","PRON"
"39","τοῦ","DET"
"40","ἔργου","NOUN"
"41","τῆς","DET"
"42","πίστεως","NOUN"
"43","καὶ","CCONJ"
"44","τοῦ","DET"
"45","κόπου","NOUN"
"46","τῆς","DET"
"47","ἀγάπης","NOUN"
"48","καὶ","CCONJ"
"49","τῆς","DET"
"50","ὑπομονῆς","NOUN"
"51","τῆς","DET"
"52","ἐλπίδος","NOUN"
"53","τοῦ","DET"
"54","κυρίου","NOUN"
"55","ἡμῶν","PRON"
"56","Ἰησοῦ","PROPN"
"57","Χριστοῦ","PROPN"
"58","ἔμπροσθεν","ADP"
"59","τοῦ","DET"
"60","θεοῦ","NOUN"
"61","καὶ","CCONJ"
"62","πατρὸς","NOUN"
"63","ἡμῶν","PRON"
"64",",","PUNCT"
"65","εἰδότες","VERB"
"66",",","PUNCT"
"67","ἀδελφοὶ","NOUN"
"68","ἠγαπημένοι","VERB"
"69","ὑπὸ","ADP"
"70","θεοῦ","NOUN"
"71",",","PUNCT"
"72","τὴν","DET"
"73","ἐκλογὴν","NOUN"
"74","ὑμῶν","PRON"
"75",",","PUNCT"
"76","ὅτι","SCONJ"
"77","τὸ","DET"
"78","εὐαγγέλιον","NOUN"
"79","ἡμῶν","PRON"
"80","οὐκ","ADV"
"81","ἐγενήθη","VERB"
"82","εἰς","ADP"
"83","ὑμᾶς","PRON"
"84","ἐν","ADP"
"85","λόγῳ","NOUN"
"86","μόνον","ADJ"
"87","ἀλλὰ","CCONJ"
"88","καὶ","ADV"
"89","ἐν","ADP"
"90","δυνάμει","NOUN"
"91","καὶ","CCONJ"
"92","ἐν","ADP"
"93","πνεύματι","NOUN"
"94","ἁγίῳ","ADJ"
"95","καὶ","CCONJ"
"96","πληροφορίᾳ","NOUN"
"97","πολλῇ","ADJ"
"98",",","PUNCT"
"99","καθὼς","ADV"
"100","οἴδατε","VERB"
"101","οἷοι","PRON"
"102","ἐγενήθημεν","VERB"
"103","ἐν","ADP"
"104","ὑμῖν","PRON"
"105","διʼ","ADP"
