"ID","TOKEN","IS_STOP"
"1","Παῦλος","FALSE"
"2","καὶ","TRUE"
"3","Σιλουανὸς","FALSE"
"4","καὶ","TRUE"
"5","Τιμόθεος","FALSE"
"6","τῇ","TRUE"
"7","ἐκκλησίᾳ","FALSE"
"8","Θεσσαλονικέων","FALSE"
"9","ἐν","TRUE"
"10","θεῷ","FALSE"
"11","πατρὶ","FALSE"
"12","καὶ","TRUE"
"13","κυρίῳ","FALSE"
"14","Ἰησοῦ","FALSE"
"15","Χριστῷ","FALSE"
"16","·","FALSE"
"17","χάρις","FALSE"
"18","ὑμῖν","TRUE"
"19","καὶ","TRUE"
"20","εἰρήνη","FALSE"
"21",".","FALSE"
"22","Εὐχαριστοῦμεν","FALSE"
"23","τῷ","TRUE"
"24","θεῷ","FALSE"
"25","πάντοτε","FALSE"
"26","περὶ","TRUE"
"27","πάντων","FALSE"
"28","ὑμῶν","TRUE"
"29","μνείαν","FALSE"
"30","ποιούμενοι","FALSE"
"31","ἐπὶ","TRUE"
"32","τῶν","TRUE"
"33","προσευχῶν","FALSE"
"34","ἡμῶν","TRUE"
"35",",","FALSE"
"36","ἀδιαλείπτως","FALSE"
"37","μνημονεύοντες","FALSE"
"38","ὑμῶν","TRUE"
"39","τοῦ","TRUE"
"40","ἔργου","FALSE"
"41","τῆς","TRUE"
"42","πίστεως","FALSE"
"43","καὶ","TRUE"
"44","τοῦ","TRUE"
"45","κόπου","FALSE"
"46","τῆς","TRUE"
"47","ἀγάπης","FALSE"
"48","καὶ","TRUE"
"49","τῆς","TRUE"
"50","ὑπομονῆς","FALSE"
"51","τῆς","TRUE"
"52","ἐλπίδος","FALSE"
"53","τοῦ","TRUE"
"54","κυρίου","FALSE"
"55","ἡμῶν","TRUE"
"56","Ἰησοῦ","FALSE"
"57","Χριστοῦ","FALSE"
"58","ἔμπροσθεν","FALSE"
"59","τοῦ","TRUE"
"60","θεοῦ","FALSE"
"61","καὶ","TRUE"
"62","πατρὸς","FALSE"
"63","ἡμῶν","TRUE"
"64",",","FALSE"
"65","εἰδότες","FALSE"
"66",",","FALSE"
"67","ἀδελφοὶ","FALSE"
"68","ἠγαπημένοι","FALSE"
"69","ὑπὸ","TRUE"
"70","θεοῦ","FALSE"
"71",",","FALSE"
"72","τὴν","TRUE"
"73","ἐκλογὴν","FALSE"
"74","ὑμῶν","TRUE"
"75",",","FALSE"
"76","ὅτι","TRUE"
"77","τὸ","TRUE"
"78","εὐαγγέλιον","FALSE"
"79","ἡμῶν","TRUE"
"80","οὐκ","TRUE"
"81","ἐγενήθη","FALSE"
"82","εἰς","TRUE"
"83","ὑμᾶς","TRUE"
"84","ἐν","TRUE"
"85","λόγῳ","FALSE"
"86","μόνον","FALSE"
"87","ἀλλὰ","TRUE"
"88","καὶ","TRUE"
"89","ἐν","TRUE"
"90","δυνάμει","FALSE"
"91","καὶ","TRUE"
"92","ἐν","TRUE"
"93","πνεύματι","FALSE"
"94","ἁγίῳ","FALSE"
"95","καὶ","TRUE"
"96","πληροφορίᾳ","FALSE"
"97","πολλῇ","FALSE"
"98",",","FALSE"
"99","καθὼς","FALSE"
"100","οἴδατε","FALSE"
"101","οἷοι","FALSE"
"102","ἐγενήθημεν","FALSE"
"103","ἐν","TRUE"
"104","ὑμῖν","TRUE"
"105","διʼ","FALSE"
"106","ὑμᾶς","TRUE"
"107","·","FALSE"
"108","καὶ","TRUE"
"109","ὑμεῖς","TRUE"
"110","μιμηταὶ","FALSE"
"111","ἡμῶν","TRUE"
