"ID","TOKEN","UPOS"
"1","Ὀρέστης","PROPN"
"2","Ἑρμῆ","PROPN"
"3","χθόνιε","ADJ"
"4",",","PUNCT"
"5","πατρῷʼ","ADJ"
"6","ἐποπτεύων","VERB"
"7","κράτη","NOUN"
"8",",","PUNCT"
"9","σωτὴρ","NOUN"
"10","γενοῦ","VERB"
"11","μοι","PRON"
"12","ξύμμαχός","ADJ"
"13","τʼ","CCONJ"
"14","αἰτουμένῳ","VERB"
"15","·","PUNCT"
"16","ἥκω","VERB"
"17","γὰρ","ADV"
"18","ἐς","ADP"
"19","γῆν","NOUN"
"20","τήνδε","DET"
"21","καὶ","CCONJ"
"22","κατέρχομαι","VERB"
"23",".","PUNCT"
"24","τύμβου","NOUN"
"25","δʼ","ADV"
"26","ἐπʼ","ADP"
"27","ὄχθῳ","NOUN"
"28","τῷδε","DET"
"29","κηρύσσω","VERB"
"30","πατρὶ","NOUN"
"31","κλύειν","VERB"
"32",",","PUNCT"
"33","ἀκοῦσαι","VERB"
"34","πλόκαμον","NOUN"
"35","Ἰνάχῳ","ADJ"
"36","θρεπτήριον","NOUN"
"37",".","PUNCT"
"38","τὸν","DET"
"39","δεύτερον","ADJ"
"40","δὲ","ADV"
"41","τόνδε","DET"
"42","πενθητήριον","NOUN"
"43","οὐ","ADV"
"44","γὰρ","ADV"
"45","παρὼν","VERB"
"46","ᾤμωξα","VERB"
"47","σόν","ADJ"
"48",",","PUNCT"
"49","πάτερ","NOUN"
"50",",","PUNCT"
"51","μόρον","NOUN"
"52","οὐδʼ","CCONJ"
"53","ἐξέτεινα","VERB"
"54","χεῖρʼ","NOUN"
"55","ἐπʼ","ADP"
"56","ἐκφορᾷ","NOUN"
"57","νεκροῦ","ADJ"
"58",".","PUNCT"
"59","τί","PRON"
"60","χρῆμα","NOUN"
"61","λεύσσω","VERB"
"62",";","PUNCT"
"63","τίς","PRON"
"64","ποθʼ","DET"
"65","ἥδʼ","DET"
"66","ὁμήγυρις","NOUN"
"67","στείχει","VERB"
"68","γυναικῶν","NOUN"
"69","φάρεσιν","NOUN"
"70","μελαγχίμοις","ADJ"
"71","πρέπουσα","VERB"
"72",";","PUNCT"
"73","ποίᾳ","PRON"
"74","ξυμφορᾷ","ADJ"
"75","προσεικάσω","VERB"
"76",";","PUNCT"
"77","πότερα","ADV"
"78","δόμοισι","NOUN"
"79","πῆμα","NOUN"
"80","προσκυρεῖ","VERB"
"81","νέον","ADJ"
"82",";","PUNCT"
"83","ἢ","CCONJ"
"84","πατρὶ","NOUN"
"85","τὠμῷ","ADJ"
"86","τάσδʼ","DET"
"87","ἐπεικάσας","VERB"
"88","τύχω","VERB"
"89","χοὰς","NOUN"
"90","φερούσας","VERB"
"91","νερτέροις","ADJ"
"92","μειλίγματα","NOUN"
"93",";","PUNCT"
"94","οὐδέν","DET"
"95","ποτʼ","ADV"
"96","ἄλλο","ADJ"
"97","·","PUNCT"
"98","καὶ","ADV"
"99","γὰρ","ADV"
"100","Ἠλέκτραν","PROPN"
"101","δοκῶ","VERB"
"102","στείχειν","VERB"
"103","ἀδελφὴν","NOUN"
"104","τὴν","DET"
"105","ἐμὴν","ADJ"
"106","πένθει","NOUN"
"107","λυγρῷ","ADJ"
"108","πρέπουσαν","VERB"
"109",".","PUNCT"
"110","ὦ","INTJ"
"111","Ζεῦ","PROPN"
"112",",","PUNCT"
"113","δός","VERB"
"114","με","PRON"
"115","τείσασθαι","VERB"
"116","μόρον","NOUN"
"117","πατρός","NOUN"
"118",",","PUNCT"
"119","γενοῦ","VERB"
"120","δὲ","ADV"
"121","σύμμαχος","ADJ"
"122","θέλων","VERB"
"123","ἐμοί","PRON"
"124",".","PUNCT"
"125","Πυλάδη","NOUN"
"126",",","PUNCT"
"127","σταθῶμεν","VERB"
"128","ἐκποδών","ADV"
"129",",","PUNCT"
"130","ὡς","SCONJ"
"131","ἂν","ADV"
"132","σαφῶς","ADV"
"133","μάθω","VERB"
"134","γυναικῶν","NOUN"
"135","ἥτις","PRON"
"136","ἥδε","DET"
"137","προστροπή","NOUN"
"138",".","PUNCT"
"139","Χορός","NOUN"
"140","ἰαλτὸς","NOUN"
"141","ἐκ","ADP"
"142","δόμων","NOUN"
"143","ἔβαν","VERB"
"144","χοὰς","NOUN"
"145","προπομπὸς","ADJ"
"146","ὀξύχειρι","NOUN"
"147","σὺν","ADP"
"148","κτύπῳ","NOUN"
"149",".","PUNCT"
"150","πρέπει","VERB"
"151","παρηὶς","NOUN"
"152","φοινίοις","ADJ"
"153","ἀμυγμοῖς","NOUN"
"154","ὄνυχος","NOUN"
"155","ἄλοκι","NOUN"
"156","νεοτόμῳ","ADJ"
"157","·","PUNCT"
"158","διʼ","ADP"
"159","αἰῶνος","NOUN"
"160","δʼ","ADV"
"161","ἰυγμοῖσι","NOUN"
"162","βόσκεται","VERB"
"163","κέαρ","NOUN"
"164",".","PUNCT"
"165","λινοφθόροι","ADJ"
"166","δʼ","ADV"
"167","ὑφασμάτων","NOUN"
"168","λακίδες","NOUN"
"169","ἔφλαδον","ADJ"
"170","ὑπʼ","ADP"
"171","ἄλγεσιν","NOUN"
"172",",","PUNCT"
"173","προστέρνῳ","NOUN"
"174","στολμῷ","NOUN"
"175","πέπλων","NOUN"
"176","ἀγελάστοις","ADJ"
"177","ξυμφοραῖς","NOUN"
"178","πεπληγμένων","VERB"
"179",".","PUNCT"
"180","Χορός","NOUN"
"181","τορὸς","ADJ"
"182","δὲ","ADV"
"183","Φοῖβος","PROPN"
"184","ὀρθόθριξ","ADJ"
"185","δόμων","NOUN"
"186","ὀνειρόμαντις","NOUN"
"187",",","PUNCT"
"188","ἐξ","ADP"
"189","ὕπνου","NOUN"
"190","κότον","NOUN"
"191","πνέων","VERB"
"192",",","PUNCT"
"193","ἀωρόνυκτον","ADJ"
"194","ἀμβόαμα","NOUN"
"195","μυχόθεν","ADV"
"196","ἔλακε","VERB"
"197","περὶ","ADP"
"198","φόβῳ","NOUN"
"199",",","PUNCT"
"200","γυναικείοισιν","ADJ"
"201","ἐν","ADP"
"202","δώμασιν","NOUN"
"203","βαρὺς","ADJ"
"204","πίτνων","VERB"
"205",".","PUNCT"
"206","κριταί","NOUN"
"207","τε","CCONJ"
"208","τῶνδʼ","DET"
"209","ὀνειράτων","NOUN"
"210","θεόθεν","ADV"
"211","ἔλακον","VERB"
"212","ὑπέγγυοι","ADJ"
"213","μέμφεσθαι","VERB"
"214","τοὺς","DET"
"215","γᾶς","NOUN"
"216","νέρθεν","ADV"
"217","περιθύμως","ADV"
"218","τοῖς","DET"
"219","κτανοῦσί","VERB"
"220","τʼ","CCONJ"
"221","ἐγκοτεῖν","VERB"
"222",".","PUNCT"
"223","Χορός","NOUN"
"224","τοιάνδε","DET"
"225","χάριν","NOUN"
"226","ἀχάριτον","ADJ"
"227","ἀπότροπον","ADJ"
"228","κακῶν","ADJ"
"229",",","PUNCT"
"230","ἰὼ","INTJ"
"231","γαῖα","NOUN"
"232","μαῖα","PROPN"
"233",",","PUNCT"
"234","μωμένα","VERB"
"235","μʼ","PRON"
"236","ἰάλλει","VERB"
"237","δύσθεος","ADJ"
"238","γυνά","NOUN"
"239",".","PUNCT"
"240","φοβοῦ","NOUN"
"241","μαι","VERB"
"242","δʼ","ADV"
"243","ἔπος","NOUN"
"244","τόδʼ","DET"
"245","ἐκβαλεῖν","VERB"
"246",".","PUNCT"
"247","τί","PRON"
"248","γὰρ","ADV"
"249","λύτρον","NOUN"
"250","πεσόντος","VERB"
"251","αἵματος","NOUN"
"252","πέδοι","NOUN"
"253",";","PUNCT"
"254","ἰὼ","INTJ"
"255","πάνοιζυς","ADJ"
"256","ἑστία","NOUN"
"257",",","PUNCT"
"258","ἰὼ","INTJ"
"259","κατασκαφαὶ","NOUN"
"260","δόμων","NOUN"
"261",".","PUNCT"
"262","ἀνήλιοι","ADJ"
"263","βροτοστυγεῖς","ADJ"
"264","δνόφοι","ADJ"
"265","καλύπτουσι","VERB"
"266","δόμους","NOUN"
"267","δεσποτῶν","NOUN"
"268","θανάτοισι","NOUN"
"269",".","PUNCT"
"270","Χορός","NOUN"
"271","σέβας","NOUN"
"272","δʼ","ADV"
"273","ἄμαχον","ADJ"
"274","ἀδάματον","ADJ"
"275","ἀπόλεμον","ADJ"
"276","τὸ","DET"
"277","πρὶν","ADV"
"278","διʼ","ADP"
"279","ὤτων","NOUN"
"280","φρενός","NOUN"
"281","τε","CCONJ"
"282","δαμίας","ADJ"
"283","περαῖνον","VERB"
"284","νῦν","ADV"
"285","ἀφίσταται","VERB"
"286",".","PUNCT"
"287","φοβεῖ","VERB"
"288","ται","ADJ"
"289","δέ","ADV"
"290","τις","PRON"
"291",".","PUNCT"
"292","τὸ","DET"
"293","δʼ","ADV"
"294","εὐτυχεῖν","VERB"
"295",",","PUNCT"
"296","τόδʼ","ADJ"
"297","ἐν","ADP"
"298","βροτοῖς","NOUN"
"299","θεός","NOUN"
"300","τε","CCONJ"
"301","καὶ","CCONJ"
"302","θεοῦ","NOUN"
"303","πλέον","ADJ"
"304",".","PUNCT"
"305","ῥοπὴ","NOUN"
"306","δʼ","ADV"
"307","ἐπισκοπεῖ","VERB"
"308","δίκας","NOUN"
"309","ταχεῖα","ADJ"
"310","τοὺς","PRON"
"311","μὲν","ADV"
"312","ἐν","ADP"
"313","φάει","NOUN"
"314",",","PUNCT"
"315","τὰ","PRON"
"316","δʼ","ADV"
"317","ἐν","ADP"
"318","μεταιχμίῳ","ADJ"
"319","σκότου","NOUN"
"320","μένει","VERB"
"321","χρονίζοντας","VERB"
"322","ἄχη","NOUN"
"323","βρύει","VERB"
"324",",","PUNCT"
"325","τοὺς","PRON"
"326","δʼ","ADV"
"327","ἄκραντος","ADJ"
"328","ἔχει","VERB"
"329","νύξ","NOUN"
"330",".","PUNCT"
"331","Χορός","NOUN"
"332","διʼ","ADP"
"333","αἵματʼ","ADJ"
"334","ἐκποθένθʼ","ADV"
"335","ὑπὸ","ADP"
"336","χθονὸς","NOUN"
"337","τροφοῦ","NOUN"
"338","τίτας","PROPN"
"339","φόνος","NOUN"
"340","πέπηγεν","VERB"
"341","οὐ","ADV"
"342","διαρρύδαν","ADJ"
"343",".","PUNCT"
"344","διαλγὴς","ADJ"
"345","δʼ","ADV"
"346","ἄτα","NOUN"
"347","διαφέρει","VERB"
"348","τὸν","DET"
"349","αἴτιον","ADJ"
"350","παναρκέτας","ADJ"
"351","νόσου","NOUN"
"352","βρύειν","VERB"
"353",".","PUNCT"
"354","Χορός","NOUN"
"355","θιγόντι","VERB"
"356","δʼ","ADV"
"357","οὔτι","ADV"
"358","νυμφικῶν","ADJ"
"359","ἑδωλίων","NOUN"
"360","ἄκος","NOUN"
"361",",","PUNCT"
"362","πόροι","NOUN"
"363","τε","CCONJ"
"364","πάντες","DET"
"365","ἐκ","ADP"
"366","μιᾶς","NUM"
"367","ὁδοῦ","NOUN"
"368","προ","ADP"
"369","βαίνοντες","VERB"
"370","τὸν","DET"
"371","χερομυσῆ","ADJ"
"372","φόνον","NOUN"
"373","καθαίροντες","VERB"
