"ID","TOKEN","NER"
"1","Ἀποκάλυψις","O"
"2","Ἰησοῦ","LOC"
"3","Χριστοῦ","LOC"
"4",",","O"
"5","ἣν","O"
"6","ἔδωκεν","O"
"7","αὐτῷ","O"
"8","ὁ","O"
"9","θεὸς","O"
"10","δεῖξαι","O"
"11","τοῖς","O"
"12","δούλοις","O"
"13","αὐτοῦ","O"
"14",",","O"
"15","ἃ","O"
"16","δεῖ","O"
"17","γενέσθαι","O"
"18","ἐν","O"
"19","τάχει","O"
"20",",","O"
"21","καὶ","O"
"22","ἐσήμανεν","O"
"23","ἀποστείλας","O"
"24","διὰ","O"
"25","τοῦ","O"
"26","ἀγγέλου","O"
"27","αὐτοῦ","O"
"28","τῷ","O"
"29","δούλῳ","O"
"30","αὐτοῦ","O"
"31","Ἰωάννῃ","PERSON"
"32",",","O"
"33","ὃς","O"
"34","ἐμαρτύρησεν","O"
"35","τὸν","O"
"36","λόγον","O"
"37","τοῦ","O"
"38","θεοῦ","O"
"39","καὶ","O"
"40","τὴν","O"
"41","μαρτυρίαν","O"
"42","Ἰησοῦ","LOC"
"43","Χριστοῦ","LOC"
"44",",","O"
"45","ὅσα","O"
"46","εἶδεν","O"
"47",".","O"
"48","μακάριος","O"
"49","ὁ","O"
"50","ἀναγινώσκων","O"
"51","καὶ","O"
"52","οἱ","O"
"53","ἀκούοντες","O"
"54","τοὺς","O"
"55","λόγους","O"
"56","τῆς","O"
"57","προφητείας","O"
"58","καὶ","O"
"59","τηροῦντες","O"
"60","τὰ","O"
"61","ἐν","O"
"62","αὐτῇ","O"
"63","γεγραμμένα","O"
"64",",","O"
"65","ὁ","O"
"66","γὰρ","O"
"67","καιρὸς","O"
"68","ἐγγύς","O"
"69",".","O"
"70","Ἰωάννης","PERSON"
"71","ταῖς","O"
"72","ἑπτὰ","O"
"73","ἐκκλησίαις","O"
"74","ταῖς","O"
"75","ἐν","O"
"76","τῇ","O"
"77","Ἀσίᾳ","LOC"
"78","·","O"
"79","χάρις","O"
"80","ὑμῖν","O"
"81","καὶ","O"
"82","εἰρήνη","O"
"83","ἀπὸ","O"
"84","ὁ","O"
"85","ὢν","O"
"86","καὶ","O"
"87","ὁ","O"
"88","ἦν","O"
"89","καὶ","O"
"90","ὁ","O"
"91","ἐρχόμενος","O"
"92",",","O"
"93","καὶ","O"
"94","ἀπὸ","O"
"95","τῶν","O"
"96","ἑπτὰ","O"
"97","πνευμάτων","O"
"98","ἃ","O"
"99","ἐνώπιον","O"
"100","τοῦ","O"
"101","θρόνου","O"
"102","αὐτοῦ","O"
"103",",","O"
"104","καὶ","O"
"105","ἀπὸ","O"
"106","Ἰησοῦ","LOC"
"107","Χριστοῦ","LOC"
"108",",","O"
"109","ὁ","O"
"110","μάρτυς","O"
"111","ὁ","O"
"112","πιστός","O"
"113",",","O"
"114","ὁ","O"
"115","πρωτότοκος","O"
"116","τῶν","O"
"117","νεκρῶν","O"
"118","καὶ","O"
"119","ὁ","O"
"120","ἄρχων","O"
"121","τῶν","O"
"122","βασιλέων","O"
"123","τῆς","O"
"124","γῆς","O"
"125",".","O"
"126","Τῷ","O"
"127","ἀγαπῶντι","O"
"128","ἡμᾶς","O"
"129","καὶ","O"
"130","λύσαντι","O"
"131","ἡμᾶς","O"
"132","ἐκ","O"
"133","τῶν","O"
"134","ἁμαρτιῶν","O"
"135","ἡμῶν","O"
"136","ἐν","O"
"137","τῷ","O"
"138","αἵματι","O"
"139","αὐτοῦ","O"
"140","—καὶ","O"
"141","ἐποίησεν","O"
"142","ἡμᾶς","O"
"143","βασιλείαν","O"
