"ID","TOKEN","UPOS"
"1","Ἀποκάλυψις","NOUN"
"2","Ἰησοῦ","PROPN"
"3","Χριστοῦ","PROPN"
"4",",","PUNCT"
"5","ἣν","PRON"
"6","ἔδωκεν","VERB"
"7","αὐτῷ","PRON"
"8","ὁ","DET"
"9","θεὸς","NOUN"
"10","δεῖξαι","VERB"
"11","τοῖς","DET"
"12","δούλοις","NOUN"
"13","αὐτοῦ","PRON"
"14",",","PUNCT"
"15","ἃ","PRON"
"16","δεῖ","VERB"
"17","γενέσθαι","VERB"
"18","ἐν","ADP"
"19","τάχει","NOUN"
"20",",","PUNCT"
"21","καὶ","CCONJ"
"22","ἐσήμανεν","VERB"
"23","ἀποστείλας","VERB"
"24","διὰ","ADP"
"25","τοῦ","DET"
"26","ἀγγέλου","NOUN"
"27","αὐτοῦ","PRON"
"28","τῷ","DET"
"29","δούλῳ","NOUN"
"30","αὐτοῦ","PRON"
"31","Ἰωάννῃ","PROPN"
"32",",","PUNCT"
"33","ὃς","PRON"
"34","ἐμαρτύρησεν","VERB"
"35","τὸν","DET"
"36","λόγον","NOUN"
"37","τοῦ","DET"
"38","θεοῦ","NOUN"
"39","καὶ","CCONJ"
"40","τὴν","DET"
"41","μαρτυρίαν","NOUN"
"42","Ἰησοῦ","PROPN"
"43","Χριστοῦ","PROPN"
"44",",","PUNCT"
"45","ὅσα","PRON"
"46","εἶδεν","VERB"
"47",".","PUNCT"
"48","μακάριος","ADJ"
"49","ὁ","DET"
"50","ἀναγινώσκων","VERB"
"51","καὶ","CCONJ"
"52","οἱ","DET"
"53","ἀκούοντες","VERB"
"54","τοὺς","DET"
"55","λόγους","NOUN"
"56","τῆς","DET"
"57","προφητείας","NOUN"
"58","καὶ","CCONJ"
"59","τηροῦντες","VERB"
"60","τὰ","DET"
"61","ἐν","ADP"
"62","αὐτῇ","PRON"
"63","γεγραμμένα","VERB"
"64",",","PUNCT"
"65","ὁ","DET"
"66","γὰρ","ADV"
"67","καιρὸς","NOUN"
"68","ἐγγύς","ADV"
"69",".","PUNCT"
"70","Ἰωάννης","PROPN"
"71","ταῖς","DET"
"72","ἑπτὰ","NUM"
"73","ἐκκλησίαις","NOUN"
"74","ταῖς","DET"
"75","ἐν","ADP"
"76","τῇ","DET"
"77","Ἀσίᾳ","PROPN"
"78","·","PUNCT"
"79","χάρις","NOUN"
"80","ὑμῖν","PRON"
"81","καὶ","CCONJ"
"82","εἰρήνη","NOUN"
