"ID","TOKEN","UPOS"
"1","Ἐγένετο","VERB"
"2","ἐν","ADP"
"3","τῷ","DET"
"4","πρώτῳ","ADJ"
"5","ἔτει","NOUN"
"6","τῶν","DET"
"7","ἑπτὰ","NUM"
"8","ἐτῶν","NOUN"
"9","τῆς","DET"
"10","εὐθηνίας","NOUN"
"11","ἐν","ADP"
"12","τῷ","DET"
"13","μηνὶ","NOUN"
"14","τῷ","DET"
"15","δευτέρῳ","ADJ"
"16","πέμπτῃ","ADJ"
"17","τοῦ","DET"
"18","μηνὸς","NOUN"
"19","ἐξαπέστειλε","VERB"
"20","Φαραὼ","PROPN"
"21","τὸν","DET"
"22","Ἰωσὴφ","PROPN"
"23","κυκλεῦσαι","VERB"
"24","πᾶσαν","DET"
"25","τὴν","DET"
"26","γῆν","NOUN"
"27","Αἰγύπτου","PROPN"
"28",".","PUNCT"
"29","Καὶ","CCONJ"
"30","ἦλθεν","VERB"
"31","Ἰωσὴφ","PROPN"
"32","τῷ","DET"
"33","τετάρτῳ","ADJ"
"34","μηνὶ","NOUN"
"35","τοῦ","DET"
"36","πρώτου","ADJ"
"37","ἔτους","NOUN"
"38","ὀγδόῃ","ADJ"
"39","καὶ","CCONJ"
"40","δεκάτῃ","ADJ"
"41","τοῦ","DET"
"42","μηνὸς","NOUN"
"43","εἰς","ADP"
"44","τὰ","DET"
"45","ὅρια","NOUN"
"46","Ἡλιουπόλεως","PROPN"
"47",".","PUNCT"
"48","Καὶ","CCONJ"
"49","ἦν","AUX"
"50","συνάγων","VERB"
"51","τὸν","DET"
"52","σῖτον","NOUN"
"53","τῆς","DET"
"54","χώρας","NOUN"
"55","ἐκείνης","DET"
"56","ὡς","ADV"
"57","τὴν","DET"
"58","ἄμμον","NOUN"
"59","τῆς","DET"
"60","θαλάσσης","NOUN"
"61",".","PUNCT"
"62","Ἦν","AUX"
"63","δὲ","ADV"
"64","ἀνὴρ","NOUN"
"65","ἐν","ADP"
"66","τῇ","DET"
"67","πόλει","NOUN"
"68","ἐκείνῃ","DET"
"69",",","PUNCT"
"70","σατράπης","NOUN"
"71","τοῦ","DET"
"72","Φαραώ","PROPN"
"73","·","PUNCT"
"74","καὶ","CCONJ"
"75","οὗτος","ADJ"
"76","ἦν","AUX"
"77","ἄρχων","NOUN"
"78","πάντων","DET"
"79","τῶν","DET"
"80","σατραπῶν","NOUN"
"81","καὶ","CCONJ"
"82","τῶν","DET"
"83","μεγιστάνων","NOUN"
"84","τοῦ","DET"
"85","Φαραώ","PROPN"
"86",".","PUNCT"
"87","Καὶ","CCONJ"
"88","ἦν","AUX"
"89","ὁ","DET"
"90","ἀνὴρ","NOUN"
"91","οὗτος","DET"
"92","πλούσιος","ADJ"
"93","σφόδρα","ADV"
"94","καὶ","CCONJ"
"95","φρόνιμος","ADJ"
"96","καὶ","CCONJ"
"97","ἐπιεικής","ADJ"
"98",",","PUNCT"
"99","καὶ","CCONJ"
"100","ἦν","AUX"
"101","σύμβουλος","NOUN"
"102","τοῦ","DET"
"103","Φαραώ","PROPN"
"104",",","PUNCT"
"105","καὶ","CCONJ"
"106","τὸ","DET"
"107","ὄνομα","NOUN"
"108","αὐτοῦ","PRON"
"109","Πεντεφρῆς","PROPN"
"110",",","PUNCT"
"111","καὶ","CCONJ"
"112","ἦν","AUX"
"113","ἱερεὺς","NOUN"
"114","Ἡλιουπόλεως","PROPN"
"115",".","PUNCT"
"116","Καὶ","CCONJ"
"117","ἦν","AUX"
"118","θυγάτηρ","NOUN"
"119","τῷ","DET"
"120","Πεντεφρῇ","PROPN"
"121","ὡς","ADV"
"122","ἐτῶν","NOUN"
"123","ὀκτωκαίδεκα","NUM"
"124","παρθένος","NOUN"
"125","μεγάλη","ADJ"
"126","καὶ","CCONJ"
"127","ὡραία","ADJ"
"128","καὶ","CCONJ"
"129","εὐπρεπὴς","ADJ"
"130","τῷ","DET"
"131","κάλλει","NOUN"
"132","σφόδρα","ADV"
"133","ὑπὲρ","ADP"
