"ID","TOKEN","LEMMA"
"1","Διαθήκη","διαθήκη"
"2","Ἰώβ","Ἰώβ"
"3","Βίβλος","Βίβλος"
"4","λόγων","λόγος"
"5","Ἰὼβ","Ἰὼβ"
"6","τοῦ","ὁ"
"7","καλουμένου","καλέω"
"8","Ἰωβάβ","Ἰωβάβ"
"9",".","."
"10","ἐν","ἐν"
"11","ᾗ","ὅς"
"12","γὰρ","γάρ"
"13","ἡμέρᾳ","ἡμέρα"
"14","νοσήσας","νοσέω"
"15","ἐξετέλει","ἐξετέλω"
"16","αὐτοῦ","αὐτός"
"17","τὴν","ὁ"
"18","οἰκονομίαν","οἰκονομία"
"19",",",","
"20","ἐκάλεσεν","καλέω"
"21","τοὺς","ὁ"
"22","ἑπτὰ","ἑπτά"
"23","υἱοὺς","υἱός"
"24","αὐτοῦ","αὐτός"
"25","καὶ","καί"
"26","τὰς","ὁ"
"27","τρεῖς","τρεῖς"
"28","θυγατέρας","θυγάτηρ"
"29","αὐτοῦ","αὐτός"
"30",",",","
"31","ὧν","ὅς"
"32","εἰσιν","εἰμί"
"33","τὰ","ὁ"
"34","ὀνόματα","ὄνομα"
"35","Τέρσι","Τέρσι"
"36","Χορός","χορός"
"37","Ὕων","Ὕων"
"38","Νίκη","νίκη"
"39","Φόρος","Φόρος"
"40","Φίφη","Φίφη"
"41","Φρούων","Φρούω"
"42","Ἡμέρα","ἡμέρα"
"43","Κασία","κασία"
"44","Ἀμαλθείας","Ἀμαλθεία"
"45","κέρας","κέρας"
"46","·","·"
"47","καλέσας","καλέω"
"48","δὲ","δέ"
"49","αὐτοῦ","αὐτός"
"50","τὰ","ὁ"
"51","τέκνα","τέκνον"
"52","εἶπεν","λέγω"
"53","Περικυκλώσαντες","Περικυκλώσαντες"
"54",",",","
"55","τέκνα","τέκνον"
"56","μου","ἐγώ"
"57",",",","
"58","περικυκλώσατέ","περικυκλώω"
"59","με","ἐγώ"
"60","ἵνα","ἵνα"
"61","ὑποδείξω","ὑποδείγνυμι"
"62","ὑμῖν","ὑμεῖς"
"63","ἃ","ὅς"
"64","ἐποίησεν","ποιέω"
"65","Κύριος","Κύριος"
"66","μετ᾿","μετ"
"67","ἐμοῦ","ἐμός"
"68","καὶ","καί"
"69","τὰ","ὁ"
"70","γενάμενά","γενάμενα"
"71","μοι","ἐγώ"
"72","πάντα","πᾶς"
"73","·","·"
"74","ἐγὼ","ἐγώ"
"75","γάρ","γάρ"
"76","εἰμι","εἰμί"
"77","ὁ","ὁ"
"78","πατὴρ","πατήρ"
"79","ὑμῶν","ὑμεῖς"
"80","Ἰὼβ","Ἰὼβ"
"81","ἐν","ἐν"
"82","πάσῃ","πᾶς"
"83","ὑπομονῇ","ὑπομονή"
"84","γενόμενος","γίγνομαι"
"85",",",","
"86","ὑμεῖς","ὑμεῖς"
"87","δὲ","δέ"
"88","γένος","γένος"
"89","ἐκλεκτὸν","ἐκλεκτόν"
"90","ἔντιμον","ἔντιμος"
"91","ἐκ","ἐκ"
"92","σπέρματος","σπέρμα"
"93","Ἰακὼβ","Ἰακώβ"
"94","τοῦ","ὁ"
"95","πατρὸς","πατήρ"
"96","τῆς","ὁ"
"97","μητρὸς","μήτηρ"
"98","ὑμῶν","ὑμεῖς"
"99","·","·"
"100","ἐγὼ","ἐγώ"
"101","γάρ","γάρ"
"102","εἰμι","εἰμί"
"103","ἐκ","ἐκ"
"104","τῶν","ὁ"
"105","υἱῶν","υἱός"
"106","Ἠσαὺ","Ἠσαὺ"
"107","ἀδελφοῦ","ἀδελφός"
"108","Ἰακώβ","Ἰακώβ"
"109",",",","
"110","οὗ","ὅς"
"111","ἡ","ὁ"
"112","μήτηρ","μήτηρ"
"113","ὑμῶν","ὑμεῖς"
"114","ἐστιν","εἰμί"
"115","Δίνα","Δίνα"
"116",",",","
"117","ἐξ","ἐκ"
"118","ἧς","ὅς"
"119","ἐγέννησα","γεννάω"
"120","ὑμᾶς","ὑμεῖς"
"121","·","·"
"122","ἡ","ὁ"
"123","γὰρ","γάρ"
"124","προτέρα","πρότερος"
"125","μου","ἐγώ"
"126","γυνὴ","γυνή"
"127","ἐτελεύτησεν","τελευτάω"
"128","μετὰ","μετά"
"129","ἄλλων","ἄλλος"
"130","δέκα","δέκα"
"131","τέκνων","τέκνον"
"132","ἐν","ἐν"
"133","θανάτῳ","θάνατος"
"134","πικρῷ","πικρός"
"135",".","."
"136","ἀκούσατε","ἀκούω"
"137","οὖν","οὖν"
"138","μου","ἐγώ"
"139",",",","
"140","τέκνα","τέκνον"
"141",",",","
"142","καὶ","καί"
"143","δηλώσω","δηλόω"
"144","ὑμῖν","ὑμεῖς"
"145","τὰ","ὁ"
"146","συμβεβηκότα","συμβαίνω"
"147","μοι","ἐγώ"
"148",".","."
"149","Ἐγὼ","ἐγώ"
"150","γάρ","γάρ"
"151","εἰμι","εἰμί"
"152","Ἰωβάβ","Ἰωβάβ"
"153","πρὶν","πρίν"
"154","ἢ","ἤ"
"155","ὀνομάσαι","ὀνομάζω"
"156","με","ἐγώ"
"157","ὁ","ὁ"
"158","Κύριος","Κύριος"
"159","Ἰώβ","Ἰώβ"
"160",".","."
"161","ὃτε","ὃτε"
"162","Ἰωβὰβ","Ἰωβὰβ"
"163","ἐκαλούμην","καλέω"
"164",",",","
"165","ᾤκουν","οἰκέω"
"166","τὸ","ὁ"
"167","πρὶν","πρίν"
"168","ἔγγιστα","ἐγγίων"
"169","εἰδωλίου","εἰδωλῖος"
"170","θρησκευομένου","θρησκευάο"
"171","·","·"
"172","καὶ","καί"
"173","συνεχῶς","συνεχής"
"174","βλέπων","βλέπω"
"175","ὁλοκαυτώματα","ὁλοκαύτωμα"
"176","αὐτῷ","αὐτός"
"177","ἀναφερόμενα","ἀναφέρω"
"178","διελογιζόμην","διελογιζόμη"
"179","ἐν","ἐν"
"180","ἑαυτῷ","ἑαυτοῦ"
"181","λέγων","λέγω"
"182","Ἆρα","ἆρα"
"183","οὗτός","οὗτος"
"184","ἐστιν","εἰμί"
"185","ὁ","ὁ"
"186","θεὸς","θεός"
"187","ὁ","ὁ"
"188","ποιήσας","ποιέω"
"189","τὸν","ὁ"
"190","οὐρανὸν","οὐρανός"
"191","καὶ","καί"
"192","τὴν","ὁ"
"193","γῆν","γῆ"
"194","καὶ","καί"
"195","τὴν","ὁ"
"196","θάλασσαν","θάλασσα"
"197","καὶ","καί"
"198","ἡμᾶς","ἡμεῖς"
"199","ἀυτούς","ἀυτίδωμι"
"200",";",";"
"201","ἄρα","ἆρα"
"202","πῶς","πῶς"
"203","γνώσομαι","γιγνώσκω"
"204",";",";"
"205","Καὶ","καί"
"206","ἐν","ἐν"
"207","τῇ","ὁ"
"208","νυκτὶ","νύξ"
"209","κοιμωμένου","κοιμωμένου"
"210","μου","ἐγώ"
"211","ἦλθέν","ἦλθέν"
"212","μοι","ἐγώ"
"213","μεγάλη","μέγας"
"214","φωνὴ","φωνή"
"215","ἐν","ἐν"
"216","μείζονι","μέγας"
"217","φωτὶ","φῶς"
"218","λέγουσα","λέγω"
"219","Ἰωβάβ","Ἰωβάβ"
"220","Ἰωβάβ","Ἰωβάβ"
"221",".","."
"222","καὶ","καί"
"223","εἶπον","λέγω"
"224","Ἰδοὺ","ἰδού"
"225","ἐγώ","ἐγώ"
"226",".","."
"227","καὶ","καί"
"228","εἶπεν","λέγω"
"229","Ἀνάστηθι","Ἀνίστημι"
"230","καὶ","καί"
"231","ὑποδείξω","ὑποδείγνυμι"
"232","σοι","σύ"
"233","τίς","τίς"
"234","ἐστιν","εἰμί"
"235","οὗτος","οὗτος"
"236","ὃν","ὅς"
"237","γνῶναι","γιγνώσκω"
"238","θέλεις","ἐθέλω"
"239","·","·"
"240","οὗτος","οὗτος"
"241","οὗ","ὅς"
"242","τὰ","ὁ"
"243","ὁλοκαυτώματα","ὁλοκαύτωμα"
"244","προσφέρουσιν","προσφέρω"
"245","καὶ","καί"
"246","σπένδουσιν","σπένδω"
"247","οὐκ","οὐ"
"248","ἔστιν","εἰμί"
"249","θεός","θεός"
"250",",",","
"251","ἀλλὰ","ἀλλά"
"252","αὓτη","αὓτη"
"253","ἐστὶν","εἰμί"
"254","ἡ","ὁ"
"255","δύναμις","δύναμις"
"256","τοῦ","ὁ"
"257","διαβόλου","διάβολος"
"258",",",","
"259","ἐν","ἐν"
"260","ᾧ","ὅς"
"261","ἀπατηθήσεται","ἀπατηθήσω"
"262","ἡ","ὁ"
"263","ἀνθρωπίνη","ἀνθρώπινος"
"264","φύσις","φύσις"
"265",".","."
"266","καὶ","καί"
"267","ἐγὼ","ἐγώ"
"268","ἀκούσας","ἀκούω"
"269","κατέπεσα","κατέπεσα"
"270","ἐπὶ","ἐπί"
"271","τὴν","ὁ"
"272","κλίνην","κλίνη"
"273","μου","ἐγώ"
"274","προσκυνῶν","προσκυνέω"
"275","καὶ","καί"
"276","λέγων","λέγω"
"277","Κύριέ","Κύριος"
"278","μου","ἐγώ"
"279","ὁ","ὁ"
"280","ἐπὶ","ἐπί"
"281","τῇ","ὁ"
"282","σωτηρίᾳ","σωτηρία"
"283","τῆς","ὁ"
"284","ἐμῆς","ἐμός"
"285","ψυχῆς","ψυχή"
"286","ἐλθών","ἔρχομαι"
"287",",",","
"288","δέομαί","δέω"
"289","σου","σύ"
"290",",",","
"291","εἴπερ","εἴπερ"
"292","οὗτός","οὗτος"
"293","ἐστιν","εἰμί"
"294","ὁ","ὁ"
"295","τόπος","τόπος"
"296","τοῦ","ὁ"
"297","Σατανᾶ","Σατανᾶς"
"298","ἐν","ἐν"
"299","ᾧ","ὅς"
"300","ἀπατηθήσονται","ἀπατηθήσω"
"301","οἱ","ὁ"
"302","ἄνθρωποι","ἄνθρωπος"
"303",",",","
"304","δός","δίδωμι"
"305","μοι","ἐγώ"
"306","ἐξουσίαν","ἐξουσία"
"307","ἵνα","ἵνα"
"308","ἀπελθὼν","ἀπέρχομαι"
"309","καθαρίσω","καθαρίσω"
"310","αὐτοῦ","αὐτός"
"311","τὸν","ὁ"
"312","τόπον","τόπος"
"313",",",","
"314","ἵνα","ἵνα"
"315","ποιήσω","ποιέω"
"316","μηκέτι","μηκέτι"
"317","σπένδεσθαι","σπένδω"
