"ID","TOKEN","LEMMA"
"1","Εὐκλείδου","Εὐκλείδης"
"2","γεωμετρικόν","γεωμετρικός"
"3",".","."
"4","Ἡμίονος","Ἡμίον"
"5","καὶ","καί"
"6","ὄνος","ὄνος"
"7","φορέουσαι","φορέω"
"8","οἶνον","οἶνος"
"9","ἔβαινον","βαίνω"
"10",",",","
"11","αὐτὰρ","ἀτάρ"
"12","ὄνος","ὄνος"
"13","στενάχιζεν","στεναχίζω"
"14","ἐπ᾿","ἐπ"
"15","ἄχθει","ἄχθος"
"16","φόρτου","φόρτος"
"17","ἑοῖο","ἑός"
"18",".","."
"19","τὴν","ὁ"
"20","δὲ","δέ"
"21","βαρυστενάχουσαν","βαρυστενάχω"
"22","ἰδοῦσ᾿","ἰδοῦσ᾿"
"23","ἐρέεινεν","ἐρεείνω"
"24","ἐκείνη","ἐκεῖνος"
"25","·","·"
"26","μῆτερ","μήτηρ"
"27",",",","
"28","τί","τίς"
"29","κλαίουσ᾿","κλαίουσ᾿"
"30","ὀλοφύρεαι","ὀλοφύρομαι"
"31","ἠύτε","ἠΰτε"
"32","κούρη","κόρη"
"33",";",";"
"34","εἰ","εἰ"
"35","μέτρον","μέτρον"
"36","ἕν","εἷς"
"37","μοι","ἐγώ"
"38","δοίης","δίδωμι"
"39",",",","
"40","διπλάσιον","διπλασίων"
"41","σέθεν","σύ"
"42","ἦρα","ἦρα"
"43",",",","
"44","εἰ","εἰ"
"45","δὲ","δέ"
"46","ἓν","εἷς"
"47","ἀντιλάβοις","ἀντιλάβω"
"48",",",","
"49","πάντως","πάντως"
"50","ἰσότητα","ἰσότης"
"51","φυλάξεις","φυλάξω"
"52",".","."
"53","εἰπὲ","λέγω"
"54","τὸ","ὁ"
"55","μέτρον","μέτρον"
"56",",",","
"57","ἄριστε","ἄριστος"
"58","γεωμετρίης","γεωμετρίης"
"59","ἐπίιστορ","ἐπίιστωρ"
"60",".","."
"61",",,",",,"
"62",".","."
"63",",",","
"64",".","."
"65",",,,.;,,,,",",,,.;,,,,"
"66",".","."
"67",",",","
"68",".","."
"69",",",","
"70",".","."
"71",",",","
"72",".","."
"73",",",","
"74",".","."
"75",",",","
"76",".","."
"77",",",","
"78",".","."
"79",",",","
"80",".","."
"81",",",","
"82",".","."
"83",",",","
"84",".","."
"85",",",","
"86",".","."
"87",",",","
"88",".","."
"89",",",","
"90",".","."
"91",",.",",."
