"ID","TOKEN","UPOS"
"1","Σοφἰα","NOUN"
"2","Σολομῶντος","PROPN"
"3","Ἐβόησα","VERB"
"4","πρὸς","ADP"
"5","κύριον","NOUN"
"6","ἐν","ADP"
"7","τῷ","DET"
"8","θλίβεσθαί","VERB"
"9","με","PRON"
"10","εἰς","ADP"
"11","τέλος","NOUN"
"12","πρὸς","ADP"
"13","τὸν","DET"
"14","θεὸν","NOUN"
"15","ἐν","ADP"
"16","τῷ","DET"
"17","ἐπιθέσθαι","VERB"
"18","ἁμαρτωλούς","ADJ"
"19","ἐξάπινα","ADV"
"20","ἠκούσθη","VERB"
"21","κραυγὴ","NOUN"
"22","πολέμου","NOUN"
"23","ἐνώπιόν","ADP"
"24","μου","PRON"
"25","ἐπακούσεταί","VERB"
"26","μου","PRON"
"27","ὅτι","SCONJ"
"28","ἐπλήσθη","VERB"
"29","δικαιοσύνης","NOUN"
"30","ἐλογισάμην","VERB"
"31","ἐν","ADP"
"32","καρδίᾳ","NOUN"
"33","μου","PRON"
"34","ὅτι","SCONJ"
"35","ἐπλήσθη","VERB"
"36","δικαιοσύνης","NOUN"
"37","ἐν","ADP"
"38","τῷ","DET"
"39","εὐθυνῆσαί","VERB"
"40","με","PRON"
"41","καὶ","CCONJ"
"42","πολλὴν","ADJ"
"43","γενέσθαι","VERB"
"44","ἐν","ADP"
"45","τέκνοις","NOUN"
"46","ὁ","DET"
"47","πλοῦτος","NOUN"
"48","αὐτῶν","PRON"
"49","διεδόθη","VERB"
"50","εἰς","ADP"
"51","πᾶσαν","DET"
"52","τὴν","DET"
"53","γῆν","NOUN"
"54","καὶ","CCONJ"
"55","ἡ","DET"
"56","δόξα","NOUN"
"57","αὐτῶν","PRON"
"58","ἕως","ADP"
"59","ἐσχάτου","ADJ"
"60","τῆς","DET"
"61","γῆς","NOUN"
"62","ὑψώθησαν","VERB"
"63","εἶπαν","VERB"
"64","Οὐ","ADV"
"65","μὴ","ADV"
"66","πέσωσιν","VERB"
"67","καὶ","CCONJ"
"68","ἐξύβρισαν","VERB"
"69","ἐν","ADP"
"70","τοῖς","DET"
"71","ἀγαθοῖς","ADJ"
"72","αὐτῶν","PRON"
"73","καὶ","CCONJ"
"74","οὐκ","ADV"
"75","ἤνεγκαν","VERB"
"76","αἱ","DET"
"77","ἁμαρτίαι","NOUN"
"78","αὐτῶν","PRON"
"79","ἐν","ADP"
"80","ἀποκρύφοις","ADJ"
"81","καὶ","CCONJ"
"82","ἐγὼ","PRON"
"83","οὐκ","ADV"
"84","ᾔδειν","VERB"
"85","αἱ","DET"
"86","ἀνομίαι","NOUN"
"87","αὐτῶν","PRON"
"88","ὑπὲρ","ADP"
"89","τὰ","DET"
"90","πρὸ","ADP"
"91","αὐτῶν","PRON"
"92","ἔθνη","NOUN"
"93","Ψαλμὸς","NOUN"
"94","τῷ","DET"
"95","Σαλωμῶν","PROPN"
"96","περὶ","ADP"
"97","Ἱερουσαλὴμ","PROPN"
"98","Ἐν","ADP"
"99","τῷ","DET"
"100","ὑπερηφανεύεσθαι","VERB"
"101","τὸν","DET"
"102","ἁμαρτωλὸν","ADJ"
"103","ἐν","ADP"
"104","κριῷ","NOUN"
"105","κατέβαλλε","VERB"
"106","τείχη","NOUN"
"107","ὀχυρά","ADJ"
"108",",","PUNCT"
"109","καὶ","CCONJ"
"110","οὐκ","ADV"
"111","ἐκώλυσας","VERB"
"112","ἀνέβησαν","VERB"
"113","ἐπὶ","ADP"
"114","τὸ","DET"
"115","θυσιαστήριόν","NOUN"
"116","σου","PRON"
"117","ἔθνη","NOUN"
"118","ἀλλότρια","ADJ"
"119","κατεπατοῦσαν","VERB"
"120","ἐν","ADP"
"121","ἀνθ᾿","SCONJ"
"122","ὧν","PRON"
"123","οἱ","DET"
"124","υἱοὶ","NOUN"
"125","Ἰερουσαλὴμ","PROPN"
"126","ἐμίαναν","VERB"
"127","τὰ","DET"
"128","ἅγια","ADJ"
"129","κυρίου","NOUN"
"130","ἐβεβηλοῦσαν","VERB"
"131","τὰ","DET"
"132","δῶρα","NOUN"
"133","τοῦ","DET"
"134","θεοῦ","NOUN"
"135","ἐν","ADP"
"136","ἀνομίαις","NOUN"
"137","ἕνεκεν","ADP"
"138","τούτων","ADJ"
"139","εἶπεν","VERB"
"140","Ἀπορίψατε","VERB"
"141","αὐτὰ","PRON"
"142","μακρὰν","ADV"
"143","ἀπ᾿","ADP"
"144","ἐμοῦ","PRON"
"145","οὐκ","ADV"
"146","ἐνέδωκεν","VERB"
"147","τούτων","ADJ"
"148","εἶπεν","VERB"
"149","αὐτοῖς","PRON"
"150","τὸ","DET"
"151","κάλλος","NOUN"
"152","τῆς","DET"
"153","δόξης","NOUN"
"154","αὐτοῦ","PRON"
"155","ἐξουθενώθη","VERB"
"156","ἐνώπιον","ADP"
"157","τοῦ","DET"
"158","θεοῦ","NOUN"
"159","ἠτιμώθη","VERB"
"160","ἕως","ADP"
"161","εἰς","ADP"
"162","τέλος","NOUN"
"163","υἱοὶ","NOUN"
"164","καὶ","CCONJ"
"165","θυγατέρες","NOUN"
"166","ἐν","ADP"
"167","αἰχμαλωσίᾳ","NOUN"
"168","πονηρᾷ","ADJ"
"169","ἐν","ADP"
"170","σφραγῖδι","NOUN"
"171","ὁ","DET"
"172","τράχηλος","NOUN"
"173","αὐτῶν","PRON"
"174","ἐν","ADP"
"175","ἐπισήμῳ","ADJ"
"176","ἐν","ADP"
"177","τοῖς","DET"
"178","ἔθνεσιν","NOUN"
"179","Κατὰ","ADP"
"180","τὰς","DET"
"181","ἁμαρτίας","NOUN"
"182","αὐτῶν","PRON"
"183","ἐποίησεν","VERB"
"184","αὐτοῖς","PRON"
"185","ὅτι","SCONJ"
"186","ἐνκατέλιπεν","VERB"
"187","αὐτοὺς","PRON"
"188","εἰς","ADP"
"189","χεῖρας","NOUN"
"190","κατεσχυόντων","VERB"
"191","ἀπέστρεψεν","VERB"
"192","γὰρ","ADV"
"193","τὸ","DET"
"194","πρόσωπον","NOUN"
"195","αὐτοῦ","PRON"
"196","ἀπὸ","ADP"
"197","ἐλέους","NOUN"
"198","αὐτῶν","PRON"
"199","νέον","ADJ"
"200","καὶ","CCONJ"
"201","πρεσβήτην","NOUN"
"202","καὶ","CCONJ"
"203","τέκνα","NOUN"
"204","αὐτῶν","PRON"
"205","εἰς","ADP"
"206","ἅπαξ","ADV"
"207","ἐποίησεν","VERB"
"208","εἰς","ADP"
"209","ἅπαξ","ADV"
"210","τοῦ","DET"
"211","μὴ","ADV"
"212","ἀκούον","VERB"
"213","καὶ","CCONJ"
"214","ὁ","DET"
"215","οὐρανὸς","NOUN"
"216","ἐβαρυθύμησε","VERB"
"217","καὶ","CCONJ"
"218","ἡ","DET"
"219","γῆ","NOUN"
"220","βδελύξατο","VERB"
"221","αὐτούς","PRON"
"222","ὅτι","SCONJ"
"223","οὐκ","ADV"
"224","ἐποίησεν","VERB"
"225","πᾶς","DET"
"226","ἄνθρωπος","NOUN"
"227","ἐπ᾿","ADP"
"228","αὐτῆς","PRON"
"229","ὅσα","PRON"
"230","ἐποίησαν","VERB"
"231","καὶ","CCONJ"
"232","γνώσεται","VERB"
"233","ἡ","DET"
"234","γῆ","NOUN"
"235","τὰ","DET"
"236","κρίματά","NOUN"
"237","σου","PRON"
"238","πάντα","DET"
"239","τὰ","DET"
"240","δίκαια","ADJ"
"241","ὁ","DET"
"242","θεός","NOUN"
"243","Ἔστησαν","VERB"
"244","τοὺς","DET"
"245","υἱοὺς","NOUN"
"246","ηδὴμ","PROPN"
"247","εἰς","ADP"
"248","ἐμπαιγὸν","NOUN"
"249","ἀντὶ","ADP"
"250","πορνῶν","NOUN"
"251","ἐν","ADP"
"252","αὐτῇ","PRON"
"253","πᾶς","DET"
"254","ὁ","DET"
"255","πορευόμενος","VERB"
"256","εἰσεπορεύετο","VERB"
"257","κατέναντι","ADP"
"258","τοῦ","DET"
"259","ἡλίου","NOUN"
"260","ἐνέπεζον","VERB"
"261","τάς","DET"
"262","ἀνομίας","NOUN"
"263","αὐτῶν","PRON"
"264","καθὰ","ADV"
"265","ἐποίουν","VERB"
"266","αὐτοί","PRON"
"267","ἀπέναντι","ADP"
"268","τοῦ","DET"
"269","ἡλίου","NOUN"
"270","παρεδειγμάτισαν","VERB"
"271","ἀδικίας","NOUN"
"272","αὐτῶν","PRON"
"273","θυγατέρας","NOUN"
"274","Ἱερουσαλὴμ","PROPN"
"275","βέβηλοι","ADJ"
"276","κατὰ","ADP"
"277","τὸ","DET"
"278","κρίμα","NOUN"
"279","σου","PRON"
"280","ἀνθ᾿","SCONJ"
"281","ὧν","PRON"
"282","αὐταὶ","ADJ"
"283","ἐμιαίωσαν","VERB"
"284","αὑτὰς","PRON"
"285","ἐν","ADP"
"286","φυρμῷ","NOUN"
"287","ἀναμείξεως","NOUN"
"288","τὴν","DET"
"289","κοιλίαν","NOUN"
"290","μου","PRON"
"291","καὶ","CCONJ"
"292","τὰ","DET"
