"ID","TOKEN","UPOS"
"1",".","PUNCT"
"2","ΠΡΟΣ","ADP"
"3","ΘΕΟΔΟΣΙΟΝ","PROPN"
"4","ΤΟΝ","DET"
"5","ΒΑΣΙΛΕΑ","NOUN"
"6","ΚΑΤΑ","ADP"
"7","ΤΙΣΑΜΕΝΟΥ","PROPN"
"8",".","PUNCT"
"9","ἔδει","VERB"
"10","μὲν","ADV"
"11","οὕτως","ADV"
"12","ἅπαντας","ADJ"
"13","ἀγαθοὺς","ADJ"
"14","εἶναι","AUX"
"15","τοὺς","DET"
"16","ἐπὶ","ADP"
"17","τὰς","DET"
"18","τῶν","DET"
"19","ἐθνῶν","NOUN"
"20","ἀρχὰς","NOUN"
"21","ἐκπεμπομένους","VERB"
"22",",","PUNCT"
"23","ὦ","INTJ"
"24","βα","PROPN"
"25","σιλεῦ","PROPN"
"26",",","PUNCT"
"27","ὥστ","SCONJ"
"28","ἐμοὶ","PRON"
"29","νῦν","ADV"
"30","ἐξεῖναι","VERB"
"31","λέγειν","VERB"
"32","τι","ADJ"
"33","περὶ","ADP"
"34","Τισαμένου","PROPN"
"35","βέλτιον","ADJ"
"36",",","PUNCT"
"37","καὶ","CCONJ"
"38","γὰρ","ADV"
"39","οὐδὲ","ADV"
"40","κακῶς","ADV"
"41","λέγειν","VERB"
"42","ἥδιόν","ADJ"
"43","ἐστὶ","AUX"
"44","μοι","PRON"
"45","μᾶλλον","ADV"
"46","ἢ","ADV"
"47","τοὐναντίον","ADJ"
"48","·","PUNCT"
"49","ἐπεὶ","SCONJ"
"50","δέ","ADV"
"51","εἰσί","AUX"
"52","τινες","ADJ"
"53","οἱ","PRON"
"54","τοῦ","DET"
"55","χεί","PROPN"
"56","ρονος","PROPN"
"57","παρέχουσιν","VERB"
"58","ἀφορμάς","NOUN"
"59",",","PUNCT"
"60","ὧν","PRON"
"61","εἷς","NUM"
"62","οὗτος","DET"
"63","Τισάμενός","VERB"
"64",",","PUNCT"
"65","ἀναγκαῖον","ADJ"
"66","ἡγησάμην","VERB"
"67","ποιῆσαί","VERB"
"68","σοι","PRON"
"69","φανερόν","ADJ"
"70",",","PUNCT"
"71","ὅτι","SCONJ"
"72","παρα","ADP"
"73","δέδονται","VERB"
"74","πολλαὶ","ADJ"
"75","πόλεις","NOUN"
"76","ἀνθρώπῳ","NOUN"
"77","πλεῖστον","ADJ"
"78","ἀπέχοντι","VERB"
"79","τοῦ","DET"
"80","δύνασθαι","VERB"
"81","δι","ADP"
"82","ἀρχῆς","NOUN"
"83","εὖ","ADV"
"84","ποιεῖν","VERB"
"85","πόλεις","NOUN"
"86",".","PUNCT"
"87","ἐρῶ","VERB"
"88","δὲ","ADV"
"89","πρὸς","ADP"
"90","σὲ","PRON"
"91","περὶ","ADP"
"92","τούτων","ADJ"
"93",",","PUNCT"
"94","οὐχ","ADV"
"95","ὅπως","SCONJ"
"96","λάβοις","VERB"
"97","τῶν","DET"
"98","μένων","VERB"
"99","δίκην","NOUN"
"100",",","PUNCT"
"101","ἀλλ","CCONJ"
"102","ὅπως","SCONJ"
"103","μὴ","ADV"
"104","πλείω","ADJ"
"105","κακὰ","ADJ"
"106","δράσειεν","VERB"
"107","ἐπὶ","ADP"
"108","τῆς","DET"
"109","ἀρχῆς","NOUN"
"110","μένων","VERB"
"111",".","PUNCT"
"112","ὁ","DET"
"113","μὲν","ADV"
"114","οὖν","ADV"
"115",",","PUNCT"
"116","ἵν","SCONJ"
"117","οὗτος","ADJ"
"118","ἄρξειεν","VERB"
"119","ἡμῶν","PRON"
"120",",","PUNCT"
"121","πολλὰ","ADJ"
"122","μὲν","ADV"
"123","εἰπών","VERB"
"124",",","PUNCT"
"125","πολλὰ","ADJ"
"126","δὲ","ADV"
"127","ποιήσας","VERB"
"128","χαλεπός","ADJ"
"129","τε","CCONJ"
"130","ἐπὶ","ADP"
"131","τοῖς","DET"
"132","λεγομένοις","VERB"
"133","ἔσται","AUX"
"134","καὶ","CCONJ"
"135","ζητήσει","VERB"
"136","τὸν","DET"
"137","λελυπη","VERB"
"138","κότα","NOUN"
"139","ποιῆσαι","VERB"
"140","κακῶς","ADV"
"141","οὔσης","AUX"
"142","αὐτῷ","PRON"
"143","δυνάμεως","NOUN"
"144","ὁπόσης","PRON"
"145","ἐθέλει","VERB"
"146","·","PUNCT"
"147","ἐμοὶ","PRON"
"148","δὲ","ADV"
"149","ἴσως","ADV"
"150","μὲν","ADV"
"151","ὑπάρξει","VERB"
"152","σωτηρία","NOUN"
"153","τε","CCONJ"
"154","καὶ","CCONJ"
"155","τὸ","DET"
"156","διαφυγεῖν","VERB"
"157","παρὰ","ADP"
"158","τῆς","DET"
"159","σῆς","ADJ"
"160","εὐνοίας","NOUN"
"161","τε","CCONJ"
"162","καὶ","CCONJ"
"163","βοηθείας","NOUN"
"164",",","PUNCT"
"165","ὦ","INTJ"
"166","βασιλεῦ","NOUN"
"167",".","PUNCT"
