"ID","TOKEN","NER"
"1","Δημοσθένης","PERSON"
"2","ὁ","O"
"3","μὲν","O"
"4","γράψας","O"
"5","τὸ","O"
"6","ἐπὶ","O"
"7","τῇ","O"
"8","νίκῃ","O"
"9","τῆς","O"
"10","Ὀλυμπίασιν","LOC"
"11","ἱπποδρομίας","O"
"12","εἰς","O"
"13","Ἀλκιβιάδην","PERSON"
"14","ἐγκώμιον","O"
"15",",","O"
"16","εἴτʼ","O"
"17","Εὐριπίδης","PERSON"
"18",",","O"
"19","ὡς","O"
"20","ὁ","O"
"21","πολὺς","O"
"22","κρατεῖ","O"
"23","λόγος","O"
"24",",","O"
"25","εἴθʼ","O"
"26","ἕτερός","O"
"27","τις","O"
"28","ἦν","O"
"29",",","O"
"30","Σόσσιε","NORP"
"31",",","O"
"32","φησὶ","O"
"33","χρῆναι","O"
"34","τῷ","O"
"35","εὐδαίμονι","O"
"36","πρῶτον","O"
"37","ὑπάρξαι","O"
"38","τὰν","O"
"39","πόλιν","O"
"40","εὐδόκιμον","O"
"41","ἐγὼ","O"
"42","δὲ","O"
"43","τῷ","O"
"44","μὲν","O"
"45","εὐδαιμονήσειν","O"
"46","μέλλοντι","O"
"47","τὴν","O"
"48","ἀληθινὴν","O"
"49","εὐδαιμονίαν","O"
"50",",","O"
"51","ἧς","O"
"52","ἐν","O"
"53","ἤθει","O"
"54","καὶ","O"
"55","διαθέσει","O"
"56","τὸ","O"
"57","πλεῖστόν","O"
"58","ἐστιν","O"
"59",",","O"
"60","οὐδὲν","O"
"61","διαφέρειν","O"
"62","ἡγοῦμαι","O"
"63","ἀδόξου","O"
"64","καὶ","O"
"65","ταπεινῆς","O"
"66","πατρίδος","O"
"67","ἢ","O"
"68","μητρὸς","O"
"69","ἀμόρφου","O"
"70","καὶ","O"
"71","μικρᾶς","O"
"72","γενέσθαι","O"
"73",".","O"
"74","γελοῖον","O"
"75","γάρ","O"
"76","εἴ","O"
"77","τις","O"
"78","οἴοιτο","O"
"79","τὴν","O"
"80","Ἰουλίδα","LOC"
"81",",","O"
"82","μέρος","O"
"83","μικρὸν","O"
"84","οὖσαν","O"
"85","οὐ","O"
"86","μεγάλης","O"
"87","νήσου","O"
"88","τῆς","O"
"89","Κέω","LOC"
"90",",","O"
"91","καὶ","O"
"92","τὴν","O"
"93","Αἴγιναν","LOC"
"94",",","O"
"95","ἣν","O"
"96","τῶν","O"
"97","Ἀττικῶν","NORP"
"98","τις","O"
"99","ἐκέλευεν","O"
"100","ὡς","O"
"101","λήμην","O"
"102","ἀφαιρεῖν","O"
"103","τοῦ","O"
"104","Πειραιῶς","LOC"
"105",",","O"
"106","ὑποκριτὰς","O"
"107","μὲν","O"
"108","ἀγαθοὺς","O"
"109","τρέφειν","O"
"110","καὶ","O"
"111","ποιητάς","O"
"112",",","O"
"113","ἄνδρα","O"
"114","δʼ","O"
"115","οὐκ","O"
"116","ἄν","O"
"117","ποτε","O"
"118","δύνασθαι","O"
"119","δίκαιον","O"
"120","καὶ","O"
"121","αὐτάρκη","O"
"122","καὶ","O"
"123","νοῦν","O"
"124","ἔχοντα","O"
"125","καὶ","O"
"126","μεγαλόψυχον","O"
"127","προενεγκεῖν","O"
