"ID","TOKEN","UPOS"
"1","Ψαλμὸς","NOUN"
"2","τῶ","DET"
"3","Σαλομῶν","PROPN"
"4","πρῶτος","ADJ"
"5","Ἐβόησα","VERB"
"6","πρὸς","ADP"
"7","κύριον","NOUN"
"8","ἐν","ADP"
"9","τῷ","DET"
"10","θλίβεσθαί","VERB"
"11","με","PRON"
"12","εἰς","ADP"
"13","τέλος","NOUN"
"14","πρὸς","ADP"
"15","τὸν","DET"
"16","θεὸν","NOUN"
"17","ἐν","ADP"
"18","τῷ","DET"
"19","ἐπιθέσθαι","VERB"
"20","ἁμαρτωλούς","ADJ"
"21","ἐξάπινα","ADV"
"22","ἠκούσθη","VERB"
"23","κραυγὴ","NOUN"
"24","πολέμου","NOUN"
"25","ἐνώπιόν","ADP"
"26","μου","PRON"
"27","ἐπακούσεταί","VERB"
"28","μου","PRON"
"29","ὅτι","SCONJ"
"30","ἐπλήσθην","VERB"
"31","δικαιοσύνης","NOUN"
"32","ἐλογισάμην","VERB"
"33","ἐν","ADP"
"34","καρδίᾳ","NOUN"
"35","μου","PRON"
"36","ὅτι","SCONJ"
"37","ἐπλήσθην","VERB"
"38","δικαιοσύνης","NOUN"
"39","ἐν","ADP"
"40","τῷ","DET"
"41","εὐθηνῆσαί","VERB"
"42","με","PRON"
"43","καὶ","CCONJ"
"44","πολὐν","ADJ"
"45","γηνέσθαι","VERB"
"46","ἐν","ADP"
"47","τέκνοις","NOUN"
"48","ὁ","DET"
"49","πλοῦτος","NOUN"
"50","αὐτῶν","PRON"
"51","διεδόθη","VERB"
"52","εἰς","ADP"
"53","πᾶσαν","DET"
"54","τὴν","DET"
"55","γῆν","NOUN"
"56","καὶ","CCONJ"
"57","ἡ","DET"
"58","δόξα","NOUN"
"59","αὐτῶν","PRON"
"60","ἕως","ADP"
"61","ἐσχάτου","ADJ"
"62","τῆς","DET"
"63","γῆς","NOUN"
"64","ὑψώθησαν","VERB"
"65","ἕως","SCONJ"
"66","εἶπαν","VERB"
"67","Οὐ","ADV"
"68","μὴ","ADV"
"69","πέσωσι","VERB"
"70","καὶ","CCONJ"
"71","ἐξύβρισαν","VERB"
"72","ἐν","ADP"
"73","τοῖς","DET"
"74","ἀγαθοῖς","ADJ"
"75","αὐτῶν","PRON"
"76","καὶ","CCONJ"
"77","οὐκ","ADV"
"78","ἤνεγκαν","VERB"
"79","αἱ","DET"
"80","ἁμαρτίαι","NOUN"
"81","αὐτῶν","PRON"
"82","ἐν","ADP"
"83","ἀποκρύφοις","ADJ"
"84","καὶ","CCONJ"
"85","ἐγὼ","PRON"
"86","οὐκ","ADV"
"87","ᾔδειν","VERB"
"88","αἱ","DET"
"89","ἀνομίαι","NOUN"
"90","αὐτῶν","PRON"
"91","ὑπὲρ","ADP"
"92","τὰ","DET"
"93","πρὸ","ADP"
"94","αὐτῶν","PRON"
"95","ἔθνη","NOUN"
"96","Ψαλμὸς","NOUN"
"97","τῷ","DET"
"98","Σαλωμῶν","PROPN"
"99","περὶ","ADP"
"100","Ἱερουσαλὴμ","PROPN"
"101","Ἐν","ADP"
"102","τῷ","DET"
"103","ὑπερηφανεύεσθαι","VERB"
"104","τὸν","DET"
"105","ἁμαρτωλὸν","ADJ"
"106","ἐν","ADP"
"107","κριῷ","NOUN"
"108","κατέβαλε","VERB"
"109","τείχη","NOUN"
"110","ὀχυρά","ADJ"
"111",",","PUNCT"
"112","καὶ","CCONJ"
"113","οὐκ","ADV"
"114","ἐκώλυσας","VERB"
"115","ἀνέβησαν","VERB"
"116","ἐπὶ","ADP"
"117","τὸ","DET"
"118","θυσιαστήριόν","NOUN"
"119","σου","PRON"
"120","ἔθνη","NOUN"
"121","ἀλλότρια","ADJ"
"122","κατεπάτουν","VERB"
"123","ἐν","ADP"
"124","ἀνθ᾿","SCONJ"
"125","ὧν","PRON"
"126","υἱοὶ","NOUN"
"127","Ἰερουσαλὴμ","PROPN"
"128","ἐμίαναν","VERB"
"129","τὰ","DET"
"130","ἅγια","ADJ"
"131","κυρίου","NOUN"
"132","ἐβεβήλουν","VERB"
"133","τὰ","DET"
"134","δῶρα","NOUN"
"135","τοῦ","DET"
"136","θεοῦ","NOUN"
"137","ἐν","ADP"
"138","ἀνομίαις","NOUN"
"139","ἕνεκεν","ADP"
"140","τούτων","ADJ"
"141","εἶπεν","VERB"
"142","Ἀπερρίψατε","VERB"
"143","αὐτὰ","PRON"
"144","μακρὰν","ADV"
"145","ἀπ᾿","ADP"
"146","ἐμοῦ","PRON"
"147","οὐκ","ADV"
"148","εὐόδωκεν","VERB"
"149","αὐτοῖς","PRON"
"150","τὸ","DET"
"151","κάλλος","NOUN"
"152","τῆς","DET"
"153","δόξης","NOUN"
"154","αὐτοῦ","PRON"
"155","ἐξουθενώθη","VERB"
"156","ἐνώπιον","ADP"
"157","τοῦ","DET"
"158","θεοῦ","NOUN"
"159","ἠτιμώθη","VERB"
"160","ἕως","ADP"
"161","εἰς","ADP"
"162","τέλος","NOUN"
"163","οἱ","DET"
"164","υἱοὶ","NOUN"
"165","καὶ","CCONJ"
"166","αἱ","DET"
"167","θυγατέρες","NOUN"
"168","ἐν","ADP"
"169","αἰχμαλωσίᾳ","NOUN"
"170","πονηρᾷ","ADJ"
"171","ἐν","ADP"
"172","σφραγῖδι","NOUN"
"173","ὁ","DET"
"174","τράχηλος","NOUN"
"175","αὐτῶν","PRON"
"176","ἐν","ADP"
