"ID","TOKEN","LEMMA"
"1","Ἐν","ἐν"
"2","ἀρχῇ","ἀρχή"
"3","ἦν","εἰμί"
"4","ὁ","ὁ"
"5","λόγος","λόγος"
"6",",",","
"7","καὶ","καί"
"8","ὁ","ὁ"
"9","λόγος","λόγος"
"10","ἦν","εἰμί"
"11","πρὸς","πρός"
"12","τὸν","ὁ"
"13","θεόν","θεός"
"14",",",","
"15","καὶ","καί"
"16","θεὸς","θεός"
"17","ἦν","εἰμί"
"18","ὁ","ὁ"
"19","λόγος","λόγος"
"20",".","."
"21","οὗτος","οὗτος"
"22","ἦν","εἰμί"
"23","ἐν","ἐν"
"24","ἀρχῇ","ἀρχή"
"25","πρὸς","πρός"
"26","τὸν","ὁ"
"27","θεόν","θεός"
"28",".","."
"29","πάντα","πᾶς"
"30","διʼ","διά"
"31","αὐτοῦ","αὐτός"
"32","ἐγένετο","γίγνομαι"
"33",",",","
"34","καὶ","καί"
"35","χωρὶς","χωρίς"
"36","αὐτοῦ","αὐτός"
"37","ἐγένετο","γίγνομαι"
"38","οὐδὲ","οὐδέ"
"39","ἕν","εἷς"
"40",".","."
"41","ὃ","ὁ"
"42","γέγονεν","γίγνομαι"
"43","ἐν","ἐν"
"44","αὐτῷ","αὐτός"
"45","ζωὴ","ζωή"
"46","ἦν","εἰμί"
"47",",",","
"48","καὶ","καί"
"49","ἡ","ὁ"
"50","ζωὴ","ζωή"
"51","ἦν","εἰμί"
"52","τὸ","ὁ"
"53","φῶς","φῶς"
"54","τῶν","ὁ"
"55","ἀνθρώπων","ἄνθρωπος"
"56","·","·"
"57","καὶ","καί"
"58","τὸ","ὁ"
"59","φῶς","φῶς"
"60","ἐν","ἐν"
"61","τῇ","ὁ"
"62","σκοτίᾳ","σκοτία"
"63","φαίνει","φαίνω"
"64",",",","
"65","καὶ","καί"
"66","ἡ","ὁ"
"67","σκοτία","σκοτία"
"68","αὐτὸ","αὐτός"
"69","οὐ","οὐ"
"70","κατέλαβεν","καταλαμβάνω"
"71",".","."
"72","Ἐγένετο","γίγνομαι"
"73","ἄνθρωπος","ἄνθρωπος"
"74","ἀπεσταλμένος","ἀποστέλλω"
"75","παρὰ","παρά"
"76","θεοῦ","θεός"
"77",",",","
"78","ὄνομα","ὄνομα"
"79","αὐτῷ","αὐτός"
"80","Ἰωάννης","Ἰωάννης"
"81","·","·"
"82","οὗτος","οὗτος"
