"ID","TOKEN","UPOS"
"1","ἀνθρώπων","NOUN"
"2","ὡς","ADV"
"3","ἐγὼ","PRON"
"4","εἶδον","VERB"
"5",".","PUNCT"
"6","ὁ","DET"
"7","εἷς","NUM"
"8","τῶν","DET"
"9","ἁγίων","ADJ"
"10","ἀγγέλων","NOUN"
"11","ὁ","DET"
"12","ἐπὶ","ADP"
"13","τοῦ","DET"
"14","κόσμου","NOUN"
"15","καὶ","CCONJ"
"16","τοῦ","DET"
"17","ταρτάρου","PROPN"
"18",".","PUNCT"
"19","Ῥαφαήλ","PROPN"
"20",",","PUNCT"
"21","ὁ","DET"
"22","εἷς","NUM"
"23","τῶν","DET"
"24","ἁγίων","ADJ"
"25","ἀγγέλων","NOUN"
"26","ὁ","DET"
"27","ἐπὶ","ADP"
"28","τῶν","DET"
"29","πνευμάτων","NOUN"
"30","τῶν","DET"
"31","ἀνθρώπων","NOUN"
"32",",","PUNCT"
"33","Ῥαγουήλ","PROPN"
"34",",","PUNCT"
"35","ὁ","DET"
"36","εἷς","NUM"
"37","τῶν","DET"
"38","ἁγίων","ADJ"
"39","ἀγγέλων","NOUN"
"40","ὁ","DET"
"41","ἐκδικῶν","VERB"
"42","τὸν","DET"
"43","κόσμον","NOUN"
"44","τῶν","DET"
"45","φωστήρων","NOUN"
"46",".","PUNCT"
"47","Μιχαήλ","PROPN"
"48",",","PUNCT"
"49","ὁ","DET"
"50","εἷς","NUM"
"51","τῶν","DET"
"52","ἁγίων","ADJ"
"53","ἀγγέλων","NOUN"
"54","ὃς","PRON"
"55","ἐπὶ","ADP"
"56","τῶν","DET"
"57","τοῦ","DET"
"58","λαοῦ","NOUN"
"59","ἀγαθῶν","ADJ"
"60","τέτακται","VERB"
"61","καὶ","CCONJ"
"62","ἐπὶ","ADP"
"63","τῷ","DET"
"64","χάῳ","PROPN"
"65",".","PUNCT"
"66","Σαριήλ","PROPN"
"67",",","PUNCT"
"68","ὁ","DET"
"69","εἷς","NUM"
"70","τῶν","DET"
"71","ἁγίων","ADJ"
"72","ἀγγέλων","NOUN"
"73","ὁ","DET"
"74","ἐπὶ","ADP"
"75","τῶν","DET"
"76","πνευμάτων","NOUN"
"77","οἵτινες","PRON"
"78","ἐπὶ","ADP"
"79","τῷ","DET"
"80","πνεύματι","NOUN"
"81","ἁμαρτάνουσιν","VERB"
"82",".","PUNCT"
"83","Γαβριήλ","PROPN"
"84",",","PUNCT"
"85","ὁ","DET"
"86","εἷς","NUM"
"87","τῶν","DET"
"88","ἁγίων","ADJ"
"89","ἀγγέλων","NOUN"
"90","ὁ","DET"
"91","ἐπὶ","ADP"
"92","τοῦ","DET"
"93","παραδείσου","NOUN"
"94","καὶ","CCONJ"
"95","τῶν","DET"
"96","δρακόντων","NOUN"
"97","καὶ","CCONJ"
"98","χερουβίν","NOUN"
"99",",","PUNCT"
"100","Ῥεμειήλ","PROPN"
"101",",","PUNCT"
"102","ὁ","DET"
"103","εἷς","NUM"
"104","τῶν","DET"
"105","ἁγίων","ADJ"
"106","ἀγγέλλων","VERB"
"107","ὃν","PRON"
"108","ἔταξεν","VERB"
"109","ὁ","DET"
"110","θεὸς","NOUN"
"111","ἐπὶ","ADP"
"112","τῶν","DET"
"113","ἀνισταμένων","VERB"
"114",".","PUNCT"
"115","ὀνόματα","NOUN"
