"ID","TOKEN","UPOS"
"1","πορευθέντος","VERB"
"2","οὖν","ADV"
"3","εἰς","ADP"
"4","τὴν","DET"
"5","πόλιν","NOUN"
"6","τοῦ","DET"
"7","Ἐμμὼρ","PROPN"
"8","καὶ","CCONJ"
"9","τοὺς","DET"
"10","ὑποτασσομένους","VERB"
"11","παρακαλοῦντος","VERB"
"12","περιτέμνεσθαι","VERB"
"13",",","PUNCT"
"14","ἕνα","NUM"
"15","τῶν","DET"
"16","Ἰακὼβ","PROPN"
"17","υἱῶν","NOUN"
"18","τὸ","DET"
"19","ὄνομα","NOUN"
"20","Συμεῶνα","PROPN"
"21","διαγνῶναι","VERB"
"22","τόν","DET"
"23","τε","CCONJ"
"24","Ἐμμὼρ","PROPN"
"25","καὶ","CCONJ"
"26","τὸν","DET"
"27","Συχὲμ","PROPN"
"28","ἀνελεῖν","VERB"
"29",",","PUNCT"
"30","τὴν","DET"
"31","ὕβριν","NOUN"
"32","τῆς","DET"
"33","ἀδελφῆς","NOUN"
"34","μὴ","ADV"
"35","βουληθέντα","VERB"
"36","πολιτικῶς","ADV"
"37","ἐνεγκεῖν","VERB"
"38","·","PUNCT"
"39","ταῦτα","ADJ"
"40","δὲ","ADV"
"41","διαγνόντα","VERB"
"42","Λευὶν","PROPN"
"43","τῷ","DET"
"44","ἀδελφῷ","NOUN"
"45","κοινώσασθαι","VERB"
"46","·","PUNCT"
"47","λαβόντα","VERB"
"48","δ᾽","ADV"
"49","αὐτὸν","PRON"
"50","συγκάταινον","VERB"
"51","ἐπὶ","ADP"
"52","τὴν","DET"
"53","πρᾶξιν","NOUN"
"54","παρορμῆσαι","VERB"
"55",",","PUNCT"
"56","λόγιον","NOUN"
"57","προφερόμενον","VERB"
"58","τὸν","DET"
"59","θεὸν","NOUN"
"60","ἀνελεῖν","VERB"
"61","φάμενον","VERB"
"62","τοῖς","DET"
"63","Ἁβραὰμ","PROPN"
"64","ἀπογόνοις","NOUN"
"65","δέκα","NUM"
"66","ἔθνη","NOUN"
"67","δώσειν","VERB"
"68",".","PUNCT"
"69","φησὶ","VERB"
"70","δὲ","ADV"
"71","οὕτως","ADV"
"72","ὁ","DET"
"73","Συμεὼν","PROPN"
"74","πρὸς","ADP"
"75","τὸν","DET"
"76","Λευίν","PROPN"
"77","·","PUNCT"
"78","Εὖ","ADV"
"79","γὰρ","ADV"
"80","ἐγὼ","PRON"
"81","μῦθόν","NOUN"
"82","γε","ADV"
"83","πεπυσμένος","VERB"
"84","εἰμὶ","AUX"
"85","θεοῖο","PROPN"
"86","·","PUNCT"
"87","δώσειν","VERB"
"88","γάρ","ADV"
"89","ποτ᾽","ADV"
"90","ἔφησε","VERB"
"91","δέκ᾽","ADJ"
"92","ἔθνεα","NOUN"
"93","παισὶν","NOUN"
"94","Ἁβραάμ","PROPN"
"95",".","PUNCT"
