"ID","TOKEN","NER"
"1","Διάταξις","O"
"2","τοῦ","O"
"3","Ἰώβ","PERSON"
"4","Βίβλος","O"
"5","Ἰώβ","PERSON"
"6","τοῦ","O"
"7","καλουμένου","O"
"8","Ἰωβάβ","PERSON"
"9","Ἐν","O"
"10","ᾗ","O"
"11","γὰρ","O"
"12","ἡμέρᾳ","O"
"13","νοσήσας","O"
"14","ἐξετέλει","O"
"15","αὐτοῦ","O"
"16","τὴν","O"
"17","οἰκονομίαν","O"
"18","ἐκάλεσεν","O"
"19","τοὺς","O"
"20","ἑπτὰ","O"
"21","υἱοὺς","O"
"22","αὐτοῦ","O"
"23","καὶ","O"
"24","τὰς","O"
"25","τρεῖς","O"
"26","θυγατέρας","O"
"27","ὧν","O"
"28","ἐστὶν","O"
"29","τὰ","O"
"30","ὀνόματα","O"
"31","ταῦτα","O"
"32","·","O"
"33","Τέρσι","O"
"34",",","O"
"35","Χορός","O"
"36",",","O"
"37","Ὕων","NORP"
"38",",","O"
"39","Νίκη","O"
"40",",","O"
"41","Φόρος","O"
"42",",","O"
"43","Φίφι","NORP"
"44",",","O"
"45","Κρύων","O"
"46",",","O"
"47","Ἡμέρα","O"
"48",",","O"
"49","Κασσία","O"
"50",",","O"
"51","Ἀμαλθείας","NORP"
"52","κέρας","O"
"53",".","O"
"54","καλέσας","O"
"55","δὲ","O"
"56","αὐτοῦ","O"
"57","τὰ","O"
"58","δέκα","O"
"59","τέκνα","O"
"60","εἶπεν","O"
"61","·","O"
"62","Περικυκλώσαντες","O"
"63","περικυκλώσαντες","O"
"64",",","O"
"65","τέκνα","O"
"66","μου","O"
"67",",","O"
"68","περικυκλώσατέ","O"
"69","με","O"
"70",",","O"
"71","καὶ","O"
"72","ὑποδείξω","O"
"73","ὑμῖν","O"
"74","ἃ","O"
"75","ἐποίησεν","O"
"76","κύριος","O"
"77","μετ᾿","O"
"78","ἐμοῦ","O"
"79","καὶ","O"
"80","τὰ","O"
"81","γενόμενά","O"
"82","μοι","O"
"83","πάντα","O"
"84",".","O"
"85","ἐγὼ","O"
"86","γάρ","O"
"87","εἰμι","O"
"88","ὁ","O"
"89","πατὴρ","O"
"90","ὑμῶν","O"
"91","Ἰὼβ","PERSON"
"92","ὁ","O"
"93","ἐν","O"
"94","πάσῃ","O"
"95","ὑπομονῇ","O"
"96","γενόμενος","O"
"97",",","O"
"98","ὑμεῖς","O"
"99","δὲ","O"
"100","γένος","O"
"101","ἐκλεκτὸν","O"
"102","τίμιον","O"
"103","ἐκ","O"
"104","σπέρματος","O"
"105","Ἰακὼβ","PERSON"
"106","τοῦ","O"
"107","πατρὸς","O"
"108","τῆς","O"
"109","μητρὸς","O"
