"ID","TOKEN","IS_PUNCT"
"1","Παῦλος","FALSE"
"2","ἀπόστολος","FALSE"
"3","Χριστοῦ","FALSE"
"4","Ἰησοῦ","FALSE"
"5","κατʼ","FALSE"
"6","ἐπιταγὴν","FALSE"
"7","θεοῦ","FALSE"
"8","σωτῆρος","FALSE"
"9","ἡμῶν","FALSE"
"10","καὶ","FALSE"
"11","Χριστοῦ","FALSE"
"12","Ἰησοῦ","FALSE"
"13","τῆς","FALSE"
"14","ἐλπίδος","FALSE"
"15","ἡμῶν","FALSE"
"16","Τιμοθέῳ","FALSE"
"17","γνησίῳ","FALSE"
"18","τέκνῳ","FALSE"
"19","ἐν","FALSE"
"20","πίστει","FALSE"
"21","·","TRUE"
"22","χάρις","FALSE"
"23",",","TRUE"
"24","ἔλεος","FALSE"
"25",",","TRUE"
"26","εἰρήνη","FALSE"
"27","ἀπὸ","FALSE"
"28","θεοῦ","FALSE"
"29","πατρὸς","FALSE"
"30","καὶ","FALSE"
"31","Χριστοῦ","FALSE"
"32","Ἰησοῦ","FALSE"
"33","τοῦ","FALSE"
"34","κυρίου","FALSE"
"35","ἡμῶν","FALSE"
"36",".","TRUE"
"37","Καθὼς","FALSE"
"38","παρεκάλεσά","FALSE"
"39","σε","FALSE"
"40","προσμεῖναι","FALSE"
"41","ἐν","FALSE"
"42","Ἐφέσῳ","FALSE"
"43",",","TRUE"
"44","πορευόμενος","FALSE"
"45","εἰς","FALSE"
"46","Μακεδονίαν","FALSE"
"47",",","TRUE"
"48","ἵνα","FALSE"
"49","παραγγείλῃς","FALSE"
"50","τισὶν","FALSE"
"51","μὴ","FALSE"
"52","ἑτεροδιδασκαλεῖν","FALSE"
"53","μηδὲ","FALSE"
"54","προσέχειν","FALSE"
"55","μύθοις","FALSE"
"56","καὶ","FALSE"
"57","γενεαλογίαις","FALSE"
"58","ἀπεράντοις","FALSE"
"59",",","TRUE"
"60","αἵτινες","FALSE"
"61","ἐκζητήσεις","FALSE"
"62","παρέχουσι","FALSE"
"63","μᾶλλον","FALSE"
"64","ἢ","FALSE"
"65","οἰκονομίαν","FALSE"
"66","θεοῦ","FALSE"
"67","τὴν","FALSE"
"68","ἐν","FALSE"
"69","πίστει","FALSE"
"70","—τὸ","FALSE"
"71","δὲ","FALSE"
"72","τέλος","FALSE"
"73","τῆς","FALSE"
"74","παραγγελίας","FALSE"
"75","ἐστὶν","FALSE"
"76","ἀγάπη","FALSE"
"77","ἐκ","FALSE"
"78","καθαρᾶς","FALSE"
"79","καρδίας","FALSE"
"80","καὶ","FALSE"
"81","συνειδήσεως","FALSE"
"82","ἀγαθῆς","FALSE"
"83","καὶ","FALSE"
"84","πίστεως","FALSE"
"85","ἀνυποκρίτου","FALSE"
"86",",","TRUE"
"87","ὧν","FALSE"
"88","τινες","FALSE"
"89","ἀστοχήσαντες","FALSE"
"90","ἐξετράπησαν","FALSE"
"91","εἰς","FALSE"
"92","ματαιολογίαν","FALSE"
"93",",","TRUE"
"94","θέλοντες","FALSE"
"95","εἶναι","FALSE"
"96","νομοδιδάσκαλοι","FALSE"
"97",",","TRUE"
"98","μὴ","FALSE"
"99","νοοῦντες","FALSE"
"100","μήτε","FALSE"
"101","ἃ","FALSE"
"102","λέγουσιν","FALSE"
"103","μήτε","FALSE"
"104","περὶ","FALSE"
"105","τίνων","FALSE"
"106","διαβεβαιοῦνται","FALSE"
"107",".","TRUE"
"108","Οἴδαμεν","FALSE"
"109","δὲ","FALSE"
"110","ὅτι","FALSE"
"111","καλὸς","FALSE"
"112","ὁ","FALSE"
"113","νόμος","FALSE"
"114","ἐάν","FALSE"
"115","τις","FALSE"
"116","αὐτῷ","FALSE"
"117","νομίμως","FALSE"
"118","χρῆται","FALSE"
"119",",","TRUE"
"120","εἰδὼς","FALSE"
"121","τοῦτο","FALSE"
"122",",","TRUE"
"123","ὅτι","FALSE"
"124","δικαίῳ","FALSE"
"125","νόμος","FALSE"
"126","οὐ","FALSE"
"127","κεῖται","FALSE"
"128",",","TRUE"
"129","ἀνόμοις","FALSE"
"130","δὲ","FALSE"
"131","καὶ","FALSE"
"132","ἀνυποτάκτοις","FALSE"
"133",",","TRUE"
"134","ἀσεβέσι","FALSE"
"135","καὶ","FALSE"
"136","ἁμαρτωλοῖς","FALSE"
"137",",","TRUE"
"138","ἀνοσίοις","FALSE"
"139","καὶ","FALSE"
"140","βεβήλοις","FALSE"
"141",",","TRUE"
"142","πατρολῴαις","FALSE"
"143","καὶ","FALSE"
"144","μητρολῴαις","FALSE"
"145",",","TRUE"
"146","ἀνδροφόνοις","FALSE"
"147",",","TRUE"
"148","πόρνοις","FALSE"
"149",",","TRUE"
"150","ἀρσενοκοίταις","FALSE"
"151",",","TRUE"
"152","ἀνδραποδισταῖς","FALSE"
"153",",","TRUE"
"154","ψεύσταις","FALSE"
"155",",","TRUE"
"156","ἐπιόρκοις","FALSE"
"157",",","TRUE"
"158","καὶ","FALSE"
"159","εἴ","FALSE"
"160","τι","FALSE"
"161","ἕτερον","FALSE"
"162","τῇ","FALSE"
"163","ὑγιαινούσῃ","FALSE"
"164","διδασκαλίᾳ","FALSE"
"165","ἀντίκειται","FALSE"
"166",",","TRUE"
"167","κατὰ","FALSE"
"168","τὸ","FALSE"
"169","εὐαγγέλιον","FALSE"
"170","τῆς","FALSE"
"171","δόξης","FALSE"
"172","τοῦ","FALSE"
"173","μακαρίου","FALSE"
"174","θεοῦ","FALSE"
"175",",","TRUE"
"176","ὃ","FALSE"
"177","ἐπιστεύθην","FALSE"
"178","ἐγώ","FALSE"
"179",".","TRUE"
"180","Χάριν","FALSE"
"181","ἔχω","FALSE"
"182","τῷ","FALSE"
