"ID","TOKEN","IS_PUNCT"
"1","Ἔτι","FALSE"
"2","πρὸς","FALSE"
"3","τούτοις","FALSE"
"4","ὁ","FALSE"
"5","Κλήμης","FALSE"
"6","Ἀριστοβούλου","FALSE"
"7","τοῦ","FALSE"
"8","Περιπατητικοῦ","FALSE"
"9","καὶ","FALSE"
"10","Νουμηνίου","FALSE"
"11","τοῦ","FALSE"
"12","Πυθαγορείου","FALSE"
"13","μνημονεύει","FALSE"
"14","λέγων","FALSE"
"15","·","TRUE"
"16","Ἀριστόβουλος","FALSE"
"17","δὲ","FALSE"
"18","ἐν","FALSE"
"19","τῷ","FALSE"
"20","πρώτῳ","FALSE"
"21","τῶν","FALSE"
"22","πρὸς","FALSE"
"23","τὸν","FALSE"
"24","Φιλομήτορα","FALSE"
"25","κατὰ","FALSE"
"26","λέξιν","FALSE"
"27","γράφει","FALSE"
"28","·","TRUE"
"29","Κατηκολούθηκε","FALSE"
"30","δὲ","FALSE"
"31","ὁ","FALSE"
"32","Πλάτων","FALSE"
"33","τῇ","FALSE"
"34","καθ","FALSE"
"35","ἡμᾶς","FALSE"
"36","νομοθεσίᾳ","FALSE"
"37","καὶ","FALSE"
"38","φανερός","FALSE"
"39","ἐστι","FALSE"
"40","περιειργασμένος","FALSE"
"41","ἕκαστα","FALSE"
"42","τῶν","FALSE"
"43","ἐν","FALSE"
"44","αὐτῇ","FALSE"
"45","λεγομένων","FALSE"
"46",".","TRUE"
"47","διηρμήνευται","FALSE"
"48","δὲ","FALSE"
"49","πρὸ","FALSE"
"50","Δημητρίου","FALSE"
"51","ὑφ","FALSE"
"52","ἑτέρων","FALSE"
"53",",","TRUE"
"54","πρὸ","FALSE"
"55","τῆς","FALSE"
"56","Ἀλεξάνδρου","FALSE"
"57","καὶ","FALSE"
"58","Περσῶν","FALSE"
"59","ἐπικρατήσεως","FALSE"
"60",",","TRUE"
"61","τά","FALSE"
"62","τε","FALSE"
"63","κατὰ","FALSE"
"64","τὴν","FALSE"
"65","ἐξ","FALSE"
"66","Αἰγύπτου","FALSE"
"67","ἐξαγωγὴν","FALSE"
"68","τῶν","FALSE"
"69","Ἑβραίων","FALSE"
"70","τῶν","FALSE"
"71","ἡμετέρων","FALSE"
"72","πολιτῶν","FALSE"
"73","καὶ","FALSE"
"74","ἡ","FALSE"
"75","τῶν","FALSE"
"76","γεγονότων","FALSE"
"77","ἁπάντων","FALSE"
"78","αὐτοῖς","FALSE"
"79","ἐπιφάνεια","FALSE"
"80","καὶ","FALSE"
"81","κράτησις","FALSE"
"82","τῆς","FALSE"
"83","χώρας","FALSE"
"84","καὶ","FALSE"
"85","τῆς","FALSE"
"86","ὅλης","FALSE"
"87","νομοθεσίας","FALSE"
"88","ἐπεξήγησις","FALSE"
"89",".","TRUE"
"90","ὥστε","FALSE"
"91","εὔδηλον","FALSE"
"92","εἶναι","FALSE"
"93","τὸν","FALSE"
"94","προειρημένον","FALSE"
"95","φιλόσοφον","FALSE"
"96","εἰληφέναι","FALSE"
"97","πολλά","FALSE"
"98","·","TRUE"
"99","γέγονε","FALSE"
"100","γὰρ","FALSE"
"101","πολυμαθὴς","FALSE"
"102","καθὼς","FALSE"
"103","καὶ","FALSE"
"104","Πυθαγόρας","FALSE"
"105",",","TRUE"
"106","πολλὰ","FALSE"
"107","τῶν","FALSE"
"108","παρ","FALSE"
"109","ἡμῖν","FALSE"
"110","μετενέγκας","FALSE"
"111","εἰς","FALSE"
"112","τὴν","FALSE"
"113","ἑαυτοῦ","FALSE"
"114","δογματοποιίαν","FALSE"
"115",".","TRUE"
