"ID","TOKEN","LEMMA"
"1","ΠΕΡΙ","περί"
"2","ϹΥΖΥΓΙΩΝ.,.","ϹΥΖΥΓΙΩΝ.,."
"3","τὰ","ὁ"
"4","διὰ","διά"
"5","τοῦ","ὁ"
"6","ηφω","ηφω"
"7","διϲύλλαβα","διϲύλλαβα"
"8","ϲπάνια","ϲπάνια"
"9","·","·"
"10","δύο","δύο"
"11","γάρ","γάρ"
"12","ἐϲτι","ἐϲτι"
"13","τὸν","ὁ"
"14","ἀριθμόν","ἀριθμός"
"15","·","·"
"16","τὸ","ὁ"
"17","μὲν","μέν"
"18","διὰ","διά"
"19","τοῦ","ὁ"
"20","η","η"
"21","γραφόμενον","γραφόμενον"
"22","τὸ","ὁ"
"23","νήφω","νήφω"
"24","ἐπὶ","ἐπί"
"25","τοῦ","ὁ"
"26","φρονῶ","φρονέω"
"27",",",","
"28","ἐξ","ἐκ"
"29","οὖ","οὐ"
"30","καὶ","καί"
"31","τὸ","ὁ"
"32","νηφαλέοϲ","νηφαλέοϲ"
"33","ἐπὶ","ἐπί"
"34","δὲ","δέ"
"35","τοῦ","ὁ"
"36","χιονίζω","χιονίζω"
"37","διὰ","διά"
"38","τῆϲ","τῆϲ"
"39","εῑ","εῑ"
"40","διφθόγγου","διφθόγγω"
"41","καὶ","καί"
"42","νιφάϲ","νιφάϲ"
"43","καὶ","καί"
"44","νιφετόϲ","νιφετόϲ"
"45","διὰ","διά"
"46","τοῦ","ὁ"
"47","ῑ","ῑ"
"48",",",","
"49","ὥϲ","ὥϲ"
"50","φηϲιν","φηϲιν"
"51","Ἡρωδιανὸϲ","Ἡρωδιανὸϲ"
"52","ἐν","ἐν"
"53","τῷ","ὁ"
"54","περὶ","περί"
"55","ϲυζυγιῶν","ϲυζυγιός"
"56",".","."
"57",",,.",",,."
"58","ὁ","ὁ"
"59","Ἡρωδιανὸϲ","Ἡρωδιανὸϲ"
"60","δευτέραϲ","δευτέραϲ"
"61","ϲυζυγίαϲ","ϲυζυγίαϲ"
"62","φηϲὶν","φηϲὶν"
"63","εἶναι","εἰμί"
"64","τὸ","ὁ"
"65","ξυρῶ","ξυρῶ"
"66","οἷον","οἷος"
"67","ξυρῶ","συρέω"
"68","ξυρᾷϲ","συρᾷϲ"
"69",".","."
