"ID","TOKEN","UPOS"
"1","Παῦλος","PROPN"
"2","ἀπόστολος","NOUN"
"3","Χριστοῦ","PROPN"
"4","Ἰησοῦ","PROPN"
"5","διὰ","ADP"
"6","θελήματος","NOUN"
"7","θεοῦ","NOUN"
"8","καὶ","CCONJ"
"9","Τιμόθεος","PROPN"
"10","ὁ","DET"
"11","ἀδελφὸς","NOUN"
"12","τοῖς","DET"
"13","ἐν","ADP"
"14","Κολοσσαῖς","PROPN"
"15","ἁγίοις","ADJ"
"16","καὶ","CCONJ"
"17","πιστοῖς","ADJ"
"18","ἀδελφοῖς","NOUN"
"19","ἐν","ADP"
"20","Χριστῷ","PROPN"
"21","·","PUNCT"
"22","χάρις","NOUN"
"23","ὑμῖν","PRON"
"24","καὶ","CCONJ"
"25","εἰρήνη","NOUN"
"26","ἀπὸ","ADP"
"27","θεοῦ","NOUN"
"28","πατρὸς","NOUN"
"29","ἡμῶν","PRON"
"30",".","PUNCT"
"31","Εὐχαριστοῦμεν","VERB"
"32","τῷ","DET"
"33","θεῷ","NOUN"
"34","πατρὶ","NOUN"
"35","τοῦ","DET"
"36","κυρίου","NOUN"
"37","ἡμῶν","PRON"
"38","Ἰησοῦ","PROPN"
"39","Χριστοῦ","PROPN"
"40","πάντοτε","ADV"
"41","περὶ","ADP"
"42","ὑμῶν","PRON"
"43","προσευχόμενοι","VERB"
"44",",","PUNCT"
"45","ἀκούσαντες","VERB"
"46","τὴν","DET"
"47","πίστιν","NOUN"
"48","ὑμῶν","PRON"
"49","ἐν","ADP"
"50","Χριστῷ","PROPN"
"51","Ἰησοῦ","PROPN"
"52","καὶ","CCONJ"
"53","τὴν","DET"
"54","ἀγάπην","NOUN"
"55","ἣν","PRON"
"56","ἔχετε","VERB"
"57","εἰς","ADP"
"58","πάντας","DET"
"59","τοὺς","DET"
"60","ἁγίους","ADJ"
"61","διὰ","ADP"
"62","τὴν","DET"
"63","ἐλπίδα","NOUN"
"64","τὴν","DET"
"65","ἀποκειμένην","VERB"
"66","ὑμῖν","PRON"
"67","ἐν","ADP"
"68","τοῖς","DET"
"69","οὐρανοῖς","NOUN"
"70",",","PUNCT"
"71","ἣν","PRON"
"72","προηκούσατε","VERB"
"73","ἐν","ADP"
"74","τῷ","DET"
"75","λόγῳ","NOUN"
"76","τῆς","DET"
"77","ἀληθείας","NOUN"
"78","τοῦ","DET"
"79","εὐαγγελίου","NOUN"
"80","τοῦ","DET"
"81","παρόντος","VERB"
"82","εἰς","ADP"
"83","ὑμᾶς","PRON"
"84",",","PUNCT"
"85","καθὼς","ADV"
"86","καὶ","ADV"
"87","ἐν","ADP"
"88","παντὶ","DET"
"89","τῷ","DET"
"90","κόσμῳ","NOUN"
"91","ἐστὶν","AUX"
"92","καρποφορούμενον","VERB"
"93","καὶ","CCONJ"
"94","αὐξανόμενον","VERB"
"95","καθὼς","ADV"
"96","καὶ","ADV"
"97","ἐν","ADP"
"98","ὑμῖν","PRON"
"99",",","PUNCT"
"100","ἀφʼ","ADP"
"101","ἧς","PRON"
"102","ἡμέρας","NOUN"
"103","ἠκούσατε","VERB"
"104","καὶ","CCONJ"
"105","ἐπέγνωτε","VERB"
"106","τὴν","DET"
"107","χάριν","NOUN"
"108","τοῦ","DET"
"109","θεοῦ","NOUN"
"110","ἐν","ADP"
"111","ἀληθείᾳ","NOUN"
"112","·","PUNCT"
"113","καθὼς","ADV"
"114","ἐμάθετε","VERB"
"115","ἀπὸ","ADP"
"116","Ἐπαφρᾶ","PROPN"
"117","τοῦ","DET"
"118","ἀγαπητοῦ","ADJ"
"119","συνδούλου","NOUN"
"120","ἡμῶν","PRON"
"121",",","PUNCT"
"122","ὅς","PRON"
"123","ἐστιν","AUX"
"124","πιστὸς","ADJ"
"125","ὑπὲρ","ADP"
"126","ἡμῶν","PRON"
"127","διάκονος","NOUN"
"128","τοῦ","DET"
"129","Χριστοῦ","PROPN"
"130",",","PUNCT"
"131","ὁ","DET"
"132","καὶ","ADV"
"133","δηλώσας","VERB"
"134","ἡμῖν","PRON"
"135","τὴν","DET"
"136","ὑμῶν","PRON"
"137","ἀγάπην","NOUN"
"138","ἐν","ADP"
"139","πνεύματι","NOUN"
"140",".","PUNCT"
"141","Διὰ","ADP"
"142","τοῦτο","ADJ"
"143","καὶ","CCONJ"
"144","ἡμεῖς","PRON"
"145",",","PUNCT"
"146","ἀφʼ","ADP"
"147","ἧς","PRON"
"148","ἡμέρας","NOUN"
"149","ἠκούσαμεν","VERB"
"150",",","PUNCT"
"151","οὐ","ADV"
"152","παυόμεθα","VERB"
"153","ὑπὲρ","ADP"
"154","ὑμῶν","PRON"
"155","προσευχόμενοι","VERB"
"156","καὶ","CCONJ"
"157","αἰτούμενοι","VERB"
"158","ἵνα","SCONJ"
"159","πληρωθῆτε","VERB"
"160","τὴν","DET"
"161","ἐπίγνωσιν","NOUN"
"162","τοῦ","DET"
"163","θελήματος","NOUN"
"164","αὐτοῦ","PRON"
"165","ἐν","ADP"
"166","πάσῃ","DET"
"167","σοφίᾳ","NOUN"
"168","καὶ","CCONJ"
"169","συνέσει","NOUN"
"170","πνευματικῇ","ADJ"
"171",",","PUNCT"
"172","περιπατῆσαι","VERB"
"173","ἀξίως","ADV"
"174","τοῦ","DET"
"175","κυρίου","NOUN"
"176","εἰς","ADP"
