"ID","TOKEN","NER"
"1","Παῦλος","PERSON"
"2","ἀπόστολος","O"
"3","Χριστοῦ","LOC"
"4","Ἰησοῦ","LOC"
"5","διὰ","O"
"6","θελήματος","O"
"7","θεοῦ","O"
"8","καὶ","O"
"9","Τιμόθεος","PERSON"
"10","ὁ","O"
"11","ἀδελφὸς","O"
"12","τοῖς","O"
"13","ἐν","O"
"14","Κολοσσαῖς","LOC"
"15","ἁγίοις","O"
"16","καὶ","O"
"17","πιστοῖς","O"
"18","ἀδελφοῖς","O"
"19","ἐν","O"
"20","Χριστῷ","O"
"21","·","O"
"22","χάρις","O"
"23","ὑμῖν","O"
"24","καὶ","O"
"25","εἰρήνη","O"
"26","ἀπὸ","O"
"27","θεοῦ","O"
"28","πατρὸς","O"
"29","ἡμῶν","O"
"30",".","O"
"31","Εὐχαριστοῦμεν","O"
"32","τῷ","O"
"33","θεῷ","O"
"34","πατρὶ","O"
"35","τοῦ","O"
"36","κυρίου","O"
"37","ἡμῶν","O"
"38","Ἰησοῦ","LOC"
"39","Χριστοῦ","LOC"
"40","πάντοτε","O"
"41","περὶ","O"
"42","ὑμῶν","O"
"43","προσευχόμενοι","O"
"44",",","O"
"45","ἀκούσαντες","O"
"46","τὴν","O"
"47","πίστιν","O"
"48","ὑμῶν","O"
"49","ἐν","O"
"50","Χριστῷ","LOC"
"51","Ἰησοῦ","LOC"
"52","καὶ","O"
"53","τὴν","O"
"54","ἀγάπην","O"
"55","ἣν","O"
"56","ἔχετε","O"
"57","εἰς","O"
"58","πάντας","O"
"59","τοὺς","O"
"60","ἁγίους","O"
"61","διὰ","O"
"62","τὴν","O"
"63","ἐλπίδα","O"
"64","τὴν","O"
"65","ἀποκειμένην","O"
"66","ὑμῖν","O"
"67","ἐν","O"
"68","τοῖς","O"
"69","οὐρανοῖς","O"
"70",",","O"
"71","ἣν","O"
"72","προηκούσατε","O"
"73","ἐν","O"
"74","τῷ","O"
"75","λόγῳ","O"
"76","τῆς","O"
"77","ἀληθείας","O"
"78","τοῦ","O"
"79","εὐαγγελίου","O"
"80","τοῦ","O"
"81","παρόντος","O"
"82","εἰς","O"
"83","ὑμᾶς","O"
"84",",","O"
"85","καθὼς","O"
"86","καὶ","O"
"87","ἐν","O"
"88","παντὶ","O"
"89","τῷ","O"
"90","κόσμῳ","O"
"91","ἐστὶν","O"
"92","καρποφορούμενον","O"
"93","καὶ","O"
"94","αὐξανόμενον","O"
"95","καθὼς","O"
"96","καὶ","O"
"97","ἐν","O"
"98","ὑμῖν","O"
"99",",","O"
"100","ἀφʼ","O"
"101","ἧς","O"
"102","ἡμέρας","O"
"103","ἠκούσατε","O"
"104","καὶ","O"
"105","ἐπέγνωτε","O"
"106","τὴν","O"
"107","χάριν","O"
"108","τοῦ","O"
"109","θεοῦ","O"
"110","ἐν","O"
"111","ἀληθείᾳ","O"
"112","·","O"
"113","καθὼς","O"
"114","ἐμάθετε","O"
"115","ἀπὸ","O"
"116","Ἐπαφρᾶ","PERSON"
"117","τοῦ","O"
"118","ἀγαπητοῦ","O"
"119","συνδούλου","O"
"120","ἡμῶν","O"
"121",",","O"
"122","ὅς","O"
"123","ἐστιν","O"
"124","πιστὸς","O"
"125","ὑπὲρ","O"
"126","ἡμῶν","O"
"127","διάκονος","O"
"128","τοῦ","O"
"129","Χριστοῦ","O"
"130",",","O"
"131","ὁ","O"
"132","καὶ","O"
"133","δηλώσας","O"
"134","ἡμῖν","O"
"135","τὴν","O"
"136","ὑμῶν","O"
"137","ἀγάπην","O"
"138","ἐν","O"
"139","πνεύματι","O"
"140",".","O"
"141","Διὰ","O"
"142","τοῦτο","O"
"143","καὶ","O"
"144","ἡμεῖς","O"
"145",",","O"
"146","ἀφʼ","O"
"147","ἧς","O"
"148","ἡμέρας","O"
"149","ἠκούσαμεν","O"
"150",",","O"
"151","οὐ","O"
"152","παυόμεθα","O"
"153","ὑπὲρ","O"
"154","ὑμῶν","O"
"155","προσευχόμενοι","O"
"156","καὶ","O"
"157","αἰτούμενοι","O"
"158","ἵνα","O"
"159","πληρωθῆτε","O"
"160","τὴν","O"
"161","ἐπίγνωσιν","O"
"162","τοῦ","O"
"163","θελήματος","O"
"164","αὐτοῦ","O"
"165","ἐν","O"
"166","πάσῃ","O"
"167","σοφίᾳ","O"
"168","καὶ","O"
"169","συνέσει","O"
"170","πνευματικῇ","O"
"171",",","O"
"172","περιπατῆσαι","O"
"173","ἀξίως","O"
"174","τοῦ","O"
"175","κυρίου","O"
"176","εἰς","O"
"177","πᾶσαν","O"
"178","ἀρεσκείαν","O"
"179","ἐν","O"
"180","παντὶ","O"
"181","ἔργῳ","O"
"182","ἀγαθῷ","O"
"183","καρποφοροῦντες","O"
"184","καὶ","O"
"185","αὐξανόμενοι","O"
"186","τῇ","O"
"187","ἐπιγνώσει","O"
"188","τοῦ","O"
"189","θεοῦ","O"
"190",",","O"
"191","ἐν","O"
"192","πάσῃ","O"
"193","δυνάμει","O"
"194","δυναμούμενοι","O"
"195","κατὰ","O"
"196","τὸ","O"
"197","κράτος","O"
"198","τῆς","O"
