"ID","TOKEN","IS_STOP"
"1","Παῦλος","FALSE"
"2","ἀπόστολος","FALSE"
"3","Χριστοῦ","FALSE"
"4","Ἰησοῦ","FALSE"
"5","διὰ","TRUE"
"6","θελήματος","FALSE"
"7","θεοῦ","FALSE"
"8","καὶ","TRUE"
"9","Τιμόθεος","FALSE"
"10","ὁ","TRUE"
"11","ἀδελφὸς","FALSE"
"12","τοῖς","TRUE"
"13","ἐν","TRUE"
"14","Κολοσσαῖς","FALSE"
"15","ἁγίοις","FALSE"
"16","καὶ","TRUE"
"17","πιστοῖς","FALSE"
"18","ἀδελφοῖς","FALSE"
"19","ἐν","TRUE"
"20","Χριστῷ","FALSE"
"21","·","FALSE"
"22","χάρις","FALSE"
"23","ὑμῖν","TRUE"
"24","καὶ","TRUE"
"25","εἰρήνη","FALSE"
"26","ἀπὸ","TRUE"
"27","θεοῦ","FALSE"
"28","πατρὸς","FALSE"
"29","ἡμῶν","TRUE"
"30",".","FALSE"
"31","Εὐχαριστοῦμεν","FALSE"
"32","τῷ","TRUE"
"33","θεῷ","FALSE"
"34","πατρὶ","FALSE"
"35","τοῦ","TRUE"
"36","κυρίου","FALSE"
"37","ἡμῶν","TRUE"
"38","Ἰησοῦ","FALSE"
"39","Χριστοῦ","FALSE"
"40","πάντοτε","FALSE"
"41","περὶ","TRUE"
"42","ὑμῶν","TRUE"
"43","προσευχόμενοι","FALSE"
"44",",","FALSE"
"45","ἀκούσαντες","FALSE"
"46","τὴν","TRUE"
"47","πίστιν","FALSE"
"48","ὑμῶν","TRUE"
"49","ἐν","TRUE"
"50","Χριστῷ","FALSE"
"51","Ἰησοῦ","FALSE"
"52","καὶ","TRUE"
"53","τὴν","TRUE"
"54","ἀγάπην","FALSE"
"55","ἣν","TRUE"
"56","ἔχετε","FALSE"
"57","εἰς","TRUE"
"58","πάντας","FALSE"
"59","τοὺς","TRUE"
"60","ἁγίους","FALSE"
"61","διὰ","TRUE"
"62","τὴν","TRUE"
"63","ἐλπίδα","FALSE"
"64","τὴν","TRUE"
"65","ἀποκειμένην","FALSE"
"66","ὑμῖν","TRUE"
"67","ἐν","TRUE"
"68","τοῖς","TRUE"
"69","οὐρανοῖς","FALSE"
"70",",","FALSE"
"71","ἣν","TRUE"
"72","προηκούσατε","FALSE"
"73","ἐν","TRUE"
"74","τῷ","TRUE"
"75","λόγῳ","FALSE"
"76","τῆς","TRUE"
"77","ἀληθείας","FALSE"
"78","τοῦ","TRUE"
"79","εὐαγγελίου","FALSE"
"80","τοῦ","TRUE"
"81","παρόντος","FALSE"
"82","εἰς","TRUE"
"83","ὑμᾶς","TRUE"
"84",",","FALSE"
"85","καθὼς","FALSE"
"86","καὶ","TRUE"
"87","ἐν","TRUE"
"88","παντὶ","FALSE"
"89","τῷ","TRUE"
"90","κόσμῳ","FALSE"
"91","ἐστὶν","TRUE"
"92","καρποφορούμενον","FALSE"
"93","καὶ","TRUE"
"94","αὐξανόμενον","FALSE"
"95","καθὼς","FALSE"
"96","καὶ","TRUE"
"97","ἐν","TRUE"
"98","ὑμῖν","TRUE"
"99",",","FALSE"
"100","ἀφʼ","FALSE"
"101","ἧς","TRUE"
"102","ἡμέρας","FALSE"
"103","ἠκούσατε","FALSE"
"104","καὶ","TRUE"
"105","ἐπέγνωτε","FALSE"
"106","τὴν","TRUE"
"107","χάριν","FALSE"
"108","τοῦ","TRUE"
"109","θεοῦ","FALSE"
"110","ἐν","TRUE"
"111","ἀληθείᾳ","FALSE"
"112","·","FALSE"
"113","καθὼς","FALSE"
"114","ἐμάθετε","FALSE"
"115","ἀπὸ","TRUE"
"116","Ἐπαφρᾶ","FALSE"
"117","τοῦ","TRUE"
"118","ἀγαπητοῦ","FALSE"
"119","συνδούλου","FALSE"
"120","ἡμῶν","TRUE"
"121",",","FALSE"
"122","ὅς","TRUE"
"123","ἐστιν","TRUE"
"124","πιστὸς","FALSE"
"125","ὑπὲρ","TRUE"
"126","ἡμῶν","TRUE"
"127","διάκονος","FALSE"
"128","τοῦ","TRUE"
"129","Χριστοῦ","FALSE"
"130",",","FALSE"
"131","ὁ","TRUE"
"132","καὶ","TRUE"
"133","δηλώσας","FALSE"
"134","ἡμῖν","TRUE"
"135","τὴν","TRUE"
"136","ὑμῶν","TRUE"
"137","ἀγάπην","FALSE"
"138","ἐν","TRUE"
"139","πνεύματι","FALSE"
"140",".","FALSE"
"141","Διὰ","TRUE"
"142","τοῦτο","TRUE"
"143","καὶ","TRUE"
"144","ἡμεῖς","TRUE"
"145",",","FALSE"
"146","ἀφʼ","FALSE"
"147","ἧς","TRUE"
"148","ἡμέρας","FALSE"
"149","ἠκούσαμεν","FALSE"
"150",",","FALSE"
"151","οὐ","TRUE"
"152","παυόμεθα","FALSE"
"153","ὑπὲρ","TRUE"
"154","ὑμῶν","TRUE"
"155","προσευχόμενοι","FALSE"
"156","καὶ","TRUE"
"157","αἰτούμενοι","FALSE"
"158","ἵνα","FALSE"
"159","πληρωθῆτε","FALSE"
"160","τὴν","TRUE"
"161","ἐπίγνωσιν","FALSE"
"162","τοῦ","TRUE"
"163","θελήματος","FALSE"
"164","αὐτοῦ","TRUE"
"165","ἐν","TRUE"
"166","πάσῃ","FALSE"
"167","σοφίᾳ","FALSE"
"168","καὶ","TRUE"
"169","συνέσει","FALSE"
"170","πνευματικῇ","FALSE"
"171",",","FALSE"
"172","περιπατῆσαι","FALSE"
"173","ἀξίως","FALSE"
"174","τοῦ","TRUE"
"175","κυρίου","FALSE"
"176","εἰς","TRUE"
"177","πᾶσαν","FALSE"
"178","ἀρεσκείαν","FALSE"
"179","ἐν","TRUE"
"180","παντὶ","FALSE"
"181","ἔργῳ","FALSE"
