"ID","TOKEN","UPOS"
"1","μηνίσεως","NOUN"
"2","θάπτων","VERB"
"3","ὅτι","SCONJ"
"4","ἐξουδένωσεν","VERB"
"5","αὐτὸν","PRON"
"6","ἐν","ADP"
"7","ἀτιμίᾳ","NOUN"
"8","Οὐκ","ADV"
"9","ἐλογίσατο","VERB"
"10","ὅτι","SCONJ"
"11","ἄνθρωπός","NOUN"
"12","ἐστι","AUX"
"13","καὶ","CCONJ"
"14","τὸ","DET"
"15","ὕστερον","ADJ"
"16","οὐκ","ADV"
"17","ἐλογίσατο","VERB"
"18","εἶπεῖν","VERB"
"19","Ἐγὼ","PRON"
"20","κύριος","NOUN"
"21","γῆς","NOUN"
"22","καὶ","CCONJ"
"23","θαλάσσης","NOUN"
"24","ἔσομαι","AUX"
"25","καὶ","CCONJ"
"26","οὐκ","ADV"
"27","ἐπέγνω","VERB"
"28","ὅτι","SCONJ"
"29","ὁ","DET"
"30","θεὸς","NOUN"
"31","μέγας","ADJ"
"32","κραταιὸς","ADJ"
"33","ἐν","ADP"
"34","ἰσχύι","NOUN"
"35","αὐτοῦ","PRON"
"36","τῇ","DET"
"37","μεγάλῃ","ADJ"
"38","αὐτὸς","PRON"
"39","βασιλεὺς","NOUN"
"40","ἐπὶ","ADP"
"41","τῶν","DET"
"42","οὐρανῶν","NOUN"
"43","καὶ","CCONJ"
"44","κρίνων","VERB"
"45","βασιλεῖς","NOUN"
"46","καὶ","CCONJ"
"47","ἀρχάς","NOUN"
"48","ὁ","DET"
"49","ἀνιστῶν","VERB"
"50","ἐμὲ","PRON"
"51","εἰς","ADP"
"52","δόξαν","NOUN"
"53","καὶ","CCONJ"
"54","κοιμίζων","VERB"
"55","ὑπερηφάνους","ADJ"
"56","εἰς","ADP"
"57","ἀπώλειαν","NOUN"
"58","αἰώνιον","ADJ"
"59","ἐν","ADP"
"60","ἀτιμίᾳ","NOUN"
"61",",","PUNCT"
"62","ὅτι","SCONJ"
"63","οὐκ","ADV"
"64","ἔγνωσαν","VERB"
"65","αὐτόν","PRON"
"66","Καὶ","CCONJ"
"67","νῦν","ADV"
"68","ἴδετε","VERB"
"69","οἱ","DET"
"70","μεγιστᾶνες","NOUN"
"71","τῆς","DET"
"72","γῆς","NOUN"
"73","τὸ","DET"
"74","κρίμα","NOUN"
"75","κυρίου","NOUN"
"76","ὅτι","SCONJ"
"77","μέγας","ADJ"
"78","βασιλεὺς","NOUN"
"79","καὶ","CCONJ"
"80","δίκαιος","ADJ"
"81","κρίνων","VERB"
"82","τὴν","DET"
"83","ὑπ᾿","ADP"
"84","οὐρανόν","NOUN"
"85","εὐλογεῖτε","VERB"
"86","τὸν","DET"
"87","θεόν","NOUN"
"88","οἱ","DET"
"89","φοβούμενοι","VERB"
"90","τὸν","DET"
"91","κύριον","NOUN"
"92","ἐν","ADP"
"93","ἐπιστήμῃ","NOUN"
"94","ὅτι","SCONJ"
"95","τὸ","DET"
"96","ἔλεος","NOUN"
"97","αὐτοῦ","PRON"
"98","ἐπὲ","VERB"
"99","τοὺς","DET"
"100","φοβουμένους","VERB"
"101","αὐτὸν","PRON"
"102","μετὰ","ADP"
"103","κρίματος","NOUN"
"104","τοῦ","DET"
"105","διαστεῖλαι","VERB"
"106","ἀνὰ","ADP"
"107","μέσον","ADJ"
"108","δικαίου","ADJ"
"109","καὶ","CCONJ"
"110","ἁμαρτωλοῦ","ADJ"
"111","ἀποδοῦναι","VERB"
"112","ἁμαρτωλοῖς","ADJ"
"113","εἰς","ADP"
"114","τὸν","DET"
"115","αἰῶνα","NOUN"
"116","κατὰ","ADP"
"117","τὰ","DET"
"118","ἔργα","NOUN"
"119","αὐτῶν","PRON"
"120","καὶ","CCONJ"
"121","ἐλεῆσαι","VERB"
"122","δίκαιον","ADJ"
"123","ἀπὸ","ADP"
"124","ταπεινώσεως","NOUN"
"125","ἁμαρτωλοῦ","ADJ"
"126","καὶ","CCONJ"
"127","ἀποδοῦναι","VERB"
"128","ἁμαρτωλῷ","ADJ"
"129","ἀνθ᾿","SCONJ"
"130","ὧν","PRON"
"131","ἐποίησε","VERB"
"132","δικαίῳ","ADJ"
"133","ὅτι","SCONJ"
"134","χρηστὸς","ADJ"
"135","ὁ","DET"
"136","κύριος","NOUN"
"137","τοῖς","DET"
"138","ἐπικαλουμένοις","VERB"
"139","αὐτὸν","PRON"
"140","ἐν","ADP"
"141","ὑπομονῇ","NOUN"
"142","ποιῆσαι","VERB"
"143","κατὰ","ADP"
"144","τὸ","DET"
"145","ἔλεος","NOUN"
"146","αὐτοῦ","PRON"
"147","τοῖς","DET"
"148","ὁσίοις","ADJ"
