"ID","TOKEN","UPOS"
"1","ΓΑΛΗΝΟΥ","PROPN"
"2","ΠΕΡΙ","ADP"
"3","ΤΩΝ","DET"
"4","ΟΛΟΥ","ADJ"
"5","ΤΟΥ","DET"
"6","ΝΟΣΗΜΑΤΟΣ","NOUN"
"7","ΚΑΙΡΩΝ","NOUN"
"8","ΒΙΒΛΙΟΝ","NOUN"
"9",".","PUNCT"
"10","Ὅλου","ADJ"
"11","τοίνυν","ADV"
"12","τοῦ","DET"
"13","νοσήματος","NOUN"
"14","ἐπινοοῦμεν","VERB"
"15","καιροὺς","NOUN"
"16","ἀνάλογον","ADJ"
"17","ταῖς","DET"
"18","ἡλικίαις","NOUN"
"19","τῶν","DET"
"20","ζώων","NOUN"
"21","·","PUNCT"
"22","ἕνα","NUM"
"23","μὲν","ADV"
"24","καὶ","CCONJ"
"25","πρῶτον","ADJ"
"26","τῆς","DET"
"27","γενέσεως","NOUN"
"28","αὐτοῦ","PRON"
"29","·","PUNCT"
"30","δεύτερον","ADJ"
"31","δὲ","ADV"
"32","τὸν","DET"
"33","τῆς","DET"
"34","ἀναβάσεως","NOUN"
"35","·","PUNCT"
"36","τρίτον","ADJ"
"37","δὲ","ADV"
"38","τὸν","DET"
"39","τῆς","DET"
"40","ἀκμῆς","NOUN"
"41","·","PUNCT"
"42","καὶ","CCONJ"
"43","τέταρτον","ADJ"
"44","τὸν","DET"
"45","τῆς","DET"
"46","παρακμῆς","NOUN"
"47",",","PUNCT"
"48","ὅταν","ADV"
"49","γε","ADV"
"50","μέλλωσιν","VERB"
"51","οἱ","DET"
"52","κάμνοντες","VERB"
"53","σώζεσθαι","VERB"
"54","·","PUNCT"
"55","φθασάντων","VERB"
"56","γὰρ","ADV"
"57","ἀποθανεῖν","VERB"
"58","αὐτῶν","PRON"
"59",",","PUNCT"
"60","ἤτοι","CCONJ"
"61","κατὰ","ADP"
"62","τὴν","DET"
"63","ἀνάβασιν","NOUN"
"64",",","PUNCT"
"65","ἢ","CCONJ"
"66","τὴν","DET"
"67","ἀκμὴν","NOUN"
"68",",","PUNCT"
"69","εὔδηλον","ADJ"
"70","ὡς","SCONJ"
"71","οὐ","ADV"
"72","διεξῆλθεν","VERB"
"73","ἅπαντας","ADJ"
"74","τοὺς","DET"
"75","καιροὺς","NOUN"
"76","ἡ","DET"
"77","τοιαύτη","DET"
"78","νόσος","NOUN"
"79",".","PUNCT"
"80","ἀλλ","CCONJ"
"81","ἥ","DET"
"82","γε","ADV"
"83","διεξερχομένη","VERB"
"84","σχεδόν","ADV"
"85","τι","DET"
"86","περὶ","ADP"
"87","πάντων","DET"
"88","αὐτῆς","PRON"
"89","τῶν","DET"
"90","μορίων","NOUN"
"91","ἀμφισβητήσεις","NOUN"
"92","ἔχει","VERB"
"93",",","PUNCT"
"94","τινῶν","ADJ"
"95","μὲν","ADV"
"96","ἕνα","NUM"
"97","χρόνον","NOUN"
"98","εἶναι","AUX"
"99","λεγόντων","VERB"
"100","τὴν","DET"
"101","ἀκμὴν","NOUN"
"102",",","PUNCT"
"103","ἐπινοίᾳ","NOUN"
"104","μόνῃ","ADJ"
"105","λαμβανόμενον","VERB"
"106","·","PUNCT"
"107","ἐνίων","ADJ"
"108","δὲ","ADV"
"109",",","PUNCT"
"110","ὡς","ADV"
"111","ἐν","ADP"
"112","τοῖς","DET"
"113","συνόχοις","NOUN"
"114",",","PUNCT"
"115","ἀκμὴν","NOUN"
"116","μὴ","ADV"
"117","εἶναι","AUX"
"118","τὸ","DET"
"119","σύμπαν","ADJ"
"120","·","PUNCT"
"121","ἐνίων","ADJ"
"122","δὲ","ADV"
"123","εἰς","ADP"
"124","ἀρχὴν","NOUN"
"125","ὀλιγοχρόνιον","ADJ"
"126","εἰσάγειν","VERB"
"127","τὴν","DET"
"128","ἀκμήν","NOUN"
"129","·","PUNCT"
"130","ἄλλων","ADJ"
"131","δ","ADV"
"132","οὐκ","ADV"
"133","ἐν","ADP"
"134","τούτοις","ADJ"
"135","μόνον","ADJ"
"136",",","PUNCT"
"137","ἀλλὰ","CCONJ"
"138","καὶ","ADV"
"139","τοῖς","DET"
"140","λοιποῖς","ADJ"
"141","ἅπασι","ADJ"
"142","νοσήμασιν","NOUN"
"143",",","PUNCT"
"144","ἀφαιρούντων","VERB"
"145",",","PUNCT"
"146","τὴν","DET"
"147","ἀρχήν","NOUN"
"148","·","PUNCT"
"149","ἄλλων","ADJ"
"150","δ","ADV"
"151","ἐνίοτε","ADV"
"152","καὶ","ADV"
"153","τὴν","DET"
"154","παρακμὴν","NOUN"
"155","ἀφαιρούντων","VERB"
"156",",","PUNCT"
"157","ἂν","SCONJ"
"158","ἐξ","ADP"
"159","ἀποκοπῆς","NOUN"
"160",",","PUNCT"
"161","ὡς","ADV"
"162","ἐκεῖνοι","ADJ"
"163","καλοῦσιν","VERB"
"164",",","PUNCT"
"165","ἡ","DET"
"166","νόσος","NOUN"
"167","λυθῇ","VERB"
"168",".","PUNCT"
"169","πρῶτον","ADJ"
"170","μὲν","ADV"
"171","οὖν","ADV"
"172","χρὴ","VERB"
"173","τὰς","DET"
"174","ἀμφισβητήσεις","NOUN"
"175","διαλύεσθαι","VERB"
"176","ταύτας","DET"
"177",",","PUNCT"
"178","εἶτα","ADV"
"179","ἀκριβῶς","ADV"
"180","διαρθρῶσαι","VERB"
"181","τὰς","DET"
"182","ἐννοίας","NOUN"
"183","τῶν","DET"
"184","καιρῶν","NOUN"
"185","τῆς","DET"
"186","ὅλης","ADJ"
"187","νόσου","NOUN"
"188",",","PUNCT"
"189","καὶ","CCONJ"
"190","μετὰ","ADP"
"191","ταῦτ","ADJ"
"192","εἰπεῖν","VERB"
"193","αὐτῶν","PRON"
"194","τὰ","DET"
"195","γνωρίσματα","NOUN"
"196",",","PUNCT"
"197","κᾄπειθ","ADV"
"198","ἑξῆς","ADV"
"199","εἴη","AUX"
"200","δεῖξαι","VERB"
"201","τὸ","DET"
"202","χρήσιμον","ADJ"
"203",",","PUNCT"
"204","ἀναμίξαντας","VERB"
"205","τοῖς","DET"
"206","κατὰ","ADP"
"207","τὰς","DET"
"208","περιόδους","NOUN"
"209",".","PUNCT"
"210","Ἡ","DET"
"211","τοίνυν","ADV"
"212","ἀρχὴ","NOUN"
"213","τῆς","DET"
"214","νόσου","NOUN"
"215",",","PUNCT"
"216","καθ","ADP"
"217","ὅσον","PRON"
"218","εἰσβάλλει","VERB"
"219","ποτὲ","ADV"
"220","καταπιπτούσης","VERB"
"221","τῆς","DET"
"222","ὑγιεινῆς","ADJ"
"223","καταστάσεως","NOUN"
"224",",","PUNCT"
"225","ἐν","ADP"
"226","ἁπάσαις","DET"
"227","αὐταῖς","PRON"
"228","ἐστιν","AUX"
"229","ἄνευ","ADP"
"230","χρόνου","NOUN"
"231","παρατάσεως","NOUN"
"232","ἐπινοουμένη","VERB"
"233","·","PUNCT"
"234","σὺν","ADP"
"235","τούτῳ","ADJ"
"236","μέντοι","ADV"
"237","γε","ADV"
"238","οὐ","ADV"
"239","συγχωρεῖται","VERB"
"240","παντὸς","DET"
"241","νοσήματος","NOUN"
"242","ὑπάρχειν","VERB"
"243","οἷον","ADV"
"244","γένεσιν","NOUN"
"245",",","PUNCT"
"246","ὥσπερ","ADV"
"247","ἐν","ADP"
"248","τοῖς","DET"
"249","ζώοις","NOUN"
"250","ἐπινοοῦμεν","VERB"
"251",".","PUNCT"
"252","οὐ","ADV"
"253","γὰρ","ADV"
"254","ἐκ","ADP"
"255","μορίων","NOUN"
"256","δή","ADV"
"257","τινων","DET"
"258","ὥσπερ","ADV"
"259","τὸ","DET"
"260","ζῶον","NOUN"
"261","ἐκ","ADP"
"262","κεφαλῆς","NOUN"
"263",",","PUNCT"
"264","καὶ","CCONJ"
"265","θώρακος","NOUN"
"266",",","PUNCT"
"267","καὶ","CCONJ"
"268","κώλων","NOUN"
"269",",","PUNCT"
"270","οὕτω","ADV"
"271","καὶ","ADV"
"272","τὰ","DET"
"273","νοσήματα","NOUN"
"274","σύγκειται","VERB"
"275",".","PUNCT"
"276","ἐκπίπτοντα","VERB"
