"ID","TOKEN","IS_STOP"
"1","äü","FALSE"
"2","Πῶς","FALSE"
"3","δὲ","TRUE"
"4","ἔτι","TRUE"
"5","ἀπιστήσουσιν","FALSE"
"6","Ἕλληνες","FALSE"
"7","τῇ","TRUE"
"8","θείᾳ","FALSE"
"9","ἐπιφανείᾳ","FALSE"
"10","περὶ","TRUE"
"11","τὸ","TRUE"
"12","ὄρος","FALSE"
"13","τὸ","TRUE"
"14","Σινᾶ","FALSE"
"15",",","FALSE"
"16","ὁπηνίκα","FALSE"
"17","πῦρ","FALSE"
"18","μὲν","TRUE"
"19","ἐφλέγετο","FALSE"
"20",",","FALSE"
"21","μηδὲν","FALSE"
"22","καταναλίσκον","FALSE"
"23","τῶν","TRUE"
"24","φυομένων","FALSE"
"25","κατὰ","TRUE"
"26","τὸ","TRUE"
"27","ὄρος","FALSE"
"28",",","FALSE"
"29","σαλπίγγων","FALSE"
"30","τε","TRUE"
"31","ἦχος","FALSE"
"32","ἐφέρετο","FALSE"
"33","ἄνευ","FALSE"
"34","ὀργάνων","FALSE"
"35","ἐμπνεόμενος","FALSE"
"36",";","FALSE"
"37","ἐκείνη","FALSE"
"38","γὰρ","TRUE"
"39","ἡ","TRUE"
"40","λεγομένη","FALSE"
"41","κατάβασις","FALSE"
"42","ἐπὶ","TRUE"
"43","τὸ","TRUE"
"44","ὄρος","FALSE"
"45","θεοῦ","FALSE"
"46","ἐπίφασίς","FALSE"
"47","ἐστι","TRUE"
"48","θείας","FALSE"
"49","δυνάμεως","FALSE"
"50","ἐπὶ","TRUE"
"51","πάντα","FALSE"
"52","τὸν","TRUE"
"53","κόσμον","FALSE"
"54","διηκούσης","FALSE"
"55","καὶ","TRUE"
"56","κηρυττούσης","FALSE"
"57","τὸ","TRUE"
"58","φῶς","FALSE"
"59","τὸ","TRUE"
"60","ἀπρόσιτον","FALSE"
"61",".","FALSE"
"62","τοιαύτη","TRUE"
"63","γὰρ","TRUE"
"64","ἡ","TRUE"
"65","κατὰ","TRUE"
"66","τὴν","TRUE"
"67","γραφὴν","FALSE"
"68","ἀλληγορία","FALSE"
"69",".","FALSE"
"70","πλὴν","FALSE"
"71","ἑωράθη","FALSE"
"72","τὸ","TRUE"
"73","πῦρ","FALSE"
"74",",","FALSE"
"75","ὥς","TRUE"
"76","φησιν","FALSE"
"77","Ἀριστόβουλος","FALSE"
"78",",","FALSE"
"79","παντὸς","FALSE"
"80","τοῦ","TRUE"
"81","πλήθους","FALSE"
"82","μυριάδων","FALSE"
"83","οὐκ","TRUE"
"84","ἔλασσον","FALSE"
"85","ἑκατόν","FALSE"
"86",",","FALSE"
"87","χωρὶς","FALSE"
"88","τῶν","TRUE"
"89","ἀφηλίκων","FALSE"
"90",",","FALSE"
"91","ἐκκλησιαζόντων","FALSE"
"92","κύκλῳ","FALSE"
"93","τοῦ","TRUE"
"94","ὄρους","FALSE"
"95",",","FALSE"
"96","οὐχ","TRUE"
"97","ἧττον","FALSE"
"98","ἡμερῶν","FALSE"
"99","πέντε","FALSE"
"100","τῆς","TRUE"
"101","περιόδου","FALSE"
"102","τυγχανούσης","FALSE"
"103","περὶ","TRUE"
"104","τὸ","TRUE"
"105","ὄρος","FALSE"
"106",".","FALSE"
"107","κατὰ","TRUE"
"108","πάντα","FALSE"
"109","τοίνυν","FALSE"
"110","τόπον","FALSE"
"111","τῆς","TRUE"
"112","ὁράσεως","FALSE"
"113","πᾶσιν","FALSE"
"114","αὐτοῖς","TRUE"
"115","κυκλόθεν","FALSE"
"116",",","FALSE"
"117","ὡς","TRUE"
"118","ἂν","TRUE"
"119","παρεμβεβληκόσι","FALSE"
"120",",","FALSE"
"121","τὸ","TRUE"
"122","πῦρ","FALSE"
"123","φλεγόμενον","FALSE"
"124","ἐθεωρεῖτο","FALSE"
"125",",","FALSE"
"126","ὥστε","TRUE"
"127","τὴν","TRUE"
"128","κατάβασιν","FALSE"
"129","μὴ","TRUE"
"130","τοπικὴν","FALSE"
"131","γεγονέναι","FALSE"
"132","·","FALSE"
"133","πάντῃ","FALSE"
"134","γὰρ","TRUE"
"135","ὁ","TRUE"
"136","θεός","FALSE"
"137","ἐστιν","TRUE"
"138",".","FALSE"
