"ID","TOKEN","LEMMA"
"1","Ἰάκωβος","Ἰάκωβος"
"2","θεοῦ","θεός"
"3","καὶ","καί"
"4","κυρίου","κύριος"
"5","Ἰησοῦ","Ἰησοῦς"
"6","Χριστοῦ","Χριστός"
"7","δοῦλος","δοῦλος"
"8","ταῖς","ὁ"
"9","δώδεκα","δώδεκα"
"10","φυλαῖς","φυλή"
"11","ταῖς","ὁ"
"12","ἐν","ἐν"
"13","τῇ","ὁ"
"14","διασπορᾷ","διασπορά"
"15","χαίρειν","χαίρω"
"16",".","."
"17","Πᾶσαν","πᾶς"
"18","χαρὰν","χαρά"
"19","ἡγήσασθε","ἡγέομαι"
"20",",",","
"21","ἀδελφοί","ἀδελφός"
"22","μου","ἐγώ"
"23",",",","
"24","ὅταν","ὅταν"
"25","πειρασμοῖς","πειρασμός"
"26","περιπέσητε","περιπίπτω"
"27","ποικίλοις","ποικίλος"
"28",",",","
"29","γινώσκοντες","γιγνώσκω"
"30","ὅτι","ὅτι"
"31","τὸ","ὁ"
"32","δοκίμιον","δοκιμεῖον"
"33","ὑμῶν","ὑμεῖς"
"34","τῆς","ὁ"
"35","πίστεως","πίστις"
"36","κατεργάζεται","κατεργάζομαι"
"37","ὑπομονήν","ὑπομονή"
"38","·","·"
"39","ἡ","ὁ"
"40","δὲ","δέ"
"41","ὑπομονὴ","ὑπομονή"
"42","ἔργον","ἔργον"
"43","τέλειον","τέλειος"
"44","ἐχέτω","ἔχω"
"45",",",","
"46","ἵνα","ἵνα"
"47","ἦτε","εἰμί"
"48","τέλειοι","τέλειος"
"49","καὶ","καί"
"50","ὁλόκληροι","ὁλόκληρος"
"51",",",","
"52","ἐν","ἐν"
"53","μηδενὶ","μηδείς"
"54","λειπόμενοι","λείπω"
"55",".","."
"56","Εἰ","εἰ"
"57","δέ","δέ"
"58","τις","τίς"
"59","ὑμῶν","ὑμεῖς"
"60","λείπεται","λείπω"
"61","σοφίας","σοφία"
"62",",",","
"63","αἰτείτω","αἰτέω"
"64","παρὰ","παρά"
"65","τοῦ","ὁ"
"66","διδόντος","δίδωμι"
"67","θεοῦ","θεός"
"68","πᾶσιν","πᾶς"
"69","ἁπλῶς","ἁπλῶς"
"70","καὶ","καί"
"71","μὴ","μή"
"72","ὀνειδίζοντος","ὀνειδίζω"
"73",",",","
"74","καὶ","καί"
