"ID","TOKEN","IS_STOP"
"1","Φησὶ","FALSE"
"2","δὲ","TRUE"
"3","περὶ","TRUE"
"4","τούτου","TRUE"
"5","καὶ","TRUE"
"6","Φίλων","FALSE"
"7","ἐν","TRUE"
"8","τῷ","TRUE"
"9","πρώτῳ","FALSE"
"10","τῶν","TRUE"
"11","Περὶ","TRUE"
"12","Ἱεροσόλυμα","FALSE"
"13","·","FALSE"
"14","ΦΙΛΩΝΟΣ","FALSE"
"15","ΠΕΡΙ","FALSE"
"16","ΤΟΥ","TRUE"
"17","ΑΥΤΟΥ","FALSE"
"18","Ἔκλυον","FALSE"
"19","ἀρχεγόνοισι","FALSE"
"20","τὸ","TRUE"
"21","μηρίον","FALSE"
"22","ὥς","TRUE"
"23","ποτε","FALSE"
"24","θεσμοῖς","FALSE"
"25",",","FALSE"
"26","Ἁβραὰμ","FALSE"
"27","κλυτοηχὲς","FALSE"
"28","ὑπερτέρῳ","FALSE"
"29","ἅμματι","FALSE"
"30","δεσμῶν","FALSE"
"31",",","FALSE"
"32","παμφαές","FALSE"
"33",",","FALSE"
"34","πλήμμυρε","FALSE"
"35","μεγαυχήτοισι","FALSE"
"36","λογισμοῖς","FALSE"
"37",",","FALSE"
"38","θειοφιλῆ","FALSE"
"39","θέλγητρα","FALSE"
"40",".","FALSE"
"41","λιπόντι","FALSE"
"42","γὰρ","TRUE"
"43","ἀγλαὸν","FALSE"
"44","ἕρκος","FALSE"
"45","αἰνοφύτων","FALSE"
"46","ἔκκαυμα","FALSE"
"47","βριήπυος","FALSE"
"48","αἰνετὸς","FALSE"
"49","ἴσχων","FALSE"
"50","ἀθάνατον","FALSE"
"51","ποίησεν","FALSE"
"52","ἑὴν","FALSE"
"53","φάτιν","FALSE"
"54",",","FALSE"
"55","ἐξότε","FALSE"
"56","κείνου","FALSE"
"57","ἔκγονος","FALSE"
"58","αἰνογόνοιο","FALSE"
"59","πολύμνιον","FALSE"
"60","ἔλλαχε","FALSE"
"61","κῦδος","FALSE"
"62",",","FALSE"
"63","καὶ","TRUE"
"64","τὰ","TRUE"
"65","ἑξῆς","FALSE"
"66","·","FALSE"
