"ID","TOKEN","UPOS"
"1","Φησὶ","VERB"
"2","δὲ","ADV"
"3","περὶ","ADP"
"4","τούτου","ADJ"
"5","καὶ","ADV"
"6","Φίλων","PROPN"
"7","ἐν","ADP"
"8","τῷ","DET"
"9","πρώτῳ","ADJ"
"10","τῶν","DET"
"11","Περὶ","ADP"
"12","Ἱεροσόλυμα","PROPN"
"13","·","PUNCT"
"14","ΦΙΛΩΝΟΣ","PROPN"
"15","ΠΕΡΙ","ADP"
"16","ΤΟΥ","DET"
"17","ΑΥΤΟΥ","PRON"
"18","Ἔκλυον","VERB"
"19","ἀρχεγόνοισι","ADJ"
"20","τὸ","DET"
"21","μηρίον","NOUN"
"22","ὥς","ADV"
"23","ποτε","ADV"
"24","θεσμοῖς","ADJ"
"25",",","PUNCT"
"26","Ἁβραὰμ","PROPN"
"27","κλυτοηχὲς","ADJ"
"28","ὑπερτέρῳ","ADJ"
"29","ἅμματι","NOUN"
"30","δεσμῶν","NOUN"
"31",",","PUNCT"
"32","παμφαές","ADJ"
"33",",","PUNCT"
"34","πλήμμυρε","VERB"
"35","μεγαυχήτοισι","ADJ"
"36","λογισμοῖς","NOUN"
"37",",","PUNCT"
"38","θειοφιλῆ","ADJ"
"39","θέλγητρα","NOUN"
"40",".","PUNCT"
"41","λιπόντι","VERB"
"42","γὰρ","ADV"
"43","ἀγλαὸν","ADJ"
"44","ἕρκος","NOUN"
"45","αἰνοφύτων","ADJ"
"46","ἔκκαυμα","NOUN"
"47","βριήπυος","PROPN"
"48","αἰνετὸς","PROPN"
"49","ἴσχων","VERB"
"50","ἀθάνατον","ADJ"
"51","ποίησεν","VERB"
"52","ἑὴν","ADJ"
"53","φάτιν","NOUN"
"54",",","PUNCT"
"55","ἐξότε","SCONJ"
"56","κείνου","ADJ"
"57","ἔκγονος","ADJ"
"58","αἰνογόνοιο","PROPN"
"59","πολύμνιον","ADJ"
"60","ἔλλαχε","VERB"
"61","κῦδος","NOUN"
"62",",","PUNCT"
"63","καὶ","CCONJ"
"64","τὰ","DET"
"65","ἑξῆς","ADV"
"66","·","PUNCT"
