"ID","TOKEN","UPOS"
"1","Παῦλος","PROPN"
"2","ἀπόστολος","NOUN"
"3","Χριστοῦ","PROPN"
"4","Ἰησοῦ","PROPN"
"5","διὰ","ADP"
"6","θελήματος","NOUN"
"7","θεοῦ","NOUN"
"8","καὶ","CCONJ"
"9","Τιμόθεος","PROPN"
"10","ὁ","DET"
"11","ἀδελφὸς","NOUN"
"12","τῇ","DET"
"13","ἐκκλησίᾳ","NOUN"
"14","τοῦ","DET"
"15","θεοῦ","NOUN"
"16","τῇ","DET"
"17","οὔσῃ","AUX"
"18","ἐν","ADP"
"19","Κορίνθῳ","PROPN"
"20",",","PUNCT"
"21","σὺν","ADP"
"22","τοῖς","DET"
"23","ἁγίοις","ADJ"
"24","πᾶσιν","DET"
"25","τοῖς","DET"
"26","οὖσιν","AUX"
"27","ἐν","ADP"
"28","ὅλῃ","ADJ"
"29","τῇ","DET"
"30","Ἀχαΐᾳ","PROPN"
"31","·","PUNCT"
"32","χάρις","NOUN"
"33","ὑμῖν","PRON"
"34","καὶ","CCONJ"
"35","εἰρήνη","NOUN"
"36","ἀπὸ","ADP"
"37","θεοῦ","NOUN"
"38","πατρὸς","NOUN"
"39","ἡμῶν","PRON"
"40","καὶ","CCONJ"
"41","κυρίου","NOUN"
"42","Ἰησοῦ","PROPN"
"43","Χριστοῦ","PROPN"
"44",".","PUNCT"
"45","Εὐλογητὸς","ADJ"
"46","ὁ","DET"
"47","θεὸς","NOUN"
"48","καὶ","CCONJ"
"49","πατὴρ","NOUN"
"50","τοῦ","DET"
"51","κυρίου","NOUN"
"52","ἡμῶν","PRON"
"53","Ἰησοῦ","PROPN"
"54","Χριστοῦ","PROPN"
"55",",","PUNCT"
"56","ὁ","DET"
"57","πατὴρ","NOUN"
"58","τῶν","DET"
"59","οἰκτιρμῶν","NOUN"
"60","καὶ","ADV"
"61","θεὸς","NOUN"
"62","πάσης","DET"
"63","παρακλήσεως","NOUN"
"64",",","PUNCT"
"65","ὁ","DET"
"66","παρακαλῶν","VERB"
"67","ἡμᾶς","PRON"
"68","ἐπὶ","ADP"
"69","πάσῃ","DET"
"70","τῇ","DET"
"71","θλίψει","NOUN"
"72","ἡμῶν","PRON"
"73",",","PUNCT"
"74","εἰς","ADP"
"75","τὸ","DET"
"76","δύνασθαι","VERB"
"77","ἡμᾶς","PRON"
"78","παρακαλεῖν","VERB"
"79","τοὺς","DET"
"80","ἐν","ADP"
"81","πάσῃ","DET"
"82","θλίψει","NOUN"
"83","διὰ","ADP"
"84","τῆς","DET"
"85","παρακλήσεως","NOUN"
"86","ἧς","PRON"
"87","παρακαλούμεθα","VERB"
"88","αὐτοὶ","ADJ"
"89","ὑπὸ","ADP"
"90","τοῦ","DET"
"91","θεοῦ","NOUN"
"92",".","PUNCT"
"93","ὅτι","ADV"
"94","καθὼς","ADV"
"95","περισσεύει","VERB"
"96","τὰ","DET"
"97","παθήματα","NOUN"
"98","τοῦ","DET"
"99","Χριστοῦ","PROPN"
"100","εἰς","ADP"
"101","ἡμᾶς","PRON"
"102",",","PUNCT"
"103","οὕτως","ADV"
"104","διὰ","ADP"
"105","τοῦ","DET"
"106","Χριστοῦ","PROPN"
"107","περισσεύει","VERB"
"108","καὶ","ADV"
"109","ἡ","DET"
"110","παράκλησις","NOUN"
"111","ἡμῶν","PRON"
"112",".","PUNCT"
"113","εἴτε","SCONJ"
"114","δὲ","ADV"
"115","θλιβόμεθα","VERB"
"116",",","PUNCT"
"117","ὑπὲρ","ADP"
"118","τῆς","DET"
"119","ὑμῶν","PRON"
"120","παρακλήσεως","NOUN"
"121","καὶ","CCONJ"
"122","σωτηρίας","NOUN"
"123","·","PUNCT"
"124","εἴτε","SCONJ"
"125","παρακαλούμεθα","VERB"
"126",",","PUNCT"
"127","ὑπὲρ","ADP"
"128","τῆς","DET"
"129","ὑμῶν","PRON"
"130","παρακλήσεως","NOUN"
"131","τῆς","DET"
"132","ἐνεργουμένης","VERB"
"133","ἐν","ADP"
"134","ὑπομονῇ","NOUN"
"135","τῶν","DET"
"136","αὐτῶν","DET"
"137","παθημάτων","NOUN"
"138","ὧν","PRON"
"139","καὶ","ADV"
"140","ἡμεῖς","PRON"
"141","πάσχομεν","VERB"
"142",",","PUNCT"
"143","καὶ","CCONJ"
"144","ἡ","DET"
"145","ἐλπὶς","NOUN"
"146","ἡμῶν","PRON"
"147","βεβαία","ADJ"
"148","ὑπὲρ","ADP"
"149","ὑμῶν","PRON"
"150","·","PUNCT"
"151","εἰδότες","VERB"
"152","ὅτι","SCONJ"
"153","ὡς","ADV"
"154","κοινωνοί","NOUN"
"155","ἐστε","AUX"
"156","τῶν","DET"
"157","παθημάτων","NOUN"
"158",",","PUNCT"
"159","οὕτως","ADV"
"160","καὶ","ADV"
"161","τῆς","DET"
"162","παρακλήσεως","NOUN"
"163",".","PUNCT"
"164","Οὐ","ADV"
"165","γὰρ","ADV"
"166","θέλομεν","VERB"
"167","ὑμᾶς","PRON"
"168","ἀγνοεῖν","VERB"
"169",",","PUNCT"
"170","ἀδελφοί","NOUN"
"171",",","PUNCT"
"172","ὑπὲρ","ADP"
"173","τῆς","DET"
"174","θλίψεως","NOUN"
"175","ἡμῶν","PRON"
"176","τῆς","DET"
"177","γενομένης","VERB"
"178","ἐν","ADP"
"179","τῇ","DET"
