"ID","TOKEN","LEMMA"
"1","Παῦλος","Παῦλος"
"2","ἀπόστολος","ἀπόστολος"
"3","Χριστοῦ","Χριστός"
"4","Ἰησοῦ","Ἰησοῦς"
"5","διὰ","διά"
"6","θελήματος","θέλημα"
"7","θεοῦ","θεός"
"8","καὶ","καί"
"9","Τιμόθεος","Τιμόθεος"
"10","ὁ","ὁ"
"11","ἀδελφὸς","ἀδελφός"
"12","τῇ","ὁ"
"13","ἐκκλησίᾳ","ἐκκλησία"
"14","τοῦ","ὁ"
"15","θεοῦ","θεός"
"16","τῇ","ὁ"
"17","οὔσῃ","εἰμί"
"18","ἐν","ἐν"
"19","Κορίνθῳ","Κόρινθος"
"20",",",","
"21","σὺν","σύν"
"22","τοῖς","ὁ"
"23","ἁγίοις","ἅγιος"
"24","πᾶσιν","πᾶς"
"25","τοῖς","ὁ"
"26","οὖσιν","εἰμί"
"27","ἐν","ἐν"
"28","ὅλῃ","ὅλος"
"29","τῇ","ὁ"
"30","Ἀχαΐᾳ","Ἀχαΐα"
"31","·","·"
"32","χάρις","χάρις"
"33","ὑμῖν","ὑμεῖς"
"34","καὶ","καί"
"35","εἰρήνη","εἰρήνη"
"36","ἀπὸ","ἀπό"
"37","θεοῦ","θεός"
"38","πατρὸς","πατήρ"
"39","ἡμῶν","ἡμεῖς"
"40","καὶ","καί"
"41","κυρίου","κύριος"
"42","Ἰησοῦ","Ἰησοῦς"
"43","Χριστοῦ","Χριστός"
"44",".","."
"45","Εὐλογητὸς","εὐλογητός"
"46","ὁ","ὁ"
"47","θεὸς","θεός"
"48","καὶ","καί"
"49","πατὴρ","πατήρ"
"50","τοῦ","ὁ"
"51","κυρίου","κύριος"
"52","ἡμῶν","ἡμεῖς"
"53","Ἰησοῦ","Ἰησοῦς"
"54","Χριστοῦ","Χριστός"
"55",",",","
"56","ὁ","ὁ"
"57","πατὴρ","πατήρ"
"58","τῶν","ὁ"
"59","οἰκτιρμῶν","οἰκτιρμός"
"60","καὶ","καί"
"61","θεὸς","θεός"
"62","πάσης","πᾶς"
"63","παρακλήσεως","παράκλησις"
"64",",",","
"65","ὁ","ὁ"
"66","παρακαλῶν","παρακαλέω"
"67","ἡμᾶς","ἡμεῖς"
"68","ἐπὶ","ἐπί"
"69","πάσῃ","πᾶς"
"70","τῇ","ὁ"
"71","θλίψει","θλῖψις"
"72","ἡμῶν","ἡμεῖς"
"73",",",","
"74","εἰς","εἰς"
"75","τὸ","ὁ"
"76","δύνασθαι","δύναμαι"
"77","ἡμᾶς","ἡμεῖς"
"78","παρακαλεῖν","παρακαλέω"
"79","τοὺς","ὁ"
"80","ἐν","ἐν"
"81","πάσῃ","πᾶς"
"82","θλίψει","θλῖψις"
"83","διὰ","διά"
"84","τῆς","ὁ"
"85","παρακλήσεως","παράκλησις"
"86","ἧς","ὅς"
"87","παρακαλούμεθα","παρακαλέω"
"88","αὐτοὶ","αὐτός"
"89","ὑπὸ","ὑπό"
"90","τοῦ","ὁ"
"91","θεοῦ","θεός"
"92",".","."
"93","ὅτι","ὅτι"
"94","καθὼς","καθώς"
"95","περισσεύει","περισσεύω"
"96","τὰ","ὁ"
"97","παθήματα","πάθημα"
"98","τοῦ","ὁ"
"99","Χριστοῦ","Χριστός"
"100","εἰς","εἰς"
"101","ἡμᾶς","ἡμεῖς"
"102",",",","
"103","οὕτως","οὕτως"
"104","διὰ","διά"
"105","τοῦ","ὁ"
"106","Χριστοῦ","Χριστός"
"107","περισσεύει","περισσεύω"
"108","καὶ","καί"
"109","ἡ","ὁ"
"110","παράκλησις","παράκλησις"
"111","ἡμῶν","ἡμεῖς"
"112",".","."
"113","εἴτε","εἴτε"
"114","δὲ","δέ"
"115","θλιβόμεθα","θλίβω"
"116",",",","
"117","ὑπὲρ","ὑπέρ"
"118","τῆς","ὁ"
"119","ὑμῶν","ὑμεῖς"
"120","παρακλήσεως","παράκλησις"
"121","καὶ","καί"
"122","σωτηρίας","σωτηρία"
"123","·","·"
"124","εἴτε","εἴτε"
"125","παρακαλούμεθα","παρακαλέω"
"126",",",","
"127","ὑπὲρ","ὑπέρ"
"128","τῆς","ὁ"
"129","ὑμῶν","ὑμεῖς"
"130","παρακλήσεως","παράκλησις"
"131","τῆς","ὁ"
"132","ἐνεργουμένης","ἐνεργέω"
"133","ἐν","ἐν"
"134","ὑπομονῇ","ὑπομονή"
"135","τῶν","ὁ"
"136","αὐτῶν","αὐτός"
"137","παθημάτων","πάθημα"
"138","ὧν","ὅς"
"139","καὶ","καί"
"140","ἡμεῖς","ἡμεῖς"
"141","πάσχομεν","πάσχω"
"142",",",","
"143","καὶ","καί"
"144","ἡ","ὁ"
"145","ἐλπὶς","ἐλπίς"
"146","ἡμῶν","ἡμεῖς"
"147","βεβαία","βέβαιος"
"148","ὑπὲρ","ὑπέρ"
"149","ὑμῶν","ὑμεῖς"
"150","·","·"
"151","εἰδότες","οἶδα"
"152","ὅτι","ὅτι"
"153","ὡς","ὡς"
"154","κοινωνοί","κοινωνός"
"155","ἐστε","εἰμί"
"156","τῶν","ὁ"
"157","παθημάτων","πάθημα"
"158",",",","
"159","οὕτως","οὕτως"
"160","καὶ","καί"
"161","τῆς","ὁ"
"162","παρακλήσεως","παράκλησις"
"163",".","."
"164","Οὐ","οὐ"
"165","γὰρ","γάρ"
"166","θέλομεν","ἐθέλω"
"167","ὑμᾶς","ὑμεῖς"
"168","ἀγνοεῖν","ἀγνοέω"
"169",",",","
"170","ἀδελφοί","ἀδελφός"
"171",",",","
"172","ὑπὲρ","ὑπέρ"
"173","τῆς","ὁ"
"174","θλίψεως","θλῖψις"
"175","ἡμῶν","ἡμεῖς"
"176","τῆς","ὁ"
"177","γενομένης","γίγνομαι"
"178","ἐν","ἐν"
"179","τῇ","ὁ"
"180","Ἀσίᾳ","Ἀσία"
"181",",",","
"182","ὅτι","ὅτι"
"183","καθʼ","κατά"
"184","ὑπερβολὴν","ὑπερβολή"
"185","ὑπὲρ","ὑπέρ"
"186","δύναμιν","δύναμις"
"187","ἐβαρήθημεν","βαρέω"
"188",",",","
"189","ὥστε","ὥστε"
"190","ἐξαπορηθῆναι","ἐξαπορέομαι"
"191","ἡμᾶς","ἡμεῖς"
"192","καὶ","καί"
"193","τοῦ","ὁ"
"194","ζῆν","ζῶ"
"195","·","·"
"196","ἀλλὰ","ἀλλά"
"197","αὐτοὶ","αὐτός"
"198","ἐν","ἐν"
"199","ἑαυτοῖς","ἑαυτοῦ"
"200","τὸ","ὁ"
"201","ἀπόκριμα","ἀπόκριμος"
"202","τοῦ","ὁ"
"203","θανάτου","θάνατος"
"204","ἐσχήκαμεν","ἔχω"
"205",",",","
"206","ἵνα","ἵνα"
"207","μὴ","μή"
"208","πεποιθότες","πείθω"
"209","ὦμεν","εἰμί"
"210","ἐφʼ","ἐπί"
"211","ἑαυτοῖς","ἑαυτοῦ"
"212","ἀλλʼ","ἀλλά"
"213","ἐπὶ","ἐπί"
"214","τῷ","ὁ"
"215","θεῷ","θεός"
"216","τῷ","ὁ"
"217","ἐγείροντι","ἐγείρω"
"218","τοὺς","ὁ"
"219","νεκρούς","νεκρός"
"220","·","·"
"221","ὃς","ὅς"
"222","ἐκ","ἐκ"
"223","τηλικούτου","τηλικοῦτος"
"224","θανάτου","θάνατος"
"225","ἐρρύσατο","ἐρύω"
"226","ἡμᾶς","ἡμεῖς"
"227","καὶ","καί"
"228","ῥύσεται","ἐρύω"
"229",",",","
"230","εἰς","εἰς"
"231","ὃν","ὅς"
"232","ἠλπίκαμεν","ἐλπίζω"
"233","ὅτι","ὅτι"
"234","καὶ","καί"
"235","ἔτι","ἔτι"
"236","ῥύσεται","ἐρύω"
"237",",",","
"238","συνυπουργούντων","συνυπουργέω"
"239","καὶ","καί"
"240","ὑμῶν","ὑμεῖς"
"241","ὑπὲρ","ὑπέρ"
"242","ἡμῶν","ἡμεῖς"
"243","τῇ","ὁ"
"244","δεήσει","δέησις"
"245",",",","
"246","ἵνα","ἵνα"
"247","ἐκ","ἐκ"
"248","πολλῶν","πολύς"
"249","προσώπων","πρόσωπον"
"250","τὸ","ὁ"
"251","εἰς","εἰς"
"252","ἡμᾶς","ἡμεῖς"
"253","χάρισμα","χάρισμα"
"254","διὰ","διά"
"255","πολλῶν","πολύς"
"256","εὐχαριστηθῇ","εὐχαριστέω"
"257","ὑπὲρ","ὑπέρ"
"258","ἡμῶν","ἡμεῖς"
"259",".","."
"260","Ἡ","ὁ"
"261","γὰρ","γάρ"
"262","καύχησις","καύχησις"
"263","ἡμῶν","ἡμεῖς"
"264","αὕτη","οὗτος"
"265","ἐστίν","εἰμί"
"266",",",","
"267","τὸ","ὁ"
"268","μαρτύριον","μαρτύριον"
"269","τῆς","ὁ"
"270","συνειδήσεως","συνείδησις"
"271","ἡμῶν","ἡμεῖς"
"272",",",","
"273","ὅτι","ὅτι"
"274","ἐν","ἐν"
"275","ἁγιότητι","ἁγιότης"
"276","καὶ","καί"
"277","εἰλικρινείᾳ","εἰλικρινεία"
"278","τοῦ","ὁ"
"279","θεοῦ","θεός"
"280",",",","
"281","οὐκ","οὐ"
"282","ἐν","ἐν"
"283","σοφίᾳ","σοφία"
"284","σαρκικῇ","σαρκικός"
"285","ἀλλʼ","ἀλλά"
"286","ἐν","ἐν"
"287","χάριτι","χάρις"
"288","θεοῦ","θεός"
"289",",",","
"290","ἀνεστράφημεν","ἀναστρέφω"
"291","ἐν","ἐν"
"292","τῷ","ὁ"
"293","κόσμῳ","κόσμος"
"294",",",","
"295","περισσοτέρως","περισσῶς"
"296","δὲ","δέ"
"297","πρὸς","πρός"
"298","ὑμᾶς","ὑμεῖς"
"299","·","·"
"300","οὐ","οὐ"
"301","γὰρ","γάρ"
"302","ἄλλα","ἄλλος"
"303","γράφομεν","γράφω"
"304","ὑμῖν","ὑμεῖς"
"305","ἀλλʼ","ἀλλά"
"306","ἢ","ἤ"
"307","ἃ","ὅς"
"308","ἀναγινώσκετε","ἀναγιγνώσκω"
"309","ἢ","ἤ"
"310","καὶ","καί"
"311","ἐπιγινώσκετε","ἐπιγιγνώσκω"
"312",",",","
"313","ἐλπίζω","ἐλπίζω"
"314","δὲ","δέ"
"315","ὅτι","ὅτι"
"316","ἕως","ἕως"
"317","τέλους","τέλος"
"318","ἐπιγνώσεσθε","ἐπιγιγνώσκω"
"319",",",","
"320","καθὼς","καθώς"
"321","καὶ","καί"
"322","ἐπέγνωτε","ἐπιγιγνώσκω"
"323","ἡμᾶς","ἡμεῖς"
"324","ἀπὸ","ἀπό"
"325","μέρους","μέρος"
"326",",",","
"327","ὅτι","ὅτι"
"328","καύχημα","καύχημα"
"329","ὑμῶν","ὑμεῖς"
"330","ἐσμεν","εἰμί"
"331","καθάπερ","καθάπερ"
"332","καὶ","καί"
"333","ὑμεῖς","ὑμεῖς"
"334","ἡμῶν","ἡμεῖς"
"335","ἐν","ἐν"
"336","τῇ","ὁ"
"337","ἡμέρᾳ","ἡμέρα"
"338","τοῦ","ὁ"
"339","κυρίου","κύριος"
"340","ἡμῶν","ἡμεῖς"
"341","Ἰησοῦ","Ἰησοῦς"
"342",".","."
"343","Καὶ","καί"
"344","ταύτῃ","ταύτῃ"
"345","τῇ","ὁ"
"346","πεποιθήσει","πεποίθησις"
"347","ἐβουλόμην","βούλομαι"
"348","πρότερον","πρότερος"
"349","πρὸς","πρός"
"350","ὑμᾶς","ὑμεῖς"
"351","ἐλθεῖν","ἔρχομαι"
"352",",",","
"353","ἵνα","ἵνα"
"354","δευτέραν","δεύτερος"
"355","χάριν","χάρις"
"356","σχῆτε","ἔχω"
"357",",",","
"358","καὶ","καί"
"359","διʼ","διά"
"360","ὑμῶν","ὑμεῖς"
"361","διελθεῖν","διέρχομαι"
"362","εἰς","εἰς"
"363","Μακεδονίαν","Μακεδονία"
"364",",",","
"365","καὶ","καί"
"366","πάλιν","πάλιν"
"367","ἀπὸ","ἀπό"
"368","Μακεδονίας","Μακεδονία"
"369","ἐλθεῖν","ἔρχομαι"
"370","πρὸς","πρός"
"371","ὑμᾶς","ὑμεῖς"
"372","καὶ","καί"
"373","ὑφʼ","ὑπό"
"374","ὑμῶν","ὑμεῖς"
"375","προπεμφθῆναι","προπέμπω"
"376","εἰς","εἰς"
"377","τὴν","ὁ"
"378","Ἰουδαίαν","Ἰουδαία"
"379",".","."
"380","τοῦτο","οὗτος"
"381","οὖν","οὖν"
"382","βουλόμενος","βούλομαι"
"383","μήτι","μήτι"
"384","ἄρα","ἆρα"
"385","τῇ","ὁ"
"386","ἐλαφρίᾳ","ἐλαφρία"
"387","ἐχρησάμην","χράω"
"388",";",";"
"389","ἢ","ἤ"
"390","ἃ","ὅς"
"391","βουλεύομαι","βουλεύω"
"392","κατὰ","κατά"
"393","σάρκα","σάρξ"
"394","βουλεύομαι","βουλεύω"
"395",",",","
"396","ἵνα","ἵνα"
"397","ᾖ","εἰμί"
"398","παρʼ","παρά"
"399","ἐμοὶ","ἐγώ"
"400","τὸ","ὁ"
"401","Ναὶ","ναὶ"
"402","ναὶ","ναί"
"403","καὶ","καί"
"404","τὸ","ὁ"
"405","Οὒ","Οὒ"
"406","οὔ","οὐ"
"407",";",";"
"408","πιστὸς","πιστός"
"409","δὲ","δέ"
"410","ὁ","ὁ"
"411","θεὸς","θεός"
"412","ὅτι","ὅτι"
"413","ὁ","ὁ"
"414","λόγος","λόγος"
"415","ἡμῶν","ἡμεῖς"
"416","ὁ","ὁ"
"417","πρὸς","πρός"
"418","ὑμᾶς","ὑμεῖς"
"419","οὐκ","οὐ"
"420","ἔστιν","εἰμί"
"421","Ναὶ","ναὶ"
"422","καὶ","καί"
"423","Οὔ","ὅς"
"424",".","."
"425","ὁ","ὁ"
"426","τοῦ","ὁ"
"427","θεοῦ","θεός"
"428","γὰρ","γάρ"
"429","υἱὸς","υἱός"
"430","Ἰησοῦς","Ἰησοῦς"
"431","Χριστὸς","Χριστός"
"432","ὁ","ὁ"
"433","ἐν","ἐν"
"434","ὑμῖν","ὑμεῖς"
"435","διʼ","διά"
"436","ἡμῶν","ἡμεῖς"
"437","κηρυχθείς","κηρύσσω"
"438",",",","
"439","διʼ","διά"
"440","ἐμοῦ","ἐμός"
"441","καὶ","καί"
"442","Σιλουανοῦ","Σιλουανός"
"443","καὶ","καί"
"444","Τιμοθέου","Τιμόθεος"
"445",",",","
"446","οὐκ","οὐ"
"447","ἐγένετο","γίγνομαι"
"448","Ναὶ","ναὶ"
"449","καὶ","καί"
"450","Οὒ","Οὒ"
"451",",",","
"452","ἀλλὰ","ἀλλά"
"453","Ναὶ","ναὶ"
"454","ἐν","ἐν"
"455","αὐτῷ","αὐτός"
"456","γέγονεν","γίγνομαι"
"457","·","·"
"458","ὅσαι","ὅσος"
"459","γὰρ","γάρ"
"460","ἐπαγγελίαι","ἐπαγγελία"
"461","θεοῦ","θεός"
"462",",",","
"463","ἐν","ἐν"
"464","αὐτῷ","αὐτός"
"465","τὸ","ὁ"
"466","Ναί","ναί"
"467","·","·"
"468","διὸ","διό"
"469","καὶ","καί"
"470","διʼ","διά"
