"ID","TOKEN","UPOS"
"1","ΗΡΩΝΟΣ","PROPN"
"2","ΑΛΕΞΑΝΔΡΕΩΣ","PROPN"
"3","ΠΝΕΥΜΑΤΙΚΩΝ","ADJ"
"4","ΠΡΩΤΟΝ","ADJ"
"5",".","PUNCT"
"6","Τῆς","DET"
"7","πνευματικῆς","ADJ"
"8","πραγματείας","NOUN"
"9","σπουδῆς","NOUN"
"10","ἠξιωμένης","VERB"
"11","πρὸς","ADP"
"12","τῶν","DET"
"13","παλαιῶν","ADJ"
"14","φιλοσόφων","NOUN"
"15","τε","CCONJ"
"16","καὶ","CCONJ"
"17","μηχανικῶν","ADJ"
"18",",","PUNCT"
"19","τῶν","PRON"
"20","μὲν","ADV"
"21","λογικῶς","ADV"
"22","τὴν","DET"
"23","δύναμιν","NOUN"
"24","αὐτῆς","PRON"
"25","ἀποδεδωκότων","VERB"
"26",",","PUNCT"
"27","τῶν","PRON"
"28","δὲ","ADV"
"29","καὶ","ADV"
"30","διʼ","ADP"
"31","αὐτῆς","DET"
"32","τῆς","DET"
"33","τῶν","DET"
"34","αἰσθητῶν","ADJ"
"35","ἐνεργείας","NOUN"
"36",",","PUNCT"
"37","ἀναγκαῖον","ADJ"
"38","ὑπάρχειν","VERB"
"39","νομίζομεν","VERB"
"40","καὶ","ADV"
"41","αὐτοὶ","ADJ"
"42","τὰ","DET"
"43","παραδοθέντα","VERB"
"44","ὑπὸ","ADP"
"45","τῶν","DET"
"46","ἀρχαίων","ADJ"
"47","εἰς","ADP"
"48","τάξιν","NOUN"
"49","ἀγαγεῖν","VERB"
"50",",","PUNCT"
"51","καὶ","CCONJ"
"52","ἃ","PRON"
"53","ἡμεῖς","PRON"
"54","δὲ","ADV"
"55","προσευρήκαμεν","VERB"
"56","εἰσθέσθαι","VERB"
"57","·","PUNCT"
"58","οὕτως","ADV"
"59","γὰρ","ADV"
"60","τοὺς","DET"
"61","μετὰ","ADP"
"62","ταῦτα","ADJ"
"63","ἐν","ADP"
"64","τοῖς","DET"
"65","μαθήμασιν","NOUN"
"66","ἀναστρέφεσθαι","VERB"
"67","βουλομένους","VERB"
"68","ὠφελεῖσθαι","VERB"
"69","συμβήσεται","VERB"
"70",".","PUNCT"
"71","ἀκόλουθον","ADJ"
"72","δὲ","ADV"
"73","εἶναι","AUX"
"74","νομίσαντες","VERB"
"75","τῇ","DET"
"76","τῶν","DET"
"77","ὑδρίων","NOUN"
"78","ὡροσκοπείων","NOUN"
"79","ἕξει","NOUN"
"80",",","PUNCT"
"81","ἥτις","PRON"
"82","ἡμῖν","PRON"
"83","ἐν","ADP"
"84","τέσσαρσι","NUM"
"85","βιβλίοις","NOUN"
"86","προαναγέγραπται","VERB"
"87",",","PUNCT"
"88","ταύτην","ADJ"
"89","συνεχῆ","ADJ"
"90","ὑπάρχειν","VERB"
"91","γράφομεν","VERB"
"92","καὶ","CCONJ"
"93","περὶ","ADP"
"94","αὐτῆς","PRON"
"95",",","PUNCT"
"96","ὡς","ADV"
"97","προείρηται","VERB"
"98","·","PUNCT"
"99","διὰ","ADP"
"100","γὰρ","ADV"
"101","συμπλοκῆς","NOUN"
"102","ἀέρος","NOUN"
"103","καὶ","CCONJ"
"104","πυρὸς","NOUN"
"105","καὶ","CCONJ"
"106","ὕδατος","NOUN"
"107","καὶ","CCONJ"
"108","γῆς","NOUN"
"109","καὶ","CCONJ"
"110","τῶν","DET"
"111","τριῶν","NUM"
"112","στοιχείων","NOUN"
"113","ἢ","CCONJ"
"114","καὶ","ADV"
"115","τῶν","DET"
"116","τεσσάρων","NUM"
"117","συμπλεκομένων","VERB"
"118","ποικίλαι","ADJ"
"119","διαθέσεις","NOUN"
"120","ἐνεργοῦνται","VERB"
"121",",","PUNCT"
"122","αἱ","PRON"
"123","μὲν","ADV"
"124","ἀναγκαιοτάτας","ADJ"
"125","τῷ","DET"
"126","βίῳ","NOUN"
"127","τούτῳ","DET"
"128","χρείας","NOUN"
"129","παρέχουσαι","VERB"
"130",",","PUNCT"
"131","αἱ","PRON"
"132","δὲ","ADV"
"133","ἐκπληκτικόν","ADJ"
"134","τινα","DET"
"135","θαυμασμὸν","NOUN"
"136","ἐπιδεικνύμεναι","VERB"
"137",".","PUNCT"
"138","Πρὸ","ADP"
"139","δὲ","ADV"
"140","τῶν","DET"
"141","λέγεσθαι","VERB"
"142","μελλόντων","VERB"
"143","πρῶτον","ADJ"
"144","περὶ","ADP"
"145","κενοῦ","ADJ"
"146","διαληπτέον","VERB"
"147",".","PUNCT"
"148","οἱ","PRON"
"149","μὲν","ADV"
"150","γὰρ","ADV"
"151","τὸ","DET"
"152","καθόλου","ADV"
"153","μηδὲν","ADJ"
"154","εἶναι","AUX"
"155","κενὸν","ADJ"
"156","διατείνονται","VERB"
"157",",","PUNCT"
"158","οἱ","PRON"
"159","δὲ","ADV"
"160","ἄθρουν","ADJ"
"161","μὲν","ADV"
"162","κατὰ","ADP"
"163","φύσιν","NOUN"
"164","μηδὲν","ADJ"
"165","εἶναι","AUX"
"166","κενόν","ADJ"
"167",",","PUNCT"
"168","παρεσπαρμένον","VERB"
"169","δὲ","ADV"
"170","κατὰ","ADP"
"171","μικρὰ","ADJ"
"172","μόρια","NOUN"
"173","τῷ","DET"
"174","ἀέρι","NOUN"
"175","καὶ","CCONJ"
"176","τῷ","DET"
"177","ὑγρῷ","ADJ"
"178","καὶ","CCONJ"
"179","τῷ","DET"
"180","πυρὶ","NOUN"
"181","καὶ","CCONJ"
"182","τοῖς","DET"
"183","ἄλλοις","ADJ"
"184","σώμασιν","NOUN"
"185","·","PUNCT"
"186","οἷς","PRON"
"187","μάλιστα","ADV"
"188","συμφέρεσθαι","VERB"
"189","προσήκει","VERB"
"190","·","PUNCT"
"191","ἐκ","ADP"
"192","γὰρ","ADV"
"193","τῶν","DET"
"194","φαινομένων","VERB"
"195","καὶ","CCONJ"
"196","ὑπὸ","ADP"
"197","τὴν","DET"
"198","αἴσθησιν","NOUN"
"199","πιπτόντων","VERB"
"200","ἐν","ADP"
"201","τοῖς","DET"
"202","ἑξῆς","ADV"
"203","δείκνυται","VERB"
"204","τοῦτο","ADJ"
"205","συμβαῖνον","VERB"
"206","·","PUNCT"
"207","ἐν","ADP"
"208","τῷ","DET"
"209","μέντοι","ADV"
"210","τὰ","DET"
"211","ἀγγεῖα","NOUN"
"212","τὰ","DET"
"213","δοκοῦντα","VERB"
"214","εἶναι","AUX"
"215","τοῖς","DET"
"216","πολλοῖς","ADJ"
"217","κενὰ","ADJ"
"218","οὐκ","ADV"
"219","ἔστιν","AUX"
"220",",","PUNCT"
"221","ὡς","ADV"
"222","ὑπολαμβάνουσι","VERB"
"223",",","PUNCT"
"224","κενά","ADJ"
"225",",","PUNCT"
"226","ἀέρος","NOUN"
"227","δὲ","ADV"
"228","πλήρη","ADJ"
"229",".","PUNCT"
"230","ὁ","DET"
"231","δὲ","ADV"
"232","ἀήρ","NOUN"
"233","ἐστιν","AUX"
"234",",","PUNCT"
"235","ὡς","ADV"
"236","τοῖς","DET"
"237","περὶ","ADP"
"238","φύσεως","NOUN"
"239","πραγματευσαμένοις","VERB"
"240","ἀρέσκει","VERB"
"241",",","PUNCT"
"242","ἐκ","ADP"
"243","λεπτῶν","ADJ"
"244","καὶ","CCONJ"
"245","μικρομερῶν","ADJ"
"246","σωμάτων","NOUN"
"247","συνεστηκὼς","VERB"
