"ID","TOKEN","NER"
"1","τῷ","O"
"2","σφόδρα","O"
"3","φιλεῖν","O"
"4","ἔαυτόν","O"
"5",",","O"
"6","ὦ","O"
"7","Ἄντίοχε","PERSON"
"8","Φιλόπαππε","O"
"9",",","O"
"10","φάσκοντι","O"
"11","συγγνώμην","O"
"12","μὲν","O"
"13","ἅπαντας","O"
"14","ὁ","O"
"15","Πλάτων","PERSON"
"16","διδόναι","O"
"17","φησί","O"
"18",",","O"
"19","κακίαν","O"
"20","δὲ","O"
"21","σὺν","O"
"22","πολλαῖς","O"
"23",";","O"
"24","ἄλλαις","O"
"25","ἐγγίγνεσθαι","O"
"26","μεγίστην","O"
"27",",","O"
"28","ὑφʼ","O"
"29","ἧς","O"
"30","οὐκ","O"
"31","ἔστιν","O"
"32","αὑτοῦ","O"
"33","κριτὴν","O"
"34","δίκαιον","O"
"35","οὐδʼ","O"
"36","ἀδέκαστον","O"
"37","εἶναι","O"
"38","·","O"
"39","τυφλοῦται","O"
"40","γὰρ","O"
"41","τὸ","O"
"42","φιλοῦν","O"
"43","περὶ","O"
"44","τὸ","O"
"45","φιλούμενον","O"
"46","ἂν","O"
"47","μή","O"
"48","τις","O"
"49","μαθὼν","O"
"50","ἐθισθῇ","O"
"51","τὰ","O"
"52","καλὰ","O"
"53","τιμᾶν","O"
"54","καὶ","O"
"55","διώκειν","O"
"56","μᾶλλον","O"
"57","ἢ","O"
"58","τὰ","O"
"59","συγγενῆ","O"
"60","καὶ","O"
"61","οἰκεῖα","O"
"62",".","O"
"63","τοῦτο","O"
"64","τῷ","O"
"65","κόλακι","O"
"66","πολλὴν","O"
"67","μεταξὺ","O"
"68","τῆς","O"
"69","φιλίας","O"
"70","εὐρυχωρίαν","O"
"71","δίδωσιν","O"
"72",",","O"
"73","ὁρμητήριον","O"
"74","ἐφʼ","O"
"75","ἡμᾶς","O"
"76","εὐφυὲς","O"
"77","ἔχοντι","O"
"78","τὴν","O"
"79","φιλαυτίαν","O"
"80",",","O"
"81","διʼ","O"
"82","ἣν","O"
"83","αὐτὸς","O"
"84","αὑτοῦ","O"
"85","κόλαξ","O"
"86","ἕκαστος","O"
"87","ὢν","O"
"88","πρῶτος","O"
"89","καὶ","O"
"90","μέγιστος","O"
"91","οὐ","O"
"92","χαλεπῶς","O"
"93","προσίεται","O"
"94","τὸν","O"
"95","ἔξωθεν","O"
"96","ὧν","O"
"97","οἴεται","O"
"98","καὶ","O"
"99","βούλεται","O"
"100",".","O"
"101","μάρτυν","O"
"102","ἅμʼ","O"
"103","αὐτῷ","O"
"104","καὶ","O"
"105","βεβαιωτὴν","O"
"106","προσγιγνόμενον","O"
"107",".","O"
"108","ὁ","O"
"109","γὰρ","O"
"110","λοιδορούμενος","O"
"111","φιλοκόλαξ","PERSON"
"112","σφόδρα","O"
"113","φίλαυτός","O"
"114","ἐστι","O"
"115",",","O"
"116","διʼ","O"
"117","εὔνοιαν","O"
"118","ἑαυτῷ","O"
"119","πάντα","O"
"120","μὲν","O"
"121","ὑπάρχειν","O"
"122","χειν","O"
"123","βουλόμενος","O"
"124",";","O"
"125","πάντα","O"
"126","δʼ","O"
"127","οἰόμενος","O"
"128","ὧν","O"
"129","ἡ","O"
"130","μὲν","O"
"131","βούλησις","O"
"132","οὐκ","O"
"133","ἄτοπος","O"
"134","ἡ","O"
"135","δʼ","O"
"136","οἴησις","O"
"137","ἐπισφαλὴς","O"
"138","καὶ","O"
"139","δεομένη","O"
"140","πολλῆς","O"
"141","εὐλαβείας","O"
"142",".","O"
"143","εἰ","O"
"144","δὲ","O"
"145","δὴ","O"
"146","θεῖον","O"
"147","ἡ","O"
"148","ἀλήθεια","O"
"149","καὶ","O"
"150","πάντων","O"
"151","μὲν","O"
"152","ἀγαθῶν","O"
"153","θεοῖς","O"
"154","πάντων","O"
"155","δʼ","O"
"156","ἀνθρώποις","O"
"157","ἀρχὴ","O"
"158","κατὰ","O"
"159","Πλάτωνα","PERSON"
"160",",","O"
"161","κινδυνεύει","O"
"162","θεοῖς","O"
"163","ἐχθρὸς","O"
"164","ὁ","O"
"165","κόλαξ","O"
"166","εἶναι","O"
"167",",","O"
"168","τῷ","O"
"169","δὲ","O"
"170","Πυθίῳ","PERSON"
"171","διαφερόντως","O"
"172",".","O"
"173","ἀντιτάττεται","O"
"174","γὰρ","O"
"175","ἀεὶ","O"
"176","πρὸς","O"
"177","τὸ","O"
"178","γνῶθι","O"
"179","σαυτόν","O"
"180",",","O"
"181","ἀπάτην","O"
"182","ἑκάστῳ","O"
"183","πρὸς","O"
"184","ἑαυτὸν","O"
"185","ἐμποιῶν","O"
"186","καὶ","O"
"187","ἄγνοιαν","O"
"188","ἑαυτοῦ","O"
"189","καὶ","O"
"190","τῶν","O"
"191","περὶ","O"
"192","αὑτὸν","O"
"193","ἀγαθῶν","O"
"194","καὶ","O"
"195","κακῶν","O"
"196",",","O"
"197","τὰ","O"
"198","μὲν","O"
"199","ἐλλιπῆ","O"
"200","καὶ","O"
"201","ἀτελῆ","O"
"202","τὰ","O"
"203","δʼ","O"
"204","ὅλως","O"
"205","ἀνεπανόρθωτα","O"
"206","ποιῶν","O"
"207",".","O"
"208","εἰ","O"
"209","μὲν","O"
"210","οὖν","O"
"211",",","O"
"212","ὡς","O"
"213","τὰ","O"
"214","πλεῖστα","O"
"215","τῶν","O"
"216","ἄλλων","O"
"217","κακῶν","O"
"218",",","O"
"219","κόλαξ","O"
"220","ἥπτετο","O"
"221","μόνον","O"
"222","ἢ","O"
"223","μάλιστα","O"
"224","τῶν","O"
"225","ἀγεννῶν","O"
"226","καὶ","O"
"227","φαύλων","O"
"228",",","O"
"229","οὐκ","O"
"230","ἂν","O"
"231","ἦν","O"
"232","οὕτω","O"
"233","δεινὸν","O"
"234","οὐδὲ","O"
"235","δυσφύλακτον","O"
"236","·","O"
"237","ἐπεὶ","O"
"238","δʼ","O"
"239","ὥσπερ","O"
"240","οἱ","O"
"241","θρῖπες","O"
"242","ἐνδύονται","O"
"243","μάλιστα","O"
"244","τοῖς","O"
"245","ἁπαλοῖς","O"
"246","καὶ","O"
"247","γλυκέσι","O"
"248","ξύλοις","O"
"249",",","O"
"250","οὕτω","O"
"251","τὰ","O"
"252","φιλότιμα","O"
"253","τῶν","O"
"254","ἠθῶν","O"
"255","καὶ","O"
"256","χρηστὰ","O"
"257","καὶ","O"
"258","ἐπιεικῆ","O"
"259","τὸν","O"
"260","κόλακα","O"
"261","δέχεται","O"
"262","καὶ","O"
"263","τρέφει","O"
"264","προσφυόμενον","O"
"265",",","O"
"266","ἔτι","O"
"267","δʼ","O"
"268","ὥσπερ","O"
"269","ὁ","O"
"270","Σιμωνίδης","PERSON"
"271","τὴν","O"
"272","ἱπποτροφίαν","O"
"273","φησὶν","O"
"274","οὐ","O"
"275","Ζακύνθῳ","NORP"
"276","ὀπαδεῖν","O"
"277","ἀλλʼ","O"
"278","ἀρούραισι","O"
"279","πυροφόροις","O"
"280",",","O"
"281","οὕτω","O"
"282","τὴν","O"
"283","κολακείαν","O"
"284","ὁρῶμεν","O"
"285","οὐ","O"
"286","πένησιν","O"
"287","οὐδʼ","O"
"288","ἀδόξοις","O"
"289","οὐδʼ","O"
"290","ἀδυνάτοις","O"
"291","ἀκολουθοῦσαν","O"
"292",",","O"
"293","ἀλλʼ","O"
"294","οἴκων","O"
"295","τε","O"
"296","καὶ","O"
"297","πραγμάτων","O"
"298","μεγάλων","O"
"299","ὀλίσθημα","O"
"300","καὶ","O"
"301","νόσημα","O"
"302","γιγνομένην","O"
"303",",","O"
"304","πολλάκις","O"
"305","δὲ","O"
"306","καὶ","O"
"307","βασιλείας","O"
"308","καὶ","O"
"309","ἡγεμονίας","O"
"310","ἀνατρέπουσαν","O"
"311","·","O"
"312","οὐ","O"
"313","μικρὸν","O"
"314","ἔργον","O"
"315","ἐστὶν","O"
"316","οὐδὲ","O"
"317","φαύλης","O"
"318","δεόμενον","O"
"319","προνοίας","O"
"320","ἡ","O"
"321","περὶ","O"
"322","αὐτὴν","O"
"323","ἐπίσκεψις","O"
"324",",","O"
"325","ὡς","O"
"326","ἂν","O"
"327","μάλιστα","O"
"328","περίφωρος","O"
"329","οὖσα","O"
"330","μὴ","O"
"331","βλάπτῃ","O"
"332","μηδὲ","O"
"333","διαβάλλῃ","O"
"334","τὴν","O"
"335","φιλίαν","O"
"336",".","O"
"337","οἱ","O"
"338","μὲν","O"
"339","γὰρ","O"
"340","φθεῖρες","O"
"341","ἀπίασιν","O"
"342","ἀπὸ","O"
"343","τῶν","O"
"344","τελευτώντων","O"
"345","καὶ","O"
"346","ἀπολείπουσι","O"
"347","τὰ","O"
"348","σώματα","O"
"349","σβεννυμένου","O"
"350","τοῦ","O"
"351","αἵματος","O"
"352","ἐξ","O"
"353","οὗ","O"
"354","τρέφονται","O"
"355",",","O"
"356","τοὺς","O"
"357","δὲ","O"
"358","κόλακας","O"
"359","οὐδʼ","O"
"360","ὅλως","O"
"361","ἰδεῖν","O"
"362","ἔστι","O"
"363","πράγμασι","O"
"364","ξηροῖς","O"
"365","καὶ","O"
"366","κατεψυγμένοις","O"
"367","προσιόντας","O"
"368",",","O"
"369","ἀλλὰ","O"
"370","ταῖς","O"
"371","δόξαις","O"
"372","καὶ","O"
"373","ταῖς","O"
"374","δυνάμεσιν","O"
"375","ἐπιτίθενται","O"
"376","καὶ","O"
"377","αὔξονται","O"
"378",",","O"
"379","ταχὺ","O"
"380","δʼ","O"
"381","ἐν","O"
"382","ταῖς","O"
"383","μεταβολαῖς","O"
"384","ὑπορρέουσιν","O"
"385",",","O"
"386","ἀλλὰ","O"
"387","τὴν","O"
"388","τότε","O"
"389","πεῖραν","O"
"390","οὐ","O"
"391","δεῖ","O"
"392","περιμένειν","O"
"393","ἀνωφελῆ","O"
"394",",","O"
"395","μᾶλλον","O"
"396","δὲ","O"
"397","βλαβερὰν","O"
"398","καὶ","O"
"399","οὐκ","O"
"400","ἀκίνδυνον","O"
"401","οὖσαν","O"
"402",".","O"
"403","χαλεπὴ","O"
"404","γὰρ","O"
"405","ἐν","O"
"406","καιρῷ","O"
"407","δεομένῳ","O"
"408","φίλων","O"
"409","ἡ","O"
"410","τῶν","O"
"411","μὴ","O"
"412","φίλων","O"
"413","αἴσθησις","O"
"414",",","O"
"415","ἀντικαταλλαγὴν","O"
"416","οὐκ","O"
"417","ἔχουσα","O"
"418","χρηστοῦ","O"
"419","καὶ","O"
"420","βεβαίου","O"
"421","πρὸς","O"
"422","ἀβέβαιον","O"
"423","καὶ","O"
"424","κίβδηλον","O"
"425",".","O"
"426","ἀλλʼ","O"
"427","ὥσπερ","O"
"428","νόμισμα","O"
"429","δεῖ","O"
"430","τὸν","O"
"431","φίλον","O"
"432","ἔχειν","O"
"433","πρὸ","O"
"434","τῆς","O"
"435","χρείας","O"
"436","δεδοκιμασμένον","O"
"437",",","O"
"438","μὴ","O"
"439","ὑπὸ","O"
"440","τῆς","O"
"441","χρείας","O"
"442","ἐλεγχόμενον","O"
"443",".","O"
"444","οὐ","O"
"445","γὰρ","O"
"446","δεῖ","O"
"447","βλαβέντας","O"
"448","αἰσθέσθαι","O"
"449",",","O"
"450","ἀλλʼ","O"
"451","ὅπως","O"
"452","μὴ","O"
"453","βλαβῶμεν","O"
"454","ἐμπειρίαν","O"
"455","λαβεῖν","O"
"456","καὶ","O"
"457","κατανόησιν","O"
"458","τοῦ","O"
"459","κόλακος","O"
"460","·","O"
"461","εἰ","O"
"462","δὲ","O"
"463","μὴ","O"
"464",",","O"
"465","ταὐτὸ","O"
"466","πεισόμεθα","O"
"467","τοῖς","O"
"468","αἰσθανομένοις","O"
"469","τῷ","O"
"470","προγεγεῦσθαι","O"
"471","τῶν","O"
"472","θανασίμων","O"
"473","φαρμάκων","O"
"474","εἰς","O"
"475","τὴν","O"
"476","κρίσιν","O"
"477","ἀπολλύντες","O"
"478","ἑαυτοὺς","O"
"479","καὶ","O"
"480","διαφθείροντες","O"
"481",".","O"
"482","οὔτε","O"
"483","γὰρ","O"
"484","δὴ","O"
"485","τούτους","O"
"486","ἐπαινοῦμεν","O"
"487","οὔθʼ","O"
"488","ὅσοι","O"
"489","τὸν","O"
"490","φίλον","O"
"491","εἰς","O"
"492","τὸ","O"
"493","καλὸν","O"
"494","τιθέμενοι","O"
"495","καὶ","O"
"496","ὠφέλιμον","O"
"497","οἴονται","O"
"498","τοὺς","O"
"499","κεχαρισμένως","O"
"500","·","O"
"501","ὁμιλοῦντας","O"
"502","εὐθὺς","O"
"503","ἔχειν","O"
"504","ἐπʼ","O"
"505","αὐτοφώρῳ","O"
"506","κόλακας","O"
"507","εἰλημμένους","O"
"508",".","O"
"509","οὐδὲ","O"
"510","γὰρ","O"
"511","ἀηδὴς","O"
