"ID","TOKEN","NER"
"1","ΧΡΟΜΙῼ","PERSON"
"2","ΑΙΤΝΑΙῼ","NORP"
"3","ΙΠΠΟΙΣ","O"
"4","ἄμπνευμα","O"
"5","σεμνὸν","O"
"6","Ἀλφεοῦ","PERSON"
"7",",","O"
"8","κλεινᾶν","O"
"9","Συρακοσσᾶν","LOC"
"10","θάλος","O"
"11","Ὀρτυγία","O"
"12",",","O"
"13","δέμνιον","O"
"14","Ἀρτέμιδος","GOD"
"15",",","O"
"16","Δάλου","O"
"17","κασιγνήτα","O"
"18",",","O"
"19","σέθεν","O"
"20","ἁδυεπὴς","O"
"21","ὕμνος","O"
"22","ὁρμᾶται","O"
"23","θέμεν","O"
"24","αἶνον","O"
"25","ἀελλοπόδων","O"
"26","μέγαν","O"
"27","ἵππων","O"
"28",",","O"
"29","Ζηνὸς","GOD"
"30","Αἰτναίου","NORP"
"31","χάριν","O"
"32","·","O"
"33","ἅρμα","O"
"34","δʼ","O"
"35","ὀτρύνει","O"
"36","Χρομίου","PERSON"
"37","Νεμέα","GPE"
"38","θʼ","O"
"39","ἔργμασιν","O"
"40","νικαφόροις","O"
"41","ἐγκώμιον","O"
"42","ζεῦξαι","O"
"43","μέλος","O"
"44",".","O"
"45","ἀρχαὶ","O"
"46","δὲ","O"
"47","βέβληνται","O"
"48","θεῶν","O"
"49","κείνου","O"
"50","σὺν","O"
"51","ἀνδρὸς","O"
"52","δαιμονίαις","O"
"53","ἀρεταῖς","O"
"54",".","O"
"55","ἔστι","O"
"56","δʼ","O"
"57","ἐν","O"
"58","εὐτυχίᾳ","O"
"59","πανδοξίας","O"
"60","ἄκρον","O"
"61","·","O"
"62","μεγάλων","O"
"63","δʼ","O"
"64","ἀέθλων","O"
"65","Μοῖσα","O"
"66","μεμνᾶσθαι","O"
"67","φιλεῖ","O"
"68",".","O"
"69","σπεῖρέ","O"
"70","νυν","O"
"71","ἀγλαΐαν","O"
"72","τινὰ","O"
"73","νάσῳ","O"
"74",",","O"
"75","τὰν","O"
"76","Ὀλύμπου","LOC"
"77","δεσπότας","O"
"78","Ζεὺς","GOD"
"79","ἔδωκεν","O"
"80","Φερσεφόνᾳ","GOD"
"81",",","O"
"82","κατένευσέν","O"
"83","τέ","O"
"84","οἱ","O"
"85","χαίταις","O"
"86",",","O"
"87","ἀριστεύοισαν","O"
"88","εὐκάρπου","O"
"89","χθονὸς","O"
"90","Σικελίαν","GPE"
"91","πίειραν","O"
"92","ὀρθώσειν","O"
"93","κορυφαῖς","O"
"94","πολίων","O"
"95","ἀφνεαῖς","O"
"96",".","O"
"97","ὤπασε","O"
"98","δὲ","O"
"99","Κρονίων","O"
"100","πολέμου","O"
"101","μναστῆρά","O"
"102","οἱ","O"
"103","χαλκεντέος","O"
"104","λαὸν","O"
"105","ἵππαιχμον","O"
"106","θαμὰ","O"
"107","δὴ","O"
"108","καὶ","O"
"109","Ὀλυμπιάδων","NORP"
"110","φύλλοις","O"
"111","ἐλαιᾶν","O"
"112","χρυσέοις","O"
"113","μιχθέντα","O"
"114",".","O"
"115","πολλῶν","O"
"116","ἐπέβαν","O"
"117","καιρὸν","O"
"118","οὐ","O"
"119","ψεύδει","O"
"120","βαλών","O"
"121",".","O"
"122","ἔσταν","O"
"123","δʼ","O"
"124","ἐπʼ","O"
"125","αὐλείαις","O"
"126","θύραις","O"
"127","ἀνδρὸς","O"
"128","φιλοξείνου","O"
"129","καλὰ","O"
"130","μελπόμενος","O"
"131",",","O"
"132","ἔνθα","O"
"133","μοι","O"
"134","ἁρμόδιον","O"
"135","δεῖπνον","O"
"136","κεκόσμηται","O"
"137",",","O"
"138","θαμὰ","O"
"139","δʼ","O"
"140","ἀλλοδαπῶν","O"
"141","οὐκ","O"
"142","ἀπείρατοι","O"
"143","δόμοι","O"
"144","ἐντί","O"
"145","·","O"
"146","λέλογχε","O"
"147","δὲ","O"
"148","μεμφομένοις","O"
"149","ἐσλοὺς","O"
"150","ὕδωρ","O"
"151","καπνῷ","O"
"152","φέρειν","O"
"153","ἀντίον","O"
"154",".","O"
"155","τέχναι","O"
"156","δʼ","O"
"157","ἑτέρων","O"
"158","ἕτεραι","O"
"159","·","O"
"160","χρὴ","O"
"161","δʼ","O"
"162","ἐν","O"
"163","εὐθείαις","O"
"164","ὁδοῖς","O"
"165","στείχοντα","O"
"166","μάρνασθαι","O"
"167","φυᾷ","O"
"168",".","O"
"169","πράσσει","O"
"170","γὰρ","O"
"171","ἔργῳ","O"
"172","μὲν","O"
"173","σθένος","O"
"174",",","O"
"175","βουλαῖσι","O"
"176","δὲ","O"
"177","φρήν","O"
"178",",","O"
"179","ἐσσόμενον","O"
"180","προϊδεῖν","O"
"181","συγγενὲς","O"
"182","οἷς","O"
"183","ἕπεται","O"
"184",".","O"
"185","Ἁγησιδάμου","PERSON"
"186","παῖ","O"
"187",",","O"
"188","σέο","O"
"189","δʼ","O"
"190","ἀμφὶ","O"
"191","τρόπῳ","O"
"192","τῶν","O"
"193","τε","O"
"194","καὶ","O"
"195","τῶν","O"
"196","χρήσιες","O"
"197",".","O"
"198","οὐκ","O"
"199","ἔραμαι","O"
"200","πολὺν","O"
"201","ἐν","O"
"202","μεγάρῳ","LOC"
"203","πλοῦτον","O"
"204","κατακρύψαις","O"
"205","ἔχειν","O"
"206",",","O"
"207","ἀλλʼ","O"
"208","ἐόντων","O"
"209","εὖ","O"
"210","τε","O"
"211","παθεῖν","O"
"212","καὶ","O"
"213","ἀκοῦσαι","O"
"214","φίλοις","O"
"215","ἐξαρκέων","O"
"216",".","O"
"217","κοιναὶ","O"
"218","γὰρ","O"
"219","ἔρχοντʼ","O"
"220","ἐλπίδες","O"
"221","πολυπόνων","O"
"222","ἀνδρῶν","O"
"223",".","O"
"224","ἐγὼ","O"
"225","δʼ","O"
"226","Ἡρακλέος","GOD"
"227","ἀντέχομαι","O"
"228","προφρόνως","O"
"229",",","O"
"230","ἐν","O"
"231","κορυφαῖς","O"
"232","ἀρετᾶν","O"
"233","μεγάλαις","O"
"234","ἀρχαῖον","O"
"235","ὀτρύνων","O"
"236","λόγον","O"
"237",",","O"
"238","ὡς","O"
"239",",","O"
"240","ἐπεὶ","O"
"241","σπλάγχνων","O"
"242","ὕπο","O"
"243","ματέρος","O"
"244","αὐτίκα","O"
"245","θαητὰν","O"
"246","ἐς","O"
"247","αἴγλαν","O"
"248","παῖς","O"
"249","Διὸς","GOD"
"250","ὠδῖνα","O"
"251","φεύγων","O"
"252","διδύμῳ","NORP"
"253","σὺν","O"
"254","κασιγνήτῳ","O"
"255","μόλεν","O"
"256",",","O"
"257","ὡς","O"
"258","οὐ","O"
"259","λαθὼν","O"
"260","χρυσόθρονον","O"
"261","Ἥραν","GOD"
"262","κροκωτὸν","O"
"263","σπάργανον","O"
"264","ἐγκατέβα","O"
"265","·","O"
"266","ἀλλὰ","O"
"267","θεῶν","O"
"268","βασιλ","O"
"269","έα","O"
"270","σπερχθεῖσα","O"
"271","θυμῷ","O"
"272","πέμπε","O"
"273","δράκοντας","O"
"274","ἄφαρ","O"
"275",".","O"
"276","τοὶ","O"
"277","μὲν","O"
"278","οἰχθεισᾶν","O"
"279","πυλᾶν","O"
"280","ἐς","O"
"281","θαλάμου","O"
"282","μυχὸν","O"
"283","εὐρὺν","O"
"284","ἔβαν","O"
"285",",","O"
"286","τέκνοισιν","O"
"287","ὠκείας","O"
"288","γνάθους","O"
"289","ἀμφελίξασθαι","O"
"290","μεμαῶτες","O"
"291","·","O"
"292","ὁ","O"
"293","δʼ","O"
"294","ὀρθὸν","O"
"295","μὲν","O"
"296","ἄντεινεν","O"
"297","κάρα","O"
"298",",","O"
"299","πειρᾶτο","O"
"300","δὲ","O"
"301","πρῶτον","O"
"302","μάχας","O"
"303",",","O"
"304","δισσαῖσι","O"
"305","δοιοὺς","O"
"306","αὐχένων","O"
"307","μάρψαις","O"
"308","ἀφύκτοις","O"
"309","χερσὶν","O"
"310","ἑαῖς","O"
"311","ὄφιας","O"
"312","·","O"
"313","ἀγχομένοις","O"
"314","δὲ","O"
"315","χρόνος","O"
"316","ψυχὰς","O"
"317","ἀπέπνευσεν","O"
"318","μελέων","O"
"319","ἀφάτων","O"
"320",".","O"
"321","ἐκ","O"
"322","δʼ","O"
"323","ἄρʼ","O"
"324","ἄτλατον","O"
"325","δέος","O"
"326","πλᾶξε","O"
"327","γυναῖκας","O"
"328",",","O"
"329","ὅσαι","O"
"330","τύχον","O"
"331","Ἀλκμήνας","NORP"
"332","ἀρήγοισαι","O"
"333","λέχει","O"
"334","·","O"
"335","καὶ","O"
"336","γὰρ","O"
"337","αὐτά","O"
"338",",","O"
"339","ποσσὶν","O"
"340","ἄπεπλος","O"
"341","ὀρούσαισʼ","O"
"342","ἀπὸ","O"
"343","στρωμνᾶς","O"
"344",",","O"
"345","ὅμως","O"
"346","ἄμυνεν","O"
"347","ὕβριν","O"
"348","κνωδάλων","O"
"349",".","O"
"350","ταχὺ","O"
"351","δὲ","O"
"352","Καδμείων","PERSON"
"353","ἀγοὶ","O"
"354","χαλκέοις","O"
"355","ἀθρόοι","O"
"356","σὺν","O"
"357","ὅπλοις","O"
"358","ἔδραμον","O"
"359","·","O"
"360","ἐν","O"
"361","χερὶ","O"
"362","δʼ","O"
"363","Ἀμφιτρύων","PERSON"
"364","κολεοῦ","O"
"365","γυμνὸν","O"
"366","τινάσσων","O"
"367","φάσγανον","O"
"368","ἵκετʼ","O"
"369",",","O"
"370","ὀξείαις","O"
"371","ἀνίαισι","O"
"372","τυπείς","O"
"373",".","O"
"374","τὸ","O"
"375","γὰρ","O"
"376","οἰκεῖον","O"
"377","πιέζει","O"
"378","πάνθʼ","O"
"379","ὁμῶς","O"
"380","·","O"
"381","εὐθὺς","O"
"382","δʼ","O"
"383","ἀπήμων","O"
"384","κραδία","O"
"385","κᾶδος","O"
"386","ἀμφʼ","O"
"387","ἀλλότριον","O"
"388",".","O"
"389","ἔστα","O"
"390","δὲ","O"
"391","θάμβει","O"
"392","δυσφόρῳ","O"
"393","τερπνῷ","O"
"394","τε","O"
"395","μιχθείς","O"
"396",".","O"
"397","εἶδε","O"
"398","γὰρ","O"
"399","ἐκνόμιον","O"
"400","λῆμά","O"
"401","τε","O"
"402","καὶ","O"
"403","δύναμιν","O"
"404","υἱοῦ","O"
"405","παλίγγλωσσον","O"
"406","δέ","O"
"407","οἱ","O"
"408","ἀθάνατοι","O"
"409","ἀγγέλων","O"
"410","ῥῆσιν","O"
"411","θέσαν","O"
"412",".","O"
"413","γείτονα","O"
"414","δʼ","O"
"415","ἐκκάλεσεν","O"
"416","Διὸς","GOD"
"417","ὑψίστου","O"
"418","προφάταν","O"
"419","ἔξοχον","O"
"420",",","O"
"421","ὀρθόμαντιν","O"
"422","Τειρεσίαν","PERSON"
"423","·","O"
"424","ὁ","O"
"425","δέ","O"
"426","οἱ","O"
"427","φράζε","O"
"428","καὶ","O"
"429","παντὶ","O"
"430","στρατῷ","O"
"431",",","O"
"432","ποίαις","O"
"433","ὁμιλήσει","O"
"434","τύχαις","O"
"435",",","O"
"436","ὅσσους","O"
"437","μὲν","O"
"438","ἐν","O"
"439","χέρσῳ","O"
"440","κτανών","O"
"441",",","O"
"442","ὅσσους","O"
"443","δὲ","O"
"444","πόντῳ","O"
"445","θῆρας","O"
"446","ἀϊδροδίκας","GOD"
"447","·","O"
"448","καί","O"
"449","τινα","O"
"450","σὺν","O"
"451","πλαγίῳ","O"
"452","ἀνδρῶν","O"
"453","κόρῳ","O"
"454","στείχοντα","O"
"455","τὸν","O"
"456","ἐχθρότατον","O"
"457","φᾶσέ","O"
"458","νιν","O"
"459","δώσειν","O"
"460","μόρῳ","O"
"461",".","O"
"462","καὶ","O"
"463","γὰρ","O"
"464","ὅταν","O"
"465","θεοὶ","O"
"466","ἐν","O"
"467","πεδίῳ","O"
"468","Φλέγρας","O"
"469","Γιγάντεσσιν","O"
"470","μάχαν","O"
"471","ἀντιάζωσιν","O"
"472",",","O"
"473","βελέων","O"
"474","ὑπὸ","O"
"475","ῥιπαῖσι","O"
"476","κείνου","O"
"477","φαιδίμαν","O"
"478","γαίᾳ","O"
"479","πεφύρσεσθαι","O"
"480","κόμαν","O"
"481","ἔνεπεν","O"
"482","·","O"
"483","αὐτὸν","O"
"484","μὰν","O"
"485","ἐν","O"
"486","εἰράνᾳ","O"
"487","καμάτων","O"
"488","μεγάλων","O"
"489","ἐν","O"
"490","σχερῷ","O"
"491","ἁσυχίαν","O"
"492","τὸν","O"
"493","ἅπαντα","O"
"494","χρόνον","O"
"495","ποινὰν","O"
"496","λαχόντʼ","O"
"497","ἐξαίρετον","O"
"498","ὀλβίοις","O"
"499","ἐν","O"
"500","δώμασι","O"
"501",",","O"
"502","δεξάμενον","O"
"503","θαλερὰν","O"
"504","Ἥβαν","O"
"505","ἄκοιτιν","O"
"506","καὶ","O"
"507","γάμον","O"
"508","δαίσαντα","O"
"509",",","O"
"510","πὰρ","O"
"511","Δὶ","O"
"512","Κρονίδᾳ","GOD"
"513","σεμνὸν","O"
"514","αἰνήσειν","O"
"515","νόμον","O"
"516",".","O"
"517","ΤΙΜΟΔΗΜῼ","PERSON"
"518","ΑΧΑΡΝΕΙ","NORP"
"519","ΠΑΓΚΡΑΤΙΑΣΤΗι","O"
"520","ὅθεν","O"
"521","περ","O"
"522","καὶ","O"
"523","Ὁμηρίδαι","O"
"524","ῥαπτῶν","O"
"525","ἐπέων","O"
"526","τὰ","O"
"527","πόλλʼ","O"
"528","ἀοιδοὶ","O"
"529","ἄρχονται","O"
"530",",","O"
"531","Διὸς","GOD"
"532","ἐκ","O"
"533","προοιμίου","O"
"534","·","O"
"535","καὶ","O"
"536","ὅδʼ","O"
"537","ἀνὴρ","O"
"538","καταβολὰν","O"
"539","ἱερῶν","O"
"540","ἀγώνων","O"
"541","νικαφορίας","O"
"542","δέδεκται","O"
"543","πρῶτον","O"
"544","Νεμεαίου","NORP"
"545","ἐν","O"
"546","πολυυμνήτῳ","O"
"547","Διὸς","GOD"
"548","ἄλσει","O"
"549",".","O"
"550","ὀφείλει","O"
"551","δʼ","O"
"552","ἔτι","O"
"553",",","O"
"554","πατρίαν","O"
"555","εἴπερ","O"
"556","καθʼ","O"
"557","ὁδόν","O"
"558","νιν","O"
"559","εὐθυπομπὸς","O"
"560","αἰὼν","O"
"561","ταῖς","O"
"562","μεγάλαις","O"
"563","δέδωκε","O"
"564","κόσμον","O"
"565","Ἀθάναις","O"
"566",",","O"
"567","θαμὰ","O"
"568","μὲν","O"
"569","Ἰσθμιάδων","O"
"570","δρέπεσθαι","O"
"571","κάλλιστον","O"
"572","ἄωτον","O"
"573",",","O"
"574","ἐν","O"
"575","Πυθίοισί","NORP"
"576","τε","O"
"577","νικᾶν","O"
"578","Τιμονόου","PERSON"
"579","παῖδʼ","O"
"580","·","O"
"581","ἔστι","O"
"582","δʼ","O"
"583","ἐοικὸς","O"
"584","ὀρειᾶν","O"
"585","γε","O"
