"ID","TOKEN","LEMMA"
"1","τοῦ","ὁ"
"2","Ἡροδότου","Ἡρόδοτος"
"3","πολλοὺς","πολύς"
"4","μέν","μέν"
"5",",",","
"6","ὦ","ὦ"
"7","Ἀλέξανδρε","Ἀλέξανδρος"
"8",",",","
"9","καὶ","καί"
"10","ἡ","ὁ"
"11","λέξις","λέξις"
"12","ὡς","ὡς"
"13","ἀφελὴς","ἀφελής"
"14","καὶ","καί"
"15","δίχα","δίχα"
"16","πόνου","πόνος"
"17","καὶ","καί"
"18","ῥᾳδίως","ῥᾴδιος"
"19","ἐπιτρέχουσα","ἐπιτρέχω"
"20","τοῖς","ὁ"
"21","πράγμασιν","πρᾶγμα"
"22","ἐξηπάτηκε","ἐξηπάτηκε"
"23","·","·"
"24","πλείονες","πολύς"
"25","δὲ","δέ"
"26","τοῦτο","οὗτος"
"27","πρὸς","πρός"
"28","τὸ","ὁ"
"29","ἦθος","ἦθος"
"30","αὐτοῦ","αὐτός"
"31","πεπόνθασιν","πάσχω"
"32",".","."
"33","οὐ","οὐ"
"34","γὰρ","γάρ"
"35","μόνον","μόνος"
"36",",",","
"37","ὥς","ὡς"
"38","φησιν","φημί"
"39","ὁ","ὁ"
"40","Πλάτων","Πλάτων"
"41",",",","
"42","τῆς","ὁ"
"43","ἐσχάτης","ἔσχατος"
"44","ἀδικίας","ἀδικία"
"45","μὴ","μή"
"46","ὄντα","εἰμί"
"47","δοκεῖν","δοκέω"
"48","εἶναι","εἰμί"
"49","δίκαιον","δίκαιος"
"50","·","·"
"51","ἀλλὰ","ἀλλά"
"52","καὶ","καί"
"53","κακοηθείας","κακοήθεια"
"54","ἄκρας","ἄκρα"
"55","ἔργον","ἔργον"
"56","εὐκολίαν","εὐκολία"
"57","μιμούμενον","μιμέω"
"58","καὶ","καί"
"59","ἁπλότητα","ἁπλότης"
"60","δυσφώρατον","δυσφώρατος"
"61","εἶναι","εἰμί"
"62",".","."
"63","μάλιστα","μάλα"
"64","πρός","πρός"
"65","τε","τε"
"66","Βοιωτοὺς","Βοιωτός"
"67","καὶ","καί"
"68","Κορινθίους","Κορίνθιος"
"69","κέχρηται","χράω"
"70","μηδὲ","μηδέ"
"71","τῶν","ὁ"
"72","ἄλλων","ἄλλος"
"73","τινὸς","τίς"
"74","ἀπεσχημένος","ἀπεσχημένος"
"75",",",","
"76","οἶμαι","οἴομαι"
"77","προσήκειν","προσήκω"
"78","ἡμῖν","ἡμεῖς"
"79","ἀμυνομένοις","ἀμύνω"
"80","ὑπὲρ","ὑπέρ"
"81","τῶν","ὁ"
"82","προγόνων","πρόγονος"
"83","ἅμα","ἅμα"
"84","καὶ","καί"
"85","τῆς","ὁ"
"86","ἀληθείας","ἀλήθεια"
"87",",",","
"88","κατʼ","κατά"
"89","αὐτὸ","αὐτός"
"90","τοῦτο","οὗτος"
"91","τῆς","ὁ"
"92","γραφῆς","γραφή"
"93","τὸ","ὁ"
"94","μέρος","μέρος"
"95","ἐπεὶ","ἐπεί"
"96","τὰ","ὁ"
"97","γʼ","γε"
"98","ἄλλα","ἄλλος"
"99","ψεύσματα","ψεύσματος"
"100","καὶ","καί"
"101","πλάσματα","πλάσμα"
"102","βουλομένοις","βούλομαι"
"103","ἐπεξιέναι","ἐπέξειμι"
"104","πολλῶν","πολύς"
"105","ἂν","ἄν"
"106","βιβλίων","βιβλίον"
"107","δεήσειεν","δεῖ"
"108",".","."
"109","ἀλλὰ","ἀλλά"
"110","δεινὸν","δεινός"
"111","τὸ","ὁ"
"112","τᾶς","ὁ"
"113","Πειθοῦς","πειθώ"
"114","πρόσωπον","πρόσωπον"
"115","ὥς","ὡς"
"116","φησιν","φημί"
"117","ὁ","ὁ"
"118","Σοφοκλῆς","Σοφοκλέης"
"119",",",","
"120","μάλιστα","μάλα"
"121","δʼ","δέ"
"122","ὅταν","ὅταν"
"123","ἐν","ἐν"
"124","λόγῳ","λόγος"
"125","χάριν","χάρις"
"126","ἔχοντι","ἔχω"
"127","καὶ","καί"
"128","δύναμιν","δύναμις"
"129","τοσαύτην","τοσοῦτος"
"130","ἐγγένηται","ἐγγίγνομαι"
"131","τὰς","ὁ"
"132","τʼ","τε"
"133","ἄλλας","ἄλλος"
"134","ἀτοπίας","ἀτοπία"
"135","καὶ","καί"
"136","τὸ","ὁ"
"137","ἦθος","ἦθος"
"138","ἀποκρύπτειν","ἀποκρύπτω"
"139","τοῦ","ὁ"
"140","συγγραφέως","συγγραφεύς"
"141",".","."
"142","ὁ","ὁ"
"143","μὲν","μέν"
"144","γὰρ","γάρ"
"145","Φίλιππος","Φίλιππος"
"146","ἔλεγε","λέγω"
"147","πρὸς","πρός"
"148","τοὺς","ὁ"
"149","ἀφισταμένους","ἀφίστημι"
"150","Ἕλληνας","Ἕλλην"
"151","αὐτοῦ","αὐτός"
"152","καὶ","καί"
"153","τῷ","ὁ"
"154","Τίτῳ","Τίτος"
"155","προστιθεμένους","προστίθημι"
"156",",",","
"157","ὅτι","ὅτι"
"158","λειότερον","λειότερον"
"159","μὲν","μέν"
"160","μακρότερον","μακρός"
"161","δὲ","δέ"
"162","κλοιὸν","κλοιός"
"163","μεταλαμβάνουσιν","μεταλαμβάνουσις"
"164","·","·"
"165","ἡ","ὁ"
"166","δʼ","δέ"
"167","Ἡροδότου","Ἡρόδοτος"
"168","κακοήθεια","κακοήθεια"
"169","λειοτέρα","λειός"
"170","μέν","μέν"
"171","ἐστιν","εἰμί"
"172","ἀμέλει","ἀμελέω"
"173","καὶ","καί"
"174","μαλακωτέρα","μαλακός"
"175","τῆς","ὁ"
"176","Θεοπόμπου","Θεόπομπος"
"177",",",","
"178","καθάπτεται","καθάπτω"
"179","δὲ","δέ"
"180","καὶ","καί"
"181","λυπεῖ","λυπέω"
"182","μᾶλλον","μᾶλλον"
"183",",",","
"184","ὥσπερ","ὥσπερ"
"185","οἱ","ὁ"
"186","κρύφα","κρύφα"
"187","διὰ","διά"
"188","στενοῦ","στενός"
"189","παραπνέοντες","παραπνέω"
"190","ἄνεμοι","ἄνεμος"
"191","τῶν","ὁ"
"192","διακεχυμένων","διακεχυμένος"
"193",".","."
"194","δοκεῖ","δοκέω"
"195","δέ","δέ"
"196","μοι","ἐγώ"
"197","βέλτιον","βελτίων"
"198","εἶναι","εἰμί"
"199","τύπῳ","τύπος"
"200","τινὶ","τίς"
"201","λαβόντας","λαμβάνω"
"202","ὅσα","ὅσος"
"203","κοινῇ","κοινός"
"204","μὴ","μή"
"205","καθαρᾶς","καθαρός"
"206","μηδʼ","μηδέ"
"207","εὐμενοῦς","εὐμενής"
"208","ἐστιν","εἰμί"
"209","ἀλλὰ","ἀλλά"
"210","κακοήθους","κακοήθοι"
"211","οἷον","οἷος"
"212","ἴχνη","ἴχνος"
"213","καὶ","καί"
"214","γνωρίσματα","γνώρισμα"
"215","διηγήσεως","διήγησις"
"216",",",","
"217","εἰς","εἰς"
