"ID","TOKEN","NER"
"1","ὕστερον","O"
"2","δέ","O"
"3","φησιν","O"
"4","αὐτὴν","O"
"5","ὑπὸ","O"
"6","Ἑβραίων","NORP"
"7","κατασχεθῆναι","O"
"8",",","O"
"9","δυναστεύοντος","O"
"10","Ἐμμώρ","PERSON"
"11","·","O"
"12","τὸν","O"
"13","γὰρ","O"
"14","Ἐμμὼρ","PERSON"
"15","υἱὸν","O"
"16","γεννῆσαι","O"
"17","Συχέμ","PERSON"
"18",".","O"
"19","φησὶ","O"
"20","δέ","O"
"21","·","O"
"22","Ἐνθένδε","O"
"23",",","O"
"24","ξένε","O"
"25",",","O"
"26","ποιμενόφι","O"
"27","πτόλιν","O"
"28","ἤλυθ᾽","O"
"29","Ἰακὼβ","PERSON"
"30","εὐρεῖαν","O"
"31","Σικίμων","LOC"
"32","·","O"
"33","ἐπὶ","O"
"34","δ᾽","O"
"35","ἀνδράσι","O"
"36","τοῖσιν","O"
"37","ἔτῃσιν","O"
"38","ἀρχὸς","O"
"39","Ἐμὼρ","O"
"40","σὺν","O"
"41","παιδὶ","O"
"42","Συχέμ","O"
"43",",","O"
"44","μάλ᾽","O"
"45","ἀτειρέε","O"
"46","φῶτε","O"
"47",".","O"
