"ID","TOKEN","LEMMA"
"1",".","."
"2","Δύσκολος","Δύσκολος"
"3","ὤλισθεν","ὀλισθάνω"
"4",".","."
"5","ὁ","ὁ"
"6","παῖς","παῖς"
"7","παρὼν","πάρειμι"
"8","ἐγέλασε","γελάω"
"9",".","."
"10","καὶ","καί"
"11","ἀποκηρύττει","ἀποκηρύσσω"
"12","αὐτόν","αὐτός"
"13",".","."
"14","ἐπειτή","ἐπειτή"
"15","ποτε","ποτε"
"16","ῥᾷον","ῥᾴδιος"
"17","ἴσχον","ἴσχω"
"18","ἀπὸ","ἀπό"
"19","τοῦ","ὁ"
"20","πτώμα","πτώμα"
"21","τος","τος"
"22",",",","
"23","ὧς","ὡς"
"24","μήποτε","μήποτε"
"25","ὤφελον","ὀφείλω"
"26",",",","
"27","ὀδυνᾶσθαι","ὀδυνᾶσθαι"
"28","γὰρ","γάρ"
"29","ἄμεινον","ἀγαθός"
"30","ἦν","εἰμί"
"31","ἢ","ἤ"
"32","τοσούτοις","τοσοῦτος"
"33","ἀνθρώποις","ἄνθρωπος"
"34","προσελθόντα","προσέρχομαι"
"35","λαλεῖν","λαλέω"
"36",",",","
"37","ἥκω","ἥκω"
"38","τὸ","ὁ"
"39","πολύγελων","πολύγελος"
"40","τουτὶ","οὗτος"
"41","μειράκιον","μειράκιον"
"42","καὶ","καί"
"43","κλαῦσαί","κλαύω"
"44","ποτε","ποτε"
"45","κατα","κατά"
"46","ναγκάσων","ναγκάσω"
"47",".","."
"48","ἐξελῶ","ἐξελαύνω"
"49","γὰρ","γάρ"
"50","αὐτὸ","αὐτός"
"51","τῆς","ὁ"
"52","οἰκίας","οἰκία"
"53","ὑπὸ","ὑπό"
"54","μάρτυσιν","μάρτυς"
"55","ὑμῖν","ὑμεῖς"
"56",",",","
"57","ἐπειδὴ","ἐπειδή"
"58","τοῦτο","οὗτος"
"59","ἔδοξε","δοκέω"
"60","τῷ","ὁ"
"61","χρηστῷ","χρηστός"
"62","νομοθέτῃ","νομοθετέω"
"63","μὴ","μή"
"64","ἐμὲ","ἐγώ"
"65","κύριον","κύριος"
"66","εἶναι","εἰμί"
"67","τῆς","ὁ"
"68","οἰκίας","οἰκία"
"69","ἐξῶσαι","ἐξωθέω"
"70","τὸν","ὁ"
"71","ἐμοὶ","ἐγώ"
"72","διαφέροντα","διαφέρω"
"73",",",","
"74","ἀλλὰ","ἀλλά"
"75","συμψήφους","σύμψηφος"
"76","λαβεῖν","λαμβάνω"
"77","τοὺς","ὁ"
"78","μήτε","μήτε"
"79","τοῖς","ὁ"
"80","ἐμοῖς","ἐμός"
"81","μήτε","μήτε"
"82","ἐμοί","ἐγώ"
"83","τι","τίς"
"84","προσήκοντας","προσήκω"
"85",".","."
"86","τί","τίς"
"87","γὰρ","γάρ"
"88","ὑμᾶς","ὑμεῖς"
"89","ἴδει","ἴδω"
"90","μαθεῖν","μανθάνω"
"91",",",","
"92","Η","Η"
"93",".","."
"94","Β","ΑΒΓ"
"95",".","."
"96","Μ","Μ"
"97",".","."
"98","πρῶτον","πρῶτος"
"99","μὲν","μέν"
"100","εἰ","εἰ"
"101","παῖδα","παῖς"
"102","ἐγέννησα","γεννάω"
"103","τὴν","ὁ"
"104","ἀρχήν","ἀρχή"
"105",",",","
"106","εἶθ","εἶθ"
"107","ὅτι","ὅτι"
"108","καταγέλαστος","καταγέλαστος"
"109","αὐτῷ","αὐτός"
"110","νομισθεὶς","νομίζω"
"111","οὐ","οὐ"
"112","βούλομαί","βούλομαι"
"113","τι","τίς"
"114","τῶν","ὁ"
"115","ἐμῶν","ἐμός"
"116","καταλιπεῖν","καταλείπω"
"117",";",";"
"118","εἰ","εἰ"
"119","μὲν","μέν"
"120","οὖν","οὖν"
"121","ἠπιστάμην","ἐπίσταμαι"
"122","ὧς","ὡς"
"123","πλείονά","πλείων"
"124","με","ἐγώ"
"125","ὧν","ὅς"
"126","βούλομαι","βούλομαι"
"127","λαλεῖν","λαλέω"
"128","ἀναγκάσετε","ἀναγκάσω"
"129","καὶ","καί"
"130","οὐ","οὐ"
"131","τοῦτο","οὗτος"
"132","μό","μό"
"133","νον","νον"
"134","εἰπὼν","λέγω"
"135","τὸ","ὁ"
"136","οὐ","οὐ"
"137","βούλομαι","βούλομαι"
"138","τοῦτον","οὗτος"
"139","εἶναι","εἰμί"
"140","τῶν","ὁ"
"141","ἐμῶν","ἐμός"
"142","κληρονόμον","κληρονόμος"
"143","εὐθὺς","εὐθύς"
"144","ὑμῶν","ὑμεῖς"
"145","ἀπαλλάξομαι","ἀπαλλάξω"
"146",",",","
"147","καὶ","καί"
"148","εἰ","εἰ"
"149","διερράγη","διαρρήγνυμι"
"150","γελῶν","γελάω"
"151","οὗτος","οὗτος"
"152",",",","
"153","οὐκ","οὐ"
"154","ἄν","ἄν"
"155","ποτε","ποτε"
"156","δεῦρο","δεῦρο"
"157","εἰσελη","εἰσελη"
"158","λύθειν","λύθω"
"159","·","·"
"160","νῦν","νῦν"
"161","δὲ","δέ"
"162","ἐντὸς","ἐντός"
"163","ἤδη","ἤδη"
"164","μοι","ἐγώ"
"165","τοῦ","ὁ"
"166","βουλευτηρίου","βουλευτήριον"
"167","γε","γε"
"168","γενημένῳ","γενημένῳ"
"169","κακοδαίμων","κακοδαίμων"
"170","τις","τίς"
"171","πρύτανις","πρύτανις"
"172","προσελθών","προσέρχομαι"
"173",",",","
"174","ἀλλὰ","ἀλλά"
"175","καὶ","καί"
"176","τὰς","ὁ"
"177","αἰτίας","αἰτία"
"178","ἀνάγκη","ἀνάγκη"
"179",",",","
"180","φησί","φημί"
"181",",",","
"182","καταλέγειν","καταλέγω"
"183","καὶ","καί"
"184","ὧς","ὡς"
"185","εὔλογοι","εὔλογος"
"186","δεικνύναι","δείκνυμι"
"187","καὶ","καί"
"188","πιθανὸν","πιθανός"
"189","εἶναι","εἰμί"
"190","τοῖς","ὁ"
"191","βου","βω"
"192","λευταῖς","λευτός"
"193","κἂν","ἐάν"
"194","οὕτω","οὕτως"
"195","τύχῃ","τύχη"
"196",",",","
"197","τοῖς","ὁ"
"198","πολυλάλοις","πολυλάλω"
"199","τουτοισὶ","οὗτος"
"200","ῥήτορσιν","ῥήτωρ"
"201","ἀντιλέγοντα","ἀντιλέγω"
"202","διαρρήγνυσθαι","διαρρήγνυμαι"
"203",",",","
"204","ὥστ","ὥστ"
"205","ἔλαθον","λανθάνω"
"206","ὁ","ὁ"
"207","μάταιος","μάταιος"
"208","ἑνὸς","εἷς"
"209","ἀπαλλαγῆναι","ἀπαλλάσσω"
"210","βουλόμενος","βούλομαι"
"211","μυρίοις","μυρίος"
"212","θηρίοις","θηρίον"
"213","ἐμαυτὸν","ἐμαυτοῦ"
"214","ἐμβαλών","ἐμβάλλω"
"215",".","."
"216","ἀλλ","ἀλλ"
"217","ἔνα","νάω"
"218","θᾶττον","ταχύς"
"219","ἀπαλλαγείην","ἀπαλλάσσω"
"220","ὑμῶν","ὑμεῖς"
"221",",",","
"222","ἐρῶ","λέγω"
"223","τὰ","ὁ"
"224","δοκοῦντα","δοκέω"
"225","διὰ","διά"
"226","βραχέων","βράχος"
"227",",",","
"228","ἄν","ἄν"
"229","τε","τε"
"230","οἶς","ὄις"
"231","λέγω","λέγω"
"232","προσέ","προσέ"
"233","χειν","χω"
"234","ἐθέλητε","ἐθέλω"
"235","ἄν","ἄν"
"236","τε","τε"
"237",",",","
"238","ὡς","ὡς"
"239","ἔθος","ἔθος"
"240","ὑμῖν","ὑμεῖς"
"241",",",","
"242","ἀλλαχῆ","ἀλλαχῆ"
"243","κεχηνέναι","χάσκω"
"244",".","."
"245","Ἐκ","ἐκ"
"246","τῆς","ὁ"
"247","ἐσχατιᾶς","ἐσχατιά"
"248","πρῴην","πρώην"
"249","εἰς","εἰς"
"250","τὸ","ὁ"
"251","ἄστυ","ἄστυ"
"252","κατῄειν","κατῄω"
"253","οὐ","οὐ"
"254","ποθῶν","ποθέω"
"255","τι","τίς"
"256","τῶν","ὁ"
"257","τῇδε","ὅδε"
"258","θεάσασθαι","θεάομαι"
"259",",",","
"260","μὴ","μή"
"261","γὰρ","γάρ"
"262","οὕτω","οὕτως"
"263","διαφθα","διαφθα"
"264","ρείην","ρείην"
"265","ὧς","ὡς"
"266","σπουδαῖόν","σπουδαῖος"
"267","τι","τίς"
"268","νομίσαι","νομίζω"
"269","τῶν","ὁ"
"270","παρ","παρ"
"271","ὑμῖν","ὑμεῖς"
"272",",",","
"273","ἀλλὰ","ἀλλά"
"274","πεπληγυῖαν","πεπληγυῖα"
"275","ἐν","ἐν"
"276","ταῖς","ὁ"
"277","πέτραις","πέτρα"
"278","τὴν","ὁ"
"279","δίκελλαν","δίκελλη"
"280","ἰασόμενος","ἰασόμενος"
"281",".","."
"282","ὁ","ὁ"
"283","γάρ","γάρ"
"284","τοι","σύ"
"285","κακῶς","κακῶς"
"286","ἀπολούμενος","ἀπολούω"
"287","χαλκοτύπος","χαλκοτύπος"
"288","μίαν","εἷς"
"289","ἡμέραν","ἡμέρα"
"290","ὡρισμένον","ὁρίζω"
"291","αὐτῷ","αὐτός"
"292","φοιτᾶν","φοιτάω"
"293","εἰς","εἰς"
"294","ἀγρὸν","ἀγρός"
"295","καὶ","καί"
"296","ταύτης","οὗτος"
"297","μισθὸν","μισθός"
"298","οὐκ","οὐ"
"299","ὀλίγον","ὀλίγος"
"300","ἐκλέγων","ἐκλέγω"
"301","τῆτες","τῆτες"
"302","οὐκ","οὐ"
"303","ἐλθὼν","ἔρχομαι"
"304","ἐμὲ","ἐγώ"
"305","δεῦρο","δεῦρο"
"306","κατ","κατ"
"307","ἐλθεῖν","ἔρχομαι"
"308","ἐβιάσατο","βιάζω"
"309",".","."
"310","ἀηδῶς","ἀηδής"
"311","μὲν","μέν"
"312","γὰρ","γάρ"
"313","ἑώρων","ὁράω"
"314","αὐτὸν","αὐτός"
"315","κἀκεῖ","ἐκεῖ"
"316","καὶ","καί"
"317","πολλάκις","πολλάκις"
"318","ἔχων","ἔχω"
"319","ὅ","ὅς"
"320","τι","τίς"
"321","χαλκευσαίμην","χαλκευσαίμη"
"322",",",","
"323","ἔνα","νάω"
"324","μὴ","μή"
"325","θεῴμην","θεάομαι"
"326",",",","
"327","ἀπέφησα","ἀπόφημι"
"328",",",","
"329","τοῦ","ὁ"
"330","δὲ","δέ"
"331","μετὰ","μετά"
"332","πολλῶν","πολύς"
"333","ἐνθάδε","ἐνθάδε"
"334","τὸ","ὁ"
"335","μόνον","μόνος"
"336","ἐκεῖ","ἐκεῖ"
"337","βλέπειν","βλέπω"
"338","ἦν","εἰμί"
"339","αἱρετώτερον","αἱρετός"
"340",".","."
"341","ἐβάδιζον","βαδίζω"
"342","οὖν","οὖν"
"343","ἀνιώμενος","ἀνιάω"
"344","παρ","παρ"
"345","αὐτὸν","αὐτός"
"346","καὶ","καί"
"347","πολλὰ","πολύς"
"348","τῷ","ὁ"
"349","μιαρῷ","μιαρός"
"350","κατ","κατ"
"351","ἀρώμενος","ἀρόω"
"352",".","."
"353","οὑτοσὶ","οὗτος"
"354","δὲ","δέ"
"355","αὐτόκλητος","αὐτόκλητος"
"356","εἴπετο","εἴπω"
"357",",",","
"358","οὐ","οὐ"
"359","γὰρ","γάρ"
"360","ἐκέλευσα","κελεύω"
"361",",",","
"362","μὰ","μά"
"363","τοὺς","ὁ"
"364","θεούς","θεός"
"365","·","·"
"366","τί","τίς"
"367","γὰρ","γάρ"
"368","βουλόμενος","βούλομαι"
"369","ἂν","ἄν"
"370","καὶ","καί"
"371","ἐκέλευσα","κελεύω"
"372",";",";"
"373","οὐ","οὐ"
"374","γὰρ","γάρ"
"375","ἵνα","ἵνα"
"376","συνοδοιπορῇ","συνοδοιπορέω"
"377","μοι","ἐγώ"
"378",".","."
"379","καὶ","καί"
"380","γὰρ","γάρ"
"381","πρὸς","πρός"
"382","τὴν","ὁ"
"383","σκιὰν","σκιά"
"384","τὴν","ὁ"
"385","ἐμαυτοῦ","ἐμαυτοῦ"
"386","πολλάκις","πολλάκις"
"387","ἄχθομαι","ἄχθομαι"
"388","πανταχῆ","πανταχῆ"
"389","μοι","ἐγώ"
"390","συνεπομένην","συνεπομένη"
"391","καὶ","καί"
"392","δι","δι"
"393","αὐτὴν","αὐτός"
"394","πρὸς","πρός"
"395","τὸν","ὁ"
"396","ἥλιον","ἥλιος"
"397","καὶ","καί"
"398","τὴν","ὁ"
"399","σελήνην","σελήνη"
"400",",",","
"401","ὅτι","ὅτι"
"402","ποιοῦσιν","ποιέω"
"403","αὐτήν","αὐτός"
"404",".","."
"405","ἀλλ","ἀλλ"
"406","οὐκ","οὐ"
"407","οἶδ","οἶδ"
"408","ὅπως","ὅπως"
"409","με","ἐγώ"
"410",",",","
"411","ἡνίκα","ἡνίκα"
"412","ἐξῄειν","ἔξειμι"
"413",",",","
"414","λαθὼν","λανθάνω"
"415","κατὰ","κατά"
"416","μέσην","μέσος"
"417","τὴν","ὁ"
"418","ὁδὸν","ὁδός"
"419","ἀνεφάνη","ἀναφαίνω"
"420",",",","
"421","πρὸς","πρός"
"422","ὅ","ὅς"
"423","καὶ","καί"
"424","πρῶτον","πρῶτος"
"425","εὐθὺς","εὐθύς"
"426","ἠγανάκτησα","ἀγανακτέω"
"427","καὶ","καί"
