"ID","TOKEN","NER"
"1","ἡ","O"
"2","γὰρ","O"
"3","χρηστότης","O"
"4","καὶ","O"
"5","ἡ","O"
"6","φιλανθρωπία","O"
"7","τοῦ","O"
"8","θεοῦ","O"
"9","καὶ","O"
"10","τὸ","O"
"11","ἄμετρον","O"
"12","τοῦ","O"
"13","πλούτου","O"
"14","αὐτοῦ","O"
"15","τὸν","O"
"16","μετανοοῦντα","O"
"17","ἀπὸ","O"
"18","τῶν","O"
"19","ἁμαρτημάτων","O"
"20",",","O"
"21","ὡς","O"
"22","δι᾽","O"
"23","Ἰεζεκιὴλ","PERSON"
"24","μηνύει","O"
"25",",","O"
"26","ὡς","O"
"27","δίκαιον","O"
"28","καὶ","O"
"29","ἀναμάρτητον","O"
"30","ἔχει","O"
"31","·","O"
"32","καὶ","O"
"33","τὸν","O"
"34","ἀπὸ","O"
"35","εὐσεβείας","O"
"36","ἢ","O"
"37","δικαιοπραξίας","O"
"38","μετατιθέμενον","O"
"39","ἐπὶ","O"
"40","ἀδικίαν","O"
"41","καὶ","O"
"42","ἀθεότητα","O"
"43","ὡς","O"
"44","ἁμαρτωλὸν","O"
"45","καὶ","O"
"46","ἄδικον","O"
"47","καὶ","O"
"48","ἀσεβῆ","O"
"49","ἐπίσταται","O"
"50",".","O"
"51","διὸ","O"
"52","καὶ","O"
"53","ὁ","O"
"54","ἡμέτερος","O"
"55","κύριος","O"
"56","Ἰησοῦς","LOC"
"57","Χριστὸς","LOC"
"58","εἶπεν","O"
"59","·","O"
"60","Ἐν","O"
"61","οἷς","O"
"62","ἂν","O"
"63","ὑμᾶς","O"
"64","καταλάβω","O"
"65",",","O"
"66","ἐν","O"
"67","τούτοις","O"
"68","καὶ","O"
"69","κρινῶ","O"
"70",".","O"
