"ID","TOKEN","UPOS"
"1","ΝΑΟΥΜ","PROPN"
"2","ΑΗΜΜ","PROPN"
"3","Νινευή","PROPN"
"4",",","PUNCT"
"5","βιβλίον","NOUN"
"6","ὁράσεως","NOUN"
"7","Ναοὺμ","PROPN"
"8","τοῦ","DET"
"9","Ἐλκεσαίου","PROPN"
"10",".","PUNCT"
"11","Θεὸς","NOUN"
"12","ζηλωτὴς","NOUN"
"13","καὶ","CCONJ"
"14","ἐκδικῶν","VERB"
"15","Κύριος","NOUN"
"16","μετὰ","ADP"
"17","θυμοῦ","NOUN"
"18",",","PUNCT"
"19","ἐκδικῶν","VERB"
"20","Κύριος","NOUN"
"21","τοὺς","DET"
"22","ὑπεναντίους","ADJ"
"23","αὐτοῦ","PRON"
"24",",","PUNCT"
"25","καὶ","CCONJ"
"26","ἐξαίρων","VERB"
"27","αὐτὸς","ADJ"
"28","τοὺς","DET"
"29","ἐχθροὺς","ADJ"
"30","αὐτοῦ","PRON"
"31",".","PUNCT"
"32","Κύριος","NOUN"
"33","μακρόθυμος","ADJ"
"34",".","PUNCT"
"35","καὶ","CCONJ"
"36","μεγάλη","ADJ"
"37","ἡ","DET"
"38","ἰσχὺς","NOUN"
"39","αὐτοῦ","PRON"
"40",",","PUNCT"
"41","καὶ","CCONJ"
"42","ἀθῷον","ADJ"
"43","οὐκ","ADV"
"44","ἀθῳώσει","VERB"
"45","Κύριος","NOUN"
"46","·","PUNCT"
"47","ἐν","ADP"
"48","συντελείᾳ","NOUN"
"49","καὶ","CCONJ"
"50","ἐν","ADP"
"51","συνσεισμῷ","NOUN"
"52","ἡ","DET"
"53","ὁδὸς","NOUN"
"54","αὐτοῦ","PRON"
"55",",","PUNCT"
"56","καὶ","CCONJ"
"57","νεφέλαι","NOUN"
"58","κονιορτὸς","NOUN"
"59","ποδῶν","NOUN"
"60","αὐτοῦ","PRON"
"61","·","PUNCT"
"62","ἀπειλῶν","VERB"
"63","θαλάσσῃ","NOUN"
"64","καὶ","CCONJ"
"65","ξηραίνων","VERB"
"66","αὐτήν","PRON"
"67",",","PUNCT"
"68","καὶ","CCONJ"
"69","πάντας","DET"
"70","τοὺς","DET"
"71","ποταμοὺς","NOUN"
"72","ἐξερημῶν","ADJ"
"73",".","PUNCT"
"74","ὀλιγώθη","VERB"
"75","ἡ","DET"
"76","Βασανῖτις","NOUN"
"77","καὶ","CCONJ"
"78","ὁ","DET"
"79","Κάρμηλος","NOUN"
"80",",","PUNCT"
"81","καὶ","CCONJ"
"82","τὰ","DET"
"83","ἐξανθοῦντα","VERB"
"84","τοῦ","DET"
"85","Λιβάνου","NOUN"
"86","ἐξέλιπεν","VERB"
"87","·","PUNCT"
"88","τὰ","DET"
"89","ὄρη","NOUN"
"90","ἐσείσθησαν","VERB"
"91","ἀπʼ","ADP"
"92","αὐτοῦ","PRON"
"93",",","PUNCT"
"94","καὶ","CCONJ"
"95","οἱ","DET"
"96","βουνοὶ","NOUN"
"97","ἐσαλεύθησαν","VERB"
"98","·","PUNCT"
"99","καὶ","CCONJ"
"100","ἀνεστάλη","VERB"
"101","ἡ","DET"
"102","γῆ","NOUN"
"103","ἀπὸ","ADP"
"104","προσώπου","NOUN"
"105","αὐτοῦ","PRON"
"106","ἡ","DET"
"107","σύμπασα","ADJ"
"108",",","PUNCT"
"109","καὶ","CCONJ"
"110","πάντες","DET"
"111","οἱ","DET"
"112","κατοικοῦντες","VERB"
"113","ἐν","ADP"
"114","αὐτῇ","PRON"
"115",".","PUNCT"
"116","ἀπὸ","ADP"
