"ID","TOKEN","NER"
"1","Ἐγένετο","O"
"2","ἡνίκα","O"
"3","ἤγγισαν","O"
"4","αἱ","O"
"5","ἡμέραι","O"
"6","τοῦ","O"
"7","θανάτου","O"
"8","τοῦ","O"
"9","Ἁβραάμ","PERSON"
"10",",","O"
"11","εἶπεν","O"
"12","κύριος","O"
"13","πρὸς","O"
"14","Μιχαήλ","PERSON"
"15","·","O"
"16","Ἀνάστηθι","O"
"17","καὶ","O"
"18","πορεύθητι","O"
"19","πρὸς","O"
"20","Ἁβραὰμ","PERSON"
"21","τὸν","O"
"22","δοῦλόν","O"
"23","μου","O"
"24",",","O"
"25","καὶ","O"
"26","εἰπὲ","O"
"27","αὐτῷ","O"
"28","ὅπως","O"
"29","ἐξελεύσῃ","O"
"30","τοῦ","O"
"31","βίου","O"
"32",",","O"
"33","ὅτι","O"
"34","ἰδοὺ","O"
"35","ἐπληρώθησαν","O"
"36","αἱ","O"
"37","ἡμέραι","O"
"38","τῆς","O"
"39","προσκαίρου","O"
"40","ζωῆς","O"
"41","σου","O"
"42","·","O"
"43","ὅπως","O"
"44","διοικήσῃ","O"
"45","τὰ","O"
"46","τοῦ","O"
"47","οἴκου","O"
"48","αὐτοῦ","O"
"49","πρὶν","O"
"50","ἀποθανεῖν","O"
"51",".","O"
"52","Καὶ","O"
"53","ἐπορεύθη","O"
"54","Μιχαὴλ","PERSON"
"55","καὶ","O"
"56","ἦλθεν","O"
"57","πρὸς","O"
"58","Ἁβραὰμ","PERSON"
"59",",","O"
"60","καὶ","O"
"61","εὗρεν","O"
"62","αὐτὸν","O"
"63","καθιζόμενον","O"
"64","ἔμπροσθεν","O"
"65","τῶν","O"
"66","βοῶν","O"
"67","αὐτοῦ","O"
"68","εἰς","O"
"69","ἀροτριασμόν","O"
"70","·","O"
"71","ὑπῆρχεν","O"
"72","δὲ","O"
"73","γηραλέος","O"
"74","πάνυ","O"
"75","τῇ","O"
"76","ἰδέᾳ","O"
"77","·","O"
"78","εἶχεν","O"
"79","δὲ","O"
"80","ἐνηγκαλισμένον","O"
"81","τὸν","O"
"82","υἱὸν","O"
"83","αὐτοῦ","O"
"84",".","O"
"85","ἰδὼν","O"
"86","οὖν","O"
"87","Ἁβραὰμ","PERSON"
"88","τὸν","O"
"89","ἀρχάγγελον","O"
"90","Μιχαήλ","PERSON"
"91",",","O"
"92","ἀναστὰς","O"
"93","ἐκ","O"
"94","τῆς","O"
"95","γῆς","O"
"96","ἠσπάσατο","O"
"97","αὐτόν","O"
"98",",","O"
"99","μὴ","O"
"100","εἰδὼς","O"
"101","τίς","O"
"102","ἐστιν","O"
"103",",","O"
"104","καὶ","O"
"105","εἶπεν","O"
"106","πρὸς","O"
"107","αὐτόν","O"
"108","·","O"
"109","Σῶσόν","O"
"110","σε","O"
"111","ὁ","O"
"112","θεός","O"
"113","·","O"
"114","ἄναστα","O"
"115","καλῶς","O"
"116","πορευόμενος","O"
"117","τὴν","O"
"118","ὁδόν","O"
"119","σου","O"
"120",".","O"
"121","καὶ","O"
"122","ἀπεκρίθη","O"
"123","αὐτῷ","O"
"124","Μιχαήλ","PERSON"
"125","·","O"
"126","Φιλάνθρωπος","O"
"127","εἶ","O"
"128","σύ","O"
"129",",","O"
"130","καλὲ","O"
"131","πάτερ","O"
"132",".","O"
"133","καὶ","O"
"134","ἀπεκρίθη","O"
"135","Ἁβραὰμ","PERSON"
"136","καὶ","O"
"137","εἶπεν","O"
"138","αὐτῷ","O"
"139","·","O"
"140","Ἐλθέ","O"
"141",",","O"
"142","ἔγγισόν","O"
"143","μοι","O"
"144",",","O"
"145","ἀδελφὲ","O"
"146",",","O"
"147","καὶ","O"
"148","ὀλίγην","O"
"149","ὥραν","O"
"150","ἵνα","O"
"151","προστάξω","O"
"152","ἐνεχθῆναι","O"
"153","ζῶον","O"
"154",",","O"
"155","ἵνα","O"
"156","ἀπέλθωμεν","O"
"157","ἐν","O"
"158","τῷ","O"
"159","οἴκῳ","O"
"160","μου","O"
"161","καὶ","O"
"162","ἀναπαύῃς","O"
"163","μετ᾽","O"
"164","ἐμοῦ","O"
"165",",","O"
"166","ὅτι","O"
"167","πρὸς","O"
"168","ἑσπέρᾳ","O"
"169","ἐστὶν","O"
"170",",","O"
"171","καὶ","O"
"172","τῷ","O"
"173","πρωῒ","O"
"174","ἀναστὰς","O"
"175","πορεύου","O"
"176","ὅπου","O"
"177","ἂν","O"
"178","βούλῃ","O"
"179",",","O"
"180","μήπως","O"
"181","συναντήσῃ","O"
"182","σοι","O"
"183","θηρίον","O"
"184","πονηρὸν","O"
"185","καὶ","O"
"186","καταικίσῃ","O"
"187","σε","O"
"188",".","O"
"189","ἠρώτησεν","O"
"190","δὲ","O"
"191","Μιχαὴλ","PERSON"
"192","τὸν","O"
"193","Ἁβραὰμ","PERSON"
"194","λέγων","O"
"195","·","O"
"196","Εἰπέ","O"
"197","μοι","O"
"198","τὸ","O"
"199","ὄνομά","O"
"200","σου","O"
"201",",","O"
"202","πρὶν","O"
"203","εἰσελθεῖν","O"
"204","ἐν","O"
"205","τῷ","O"
"206","οἴκῳ","O"
"207","σου","O"
"208",",","O"
"209","μὴ","O"
"210","ἐπιβαρὴς","O"
"211","γένωμαί","O"
"212","σοι","O"
"213",".","O"
"214","καὶ","O"
"215","ἀπεκρίθη","O"
"216","Ἁβραὰμ","PERSON"
"217","καὶ","O"
"218","εἶπεν","O"
"219","·","O"
"220","Οἱ","O"
"221","γονεῖς","O"
"222","μου","O"
"223","ὠνόμασάν","O"
"224","με","O"
"225","Ἁβράμ","PERSON"
"226",",","O"
"227","καὶ","O"
"228","ὁ","O"
"229","κύριος","O"
"230","ἐπωνόμασέν","O"
"231","Ἁβραάμ","PERSON"
"232",",","O"
"233","λέγων","O"
"234","·","O"
"235","Ἀνάστηθι","O"
"236","καὶ","O"
"237","πορεύου","O"
"238","ἐκ","O"
"239","τοῦ","O"
"240","οἴκου","O"
"241","σου","O"
"242","καὶ","O"
"243","ἐκ","O"
"244","τῆς","O"
"245","συγγενείας","O"
"246","σου","O"
"247",",","O"
"248","καὶ","O"
"249","δεῦρο","O"
"250","εἰς","O"
"251","γῆν","O"
"252","ἣν","O"
"253","ἄν","O"
"254","σοι","O"
"255","δείξω","O"
"256","·","O"
"257","καὶ","O"
"258","ἀπελθόντος","O"
"259","μου","O"
"260","εἰς","O"
"261","τὴν","O"
"262","γῆν","O"
"263","ἣν","O"
"264","ὑπέδειξέ","O"
"265","μοι","O"
"266","ὁ","O"
"267","κύριος","O"
"268",",","O"
"269","εἴρηκέν","O"
"270","μοι","O"
"271","·","O"
"272","Οὐκέτι","O"
"273","κληθήσεται","O"
"274","τὸ","O"
"275","ὄνομά","O"
"276","σου","O"
"277","Ἁβράμ","PERSON"
"278",",","O"
"279","ἀλλ᾽","O"
"280","ἔσται","O"
"281","τὸ","O"
"282","ὄνομά","O"
"283","σου","O"
"284","Ἁβραάμ","PERSON"
"285",".","O"
"286","ἀπεκρίθη","O"
"287","Μιχαὴλ","PERSON"
"288","καὶ","O"
"289","εἶπεν","O"
"290","αὐτῷ","O"
"291","·","O"
"292","Συγχώρησόν","O"
"293","μοι","O"
"294",",","O"
"295","πάτερ","O"
"296","μου","O"
"297",",","O"
"298","ἄνθρωπε","O"
"299","τοῦ","O"
"300","θεοῦ","O"
"301","μεμελετημένε","O"
"302",",","O"
"303","ὅτι","O"
"304","ξένος","O"
"305","εἰμί","O"
"306",",","O"
"307","καὶ","O"
"308","ἤκουσα","O"
"309","περί","O"
"310","σου","O"
"311","ὅτε","O"
"312","ἀπῆλθες","O"
"313","σταδίους","O"
"314","τεσσαράκοντα","O"
"315","καὶ","O"
"316","ἤνεγκας","O"
"317","μόσχον","O"
"318",",","O"
"319","καὶ","O"
"320","ἔθυσας","O"
"321","αὐτόν","O"
"322",",","O"
"323","ξενιζόμενος","O"
"324","ἀγγέλους","O"
"325","ἐν","O"
"326","τῷ","O"
"327","οἴκῳ","O"
"328","σου","O"
"329",",","O"
"330","ἵνα","O"
"331","ἀναπαυθῶσιν","O"
"332",".","O"
"333","ταῦτα","O"
"334","ἀμφότεροι","O"
"335","λαλήσαντες","O"
"336",",","O"
"337","ἀναστάντες","O"
"338","ἐν","O"
"339","τῷ","O"
"340","οἴκῳ","O"
"341","ἐπορεύοντο","O"
"342",".","O"
"343","ἐκάλεσεν","O"
"344","δὲ","O"
"345","Ἁβραὰμ","PERSON"
"346","ἕνα","O"
"347","τῶν","O"
"348","παίδων","O"
"349","αὐτοῦ","O"
"350","καὶ","O"
"351","εἶπεν","O"
"352","αὐτῷ","O"
"353","·","O"
"354","Πορεύθητι","O"
"355",",","O"
"356","ἄγαγέ","O"
"357","μοι","O"
"358","κτῆνος","O"
"359","ὅπως","O"
"360","καθίσῃ","O"
"361","ἐπ᾽","O"
"362","αὐτὸν","O"
"363","ὁ","O"
"364","ξένος","O"
"365",",","O"
"366","ὅτι","O"
"367","ἐκοπιάθη","O"
"368","ἐκ","O"
"369","τῆς","O"
"370","ὁδοιπορίας","O"
"371",".","O"
"372","καὶ","O"
"373","εἶπεν","O"
"374","Μιχαήλ","PERSON"
"375","·","O"
"376","Μὴ","O"
"377","σκύλλε","O"
"378","τὸ","O"
"379","παιδάριον","O"
"380",",","O"
"381","ἀλλὰ","O"
"382","ἀπέλθωμεν","O"
"383","μετεωριζόμενοι","O"
"384","ἕως","O"
"385","οὗ","O"
"386","φθάσωμεν","O"
"387","ἐν","O"
"388","τῷ","O"
"389","οἴκῳ","O"
"390","σου","O"
"391",",","O"
"392","διότι","O"
"393","ἠγάπησά","O"
"394","σου","O"
"395","τὴν","O"
"396","ὁμιλίαν","O"
"397",".","O"
"398","Καὶ","O"
"399","ἀναστάντες","O"
"400","ἐπορεύοντο","O"
"401","·","O"
"402","καὶ","O"
"403","ὡς","O"
"404","ἤγγισαν","O"
"405","τῇ","O"
"406","πόλει","O"
"407",",","O"
"408","ὡς","O"
"409","ἀπὸ","O"
"410","σταδίων","O"
"411","τριῶν","O"
"412",",","O"
"413","εὗρον","O"
"414","δένδρον","O"
"415","μέγα","O"
"416","ἔχον","O"
"417","κλάδους","O"
"418","τριακοσίους","O"
"419",",","O"
"420","ὅμοιον","O"
"421","ἐρηκινοῦ","O"
"422","·","O"
"423","καὶ","O"
"424","ἤκουον","O"
"425","φωνὴν","O"
"426","ἐκ","O"
"427","τῶν","O"
"428","κλάδων","O"
"429","αὐτοῦ","O"
"430","ᾀδομένην","O"
"431","·","O"
"432","Ἅγιος","O"
"433","ὅτι","O"
"434","τὴν","O"
"435","πρόφασιν","O"
"436","ἤνεγκας","O"
"437","περὶ","O"
"438","ὧν","O"
"439","ἀπεστάλης","O"
"440","·","O"
"441","καὶ","O"
"442","ἤκουσεν","O"
"443","Ἁβραὰμ","PERSON"
"444","τῆς","O"
"445","φωνῆς","O"
"446",",","O"
"447","καὶ","O"
"448","ἔκρυψεν","O"
"449","τὸ","O"
"450","μυστήριον","O"
"451","ἐν","O"
"452","τῇ","O"
"453","καρδίᾳ","O"
"454","αὐτοῦ","O"
"455",",","O"
"456","λέγων","O"
"457","ἐν","O"
"458","ἑαυτῷ","O"
"459","·","O"
"460","Ἄρα","O"
"461","τί","O"
"462","ἐστιν","O"
"463","τὸ","O"
"464","μυστήριον","O"
"465","ὅπερ","O"
"466","ἀκήκοα","O"
"467",";","O"
"468","ὡς","O"
"469","δὲ","O"
"470","ἦλθεν","O"
"471","ἐν","O"
"472","τῷ","O"
"473","οἴκῳ","O"
"474",",","O"
"475","λέγει","O"
"476","Ἁβραὰμ","PERSON"
"477","τοῖς","O"
"478","παισὶν","O"
"479","αὐτοῦ","O"
"480","·","O"
"481","Ἀναστάντες","O"
"482","ἐξέλθατε","O"
"483","εἰς","O"
"484","τὰ","O"
"485","πρόβατα","O"
"486",",","O"
"487","καὶ","O"
"488","ἐνέγκατε","O"
"489","τρία","O"
"490","θρέμματα","O"
"491","καὶ","O"
"492","σφάξατε","O"
"493","ταχέως","O"
"494","καὶ","O"
"495","ὑπηρετήσατε","O"
"496","ἵνα","O"
"497","φάγωμεν","O"
"498","καὶ","O"
"499","πίωμεν","O"
"500","·","O"
"501","ὅτι","O"
"502","εὐφρασία","O"
"503","ἐστὶν","O"
"504","ὡς","O"
"505","ἡ","O"
"506","ἡμέρα","O"
"507","αὕτη","O"
"508",".","O"
"509","καὶ","O"
"510","ἤνεγκαν","O"
"511","οἱ","O"
"512","παῖδες","O"
"513","τὰ","O"
"514","θρέμματα","O"
"515",",","O"
"516","καὶ","O"
"517","ἐκάλεσεν","O"
"518","Ἁβραὰμ","PERSON"
"519","τὸν","O"
"520","υἱὸν","O"
"521","αὐτοῦ","O"
"522","τὸν","O"
"523","Ἰσαὰκ","PERSON"
"524","καὶ","O"
"525","εἶπεν","O"
"526","αὐτῷ","O"
"527","·","O"
"528","Τέκνον","O"
"529","Ἰσαὰκ","PERSON"
"530",",","O"
"531","ἀνάστηθι","O"
"532","καὶ","O"
"533","βάλε","O"
"534","ὕδωρ","O"
"535","ἐπὶ","O"
"536","τῆς","O"
"537","λεκάνης","O"
"538",",","O"
"539","ἵνα","O"
"540","νίψωμεν","O"
"541","τοὺς","O"
"542","πόδας","O"
"543","τοῦ","O"
"544","ξένου","O"
"545","τούτου","O"
"546",".","O"
"547","καὶ","O"
"548","ἤνεγκεν","O"
"549","ὡς","O"
"550","προσετάχθη","O"
"551","·","O"
"552","καὶ","O"
"553","εἶπεν","O"
"554","Ἁβραάμ","PERSON"
"555","·","O"
"556","Κατανόησιν","O"
"557","ἔχω","O"
"558","ὅπερ","O"
"559","καὶ","O"
"560","γενήσεται","O"
"561",",","O"
"562","ὅτι","O"
"563","ἐν","O"
"564","τῷ","O"
"565","τρυβλίῳ","O"
"566","τούτῳ","O"
"567","οὐ","O"
"568","μὴ","O"
"569","νίψω","O"
"570","ἔτι","O"
"571","τοὺς","O"
"572","πόδας","O"
"573","ἀνθρώπου","O"
"574","ξενιζομένου","O"
"575","πρὸς","O"
"576","ἡμᾶς","O"
"577",".","O"
"578","ἀκούσας","O"
"579","δὲ","O"
"580","Ἰσαὰκ","PERSON"
"581","τοῦ","O"
"582","πατρὸς","O"
"583","αὐτοῦ","O"
"584","λαλοῦντος","O"
"585","ταῦτα","O"
"586",",","O"
"587","ἐδάκρυσεν","O"
"588",",","O"
"589","καὶ","O"
"590","λέγει","O"
"591","πρὸς","O"
"592","αὐτὸν","O"
"593","·","O"
"594","Πάτερ","O"
"595","μου","O"
"596",",","O"
"597","τί","O"
"598","ἐστιν","O"
"599","τοῦτο","O"
"600","ὅτι","O"
"601","εἶπας","O"
"602","Ἔσχατόν","O"
"603","μου","O"
"604","ἐστὶν","O"
"605","νίψαι","O"
"606","πόδας","O"
"607","ἀνθρώπου","O"
"608","ξένου","O"
"609",";","O"
"610","καὶ","O"
"611","ἰδὼν","O"
"612","Ἁβραὰμ","PERSON"
"613","τὸν","O"
"614","υἱὸν","O"
"615","αὐτοῦ","O"
"616","κλαίοντα","O"
"617",",","O"
"618","ἔκλαυσεν","O"
"619","καὶ","O"
"620","αὐτὸς","O"
"621","σφόδρα","O"
"622","·","O"
"623","καὶ","O"
"624","Μιχαὴλ","PERSON"
"625","ἰδὼν","O"
"626","αὐτοὺς","O"
"627","κλαίοντας","O"
"628",",","O"
"629","ἔκλαυσεν","O"
"630","καὶ","O"
"631","αὐτός","O"
"632","·","O"
"633","καὶ","O"
"634","ἔπεσαν","O"
"635","τὰ","O"
"636","δάκρυα","O"
"637","Μιχαὴλ","PERSON"
"638","ἐπὶ","O"
"639","τῆς","O"
"640","λεκάνης","O"
"641",",","O"
"642","καὶ","O"
"643","ἐγένετο","O"
"644","λίθος","O"
"645","πολύτιμος","O"
"646",".","O"
"647","Ὡς","O"
"648","δὲ","O"
"649","ἤκουσεν","O"
"650","ἡ","O"
"651","Σάρρα","O"
"652","τοῦ","O"
"653","κλαυθμοῦ","O"
"654","αὐτῶν","O"
"655","ἔσω","O"
"656","οὖσα","O"
"657","ἐν","O"
"658","τῇ","O"
"659","οἰκίᾳ","O"
"660","αὐτῆς","O"
"661",",","O"
"662","ἐξελθοῦσα","O"
"663","εἶπεν","O"
"664","τῷ","O"
"665","Ἁβραάμ","PERSON"
"666","·","O"
"667","Κύριε","O"
"668",",","O"
"669","τί","O"
"670","ἐστιν","O"
"671","ὅτι","O"
"672","οὕτως","O"
"673","κλαίετε","O"
"674",";","O"
"675","καὶ","O"
"676","ἀπεκρίθη","O"
"677","Ἁβραὰμ","PERSON"
"678","καὶ","O"
"679","εἶπεν","O"
"680","αὐτῇ","O"
"681","·","O"
"682","Οὐδὲν","O"
"683","κακόν","O"
"684","ἐστιν","O"
"685","·","O"
"686","εἴσελθε","O"
"687","ἐν","O"
"688","τῇ","O"
"689","οἰκίᾳ","O"
"690","σου","O"
"691",",","O"
"692","καὶ","O"
"693","ἐργάζου","O"
"694","τὰ","O"
"695","ἴδιά","O"
"696","σου","O"
"697",",","O"
"698","μὴ","O"
"699","ἐπιβαρεῖς","O"
"700","γενώμεθα","O"
"701","τῷ","O"
"702","ἀνθρώπῳ","O"
"703",".","O"
"704","καὶ","O"
"705","ἀνεχώρησεν","O"
"706","ἡ","O"
"707","Σάρρα","O"
"708",",","O"
"709","ὅτι","O"
"710","ἔμελλεν","O"
"711","ἑτοιμάζειν","O"
"712","τὸν","O"
"713","δεῖπνον","O"
"714",".","O"
"715","καὶ","O"
"716","ἤγγισεν","O"
"717","ὁ","O"
"718","ἥλιος","O"
"719","τοῦ","O"
"720","δῦναι","O"
"721","·","O"
"722","καὶ","O"
"723","ἐξῆλθεν","O"
"724","Μιχαὴλ","PERSON"
"725","ἔξω","O"
"726","τοῦ","O"
"727","οἴκου","O"
"728",",","O"
"729","καὶ","O"
"730","ἀνελήφθη","O"
"731","εἰς","O"
"732","τοὺς","O"
"733","οὐρανοὺς","O"
"734","προσκυνῆσαι","O"
"735","ἐνώπιον","O"
"736","τοῦ","O"
"737","θεοῦ","O"
"738","·","O"
"739","τοῦ","O"
"740","γὰρ","O"
"741","ἡλίου","O"
"742","δύνοντος","O"
"743","πάντες","O"
"744","προσκυνοῦσιν","O"
"745","ἄγγελοι","O"
"746","τὸν","O"
"747","θεόν","O"
"748","·","O"
"749","πρῶτος","O"
"750","δέ","O"
"751","ἐστιν","O"
"752","ὁ","O"
"753","αὐτὸς","O"
"754","Μιχαὴλ","PERSON"
"755","τῶν","O"
"756","ἀγγέλων","O"
"757",".","O"
"758","καὶ","O"
"759","προσεκύνησαν","O"
"760","πάντες","O"
"761","καὶ","O"
"762","ἀπῆλθον","O"
"763",",","O"
"764","ἕκαστος","O"
"765","εἰς","O"
"766","τὸν","O"
"767","τόπον","O"
"768","αὐτοῦ","O"
"769",".","O"
"770","ἀποκριθεὶς","O"
"771","δὲ","O"
