"ID","TOKEN","NER"
"1","Ζεύς","GOD"
"2","σὺ","O"
"3","μὲν","O"
"4","διατίθει","O"
"5","τὰ","O"
"6","βάθρα","O"
"7","καὶ","O"
"8","παρασκεύαζε","O"
"9","τὸν","O"
"10","τόπον","O"
"11","τοῖς","O"
"12","ἀφικνουμένοις","O"
"13",",","O"
"14","σὺ","O"
"15","δὲ","O"
"16","στῆσον","O"
"17","ἑξῆς","O"
"18","παραγαγὼν","O"
"19","τοὺς","O"
"20","βίους","O"
"21",",","O"
"22","ἀλλὰ","O"
"23","κοσμήσας","O"
"24","πρότερον","O"
"25",",","O"
"26","ὡς","O"
"27","εὐπρόσωποι","O"
"28","φανοῦνται","O"
"29","καὶ","O"
"30","ὅτι","O"
"31","πλείστους","O"
"32","ἐπάξονται","O"
"33","·","O"
"34","σὺ","O"
"35","δέ","O"
"36",",","O"
"37","ὦ","O"
"38","Ἑρμῆ","GOD"
"39",",","O"
"40","κήρυττε","O"
"41","καὶ","O"
"42","συγκάλει","O"
"43",".","O"
"44","Ἑρμῆς","GOD"
"45","ἀγαθῇ","O"
"46","τύχῃ","O"
"47","τοὺς","O"
"48","ὠνητὰς","O"
"49","ἤδη","O"
"50","παρεῖναι","O"
"51","πρὸς","O"
"52","τὸ","O"
"53","πωλητήριον","O"
"54",".","O"
"55","ἀποκηρύξομεν","O"
"56","δὲ","O"
"57","βίους","O"
"58","φιλοσόφους","O"
"59","παντὸς","O"
"60","εἴδους","O"
"61","καὶ","O"
"62","προαιρέσεων","O"
"63","ποικίλων","O"
"64",".","O"
"65","εἰ","O"
"66","δέ","O"
"67","τις","O"
"68","τὸ","O"
"69","παραυτίκα","O"
"70","μὴ","O"
"71","ἔχει","O"
"72","τἀργύριον","O"
"73","καταβαλέσθαι","O"
"74",",","O"
"75","εἰς","O"
"76","νέωτα","O"
"77","ἐκτίσει","O"
"78","καταστήσας","O"
"79","ἐγγυητήν","O"
"80",".","O"
"81","Ζεύς","GOD"
"82","πολλοὶ","O"
"83","συνίασιν","O"
"84","·","O"
"85","ὥστε","O"
"86","χρὴ","O"
"87","μὴ","O"
"88","διατρίβειν","O"
"89","μηδὲ","O"
"90","κατέχειν","O"
"91","αὐτούς","O"
"92",".","O"
"93","πωλῶμεν","O"
"94","οὖν","O"
"95",".","O"
"96","Ἑρμῆς","GOD"
"97","τίνα","O"
"98","πρῶτον","O"
"99","ἐθέλεις","O"
"100","παραγάγωμεν","O"
"101",";","O"
"102","Ζεύς","GOD"
"103","τουτονὶ","O"
"104","τὸν","O"
"105","κομήτην","O"
"106",",","O"
"107","τὸν","O"
"108","Ἰωνικόν","NORP"
"109",",","O"
"110","ἐπεὶ","O"
"111","καὶ","O"
"112","σεμνός","O"
"113","τις","O"
"114","εἶναι","O"
"115","φαίνεται","O"
"116",".","O"
"117","Ἑρμῆς","GOD"
"118","οὗτος","O"
"119","ὁ","O"
"120","Πυθαγορικὸς","NORP"
"121","κατάβηθι","O"
"122","καὶ","O"
"123","πάρεχε","O"
"124","σεαυτὸν","O"
"125","ἀναθεωρεῖσθαι","O"
"126","τοῖς","O"
"127","συνειλεγμένοις","O"
"128",".","O"
"129","κήρυττε","O"
"130","δή","O"
"131",".","O"
"132","Ἑρμῆς","GOD"
"133","τὸν","O"
"134","ἄριστον","O"
"135","βίον","O"
"136","πωλῶ","O"
"137",",","O"
"138","τὸν","O"
"139","σεμνότατον","O"
"140",".","O"
"141","τίς","O"
"142","ὠνήσεται","O"
"143",";","O"
"144","τίς","O"
"145","ὑπὲρ","O"
"146","ἄνθρωπον","O"
"147","εἶναι","O"
"148","βούλεται","O"
"149",";","O"
"150","τίς","O"
"151","εἰδέναι","O"
"152","τὴν","O"
"153","τοῦ","O"
"154","παντὸς","O"
"155","ἁρμονίαν","O"
"156","καὶ","O"
"157","ἀναβιῶναι","O"
"158","πάλιν","O"
"159",";","O"
"160","Ἀγοράστης","O"
"161","τὸ","O"
"162","μὲν","O"
"163","εἶδος","O"
"164","οὐκ","O"
"165","ἀγεννής","O"
"166",".","O"
"167","τί","O"
"168","δὲ","O"
"169","μάλιστα","O"
"170","οἶδεν","O"
"171",";","O"
"172","Ἑρμῆς","GOD"
