"ID","TOKEN","IS_PUNCT"
"1","κγʹ.","FALSE"
"2","ΑΡΤΑΠΑΝΟΥ","FALSE"
"3","ΠΕΡΙ","FALSE"
"4","ΤΟΥ","FALSE"
"5","ΙΩΣΗΦ•","FALSE"
"6","ΑΠΟ","FALSE"
"7","ΤΗΣ","FALSE"
"8","ΑΥΤΗΣ","FALSE"
"9","ΤΟΥ","FALSE"
"10","ΠΟΛΥΙΣΤΟΡΟΣ","FALSE"
"11","ΓΡΑΦΗΣ","FALSE"
"12","Ἀρτάπανος","FALSE"
"13","δέ","FALSE"
"14","φησιν","FALSE"
"15","ἐν","FALSE"
"16","τῷ","FALSE"
"17","Περὶ","FALSE"
"18","Ἰουδαίων","FALSE"
"19","τῷ","FALSE"
"20","Ἁβραὰμ","FALSE"
"21","Ἰωσὴφ","FALSE"
"22","ἀπόγονον","FALSE"
"23","γενέσθαι","FALSE"
"24",",","TRUE"
"25","υἱὸν","FALSE"
"26","δὲ","FALSE"
"27","Ἰακώβου","FALSE"
"28","·","TRUE"
"29","συνέσει","FALSE"
"30","δὲ","FALSE"
"31","καὶ","FALSE"
"32","φρονήσει","FALSE"
"33","παρὰ","FALSE"
"34","τοὺς","FALSE"
"35","ἄλλους","FALSE"
"36","διενεγκόντα","FALSE"
"37","ὑπὸ","FALSE"
"38","τῶν","FALSE"
"39","ἀδελφῶν","FALSE"
"40","ἐπιβουλευθῆναι","FALSE"
"41","·","TRUE"
"42","προϊδόμενον","FALSE"
"43","δὲ","FALSE"
"44","τὴν","FALSE"
"45","ἐπισύστασιν","FALSE"
"46","δεηθῆναι","FALSE"
"47","τῶν","FALSE"
"48","ἀστυγειτόνων","FALSE"
"49","Ἀράβων","FALSE"
"50","εἰς","FALSE"
"51","τὴν","FALSE"
"52","Αἴγυπτον","FALSE"
"53","αὐτὸν","FALSE"
"54","διακομίσαι","FALSE"
"55","·","TRUE"
"56","τοὺς","FALSE"
"57","δὲ","FALSE"
"58","τὸ","FALSE"
"59","ἐντυγχανόμενον","FALSE"
"60","ποιῆσαι","FALSE"
"61","·","TRUE"
"62","εἶναι","FALSE"
"63","γὰρ","FALSE"
"64","τοὺς","FALSE"
"65","τῶν","FALSE"
"66","Ἀράβων","FALSE"
"67","βασιλεῖς","FALSE"
"68","ἀπογόνους","FALSE"
"69","Ἰσραήλ","FALSE"
"70",",","TRUE"
"71","υἱοὺς","FALSE"
"72","τοῦ","FALSE"
"73","Ἁβραάμ","FALSE"
"74",",","TRUE"
"75","Ἰσαὰκ","FALSE"
"76","δὲ","FALSE"
"77","ἀδελφούς","FALSE"
"78",".","TRUE"
"79","ἐλθόντα","FALSE"
"80","δὲ","FALSE"
"81","αὐτὸν","FALSE"
"82","εἰς","FALSE"
"83","τὴν","FALSE"
"84","Αἴγυπτον","FALSE"
"85","καὶ","FALSE"
"86","συσταθέντα","FALSE"
"87","τῷ","FALSE"
"88","βασιλεῖ","FALSE"
"89","διοικητὴν","FALSE"
"90","τῆς","FALSE"
"91","ὅλης","FALSE"
"92","γενέσθαι","FALSE"
"93","χώρας","FALSE"
"94",".","TRUE"
"95","καὶ","FALSE"
"96","πρότερον","FALSE"
"97","ἀτάκτως","FALSE"
"98","τῶν","FALSE"
"99","Αἰγυπτίων","FALSE"
"100","γεωμορούντων","FALSE"
"101",",","TRUE"
"102","διὰ","FALSE"
"103","τὸ","FALSE"
"104","τὴν","FALSE"
"105","χώραν","FALSE"
"106","ἀδιαίρετον","FALSE"
"107","εἶναι","FALSE"
"108","καὶ","FALSE"
"109","τῶν","FALSE"
"110","ἐλασσόνων","FALSE"
"111","ὑπὸ","FALSE"
"112","τῶν","FALSE"
"113","κρεισσόνων","FALSE"
"114","ἀδικουμένων","FALSE"
"115",",","TRUE"
"116","τοῦτον","FALSE"
"117","πρῶτον","FALSE"
"118","τήν","FALSE"
"119","τε","FALSE"
"120","γῆν","FALSE"
"121","διελεῖν","FALSE"
"122","καὶ","FALSE"
"123","ὅροις","FALSE"
"124","διασημήνασθαι","FALSE"
"125","καὶ","FALSE"
"126","πολλὴν","FALSE"
"127","χερσευομένην","FALSE"
"128","γεωργήσιμον","FALSE"
"129","ἀποτελέσαι","FALSE"
"130","καί","FALSE"
"131","τινας","FALSE"
"132","τῶν","FALSE"
"133","ἀρουρῶν","FALSE"
"134","τοῖς","FALSE"
"135","ἱερεῦσιν","FALSE"
"136","ἀποκληρῶσαι","FALSE"
"137",".","TRUE"
"138","τοῦτον","FALSE"
"139","δὲ","FALSE"
"140","καὶ","FALSE"
"141","μέτρα","FALSE"
"142","εὑρεῖν","FALSE"
"143","καὶ","FALSE"
"144","μεγάλως","FALSE"
"145","αὐτὸν","FALSE"
"146","ὑπὸ","FALSE"
"147","τῶν","FALSE"
"148","Αἰγυπτίων","FALSE"
"149","διὰ","FALSE"
"150","ταῦτα","FALSE"
"151","ἀγαπηθῆναι","FALSE"
"152",".","TRUE"
"153","γῆμαι","FALSE"
"154","δ᾽","FALSE"
"155","αὐτὸν","FALSE"
"156","Ἡλιουπολίτου","FALSE"
"157","ἱερέως","FALSE"
"158","Ἀσενὲθ","FALSE"
"159","θυγατέρα","FALSE"
"160",",","TRUE"
"161","ἐξ","FALSE"
"162","ἧς","FALSE"
"163","γεννῆσαι","FALSE"
"164","παῖδας","FALSE"
"165",".","TRUE"
"166","μετὰ","FALSE"
"167","δὲ","FALSE"
"168","ταῦτα","FALSE"
"169","παραγενέσθαι","FALSE"
"170","πρὸς","FALSE"
"171","αὐτὸν","FALSE"
"172","τόν","FALSE"
"173","τε","FALSE"
"174","πατέρα","FALSE"
"175","καὶ","FALSE"
"176","τοὺς","FALSE"
"177","ἀδελφοὺς","FALSE"
"178","κομίζοντας","FALSE"
"179","πολλὴν","FALSE"
"180","ὕπαρξιν","FALSE"
"181","καὶ","FALSE"
