"ID","TOKEN","LEMMA"
"1","ΕΥΠΟΛΕΜΟΥ","ΕΥΠΟΛΕΜΟΥ"
"2","ΠΕΡΙ","περί"
"3","ΣΟΛΟΜΩΝΟΣ","ΣΟΛΟΜΩΝΟΣ"
"4","Ποιῆσαι","Ποιέω"
"5","δέ","δέ"
"6","φησιν","φημί"
"7","ὁ","ὁ"
"8","Εὐπόλεμος","Εὐπόλεμος"
"9","τὸν","ὁ"
"10","Σολομῶνα","Σολομών"
"11","καὶ","καί"
"12","ἀσπίδας","ἀσπίς"
"13","χρυσᾶς","χρύσεος"
"14","χιλίας","χίλιοι"
"15",",",","
"16","ὧν","ὅς"
"17","ἑκάστην","ἕκαστος"
"18","πεντακοσίων","πεντακόσιοι"
"19","εἶναι","εἰμί"
"20","χρυσῶν","χρύσεος"
"21",".","."
"22","βιῶσαι","βιόω"
"23","δὲ","δέ"
"24","αὐτὸν","αὐτός"
"25","ἔτη","ἔτος"
"26","πεντήκοντα","πεντήκοντα"
"27","δύο","δύο"
"28",",",","
"29","ὧν","ὅς"
"30","ἐν","ἐν"
"31","εἰρήνῃ","εἰρήνη"
"32","βασιλεῦσαι","βασιλεύω"
"33","ἔτη","ἔτος"
"34","μ","μ"
"35","́.","́."
