"ID","TOKEN","LEMMA"
"1","ΦΙΛΩΝΟΣ","ΦΙΛΩΝΟΣ"
"2","ΠΕΡΙ","περί"
"3","ΤΟΥ","ΤΟΥ"
"4","ΙΩΣΗΦ","ΙΩΣΗΦ"
"5","·","·"
"6","ΑΠΟ","ΑΠΟ"
"7","ΤΗΣ","ΤΗΣ"
"8","ΑΥΤΗΣ","ΑΥΤΗΣ"
"9","ΓΡΑΦΗΣ","ΓΡΑΦΗΣ"
"10","Μαρτυρεῖ","Μαρτυρέω"
"11","δὲ","δέ"
"12","ταῖς","ὁ"
"13","ἱεραῖς","ἱεραί"
"14","βίβλοις","βύβλος"
"15","καὶ","καί"
"16","Φίλων","Φίλος"
"17","ἐν","ἐν"
"18","τῇ","ὁ"
"19","ιδ᾽","ιδ᾽"
"20","τῶν","ὁ"
"21","Περὶ","περί"
"22","Ἱεροσόλυμα","Ἱεροσόλυμα"
"23",",",","
"24","λέγων","λέγω"
"25","οὕτως","οὕτως"
"26","·","·"
"27","Τοῖσιν","τοῖσις"
"28","ἕδος","ἕδος"
"29","μακαριστὸν","μακαριστός"
"30","ὅλης","ὅλος"
"31","μέγας","μέγας"
"32","ἔκτισεν","κτίζω"
"33","ἄκτωρ","ἄκτωρ"
"34","ὕψιστος","ὕψιστος"
"35","καὶ","καί"
"36","πρόσθεν","πρόσθεν"
"37","ἀφ᾽","ἀφ᾽"
"38","Ἁβραάμοιο","Ἀβραάμοιο"
"39","καὶ","καί"
"40","Ἰσὰκ","Ἰσὰκ"
"41","Ἰακὼβ","Ἰακώβ"
"42","εὐτέκνοιό","εὐτέκνοιόν"
"43","θ᾽","θ᾽"
"44","ὅθεν","ὅθεν"
"45","Ἰωσήφ","Ἰωσήφ"
"46",",",","
"47","ὃς","ὅς"
"48","ὀνείρων","ὄνειρος"
"49","θεσπιστὴς","θεσπιστής"
"50","σκηπτοῦχος","σκηπτοῦχος"
"51","ἐν","ἐν"
"52","Αἰγύπτοιο","Αἴγυπτος"
"53","θρόνοισι","θρόνος"
"54",",",","
"55","δινεύσας","δινεύω"
"56","λαθραῖα","λαθραῖος"
"57","χρόνου","χρόνος"
"58","πλημμυρίδι","πλημμυρίς"
"59","μοίρης","μοῖρα"
"60",",",","
"61","καὶ","καί"
"62","τὰ","ὁ"
"63","ἑξῆς","ἑξῆς"
"64",".","."
"65","ταῦτα","οὗτος"
"66","καὶ","καί"
"67","περὶ","περί"
"68","τοῦ","ὁ"
"69","Ἰωσήφ","Ἰωσήφ"
"70",".","."
