"ID","TOKEN","NER"
"1","αἴτιος","O"
"2",",","O"
"3","αἰτία","O"
"4",".","O"
"5","ἀλλάἄλλης","O"
"6","γαρ","O"
"7","γινεται","O"
"8",",","O"
"9","γινονται","O"
"10",",","O"
"11","γινομενος","O"
"12",",","O"
"13","γένηται","O"
"14",".","O"
"15","γίνεσθαι","O"
"16","δύναμις","O"
"17",".","O"
"18","εισιν","O"
"19","εἶναι","O"
"20","εστιν","O"
"21","κατά","O"
"22",",","O"
"23","κατ᾿","O"
"24",",","O"
"25","καθ᾿","O"
"26","λόγος","O"
"27",",","O"
"28","λόγῳ","O"
"29",".","O"
"30","μεν","O"
"31",",","O"
"32","μεν","O"
"33","μεθα","O"
"34","νης","O"
"35","νων","O"
"36","οὕτως","O"
"37","παρά","O"
"38","πρός","O"
"39","πρότερον","O"
"40","των","O"
"41","ὑπάρχων","O"
"42",",","O"
"43","ὑπάρχει","O"
"44",".","O"
"45","φησίν","O"
"46",",","O"
"47","φασίν","O"
"48",",","O"
"49","φαμέν","O"
"50","ψυχήν","O"
"51","Ἐμπειρικοί","O"
"52","Ἐριστράτειοι","O"
"53","νεώτεροι","O"
