"ID","TOKEN","UPOS"
"1","Ἰσθμικὸς","ADJ"
"2","εἰς","ADP"
"3","Ποσειδῶνα","PROPN"
"4","ἐπειδὴ","SCONJ"
"5","τῆς","DET"
"6","γε","ADV"
"7","Ὀλυμπικῆς","ADJ"
"8","πανηγύρεως","NOUN"
"9","ἀπελείφθην","VERB"
"10","τύχῃ","NOUN"
"11","τινι","DET"
"12","ἀδυνάτως","ADV"
"13","ἔχων","VERB"
"14","κατὰ","ADP"
"15","τὸ","DET"
"16","σῶμα","NOUN"
"17","συμμετασχεῖν","VERB"
"18","ὑμῖν","PRON"
"19","τῶν","DET"
"20","γιγνομένων","VERB"
"21",",","PUNCT"
"22","κινδύνου","NOUN"
"23","τε","CCONJ"
"24","εἰς","ADP"
"25","ἔσχατον","ADJ"
"26","ἐλθὼν","VERB"
"27","ἐκ","ADP"
"28","τοῦ","DET"
"29","τότε","ADV"
"30","μοι","PRON"
"31","συμπεσόντος","VERB"
"32","νοσήματος","NOUN"
"33",",","PUNCT"
"34","Διός","PROPN"
"35","γε","ADV"
"36","σωτῆρος","NOUN"
"37","τυχὼν","VERB"
"38","καὶ","CCONJ"
"39","Ποσειδῶνος","PROPN"
"40","ἀδελφοῦ","NOUN"
"41","Διὸς","PROPN"
"42","ἀσφαλίου","PROPN"
"43",",","PUNCT"
"44","καί","CCONJ"
"45","τινος","DET"
"46","οἷον","ADV"
"47","λιμένος","NOUN"
"48","τῆς","DET"
"49","τε","CCONJ"
"50","παρούσης","VERB"
"51","ταύτης","DET"
"52","ὑγιείας","NOUN"
"53","τε","CCONJ"
"54","καὶ","CCONJ"
"55","σωτηρίας","NOUN"
"56","λαβόμενος","VERB"
"57","καὶ","CCONJ"
"58","τῆς","DET"
"59","διατριβῆς","NOUN"
"60","τῆς","DET"
"61","μεθʼ","ADP"
"62","ὑμῶν","PRON"
"63",",","PUNCT"
"64","πρὸς","ADV"
"65","δὲ","ADV"
"66","καὶ","ADV"
"67","λόγου","NOUN"
"68","διαγγελθέντος","VERB"
"69","ἐπὶ","ADP"
"70","τούτῳ","ADJ"
"71","τοιούτου","DET"
"72","τινὸς","DET"
"73",",","PUNCT"
"74","ὡς","ADV"
"75","ἄρα","ADV"
"76","ἐπόθουν","VERB"
"77","τινὲς","ADJ"
"78","τὴν","DET"
"79","ἐμὴν","ADJ"
"80","παρουσίαν","NOUN"
"81",",","PUNCT"
"82","καὶ","CCONJ"
"83","τούτων","ADJ"
"84","οἱ","DET"
"85","ἐμφανέστατοι","ADJ"
"86",",","PUNCT"
"87","οὐ","ADV"
"88","διʼ","ADP"
"89","ἐμὲ","PRON"
"90","τοσοῦτον","ADJ"
"91",",","PUNCT"
"92","ὥς","ADV"
"93","γε","ADV"
"94","ἐγὼ","PRON"
"95","νομίζω","VERB"
