"ID","TOKEN","NER"
"1",".","O"
"2","Π","O"
"3","ΤΩΝ","O"
"4","ΠΡΟΣΤΑΣΙΩΝ","O"
"5",".","O"
"6","εἰ","O"
"7","μή","O"
"8","σε","O"
"9","ἑωράκειν","O"
"10","ἐν","O"
"11","πολλῷ","O"
"12","μὲν","O"
"13","χρόνῳ","O"
"14",",","O"
"15","μυρίοις","O"
"16","δὲ","O"
"17","πράγμασιν","O"
"18",",","O"
"19","ὦ","O"
"20","βασιλεῦ","O"
"21",",","O"
"22","χαίροντά","O"
"23","τε","O"
"24","τοῖς","O"
"25","τῶν","O"
"26","ἀρχομένων","O"
"27","ἀγαθοῖς","O"
"28","καὶ","O"
"29","βουλόμενον","O"
"30","μηδένα","O"
"31","παρὰ","O"
"32","μηδενὸς","O"
"33","ἀδικεῖσθαι","O"
"34",",","O"
"35","τάχα","O"
"36","ἂν","O"
"37","ἐμαυτῷ","O"
"38","παρῄνεσα","O"
"39","τὴν","O"
"40","ἡσυχίαν","O"
"41","ἄγειν","O"
"42","καὶ","O"
"43","τὸν","O"
"44","οὐχ","O"
"45","ἡδέως","O"
"46","ἀκουσόμενον","O"
"47","οὐκ","O"
"48","ἂν","O"
"49","ἐλύπουν","O"
"50","οὐδ","O"
"51","ἠνώχλουν","O"
"52","·","O"
"53","ἐλπίδας","O"
"54","δέ","O"
"55","μοι","O"
"56","τοῦ","O"
"57","σοῦ","O"
"58","παρέχοντος","O"
"59","τρόπου","O"
"60","καὶ","O"
"61","χαριεῖσθαί","O"
"62","μέ","O"
"63","σοι","O"
"64","τοῖς","O"
"65","ῥηθησο","O"
"66","μένοις","O"
"67","καὶ","O"
"68","πείσειν","O"
"69","καὶ","O"
"70","δόξαν","O"
"71","εὐνοίας","O"
"72","Ι","O"
"73","οἴσεσθαι","O"
"74","χαίρων","O"
"75","τε","O"
"76","καὶ","O"
"77","προθύμως","O"
"78","ἐπὶ","O"
"79","τὴν","O"
"80","συμβουλὴν","O"
"81","ἥκω","O"
"82","τὴν","O"
"83","σὴν","O"
"84","μᾶλλον","O"
"85","ἢ","O"
"86","ἐμὴν","O"
"87","δόξουσαν","O"
"88","εἶναι","O"
"89","τοῦ","O"
"90","τὴν","O"
"91","ἰσχὺν","O"
"92","τοῖς","O"
"93","εἰρημένοις","O"
"94","δεδωκότος","O"
"95","τῷ","O"
"96","προσθεῖναι","O"
"97","τὸ","O"
"98","ἔργον","O"
"99",",","O"
"100","οὗ","O"
"101","χωρὶς","O"
"102","μάταιος","O"
"103","ἂν","O"
"104","ἦν","O"
"105","ὁ","O"
"106","λόγος","O"
"107",".","O"
