"ID","TOKEN","NER"
"1","τεῖδ","O"
"2","ἔνεστι","O"
"3","πολλὰ","O"
"4","καὶ","O"
"5","παντοῖα","O"
"6",",","O"
"7","τοῖς","O"
"8","χρήσαιό","O"
"9","κα","O"
"10","πστὶ","O"
"11","φίλον","O"
"12",",","O"
"13","ποτ","O"
"14","ἐχθρόν","O"
"15",",","O"
"16","ἐν","O"
"17","δίκαι","O"
"18","λέγων","O"
"19",",","O"
"20","ἐν","O"
"21","ἁλίαι","O"
"22",",","O"
"23","ποτὶ","O"
"24","πονηρόν","O"
"25",",","O"
"26","ποτὶ","O"
"27","καλόν","O"
"28","τε","O"
"29","κἀγαθόν","O"
"30",",","O"
"31","ποτὶ","O"
"32","ξένον","O"
"33",",","O"
"34","πστὶ","O"
"35","δύσηριν","O"
"36",",","O"
"37","ποτὶ","O"
"38","πάροινον","O"
"39",",","O"
"40","ποτὶ","O"
"41","βάναυσον","O"
"42",",","O"
"43","εἴτε","O"
"44","τις","O"
"45","ἄλλ","O"
"46","ἔχει","O"
"47","κακόν","O"
"48","τι","O"
"49",".","O"
"50","καὶ","O"
"51","τούτοισι","O"
"52","κέντρα","O"
"53","τεῖδ","O"
"54","ἐνό","O"
"55",",","O"
"56","ἐν","O"
"57","δὲ","O"
"58","καὶ","O"
"59","γνῶμαι","O"
"60","σοφαὶ","O"
"61","τεῖδε","O"
"62",",","O"
"63","αἷσιν","O"
"64","εἰ","O"
"65","πίθοιτό","O"
"66","τις","O"
"67",",","O"
"68","δεξιώτερός","O"
"69","τέ","O"
"70","κ","O"
"71","εἴη","O"
"72","βελτίων","O"
"73","τ","O"
"74","ἐς","O"
"75","πάντ","O"
"76","ἀνήρ","O"
"77",".","O"
"78","κοὔ","O"
"79","τι","O"
"80","πολλὰ","O"
"81","δεῖ","O"
"82","λέγειν","O"
"83",",","O"
"84","ἀλλ","O"
"85","ἓμ","O"
"86","μόνον","O"
"87",",","O"
"88","τοῦτ","O"
"89","ὦν","O"
"90","ἔπος","O"
"91","ποτὸ","O"
"92","πρᾶγμα","O"
"93","ποτιφέροντα","O"
"94","τῶνδ","O"
"95","ἀεὶ","O"
"96","τὸ","O"
"97","συμφέρσν","O"
"98",".","O"
"99","αἰτίαν","O"
"100","γὰρ","O"
"101","ἦχον","O"
"102",",","O"
"103","ὡς","O"
"104","ἄλλως","O"
"105","μὲν","O"
"106","εἴην","O"
"107","δεξιός","O"
"108",",","O"
"109","μακρολόγος","O"
"110","δ","O"
"111","οὔ","O"
"112","κα","O"
"113","δυναίμαν","O"
"114","ἐμ","O"
"115","βραχεῖ","O"
"116","γνώμας","O"
"117","λέγειν","O"
"118",".","O"
"119","ταῦτα","O"
"120","δὴ","O"
"121","γῶν","O"
"122","εἰσακούσας","O"
"123","συντίθημι","O"
"124","τὰν","O"
"125","τέχναν","O"
"126","τάνδ","O"
"127","ὅπως","O"
"128","εἴπηι","O"
"129","τις","O"
"130",".","O"
"131","Ἐπῖχαρμος","PERSON"
"132","σοφός","O"
"133","τις","O"
"134","ἐγένετο","O"
"135",",","O"
"136","πόλλ","O"
"137","ὃς","O"
"138","εἶπ","O"
"139","ἀστεῖα","O"
"140","καὶ","O"
"141","παντοῖα","O"
"142","καθ","O"
"143","ἓν","O"
"144","ἔπος","O"
"145","λέγων","O"
"146",",","O"
"147","πεῖραν","O"
"148","αὐταυτοῦ","O"
"149","διδούς","O"
"150",",","O"
"151","ὡς","O"
"152","καὶ","O"
"153","βραχέα","O"
"154","λέγειν","O"
"155","ἔχει","O"
"156",".","O"
"157","—","O"
"158","πολλὰ","O"
"159","δὲ","O"
"160","καὶ","O"
"161","παρ","O"
"162","Ἐπιχάρμου","PERSON"
"163","τοῦ","O"
"164","κυμωιδιοποιοῦ","LOC"
"165","προσωφέληται","O"
"166","τὰ","O"
"167","πλεῖστα","O"
"168","μεταγράψας","O"
"169",",","O"
"170","καθά","O"
"171","φησιν","O"
"172","Ἄλκιμος","O"
"173","ἐν","O"
"174","Τοῖς","O"
"175","πρὸς","O"
"176","Ἀμύνταν","PERSON"
"177",",","O"
"178","ἃ","O"
"179","ἐστι","O"
"180","τέτταρα","O"
"181",",","O"
"182","ἔνθα","O"
"183","καὶ","O"
"184","ἐν","O"
"185","τῷι","O"
"186","πρώτωι","O"
"187","φησι","O"
"188","ταῦτα","O"
"189","·","O"
"190","῾φαίνεται","O"
"191","δὲ","O"
"192","καὶ","O"
"193","Πλάτων","PERSON"
"194","πολλᾶ","O"
"195","τῶν","O"
"196","Ἐπιχάρμσυ","PERSON"
"197","λέγων","O"
"198","·","O"
"199","σκεπτέσν","O"
"200","δὲ","O"
"201",".","O"
"202","ὁ","O"
"203","Πλάτων","PERSON"
"204","φησὶν","O"
"205","αἰσθητὸν","O"
"206","μὲν","O"
"207","εἶναι","O"
"208","τὸ","O"
"209","μηδέποτε","O"
"210","ἐν","O"
"211","τῷι","O"
"212","ποιῶι","O"
"213","μηδὲ","O"
"214","ποσῶι","O"
"215","διαμένον","O"
"216",",","O"
"217","ἀλλ","O"
"218","ἀεὶ","O"
"219","ῥέσν","O"
"220","καὶ","O"
"221","μεταβάλλον","O"
"222","·","O"
"223","ὡς","O"
"224","ἐξ","O"
"225","ὦν","O"
"226","ἔν","O"
"227","τις","O"
"228","ἀνέληι","O"
"229","τὸν","O"
"230","ἀριθμόν","O"
"231",",","O"
"232","τούτων","O"
"233","οὔτε","O"
"234","ἴσων","O"
"235","οὔτε","O"
"236","τινῶν","O"
"237","οὔτε","O"
"238","ποσῶν","O"
"239","οὔτε","O"
"240","ποιῶν","O"
"241","ὄντων","O"
