"ID","TOKEN","NER"
"1","Ἐπειδήπερ","O"
"2","πολλοὶ","O"
"3","ἐπεχείρησαν","O"
"4","ἀνατάξασθαι","O"
"5","διήγησιν","O"
"6","περὶ","O"
"7","τῶν","O"
"8","πεπληροφορημένων","O"
"9","ἐν","O"
"10","ἡμῖν","O"
"11","πραγμάτων","O"
"12",",","O"
"13","καθὼς","O"
"14","παρέδοσαν","O"
"15","ἡμῖν","O"
"16","οἱ","O"
"17","ἀπʼ","O"
"18","ἀρχῆς","O"
"19","αὐτόπται","O"
"20","καὶ","O"
"21","ὑπηρέται","O"
"22","γενόμενοι","O"
"23","τοῦ","O"
"24","λόγου","O"
"25",",","O"
"26","ἔδοξε","O"
"27","κἀμοὶ","O"
"28","παρηκολουθηκότι","O"
"29","ἄνωθεν","O"
"30","πᾶσιν","O"
"31","ἀκριβῶς","O"
"32","καθεξῆς","O"
"33","σοι","O"
"34","γράψαι","O"
"35",",","O"
"36","κράτιστε","O"
"37","Θεόφιλε","O"
"38",",","O"
"39","ἵνα","O"
"40","ἐπιγνῷς","O"
"41","περὶ","O"
"42","ὧν","O"
"43","κατηχήθης","O"
"44","λόγων","O"
"45","τὴν","O"
"46","ἀσφάλειαν","O"
"47",".","O"
"48","Ἐγένετο","O"
"49","ἐν","O"
"50","ταῖς","O"
"51","ἡμέραις","O"
"52","Ἡρῴδου","PERSON"
"53","βασιλέως","O"
"54","τῆς","O"
"55","Ἰουδαίας","LOC"
"56","ἱερεύς","O"
"57","τις","O"
"58","ὀνόματι","O"
"59","Ζαχαρίας","PERSON"
"60","ἐξ","O"
"61","ἐφημερίας","O"
"62","Ἀβιά","PERSON"
"63",",","O"
"64","καὶ","O"
"65","γυνὴ","O"
"66","αὐτῷ","O"
"67","ἐκ","O"
"68","τῶν","O"
"69","θυγατέρων","O"
"70","Ἀαρών","PERSON"
"71",",","O"
"72","καὶ","O"
"73","τὸ","O"
"74","ὄνομα","O"
"75","αὐτῆς","O"
"76","Ἐλισάβετ","PERSON"
"77",".","O"
"78","ἦσαν","O"
"79","δὲ","O"
"80","δίκαιοι","O"
"81","ἀμφότεροι","O"
"82","ἐναντίον","O"
"83","τοῦ","O"
"84","θεοῦ","O"
"85",",","O"
"86","πορευόμενοι","O"
"87","ἐν","O"
"88","πάσαις","O"
"89","ταῖς","O"
"90","ἐντολαῖς","O"
"91","καὶ","O"
"92","δικαιώμασιν","O"
"93","τοῦ","O"
"94","κυρίου","GOD"
"95","ἄμεμπτοι","O"
"96",".","O"
"97","καὶ","O"
"98","οὐκ","O"
"99","ἦν","O"
"100","αὐτοῖς","O"
"101","τέκνον","O"
"102",",","O"
"103","καθότι","O"
"104","ἦν","O"
"105","ἡ","O"
"106","Ἐλισάβετ","PERSON"
"107","στεῖρα","O"
"108",",","O"
"109","καὶ","O"
"110","ἀμφότεροι","O"
"111","προβεβηκότες","O"
"112","ἐν","O"
"113","ταῖς","O"
"114","ἡμέραις","O"
"115","αὐτῶν","O"
"116","ἦσαν","O"
"117",".","O"
