"ID","TOKEN","NER"
"1","διὰ","O"
"2","τί","O"
"3","τὴν","O"
"4","γαμουμένην","O"
"5","ἅπτεσθαι","O"
"6","πυρὸς","O"
"7","καὶ","O"
"8","ὕδατος","O"
"9","κελεύουσι","O"
"10","πότερον","O"
"11","τούτων","O"
"12","ὡς","O"
"13","ἐν","O"
"14","στοιχείοις","O"
"15","καὶ","O"
"16","ἀρχαῖς","O"
"17","τὸ","O"
"18","μὲν","O"
"19","ἄρρεν","O"
"20","ἐστὶ","O"
"21","τὸ","O"
"22","δὲ","O"
"23","θῆλυ","O"
"24",",","O"
"25","καὶ","O"
"26","τὸ","O"
"27","μὲν","O"
"28","ἀρχὰς","O"
"29","κινήσεως","O"
"30","ἐνίησι","O"
"31","τὸ","O"
"32","δʼ","O"
"33","ὑποκειμένου","O"
"34","καὶ","O"
"35","ὕλης","O"
"36","δύναμιν","O"
"37","·","O"
"38","διότι","O"
"39","τὸ","O"
"40","πῦρ","O"
"41","καθαίρει","O"
"42","καὶ","O"
"43","τὸ","O"
"44","ὕδωρ","O"
"45","ἁγνίζει","O"
"46",",","O"
"47","δεῖ","O"
"48","δὲ","O"
"49","καθαρὰν","O"
"50","καὶ","O"
"51","ἁγνὴν","O"
"52","διαμένειν","O"
"53","τὴν","O"
"54","γαμηθεῖσαν","O"
"55",";","O"
"56","ὅτι","O"
"57",",","O"
"58","καθάπερ","O"
"59","τὸ","O"
"60","πῦρ","O"
"61","χωρὶς","O"
"62","ὑγρότητος","O"
"63","ἄτροφόν","O"
"64","ἐστι","O"
"65","καὶ","O"
"66","ξηρὸν","O"
"67","τὸ","O"
"68","δὲ","O"
"69","ὕδωρ","O"
"70","ἄνευ","O"
"71","θερμότητος","O"
"72","ἄγονον","O"
"73","καὶ","O"
"74","ἀργόν","O"
"75",",","O"
"76","οὕτω","O"
"77","καὶ","O"
"78","τὸ","O"
"79","ἄρρεν","O"
"80","ἀδρανὲς","O"
"81","καὶ","O"
"82","τὸ","O"
"83","θῆλυ","O"
"84","χωρὶς","O"
"85","ἀλλήλων","O"
"86","ἡ","O"
"87","δὲ","O"
"88","σύνοδος","O"
"89","ἀμφοῖν","O"
"90","ἐπιτελεῖ","O"
"91","τοῖς","O"
"92","γήμασι","O"
"93","τὴν","O"
"94","συμβίωσιν","O"
"95",";","O"
"96","ἢ","O"
"97","οὐκ","O"
"98","ἀπολειπτέον","O"
"99","καὶ","O"
"100","κοινωνητέον","O"
"101","ἁπάσης","O"
"102","τύχης","O"
"103",",","O"
"104","κἂν","O"
"105","ἄλλου","O"
"106","μηδενὸς","O"
"107","ἢ","O"
"108","πυρὸς","O"
"109","καὶ","O"
"110","ὕδατος","O"
"111","μέλλωσι","O"
"112","κοινωνεῖν","O"
"113","ἀλλήλοις","O"
"114",";","O"
"115","διὰ","O"
"116","τί","O"
"117","οὐ","O"
"118","πλείονας","O"
"119","οὐδʼ","O"
"120","ἐλάττονας","O"
"121","ἀλλὰ","O"
"122","πέντε","O"
"123","λαμπάδας","O"
"124","ἅπτουσιν","O"
"125","ἐν","O"
"126","τοῖς","O"
"127","γάμοις","O"
"128",",","O"
"129","ἃς","O"
"130","κηρίωνας","O"
"131","ὀνομάζουσιν","O"
"132","πότερον","O"
"133",",","O"
"134","ὡς","O"
"135","Βάρρων","O"
"136","ἔλεγεν","O"
"137",",","O"
"138","ὅτι","O"
"139","τῶν","O"
"140","στρατηγῶν","O"
"141","τρισὶ","O"
"142","χρωμένων","O"
"143",",","O"
"144","σὺν","O"
"145","τοῖς","O"
"146","ἀγορανόμοις","O"
"147","πλείονας","O"
"148",",","O"
"149","παρὰ","O"
"150","δὲ","O"
"151","τῶν","O"
"152","ἀγορανόμων","O"
"153","ἅπτουσι","O"
"154","τὸ","O"
"155","πῦρ","O"
"156","οἱ","O"
"157","·","O"
"158","γαμοῦντες","O"
"159",",","O"
"160","ἢ","O"
"161","διότι","O"
"162","πλείοσι","O"
"163","χρωμένων","O"
"164","ἀριθμοῖς","O"
"165",",","O"
"166","πρός","O"
"167","τε","O"
"168","τὰ","O"
"169","ἄλλα","O"
"170","βελτίων","O"
"171","καὶ","O"
"172","τελειότερος","O"
"173","ὁ","O"
"174","περιττὸς","O"
"175","ἐνομίζετο","O"
"176","καὶ","O"
"177","πρὸς","O"
"178","γάμον","O"
"179","ἁρμοδιώτερος","O"
"180",";","O"
"181","ὁ","O"
"182","γὰρ","O"
"183","ἄρτιος","O"
"184","διάστασίν","O"
"185","τε","O"
"186","δέχεται","O"
"187","καὶ","O"
"188","τὸ","O"
"189","ἴσον","O"
"190","αὐτοῦ","O"
"191","μάχιμόν","O"
"192","ἐστι","O"
"193","καὶ","O"
"194","ἀντίπαλον","O"
"195",",","O"
"196","ὁ","O"
"197","δὲ","O"
"198","περιττὸς","O"
"199","οὐ","O"
"200","δύναται","O"
"201",",","O"
"202","διασχισθῆναι","O"
"203","παντάπασιν","O"
"204",",","O"
"205","ἀλλʼ","O"
"206","ὑπολείπει","O"
"207","τι","O"
"208",",","O"
"209","κοινὸν","O"
"210","ἀεὶ","O"
"211","μεριζόμενος","O"
"212",".","O"
"213","τοῦ","O"
"214","δὲ","O"
"215",",","O"
"216","περιττοῦ","O"
"217","μάλιστα","O"
"218","γαμήλιος","O"
"219","ἡ","O"
"220","πεντάς","O"
"221","ἐστι","O"
"222","·","O"
"223","τὰ","O"
"224","γὰρ","O"
"225","τρία","O"
"226","πρῶτος","O"
"227","περιττὸς","O"
"228","καὶ","O"
"229","τὰ","O"
"230","δύο","O"
"231","πρῶτος","O"
"232","ἄρτιος","O"
"233","·","O"
"234","ἐκ","O"
"235","δὲ","O"
"236","τούτων","O"
"237","ὥσπερ","O"
"238","ἄρρενος","O"
"239","καὶ","O"
"240","θήλεος","O"
"241","ἡ","O"
"242","πεντὰς","O"
"243","μέμικται","O"
"244",".","O"
"245","ἢ","O"
"246","μᾶλλον","O"
"247",",","O"
"248","ἐπεὶ","O"
"249","τὸ","O"
"250","φῶς","O"
"251","γενέσεώς","O"
"252","ἐστι","O"
"253","σημεῖον","O"
"254",",","O"
"255","γυνὴ","O"
"256","δʼ","O"
"257","ἄχρι","O"
"258","πέντε","O"
"259","τίκτειν","O"
"260","ὁμοῦ","O"
"261","τὰ","O"
"262","πλεῖστα","O"
"263","πέφυκε","O"
"264",",","O"
"265","τοσαύταις","O"
"266","χρῶνται","O"
"267","λαμπάσιν","O"
"268",";","O"
"269","ἢ","O"
"270","ὅτι","O"
"271","πέντε","O"
"272","δεῖσθαι","O"
"273","θεῶν","O"
"274","τοὺς","O"
"275","γαμοῦντας","O"
"276","οἴονται","O"
"277",",","O"
"278","Διὸς","GOD"
"279",";","O"
"280","τελείου","O"
"281","καὶ","O"
"282","Ἥρας","GOD"
"283","τελείας","O"
"284",";","O"
"285","καὶ","O"
"286","Ἀφροδίτης","GOD"
"287","καὶ","O"
"288","Πειθοῦς","GOD"
"289",",","GOD"
"290","ἐπὶ","O"
"291","πᾶσι","O"
"292","δʼ","O"
"293","Ἀρτέμιδος","GOD"
"294",",","O"
"295","ἣν","O"
"296","ταῖς","O"
"297","λοχείαις","O"
"298","καὶ","O"
"299","ταῖς","O"
"300","·","O"
"301","ὠδῖσιν","O"
"302","αἱ","O"
"303","γυναῖκες","O"
"304","ἐπικαλοῦνται","O"
"305",";","O"
"306","διὰ","O"
"307","τί","O"
"308",",","O"
"309","πολλῶν","O"
"310","ὄντων","O"
"311","ἐν","O"
"312","Ῥώμῃ","O"
"313","ναῶν","O"
"314","Ἀρτέμιδος","GOD"
"315","·","O"
"316",",","O"
"317","εἰς","O"
"318","μόνον","O"
"319","τὸν","O"
"320","ἐν","O"
"321","τῷ","O"
"322","καλουμένῳ","O"
"323","Πατρικίῳ","O"
"324","στενωπῷ","O"
"325","ἄνδρες","O"
"326","οὐκ","O"
"327","εἰσίασιν","O"
"328",";","O"
"329","ʼ","O"
"330","ἦ","O"
"331","διὰ","O"
"332","τὸν","O"
"333","λεγόμενον","O"
"334","μῦθον","O"
"335",";","O"
"336","γυναῖκα","O"
"337","γὰρ","O"
"338","αὐτόθι","O"
"339","τὴν","O"
"340","θεὸν","O"
"341","σεβομένην","O"
"342","βιαζόμενός","O"
"343","τις","O"
"344","ὑπὸ","O"
"345","τῶν","O"
"346","κυνῶν","O"
"347","διεσπάσθη","O"
"348",",","O"
"349","καὶ","O"
"350","ἀπὸ","O"
"351","τούτου","O"
"352","δεισιδαιμονίας","O"
"353","γενομένης","O"
"354","ἄνδρες","O"
"355","οὐκ","O"
"356","εἰσίασι","O"
"357",".","O"
"358","διὰ","O"
"359","τί","O"
"360","τοῖς","O"
"361","ἄλλοις","O"
"362","Ἀρτεμισίοις","NORP"
"363","ἐπιεικῶς","O"
"364","ἐλάφων","O"
"365","κέρατα","O"
"366","προσπατταλεύουσι","O"
"367",",","O"
"368","τῷ","O"
"369","δʼ","O"
"370","ἐν","O"
"371","Ἀβεντίνῳ","LOC"
"372","βοῶν","O"
"373",";","O"
"374","ʼ","O"
"375","ἦ","O"
"376","τοῦ","O"
"377","παλαιοῦ","O"
"378","συμπτώματος","O"
"379","ἀπομνημονεύοντες","O"
"380",";","O"
"381","λέγεται","O"
"382","γὰρ","O"
"383","ἐν","O"
"384","Σαβίνοις","NORP"
"385","Ἄντρωνι","O"
"386","Κορατίῳ","LOC"
"387","βοῦς","O"
"388","ἐκπρεπὴς","O"
"389","ὄψει","O"
"390","καὶ","O"
"391","μεγέθει","O"
"392","διαφέρουσα","O"
"393","τῶν","O"
"394","ἄλλων","O"
"395","γενέσθαι","O"
"396","·","O"
"397","μάντεως","O"
"398","δέ","O"
"399","τινος","O"
"400","αὐτῷ","O"
"401","φράσαντος","O"
"402",",","O"
"403","ὅτι","O"
"404","τοῦ","O"
"405","καθιερεύσαντος","O"
"406","Ἀρτέμιδι","GOD"
"407","τὴν","O"
"408","βοῦν","O"
"409","ἐκείνην","O"
"410","ἐν","O"
"411","Ἀβεντίνῳ","LOC"
"412","πέπρωται","O"
"413","μεγίστην","O"
"414","γενέσθαι","O"
"415","·","O"
"416","καὶ","O"
"417","βασιλεῦσαι","O"
"418","τῆς","O"
"419","Ἰταλίας","LOC"
"420",",","O"
"421","ἁπάσης","O"
"422","τὴν","O"
"423","πόλιν","O"
"424",",","O"
"425","ἐλθεῖν","O"
"426","μὲν","O"
"427","εἰς","O"
"428","Ῥώμην","LOC"
"429","τὸν","O"
"430","ἄνθρωπον","O"
"431","ὡς","O"
"432","θύσοντα","O"
"433","τὴν","O"
"434","βοῦν","O"
"435","οἰκέτου","O"
"436","δὲ","O"
"437","κρύφα","O"
"438","τῷ","O"
"439","βασιλεῖ","O"
"440","Σερουίῳ","PERSON"
"441","τὸ","O"
"442","μάντευμα","O"
"443","φράσαντος","O"
"444",",","O"
"445","ἐκείνου","O"
"446","δὲ","O"
"447","Κορνηλίῳ","PERSON"
"448","τῷ","O"
"449","ἱερεῖ","O"
"450",",","O"
"451","προστάξαι","O"
"452","τὸν","O"
"453","·","O"
"454","Κορνήλιον","PERSON"
"455","τῷ","O"
"456","Ἄντρωνι","LOC"
"457","λούσασθαι","O"
"458","πρὸ","O"
"459","τῆς","O"
"460","θυσίας","O"
"461","ἀπὸ","O"
"462","τοῦ","O"
"463","Θύμβρεως","LOC"
"464","·","O"
"465","νενομίσθαι","O"
"466","γὰρ","O"
"467","οὕτω","O"
"468","τοὺς","O"
"469","καλλιεροῦντας","O"
"470",".","O"
"471","ἐκεῖνον","O"
"472","μὲν","O"
"473","οὖν","O"
"474","·","O"
"475","ἀπελθόντα","O"
"476","λούσασθαι","O"
"477",",","O"
"478","τὸν","O"
"479","δὲ","O"
"480","Σερούιον","PERSON"
"481","φθάσαντα","O"
"482","θῦσαι","O"
"483","τῇ","O"
"484","θεῷ","O"
"485","τὴν","O"
"486","βοῦν","O"
"487","καὶ","O"
"488","τῷ","O"
"489","ἱερῷ","O"
"490","τὰ","O"
"491","κέρατα","O"
"492","προσπατταλεῦσαι","O"
"493",".","O"
"494","ταῦτα","O"
"495","καὶ","O"
"496","ὁ","O"
"497","Ἰόβας","NORP"
"498","ἱστόρηκε","O"
"499","καὶ","O"
"500","Βάρρων","LOC"
"501",",","O"
"502","πλὴν","O"
"503","ὅτι","O"
"504","τοὔ","O"
"505","νομα","O"
"506","τοῦ","O"
"507","Ἄντρωνος","PERSON"
"508","Βάρρων","LOC"
"509","οὐ","O"
"510","γέγραφεν","O"
"511",",","O"
"512","οὐδʼ","O"
"513","ὑπὸ","O"
"514","Κορνηλίου","PERSON"
"515","φησὶ","O"
"516","τοῦ","O"
"517","ἱερέως","O"
"518","ἀλλʼ","O"
"519","ὑπὸ","O"
"520","τοῦ","O"
"521","νεωκόρου","O"
"522","παρακρουσθῆναι","O"
"523","τὸν","O"
"524","Σαβῖνον","NORP"
"525",".","O"
"526","διὰ","O"
"527","τί","O"
"528","τοὺς","O"
"529","τεθνάναι","O"
"530","φημισθέντας","O"
"531","ἐπὶ","O"
"532","ξένης","O"
"533","ψευδῶς","O"
"534",",","O"
"535","κἂν","O"
"536","ἐπανέλθωσιν","O"
"537",",","O"
"538","οὐ","O"
"539","δέχονται","O"
"540","κατὰ","O"
"541","θύρας","O"
"542",",","O"
"543","ἀλλὰ","O"
"544","τῷ","O"
"545","κεράμῳ","O"
"546","προσβαίνοντες","O"
"547","εἴσω","O"
"548","καθιᾶσιν","O"
"549","αὐτούς","O"
"550",";","O"
"551","ʼ","O"
"552","ὁ","O"
"553","μὲν","O"
"554","γὰρ","O"
"555","Βάρρων","LOC"
"556","αἰτίαν","O"
"557","μυθικὴν","O"
"558","ὅλως","O"
"559","ἀποδίδωσι","O"
"560",".","O"
"561","φησὶ","O"
"562","γάρ","O"
"563",",","O"
"564","ἐν","O"
"565","τῷ","O"
"566","περὶ","O"
"567","Σικελίαν","LOC"
"568","πολέμῳ","O"
"569","ναυμαχίας","O"
"570","μεγάλης","O"
"571","γενομένης","O"
"572","καὶ","O"
"573","κατὰ","O"
"574","πολλῶν","O"
"575","φήμης","O"
"576","οὐκ","O"
"577","ἀληθοῦς","O"
"578","ὡς","O"
