"ID","TOKEN","NER"
"1","Εὐπόλεμος","O"
"2","δὲ","O"
"3","ἐν","O"
"4","τῷ","O"
"5","περὶ","O"
"6","Ἰουδαίων","NORP"
"7","τῆς","O"
"8","Ἀσσυρίας","NORP"
"9","φησὶ","O"
"10","πόλιν","O"
"11","Βαβυλῶνα","LOC"
"12","πρῶτον","O"
"13","μὲν","O"
"14","κτισθῆναι","O"
"15","ὑπὸ","O"
"16","τῶν","O"
"17","διασωθέντων","O"
"18","ἐκ","O"
"19","τοῦ","O"
"20","κατακλυσμοῦ","O"
"21","·","O"
"22","εἶναι","O"
"23","δὲ","O"
"24","αὐτοὺς","O"
"25","γίγαντας","NORP"
"26",",","O"
"27","οἰκοδομεῖν","O"
"28","δὲ","O"
"29","τὸν","O"
"30","ἱστορούμενον","O"
"31","πύργον","O"
"32",".","O"
"33","πεσόντος","O"
"34","δὲ","O"
"35","τούτου","O"
"36","ὑπὸ","O"
"37","τῆς","O"
"38","τοῦ","O"
"39","θεοῦ","O"
"40","ἐνεργείας","O"
"41","τοὺς","O"
"42","γίγαντας","NORP"
"43","διασπαρῆναι","O"
"44","καθ᾽","O"
"45","ὅλην","O"
"46","τὴν","O"
"47","γῆν","O"
"48",".","O"
"49","δεκάτῃ","O"
"50","δὲ","O"
"51","γενεᾷ","O"
"52",",","O"
"53","φησίν","O"
"54",",","O"
"55","ἐν","O"
"56","πόλει","O"
"57","τῆς","O"
"58","Βαβυλωνίας","NORP"
"59","Καμαρίνῃ","LOC"
"60",",","O"
"61","ἥν","O"
"62","τινας","O"
"63","λέγειν","O"
"64","πόλιν","O"
"65","Οὐρίην","O"
"66","εἶναι","O"
"67","δὲ","O"
"68","μεθερμηνευομένην","O"
"69","Χαλδαίων","NORP"
"70","πόλιν","O"
"71",",","O"
"72","ἢἐν","O"
"73","τρισκαιδεκάτῃ","O"
"74","γενέσθαι","O"
"75","Ἁβραὰμ","PERSON"
"76","γενεᾷ","O"
"77",",","O"
"78","εὐγενείᾳ","O"
"79","καὶ","O"
"80","σοφίᾳ","O"
"81","πάντας","O"
"82","ὑπερβεβηκότα","O"
"83",",","O"
"84","ὃν","O"
"85","δὴ","O"
"86","καὶ","O"
"87","τὴν","O"
"88","ἀστρολογίαν","O"
"89","καὶ","O"
"90","Χαλδαϊκὴν","NORP"
"91","εὑρεῖν","O"
"92","ἐπί","O"
"93","τε","O"
"94","τὴν","O"
"95","εὐσέβειαν","O"
"96","ὁρμήσαντα","O"
"97","εὐαρεστῆσαι","O"
"98","τῷ","O"
"99","θεῷ","O"
"100",".","O"
"101","τοῦτον","O"
"102","δὲ","O"
"103","διὰ","O"
"104","τὰ","O"
"105","προστάγματα","O"
"106","τοῦ","O"
"107","θεοῦ","O"
"108","εἰς","O"
"109","Φοινίκην","LOC"
"110","ἐλθόντα","O"
"111","κατοικῆσαι","O"
"112",",","O"
"113","καὶ","O"
"114","τροπὰς","O"
"115","ἡλίου","O"
"116","καὶ","O"
"117","σελήνης","O"
"118","καὶ","O"
"119","τὰ","O"
"120","ἄλλα","O"
"121","πάντα","O"
"122","διδάξαντα","O"
"123","τοὺς","O"
"124","Φοίνικας","NORP"
"125","εὐαρεστῆσαι","O"
"126","τῷ","O"
"127","βασιλεῖ","O"
"128","αὐτῶν","O"
"129",".","O"
"130","ὕστερον","O"
"131","δὲ","O"
"132","Ἀρμενίους","NORP"
"133","ἐπιστρατεῦσαι","O"
"134","τοῖς","O"
"135","Φοίνιξι","NORP"
"136","·","O"
"137","νικησάντων","O"
"138","δὲ","O"
"139","καὶ","O"
"140","αἰχμαλωτισαμένων","O"
"141","τὸν","O"
"142","ἀδελφιδοῦν","O"
"143","αὐτοῦ","O"
"144","τὸν","O"
"145","Ἁβραὰμ","PERSON"
"146","μετὰ","O"
"147","οἰκετῶν","O"
"148","βοηθήσαντα","O"
"149","ἐγκρατῆ","O"
"150","γενέσθαι","O"
"151","τῶν","O"
"152","αἰχμαλωτισαμένων","O"
"153","καὶ","O"
"154","τῶν","O"
"155","πολεμίων","O"
"156","αἰχμαλωτίσαι","O"
"157","τέκνα","O"
"158","καὶ","O"
"159","γυναῖκας","O"
"160",".","O"
"161","πρέσβεων","O"
"162","δὲ","O"
"163","παραγενομένων","O"
"164","πρὸς","O"
"165","αὐτὸν","O"
"166","ὅπως","O"
"167","χρήματα","O"
"168","λαβὼν","O"
"169","ἀπολυτρώσῃ","O"
"170","ταῦτα","O"
"171",",","O"
"172","μὴ","O"
"173","προελέσθαι","O"
"174","τοῖς","O"
"175","δυστυχοῦσιν","O"
"176","ἐπεμβαίνειν","O"
"177",",","O"
"178","ἀλλὰ","O"
"179","τὰς","O"
"180","τροφὰς","O"
"181","λαβόντα","O"
"182","τῶν","O"
"183","νεανίσκων","O"
"184","ἀποδοῦναι","O"
"185","τὰ","O"
"186","αἰχμάλωτα","O"
"187","ξενισθῆναί","O"
"188","τε","O"
"189","αὐτὸν","O"
"190","ὑπὸ","O"
"191","πόλεως","O"
"192","ἱερὸν","O"
"193","Ἀργαριζίν","NORP"
"194",",","O"
"195","ὃ","O"
"196","εἶναι","O"
"197","μεθερμηνευόμενον","O"
"198","ὄρος","O"
"199","ὑψίστου","O"
"200","·","O"
"201","παρὰ","O"
"202","δὲ","O"
"203","τοῦ","O"
"204","Μελχισεδὲκ","LOC"
"205","ἱερέως","LOC"
"206","ὄντος","O"
"207","τοῦ","O"
"208","θεοῦ","O"
"209","καὶ","O"
"210","βασιλεύοντος","O"
